chr	start	end	interval_id	num_peaks	num_samples	DFAM71927V3_1_750_R1.bool	MV411_1_590_R1.bool	MV411_4_717_R1.bool	DFAM71927V3_1_750_R1.fc	MV411_1_590_R1.fc	MV411_4_717_R1.fc	DFAM71927V3_1_750_R1.qval	MV411_1_590_R1.qval	MV411_4_717_R1.qval	DFAM71927V3_1_750_R1.pval	MV411_1_590_R1.pval	MV411_4_717_R1.pval	DFAM71927V3_1_750_R1.start	MV411_1_590_R1.start	MV411_4_717_R1.start	DFAM71927V3_1_750_R1.end	MV411_1_590_R1.end	MV411_4_717_R1.end	DFAM71927V3_1_750_R1.summit	MV411_1_590_R1.summit	MV411_4_717_R1.summit
chr8	41071982	41072159	Interval_19626	1	1	FALSE	FALSE	TRUE	NA	NA	6.21429	NA	NA	5.71321	NA	NA	8.87072	NA	NA	41071982	NA	NA	41072159	NA	NA	66
chr8	41125822	41125953	Interval_19627	1	1	FALSE	FALSE	TRUE	NA	NA	4.89291	NA	NA	3.42736	NA	NA	6.42677	NA	NA	41125822	NA	NA	41125953	NA	NA	105
chr8	41390302	41390433	Interval_19628	1	1	FALSE	FALSE	TRUE	NA	NA	5.52382	NA	NA	4.47664	NA	NA	7.56579	NA	NA	41390302	NA	NA	41390433	NA	NA	29
chr8	41393274	41393536	Interval_19629	1	1	FALSE	FALSE	TRUE	NA	NA	12.42859	NA	NA	18.66838	NA	NA	22.26289	NA	NA	41393274	NA	NA	41393536	NA	NA	73
chr8	41433338	41433636	Interval_19630	1	1	TRUE	FALSE	FALSE	5.17138	NA	NA	3.99362	NA	NA	7.68841	NA	NA	41433338	NA	NA	41433636	NA	NA	108	NA	NA
chr8	41440772	41440906	Interval_19631	1	1	FALSE	FALSE	TRUE	NA	NA	5.7011	NA	NA	4.81088	NA	NA	7.91635	NA	NA	41440772	NA	NA	41440906	NA	NA	43
chr8	41504361	41504555	Interval_19632	1	1	FALSE	FALSE	TRUE	NA	NA	8.064	NA	NA	9.25228	NA	NA	12.57266	NA	NA	41504361	NA	NA	41504555	NA	NA	108
chr8	41659046	41659294	Interval_19633	1	1	FALSE	FALSE	TRUE	NA	NA	8.01317	NA	NA	9.67365	NA	NA	13.01528	NA	NA	41659046	NA	NA	41659294	NA	NA	117
chr8	41742779	41742976	Interval_19634	1	1	FALSE	FALSE	TRUE	NA	NA	13.04866	NA	NA	20.12879	NA	NA	23.75123	NA	NA	41742779	NA	NA	41742976	NA	NA	108
chr8	41864492	41864795	Interval_19635	1	1	TRUE	FALSE	FALSE	7.06294	NA	NA	7.57244	NA	NA	11.67444	NA	NA	41864492	NA	NA	41864795	NA	NA	99	NA	NA
chr8	41961198	41961458	Interval_19636	1	1	FALSE	FALSE	TRUE	NA	NA	7.5108	NA	NA	8.31725	NA	NA	11.60176	NA	NA	41961198	NA	NA	41961458	NA	NA	147
chr8	42015237	42015446	Interval_19637	1	1	FALSE	FALSE	TRUE	NA	NA	9.73028	NA	NA	13.54364	NA	NA	17.00951	NA	NA	42015237	NA	NA	42015446	NA	NA	89
chr8	42152669	42153118	Interval_19638	1	1	FALSE	TRUE	FALSE	NA	30.81287	NA	NA	99.34933	NA	NA	106.32982	NA	NA	42152669	NA	NA	42153118	NA	NA	218	NA
chr8	42154969	42155136	Interval_19639	1	1	FALSE	FALSE	TRUE	NA	NA	7.9526	NA	NA	9.08684	NA	NA	12.40407	NA	NA	42154969	NA	NA	42155136	NA	NA	99
chr8	42175489	42175713	Interval_19640	1	1	FALSE	FALSE	TRUE	NA	NA	12.599	NA	NA	19.00493	NA	NA	22.60414	NA	NA	42175489	NA	NA	42175713	NA	NA	105
chr8	42217076	42217274	Interval_19641	1	1	FALSE	FALSE	TRUE	NA	NA	7.58508	NA	NA	8.31155	NA	NA	11.59249	NA	NA	42217076	NA	NA	42217274	NA	NA	84
chr8	42233372	42233542	Interval_19642	1	1	FALSE	FALSE	TRUE	NA	NA	13.11907	NA	NA	20.26226	NA	NA	23.89062	NA	NA	42233372	NA	NA	42233542	NA	NA	101
chr8	42387754	42388092	Interval_19643	1	1	FALSE	FALSE	TRUE	NA	NA	28.22986	NA	NA	59.16309	NA	NA	63.28536	NA	NA	42387754	NA	NA	42388092	NA	NA	158
chr8	42391625	42391921	Interval_19644	1	1	FALSE	TRUE	FALSE	NA	23.34534	NA	NA	58.61724	NA	NA	64.66595	NA	NA	42391625	NA	NA	42391921	NA	NA	184	NA
chr8	42446658	42446872	Interval_19645	1	1	FALSE	FALSE	TRUE	NA	NA	5.0072	NA	NA	3.58733	NA	NA	6.62361	NA	NA	42446658	NA	NA	42446872	NA	NA	104
chr8	42500008	42500185	Interval_19646	1	1	FALSE	FALSE	TRUE	NA	NA	7.7525	NA	NA	8.61696	NA	NA	11.92451	NA	NA	42500008	NA	NA	42500185	NA	NA	87
chr8	42571412	42571710	Interval_19647	1	1	TRUE	FALSE	FALSE	3.48265	NA	NA	1.59248	NA	NA	4.74418	NA	NA	42571412	NA	NA	42571710	NA	NA	112	NA	NA
chr8	42659595	42659894	Interval_19648	1	1	TRUE	FALSE	FALSE	6.16583	NA	NA	5.90353	NA	NA	9.83496	NA	NA	42659595	NA	NA	42659894	NA	NA	204	NA	NA
chr8	42721767	42722149	Interval_19649	1	1	TRUE	FALSE	FALSE	6.03328	NA	NA	5.44501	NA	NA	9.33002	NA	NA	42721767	NA	NA	42722149	NA	NA	275	NA	NA
chr8	42739774	42739930	Interval_19650	1	1	FALSE	FALSE	TRUE	NA	NA	7.5108	NA	NA	8.31725	NA	NA	11.60176	NA	NA	42739774	NA	NA	42739930	NA	NA	62
chr8	42741179	42741521	Interval_19651	1	1	TRUE	FALSE	FALSE	6.79097	NA	NA	6.65785	NA	NA	10.67014	NA	NA	42741179	NA	NA	42741521	NA	NA	73	NA	NA
chr8	42761136	42761367	Interval_19652	1	1	FALSE	FALSE	TRUE	NA	NA	6.68302	NA	NA	6.73366	NA	NA	9.94549	NA	NA	42761136	NA	NA	42761367	NA	NA	155
chr8	42765807	42765949	Interval_19653	1	1	FALSE	FALSE	TRUE	NA	NA	7.11645	NA	NA	7.39229	NA	NA	10.64285	NA	NA	42765807	NA	NA	42765949	NA	NA	72
chr8	42783955	42784547	Interval_19654	1	1	FALSE	FALSE	TRUE	NA	NA	143.61925	NA	NA	459.5329	NA	NA	466.05496	NA	NA	42783955	NA	NA	42784547	NA	NA	253
chr8	42793897	42794034	Interval_19655	1	1	FALSE	FALSE	TRUE	NA	NA	5.10235	NA	NA	3.80907	NA	NA	6.85026	NA	NA	42793897	NA	NA	42794034	NA	NA	34
chr8	42794390	42794521	Interval_19656	1	1	FALSE	FALSE	TRUE	NA	NA	4.2521	NA	NA	2.40967	NA	NA	5.3263	NA	NA	42794390	NA	NA	42794521	NA	NA	94
chr8	42894206	42894510	Interval_19657	1	1	FALSE	FALSE	TRUE	NA	NA	42.56123	NA	NA	107.38187	NA	NA	111.84948	NA	NA	42894206	NA	NA	42894510	NA	NA	144
chr8	42896646	42896874	Interval_19658	1	1	FALSE	TRUE	FALSE	NA	7.08635	NA	NA	8.31137	NA	NA	12.64487	NA	NA	42896646	NA	NA	42896874	NA	NA	142	NA
chr8	43240008	43240155	Interval_19659	1	1	FALSE	FALSE	TRUE	NA	NA	5.01236	NA	NA	4.986	NA	NA	8.11389	NA	NA	43240008	NA	NA	43240155	NA	NA	42
chr8	43240846	43240979	Interval_19660	1	1	FALSE	FALSE	TRUE	NA	NA	4.21819	NA	NA	2.41162	NA	NA	5.32924	NA	NA	43240846	NA	NA	43240979	NA	NA	2
chr8	46595218	46595504	Interval_19661	1	1	FALSE	FALSE	TRUE	NA	NA	8.58554	NA	NA	10.92866	NA	NA	14.31938	NA	NA	46595218	NA	NA	46595504	NA	NA	115
chr8	46956247	46956514	Interval_19662	1	1	FALSE	FALSE	TRUE	NA	NA	12.42872	NA	NA	18.66861	NA	NA	22.26314	NA	NA	46956247	NA	NA	46956514	NA	NA	96
chr8	47353975	47354147	Interval_19663	1	1	FALSE	FALSE	TRUE	NA	NA	5.74115	NA	NA	4.88218	NA	NA	7.99795	NA	NA	47353975	NA	NA	47354147	NA	NA	79
chr8	47369434	47369679	Interval_19664	1	1	FALSE	FALSE	TRUE	NA	NA	10.48481	NA	NA	14.28646	NA	NA	17.77995	NA	NA	47369434	NA	NA	47369679	NA	NA	118
chr8	47370313	47370516	Interval_19665	1	1	FALSE	FALSE	TRUE	NA	NA	9.47579	NA	NA	12.10817	NA	NA	15.52832	NA	NA	47370313	NA	NA	47370516	NA	NA	73
chr8	47523160	47523421	Interval_19666	1	1	FALSE	FALSE	TRUE	NA	NA	18.37479	NA	NA	32.87393	NA	NA	36.71036	NA	NA	47523160	NA	NA	47523421	NA	NA	119
chr8	47539132	47539263	Interval_19667	1	1	FALSE	FALSE	TRUE	NA	NA	5.76544	NA	NA	4.92026	NA	NA	8.04794	NA	NA	47539132	NA	NA	47539263	NA	NA	46
chr8	47550493	47550823	Interval_19668	1	1	FALSE	FALSE	TRUE	NA	NA	33.14291	NA	NA	73.76788	NA	NA	78.01052	NA	NA	47550493	NA	NA	47550823	NA	NA	161
chr8	47574037	47574890	Interval_19669	1	1	FALSE	FALSE	TRUE	NA	NA	183.07755	NA	NA	587.32263	NA	NA	594.8894	NA	NA	47574037	NA	NA	47574890	NA	NA	365
chr8	47677702	47677964	Interval_19670	1	1	FALSE	FALSE	TRUE	NA	NA	13.66496	NA	NA	26.85887	NA	NA	30.6004	NA	NA	47677702	NA	NA	47677964	NA	NA	126
chr8	47898155	47898319	Interval_19671	1	1	FALSE	FALSE	TRUE	NA	NA	4.91308	NA	NA	3.4655	NA	NA	6.46629	NA	NA	47898155	NA	NA	47898319	NA	NA	98
chr8	47952346	47952566	Interval_19672	1	1	FALSE	FALSE	TRUE	NA	NA	19.53078	NA	NA	37.43437	NA	NA	41.32876	NA	NA	47952346	NA	NA	47952566	NA	NA	105
chr8	48102668	48102850	Interval_19673	1	1	FALSE	FALSE	TRUE	NA	NA	8.28573	NA	NA	9.69235	NA	NA	13.0413	NA	NA	48102668	NA	NA	48102850	NA	NA	103
chr8	48348404	48348535	Interval_19674	1	1	FALSE	FALSE	TRUE	NA	NA	5.23684	NA	NA	4.09145	NA	NA	7.13952	NA	NA	48348404	NA	NA	48348535	NA	NA	41
chr8	48451495	48451690	Interval_19675	1	1	FALSE	FALSE	TRUE	NA	NA	11.49845	NA	NA	16.45632	NA	NA	19.99696	NA	NA	48451495	NA	NA	48451690	NA	NA	91
chr8	48644624	48644922	Interval_19676	1	1	TRUE	FALSE	FALSE	5.2972	NA	NA	4.37549	NA	NA	8.16997	NA	NA	48644624	NA	NA	48644922	NA	NA	146	NA	NA
chr8	48672274	48672509	Interval_19677	1	1	FALSE	FALSE	TRUE	NA	NA	27.29784	NA	NA	56.73616	NA	NA	60.83772	NA	NA	48672274	NA	NA	48672509	NA	NA	107
chr8	48685625	48685929	Interval_19678	1	1	FALSE	FALSE	TRUE	NA	NA	10.30265	NA	NA	14.8915	NA	NA	18.39237	NA	NA	48685625	NA	NA	48685929	NA	NA	176
chr8	48699651	48700011	Interval_19679	1	1	FALSE	FALSE	TRUE	NA	NA	21.40479	NA	NA	40.96494	NA	NA	44.90574	NA	NA	48699651	NA	NA	48700011	NA	NA	167
chr8	48778309	48778463	Interval_19680	1	1	FALSE	FALSE	TRUE	NA	NA	5.6331	NA	NA	4.70285	NA	NA	7.80439	NA	NA	48778309	NA	NA	48778463	NA	NA	71
chr8	48846109	48846240	Interval_19681	1	1	FALSE	FALSE	TRUE	NA	NA	6.259	NA	NA	5.85352	NA	NA	9.03037	NA	NA	48846109	NA	NA	48846240	NA	NA	67
chr8	48922055	48922367	Interval_19682	1	1	FALSE	FALSE	TRUE	NA	NA	11.41813	NA	NA	16.29006	NA	NA	19.82938	NA	NA	48922055	NA	NA	48922367	NA	NA	155
chr8	49012696	49012969	Interval_19683	1	1	FALSE	FALSE	TRUE	NA	NA	5.35446	NA	NA	4.34582	NA	NA	7.40581	NA	NA	49012696	NA	NA	49012969	NA	NA	122
chr8	49294345	49294527	Interval_19684	1	1	FALSE	FALSE	TRUE	NA	NA	6.92579	NA	NA	7.15315	NA	NA	10.3892	NA	NA	49294345	NA	NA	49294527	NA	NA	114
chr8	49374516	49374802	Interval_19685	1	1	FALSE	FALSE	TRUE	NA	NA	11.04764	NA	NA	15.5558	NA	NA	19.07902	NA	NA	49374516	NA	NA	49374802	NA	NA	168
chr8	49741423	49741724	Interval_19686	1	1	TRUE	FALSE	FALSE	7.75707	NA	NA	8.62149	NA	NA	12.77962	NA	NA	49741423	NA	NA	49741724	NA	NA	166	NA	NA
chr8	49795557	49795983	Interval_19687	1	1	FALSE	FALSE	TRUE	NA	NA	43.18713	NA	NA	109.43145	NA	NA	113.9119	NA	NA	49795557	NA	NA	49795983	NA	NA	190
chr8	49835904	49836035	Interval_19688	1	1	FALSE	FALSE	TRUE	NA	NA	5.03766	NA	NA	3.67798	NA	NA	6.71622	NA	NA	49835904	NA	NA	49836035	NA	NA	80
chr8	49886152	49886380	Interval_19689	1	1	FALSE	FALSE	TRUE	NA	NA	9.66668	NA	NA	12.55348	NA	NA	16.00033	NA	NA	49886152	NA	NA	49886380	NA	NA	98
chr8	49984210	49984508	Interval_19690	1	1	TRUE	FALSE	FALSE	5.0174	NA	NA	3.53478	NA	NA	7.17872	NA	NA	49984210	NA	NA	49984508	NA	NA	113	NA	NA
chr8	49999379	49999562	Interval_19691	1	1	FALSE	FALSE	TRUE	NA	NA	5.52382	NA	NA	4.47664	NA	NA	7.56579	NA	NA	49999379	NA	NA	49999562	NA	NA	104
chr8	50056942	50057142	Interval_19692	1	1	FALSE	FALSE	TRUE	NA	NA	10.60347	NA	NA	14.72401	NA	NA	18.22181	NA	NA	50056942	NA	NA	50057142	NA	NA	99
chr8	50163481	50163779	Interval_19693	1	1	TRUE	FALSE	FALSE	5.2972	NA	NA	4.37549	NA	NA	8.16997	NA	NA	50163481	NA	NA	50163779	NA	NA	152	NA	NA
chr8	50447841	50448244	Interval_19694	1	1	FALSE	FALSE	TRUE	NA	NA	60.07151	NA	NA	158.07407	NA	NA	162.83202	NA	NA	50447841	NA	NA	50448244	NA	NA	232
chr8	50568473	50568612	Interval_19695	1	1	FALSE	FALSE	TRUE	NA	NA	6.75286	NA	NA	6.77571	NA	NA	9.99035	NA	NA	50568473	NA	NA	50568612	NA	NA	53
chr8	50625234	50625365	Interval_19696	1	1	FALSE	FALSE	TRUE	NA	NA	6.86843	NA	NA	7.25018	NA	NA	10.49851	NA	NA	50625234	NA	NA	50625365	NA	NA	88
chr8	50974708	50974876	Interval_19697	1	1	FALSE	FALSE	TRUE	NA	NA	6.90477	NA	NA	6.99264	NA	NA	10.22101	NA	NA	50974708	NA	NA	50974876	NA	NA	88
chr8	51021549	51021941	Interval_19698	1	1	FALSE	FALSE	TRUE	NA	NA	19.35491	NA	NA	34.82877	NA	NA	38.69042	NA	NA	51021549	NA	NA	51021941	NA	NA	195
chr8	51289902	51290033	Interval_19699	1	1	FALSE	FALSE	TRUE	NA	NA	7.18653	NA	NA	7.53129	NA	NA	10.78686	NA	NA	51289902	NA	NA	51290033	NA	NA	33
chr8	51366156	51366345	Interval_19700	1	1	FALSE	FALSE	TRUE	NA	NA	9.40866	NA	NA	11.96789	NA	NA	15.38561	NA	NA	51366156	NA	NA	51366345	NA	NA	71
chr8	51375867	51376150	Interval_19701	1	1	FALSE	FALSE	TRUE	NA	NA	21.55959	NA	NA	40.86935	NA	NA	44.80647	NA	NA	51375867	NA	NA	51376150	NA	NA	139
chr8	51406012	51406510	Interval_19702	1	1	FALSE	FALSE	TRUE	NA	NA	107.65487	NA	NA	344.29288	NA	NA	350.03247	NA	NA	51406012	NA	NA	51406510	NA	NA	306
chr8	51455244	51455387	Interval_19703	1	1	FALSE	FALSE	TRUE	NA	NA	6.21429	NA	NA	5.71321	NA	NA	8.87072	NA	NA	51455244	NA	NA	51455387	NA	NA	36
chr8	51510540	51510689	Interval_19704	1	1	FALSE	FALSE	TRUE	NA	NA	6.8849	NA	NA	7.06424	NA	NA	10.29733	NA	NA	51510540	NA	NA	51510689	NA	NA	66
chr8	51876559	51876752	Interval_19705	1	1	FALSE	FALSE	TRUE	NA	NA	10.06114	NA	NA	13.33848	NA	NA	16.80084	NA	NA	51876559	NA	NA	51876752	NA	NA	104
chr8	51956227	51956358	Interval_19706	1	1	FALSE	FALSE	TRUE	NA	NA	5.52382	NA	NA	4.47664	NA	NA	7.56579	NA	NA	51956227	NA	NA	51956358	NA	NA	76
chr8	51979950	51980103	Interval_19707	1	1	FALSE	FALSE	TRUE	NA	NA	8.37652	NA	NA	9.91808	NA	NA	13.27177	NA	NA	51979950	NA	NA	51980103	NA	NA	90
chr8	52518587	52518801	Interval_19708	1	1	FALSE	FALSE	TRUE	NA	NA	10.77979	NA	NA	14.88535	NA	NA	18.38493	NA	NA	52518587	NA	NA	52518801	NA	NA	105
chr8	52571131	52571285	Interval_19709	1	1	FALSE	FALSE	TRUE	NA	NA	5.81466	NA	NA	5.02024	NA	NA	8.15034	NA	NA	52571131	NA	NA	52571285	NA	NA	79
chr8	52571563	52571929	Interval_19710	1	1	FALSE	FALSE	TRUE	NA	NA	27.47374	NA	NA	63.33015	NA	NA	67.48889	NA	NA	52571563	NA	NA	52571929	NA	NA	198
chr8	52618460	52618775	Interval_19711	1	1	FALSE	FALSE	TRUE	NA	NA	26.85368	NA	NA	54.47321	NA	NA	58.55371	NA	NA	52618460	NA	NA	52618775	NA	NA	158
chr8	52688328	52688721	Interval_19712	1	1	FALSE	FALSE	TRUE	NA	NA	13.21459	NA	NA	20.26728	NA	NA	23.89569	NA	NA	52688328	NA	NA	52688721	NA	NA	255
chr8	52794413	52794587	Interval_19713	1	1	FALSE	FALSE	TRUE	NA	NA	10.35716	NA	NA	14.04317	NA	NA	17.52571	NA	NA	52794413	NA	NA	52794587	NA	NA	91
chr8	52838444	52838742	Interval_19714	1	1	TRUE	FALSE	FALSE	6.31387	NA	NA	5.41839	NA	NA	9.29569	NA	NA	52838444	NA	NA	52838742	NA	NA	175	NA	NA
chr8	52885955	52886129	Interval_19715	1	1	FALSE	FALSE	TRUE	NA	NA	8.28573	NA	NA	9.69235	NA	NA	13.0413	NA	NA	52885955	NA	NA	52886129	NA	NA	82
chr8	52928921	52929052	Interval_19716	1	1	FALSE	FALSE	TRUE	NA	NA	6.09202	NA	NA	5.61373	NA	NA	8.75971	NA	NA	52928921	NA	NA	52929052	NA	NA	47
chr8	53176386	53176727	Interval_19717	1	1	FALSE	FALSE	TRUE	NA	NA	14.55921	NA	NA	23.63757	NA	NA	27.32982	NA	NA	53176386	NA	NA	53176727	NA	NA	126
chr8	53177159	53177542	Interval_19718	1	1	FALSE	FALSE	TRUE	NA	NA	59.93668	NA	NA	172.02357	NA	NA	176.85704	NA	NA	53177159	NA	NA	53177542	NA	NA	193
chr8	53384721	53384908	Interval_19719	1	1	FALSE	FALSE	TRUE	NA	NA	4.37344	NA	NA	2.64297	NA	NA	5.57263	NA	NA	53384721	NA	NA	53384908	NA	NA	123
chr8	53726603	53726847	Interval_19720	1	1	FALSE	FALSE	TRUE	NA	NA	11.02801	NA	NA	15.40073	NA	NA	18.91538	NA	NA	53726603	NA	NA	53726847	NA	NA	130
chr8	53727835	53727970	Interval_19721	1	1	FALSE	FALSE	TRUE	NA	NA	6.29088	NA	NA	5.84828	NA	NA	9.02071	NA	NA	53727835	NA	NA	53727970	NA	NA	66
chr8	53768132	53768505	Interval_19722	1	1	FALSE	FALSE	TRUE	NA	NA	40.04768	NA	NA	94.3885	NA	NA	98.77303	NA	NA	53768132	NA	NA	53768505	NA	NA	176
chr8	53848984	53849153	Interval_19723	1	1	FALSE	FALSE	TRUE	NA	NA	13.14391	NA	NA	21.01089	NA	NA	24.64985	NA	NA	53848984	NA	NA	53849153	NA	NA	99
chr8	53851685	53851816	Interval_19724	1	1	FALSE	FALSE	TRUE	NA	NA	5.0072	NA	NA	3.58733	NA	NA	6.62361	NA	NA	53851685	NA	NA	53851816	NA	NA	73
chr8	53858942	53859182	Interval_19725	1	1	FALSE	FALSE	TRUE	NA	NA	4.45609	NA	NA	2.81338	NA	NA	5.7479	NA	NA	53858942	NA	NA	53859182	NA	NA	151
chr8	53873019	53873203	Interval_19726	1	1	FALSE	FALSE	TRUE	NA	NA	6.38701	NA	NA	6.03051	NA	NA	9.21281	NA	NA	53873019	NA	NA	53873203	NA	NA	55
chr8	53945330	53945560	Interval_19727	1	1	FALSE	FALSE	TRUE	NA	NA	5.9706	NA	NA	6.47429	NA	NA	9.68262	NA	NA	53945330	NA	NA	53945560	NA	NA	117
chr8	54000083	54000341	Interval_19728	1	1	FALSE	FALSE	TRUE	NA	NA	12.09797	NA	NA	17.81247	NA	NA	21.38688	NA	NA	54000083	NA	NA	54000341	NA	NA	154
chr8	54101892	54102160	Interval_19729	1	1	FALSE	TRUE	FALSE	NA	13.62272	NA	NA	26.66627	NA	NA	31.82739	NA	NA	54101892	NA	NA	54102160	NA	NA	200	NA
chr8	54260019	54260251	Interval_19730	1	1	FALSE	FALSE	TRUE	NA	NA	11.26621	NA	NA	16.53162	NA	NA	20.07538	NA	NA	54260019	NA	NA	54260251	NA	NA	122
chr8	54262196	54262347	Interval_19731	1	1	FALSE	FALSE	TRUE	NA	NA	5.52382	NA	NA	4.47664	NA	NA	7.56579	NA	NA	54262196	NA	NA	54262347	NA	NA	70
chr8	54542185	54542316	Interval_19732	1	1	FALSE	FALSE	TRUE	NA	NA	4.56901	NA	NA	3.04899	NA	NA	5.99871	NA	NA	54542185	NA	NA	54542316	NA	NA	111
chr8	54629577	54629748	Interval_19733	1	1	FALSE	FALSE	TRUE	NA	NA	5.0072	NA	NA	3.58733	NA	NA	6.62361	NA	NA	54629577	NA	NA	54629748	NA	NA	77
chr8	54898657	54898796	Interval_19734	1	1	FALSE	FALSE	TRUE	NA	NA	5.4691	NA	NA	4.58791	NA	NA	7.67939	NA	NA	54898657	NA	NA	54898796	NA	NA	45
chr8	54963720	54963866	Interval_19735	1	1	FALSE	FALSE	TRUE	NA	NA	7.45483	NA	NA	8.4673	NA	NA	11.7645	NA	NA	54963720	NA	NA	54963866	NA	NA	79
chr8	54991715	54991846	Interval_19736	1	1	FALSE	FALSE	TRUE	NA	NA	4.83334	NA	NA	3.32013	NA	NA	6.31143	NA	NA	54991715	NA	NA	54991846	NA	NA	17
chr8	55545227	55545434	Interval_19737	1	1	FALSE	FALSE	TRUE	NA	NA	6.80282	NA	NA	6.88717	NA	NA	10.10322	NA	NA	55545227	NA	NA	55545434	NA	NA	125
chr8	55737750	55737881	Interval_19738	1	1	FALSE	FALSE	TRUE	NA	NA	5.75732	NA	NA	4.90356	NA	NA	8.03119	NA	NA	55737750	NA	NA	55737881	NA	NA	73
chr8	55885584	55885823	Interval_19739	1	1	FALSE	FALSE	TRUE	NA	NA	16.89931	NA	NA	30.52351	NA	NA	34.32218	NA	NA	55885584	NA	NA	55885823	NA	NA	116
chr8	55919614	55919775	Interval_19740	1	1	FALSE	FALSE	TRUE	NA	NA	9.52516	NA	NA	12.29605	NA	NA	15.72398	NA	NA	55919614	NA	NA	55919775	NA	NA	77
chr8	55990604	55990778	Interval_19741	1	1	FALSE	FALSE	TRUE	NA	NA	6.85456	NA	NA	7.51731	NA	NA	10.77158	NA	NA	55990604	NA	NA	55990778	NA	NA	90
chr8	56010839	56011038	Interval_19742	1	1	FALSE	FALSE	TRUE	NA	NA	6.51369	NA	NA	6.28215	NA	NA	9.47314	NA	NA	56010839	NA	NA	56011038	NA	NA	95
chr8	56108876	56109049	Interval_19743	1	1	FALSE	FALSE	TRUE	NA	NA	6.84271	NA	NA	7.81657	NA	NA	11.09014	NA	NA	56108876	NA	NA	56109049	NA	NA	72
chr8	56211389	56211748	Interval_19744	1	1	FALSE	TRUE	FALSE	NA	12.09774	NA	NA	20.588	NA	NA	25.51592	NA	NA	56211389	NA	NA	56211748	NA	NA	77	NA
chr8	56558940	56559349	Interval_19745	1	1	FALSE	FALSE	TRUE	NA	NA	75.73395	NA	NA	223.10393	NA	NA	228.2113	NA	NA	56558940	NA	NA	56559349	NA	NA	216
chr8	56566663	56566846	Interval_19746	1	1	FALSE	FALSE	TRUE	NA	NA	4.37344	NA	NA	2.64297	NA	NA	5.57263	NA	NA	56566663	NA	NA	56566846	NA	NA	63
chr8	56669238	56669432	Interval_19747	1	1	FALSE	FALSE	TRUE	NA	NA	10.34328	NA	NA	14.02141	NA	NA	17.49833	NA	NA	56669238	NA	NA	56669432	NA	NA	113
chr8	56799357	56799530	Interval_19748	1	1	FALSE	FALSE	TRUE	NA	NA	3.7554	NA	NA	1.65032	NA	NA	4.41971	NA	NA	56799357	NA	NA	56799530	NA	NA	72
chr8	57108659	57108790	Interval_19749	1	1	FALSE	FALSE	TRUE	NA	NA	5.5919	NA	NA	4.60623	NA	NA	7.69843	NA	NA	57108659	NA	NA	57108790	NA	NA	49
chr8	57110186	57110404	Interval_19750	1	1	FALSE	FALSE	TRUE	NA	NA	8.88635	NA	NA	10.90853	NA	NA	14.28611	NA	NA	57110186	NA	NA	57110404	NA	NA	116
chr8	57112803	57112948	Interval_19751	1	1	FALSE	FALSE	TRUE	NA	NA	7.59525	NA	NA	8.32046	NA	NA	11.61238	NA	NA	57112803	NA	NA	57112948	NA	NA	95
chr8	57235973	57236139	Interval_19752	1	1	FALSE	FALSE	TRUE	NA	NA	7.33148	NA	NA	8.93436	NA	NA	12.24872	NA	NA	57235973	NA	NA	57236139	NA	NA	46
chr8	57242386	57242684	Interval_19753	1	1	FALSE	FALSE	TRUE	NA	NA	9.55761	NA	NA	12.28054	NA	NA	15.70476	NA	NA	57242386	NA	NA	57242684	NA	NA	88
chr8	57362402	57362643	Interval_19754	1	1	FALSE	FALSE	TRUE	NA	NA	12.90982	NA	NA	19.86391	NA	NA	23.47912	NA	NA	57362402	NA	NA	57362643	NA	NA	110
chr8	57398874	57399090	Interval_19755	1	1	FALSE	FALSE	TRUE	NA	NA	11.89211	NA	NA	17.99927	NA	NA	21.57836	NA	NA	57398874	NA	NA	57399090	NA	NA	97
chr8	57420785	57421183	Interval_19756	2	2	TRUE	FALSE	TRUE	5.98406	NA	6.7231	5.29021	NA	6.66148	9.15777	NA	9.87291	57420785	NA	57420937	57421183	NA	57421068	244	NA	70
chr8	57428766	57428977	Interval_19757	1	1	FALSE	FALSE	TRUE	NA	NA	8.75938	NA	NA	10.63868	NA	NA	14.01063	NA	NA	57428766	NA	NA	57428977	NA	NA	103
chr8	57462410	57462637	Interval_19758	1	1	FALSE	FALSE	TRUE	NA	NA	9.65373	NA	NA	12.54151	NA	NA	15.97483	NA	NA	57462410	NA	NA	57462637	NA	NA	127
chr8	57513623	57513754	Interval_19759	1	1	FALSE	FALSE	TRUE	NA	NA	5.44295	NA	NA	4.35052	NA	NA	7.41116	NA	NA	57513623	NA	NA	57513754	NA	NA	60
chr8	57658241	57658408	Interval_19760	1	1	FALSE	FALSE	TRUE	NA	NA	8.38785	NA	NA	9.89198	NA	NA	13.24338	NA	NA	57658241	NA	NA	57658408	NA	NA	97
chr8	57967060	57967191	Interval_19761	1	1	FALSE	FALSE	TRUE	NA	NA	4.40486	NA	NA	2.70831	NA	NA	5.6385	NA	NA	57967060	NA	NA	57967191	NA	NA	66
chr8	58023205	58023339	Interval_19762	1	1	FALSE	FALSE	TRUE	NA	NA	7.05746	NA	NA	7.27474	NA	NA	10.52338	NA	NA	58023205	NA	NA	58023339	NA	NA	54
