chr	start	end	interval_id	num_peaks	num_samples	MV411_1_430_R1.bool	MV411_2_431_R1.bool	MV411_3_575_R1.bool	MV411_9_718_R1.bool	MV411_1_430_R1.fc	MV411_2_431_R1.fc	MV411_3_575_R1.fc	MV411_9_718_R1.fc	MV411_1_430_R1.qval	MV411_2_431_R1.qval	MV411_3_575_R1.qval	MV411_9_718_R1.qval	MV411_1_430_R1.pval	MV411_2_431_R1.pval	MV411_3_575_R1.pval	MV411_9_718_R1.pval	MV411_1_430_R1.start	MV411_2_431_R1.start	MV411_3_575_R1.start	MV411_9_718_R1.start	MV411_1_430_R1.end	MV411_2_431_R1.end	MV411_3_575_R1.end	MV411_9_718_R1.end	MV411_1_430_R1.summit	MV411_2_431_R1.summit	MV411_3_575_R1.summit	MV411_9_718_R1.summit	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr6	3237761	3237962	Interval_7742	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.83539	NA	NA	NA	6.03898	NA	NA	NA	9.81333	NA	NA	NA	3237761	NA	NA	NA	3237962	NA	NA	NA	135	NA	Intergenic	NA	-10128	TUBB2B								
chr6	4317073	4317215	Interval_7743	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.06536	NA	NA	NA	2.61611	NA	NA	NA	5.97311	NA	NA	NA	4317073	NA	NA	NA	4317215	NA	NA	NA	89	NA	Intergenic	NA	29753	LOC101927888								
chr6	4358755	4358893	Interval_7744	1	1	TRUE	FALSE	FALSE	FALSE	5.65225	NA	NA	NA	6.00971	NA	NA	NA	10.22626	NA	NA	NA	4358755	NA	NA	NA	4358893	NA	NA	NA	71	NA	NA	NA	NA	Intergenic	NA	-11927	LOC101927888								
chr6	4407800	4408130	Interval_7745	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	10.42943	NA	NA	NA	17.13677	NA	NA	NA	21.59054	NA	NA	NA	4407800	NA	NA	NA	4408130	NA	NA	NA	107	NA	Intergenic	NA	-61068	LOC101927888								
chr6	4776289	4776452	Interval_7746	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.30783	NA	NA	NA	6.42603	NA	NA	NA	10.22703	NA	NA	NA	4776289	NA	NA	NA	4776452	NA	NA	NA	38	NA	promoter-TSS (LOC101927913)	NA	-963	LOC101927913								
chr6	4942234	4942443	Interval_7747	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.61862	NA	NA	NA	6.03673	NA	NA	NA	9.80742	NA	NA	NA	4942234	NA	NA	NA	4942443	NA	NA	NA	87	NA	intron (CDYL, intron 4 of 6)	NA	61724	RPP40								
chr6	5699327	5699469	Interval_7748	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.79643	NA	NA	NA	3.4063	NA	NA	NA	6.88484	NA	NA	NA	5699327	NA	NA	NA	5699469	NA	NA	NA	94	NA	intron (FARS2, intron 6 of 6)	NA	-4126	RP1-256G22.2								
chr6	6331495	6331639	Interval_7749	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.57526	NA	NA	NA	3.10921	NA	NA	NA	6.53569	NA	NA	NA	6331495	NA	NA	NA	6331639	NA	NA	NA	94	NA	Intergenic	NA	-10876	F13A1								
chr6	6592156	6592395	Interval_7750	2	2	TRUE	FALSE	FALSE	TRUE	4.93127	NA	NA	5.18785	3.75697	NA	NA	4.47878	7.6714	NA	NA	8.08807	6592253	NA	NA	6592156	6592395	NA	NA	6592350	95	NA	NA	93	NA	intron (LY86, intron 1 of 4)	NA	3620	LY86								
chr6	6707282	6707438	Interval_7751	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.42686	NA	NA	NA	5.1181	NA	NA	NA	8.79824	NA	NA	NA	6707282	NA	NA	NA	6707438	NA	NA	NA	36	NA	intron (LOC101928004, intron 1 of 1)	NA	3531	LOC101928004								
chr6	6712410	6712733	Interval_7752	3	3	TRUE	TRUE	TRUE	FALSE	6.1668	6.78455	5.82702	NA	6.80196	7.35513	4.143	NA	11.10981	11.74661	8.52229	NA	6712510	6712458	6712410	NA	6712710	6712733	6712547	NA	68	192	104	NA	NA	Intergenic	NA	-1681	LOC101928004								
chr6	6856877	6857071	Interval_7753	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.6494	NA	NA	NA	5.45115	NA	NA	NA	9.1616	NA	NA	NA	6856877	NA	NA	NA	6857071	NA	NA	NA	99	NA	Intergenic	NA	139137	LOC101928047								
chr6	6885912	6886067	Interval_7754	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.74292	NA	NA	NA	4.09588	NA	NA	NA	7.6621	NA	NA	NA	6885912	NA	NA	NA	6886067	NA	NA	NA	40	NA	Intergenic	NA	168153	LOC101928047								
chr6	6918616	6918829	Interval_7755	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.40414	NA	NA	NA	3.33867	NA	NA	NA	6.80188	NA	NA	NA	6918616	NA	NA	NA	6918829	NA	NA	NA	107	NA	Intergenic	NA	-189130	RREB1								
chr6	7108060	7108356	Interval_7756	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.87493	NA	NA	NA	4.20836	NA	NA	NA	8.59977	NA	NA	NA	7108060	NA	NA	NA	7108356	NA	NA	NA	188	NA	NA	promoter-TSS (RREB1)	NA	355	RREB1								
chr6	7130294	7130579	Interval_7757	2	2	TRUE	FALSE	FALSE	TRUE	4.87593	NA	NA	5.40713	4.4887	NA	NA	4.80226	8.51811	NA	NA	8.44187	7130294	NA	NA	7130315	7130579	NA	NA	7130499	82	NA	NA	42	NA	intron (RREB1, intron 1 of 12)	NA	22584	RREB1								
chr6	7154415	7155067	Interval_7758	2	2	TRUE	FALSE	FALSE	TRUE	4.63146	NA	NA	6.00847	3.32246	NA	NA	6.62707	7.17949	NA	NA	10.46449	7154850	NA	NA	7154415	7155022	NA	NA	7155067	89	NA	NA	583	NA	intron (RREB1, intron 2 of 13)	NA	46888	RREB1								
chr6	7698170	7698477	Interval_7759	3	3	TRUE	TRUE	FALSE	TRUE	7.22327	7.89201	NA	6.384	9.99143	11.01513	NA	7.56892	14.60878	15.76839	NA	11.47664	7698171	7698258	NA	7698170	7698477	7698463	NA	7698466	184	72	NA	244	NA	Intergenic	NA	-28454	BMP6								
chr6	10596125	10596340	Interval_7760	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.62775	NA	NA	NA	9.49121	NA	NA	NA	13.5335	NA	NA	NA	10596125	NA	NA	NA	10596340	NA	NA	NA	106	NA	intron (GCNT2, intron 1 of 2)	NA	74898	GCNT2								
chr6	10694675	10694950	Interval_7761	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.91629	NA	NA	NA	4.3501	NA	NA	NA	7.95351	NA	NA	NA	10694675	NA	NA	NA	10694950	NA	NA	NA	222	NA	promoter-TSS (C6orf52)	NA	-16	C6orf52								
chr6	10887007	10887149	Interval_7762	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.24587	NA	NA	NA	4.5639	NA	NA	NA	8.18186	NA	NA	NA	10887007	NA	NA	NA	10887149	NA	NA	NA	63	NA	exon (SYCP2L, exon 1 of 30)	NA	247	SYCP2L								
chr6	10889456	10889724	Interval_7763	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.64314	NA	NA	NA	8.85034	NA	NA	NA	12.85061	NA	NA	NA	10889456	NA	NA	NA	10889724	NA	NA	NA	218	NA	intron (SYCP2L, intron 1 of 29)	NA	2759	SYCP2L								
chr6	11093522	11093654	Interval_7764	1	1	TRUE	FALSE	FALSE	FALSE	5.15679	NA	NA	NA	4.06954	NA	NA	NA	8.0378	NA	NA	NA	11093522	NA	NA	NA	11093654	NA	NA	NA	57	NA	NA	NA	NA	promoter-TSS (SMIM13)	NA	-445	SMIM13								
chr6	11093940	11094081	Interval_7765	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.96173	NA	NA	NA	4.13987	NA	NA	NA	8.51826	NA	NA	NA	11093940	NA	NA	NA	11094081	NA	NA	NA	80	NA	NA	promoter-TSS (SMIM13)	NA	-22	SMIM13								
chr6	11143848	11143994	Interval_7766	1	1	TRUE	FALSE	FALSE	FALSE	6.06925	NA	NA	NA	6.31504	NA	NA	NA	10.566	NA	NA	NA	11143848	NA	NA	NA	11143994	NA	NA	NA	68	NA	NA	NA	NA	Intergenic	NA	-32083	ERVFRD-1								
chr6	11323722	11324014	Interval_7767	2	2	TRUE	FALSE	FALSE	TRUE	5.75568	NA	NA	5.08113	5.52461	NA	NA	4.605	9.68171	NA	NA	8.22825	11323825	NA	NA	11323722	11324009	NA	NA	11324014	65	NA	NA	81	NA	intron (NEDD9, intron 1 of 7)	NA	58480	NEDD9								
chr6	11350227	11350669	Interval_7768	4	4	TRUE	TRUE	TRUE	TRUE	6.68003	11.13516	5.68353	16.96323	11.52902	17.57242	3.75461	38.02408	16.26342	22.76896	8.05362	43.1703	11350304	11350311	11350368	11350227	11350669	11350636	11350529	11350621	244	125	66	230	NA	intron (NEDD9, intron 1 of 7)	NA	31900	NEDD9								
chr6	11460045	11460226	Interval_7769	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.33568	NA	NA	NA	4.01767	NA	NA	NA	8.02045	NA	NA	NA	11460045	NA	NA	NA	11460226	NA	NA	NA	75	NA	NA	NA	Intergenic	NA	-77788	NEDD9								
chr6	11519625	11519990	Interval_7770	2	2	TRUE	FALSE	FALSE	TRUE	3.96169	NA	NA	5.55659	2.37915	NA	NA	5.01007	6.0522	NA	NA	8.68215	11519689	NA	NA	11519625	11519821	NA	NA	11519990	75	NA	NA	253	NA	Intergenic	NA	-18419	TMEM170B								
chr6	11525846	11526127	Interval_7771	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.23936	NA	6.1134	NA	1.48371	NA	10.53452	NA	4.97709	NA	14.64368	NA	11525929	NA	11525846	NA	11526114	NA	11526127	NA	18	NA	129	NA	Intergenic	NA	-12240	TMEM170B								
chr6	11537482	11537707	Interval_7772	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.68324	NA	NA	NA	3.26256	NA	NA	NA	6.70623	NA	NA	NA	11537482	NA	NA	NA	11537707	NA	NA	NA	102	NA	promoter-TSS (TMEM170B)	NA	-632	TMEM170B								
chr6	11731985	11732502	Interval_7773	4	4	TRUE	TRUE	TRUE	TRUE	6.13939	11.56064	7.9108	12.50938	6.42059	19.31182	7.99786	24.54438	10.68284	24.6168	12.84314	29.27528	11732062	11732053	11732210	11731985	11732447	11732456	11732488	11732502	293	298	135	399	NA	intron (ADTRP, intron 4 of 5)	NA	47384	ADTRP								
chr6	11770797	11770955	Interval_7774	1	1	TRUE	FALSE	FALSE	FALSE	5.13781	NA	NA	NA	5.20361	NA	NA	NA	9.31706	NA	NA	NA	11770797	NA	NA	NA	11770955	NA	NA	NA	67	NA	NA	NA	NA	intron (ADTRP, intron 1 of 6)	NA	8752	ADTRP								
chr6	11975554	11975869	Interval_7775	3	3	TRUE	TRUE	FALSE	TRUE	7.00915	6.76458	NA	10.89272	10.46829	8.05687	NA	20.07629	15.12137	12.52187	NA	24.65283	11975578	11975641	NA	11975554	11975864	11975817	NA	11975869	131	66	NA	108	NA	Intergenic	NA	25532	LOC101928253								
chr6	12011050	12011626	Interval_7776	4	4	TRUE	TRUE	TRUE	TRUE	9.18458	11.03076	8.17143	12.16767	13.57281	16.88481	8.39401	22.17697	18.44682	22.04808	13.2834	26.82789	12011173	12011112	12011260	12011050	12011583	12011422	12011508	12011626	125	128	68	212	NA	Intergenic	NA	-1153	HIVEP1								
chr6	12012018	12012182	Interval_7777	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.10899	NA	NA	NA	4.09588	NA	NA	NA	7.65956	NA	NA	NA	12012018	NA	NA	NA	12012182	NA	NA	NA	58	NA	promoter-TSS (HIVEP1)	NA	-391	HIVEP1								
chr6	12163195	12163541	Interval_7778	2	2	TRUE	FALSE	FALSE	TRUE	4.36343	NA	NA	6.5184	2.49181	NA	NA	7.06672	6.20025	NA	NA	10.92989	12163264	NA	NA	12163195	12163541	NA	NA	12163442	53	NA	NA	120	NA	exon (HIVEP1, exon 9 of 9)	NA	-126928	EDN1								
chr6	12208176	12208505	Interval_7779	3	3	TRUE	TRUE	FALSE	TRUE	4.57118	5.63715	NA	7.45316	3.75439	5.31507	NA	11.31042	7.66809	9.48534	NA	15.47062	12208176	12208295	NA	12208278	12208505	12208492	NA	12208495	128	66	NA	80	NA	intron (HIVEP1, intron 8 of 9)	NA	-81955	EDN1								
chr6	12265865	12266075	Interval_7780	2	2	TRUE	TRUE	FALSE	FALSE	4.87593	4.50972	NA	NA	4.4887	2.88107	NA	NA	8.51811	6.69876	NA	NA	12265897	12265865	NA	NA	12266040	12266075	NA	NA	98	132	NA	NA	NA	Intergenic	NA	-24326	EDN1								
chr6	12638054	12638274	Interval_7781	2	2	FALSE	TRUE	FALSE	TRUE	NA	7.50721	NA	5.96009	NA	8.06366	NA	5.60154	NA	12.53462	NA	9.32913	NA	12638054	NA	12638077	NA	12638274	NA	12638234	NA	75	NA	90	NA	Intergenic	NA	-52760	LOC101928309								
chr6	13302834	13303313	Interval_7782	3	3	TRUE	TRUE	FALSE	TRUE	14.7792	15.79952	NA	17.75525	33.48561	33.76078	NA	42.32314	39.35001	39.69953	NA	47.58457	13302853	13302834	NA	13302861	13303244	13303246	NA	13303313	215	199	NA	241	NA	Intergenic	NA	-7488	RP1-257A7.4								
chr6	13407798	13407947	Interval_7783	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.71913	NA	NA	NA	4.88613	NA	NA	NA	8.55283	NA	NA	NA	13407798	NA	NA	NA	13407947	NA	NA	NA	69	NA	intron (GFOD1, intron 1 of 1)	NA	-79290	TBC1D7								
chr6	13454568	13455227	Interval_7784	4	4	TRUE	TRUE	TRUE	TRUE	7.98167	6.4488	7.34574	6.28731	10.77318	6.19709	6.85998	6.71155	15.45286	10.45431	11.58169	10.5539	13454568	13454670	13454645	13454608	13455227	13454821	13454781	13455121	110	25	62	122	NA	intron (GFOD1, intron 1 of 1)	NA	32739	GFOD1								
chr6	13461823	13462145	Interval_7785	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.70319	NA	NA	NA	16.31831	NA	NA	NA	20.73003	NA	NA	NA	13461823	NA	NA	NA	13462145	NA	NA	NA	101	NA	intron (GFOD1, intron 1 of 1)	NA	25653	GFOD1								
chr6	13526727	13527019	Interval_7786	3	3	TRUE	TRUE	FALSE	TRUE	5.25521	5.50529	NA	9.16936	3.94402	4.00882	NA	13.17027	7.89241	8.00635	NA	17.42774	13526856	13526797	NA	13526727	13526988	13526972	NA	13527019	62	75	NA	117	NA	Intergenic	NA	-39236	GFOD1								
chr6	13561905	13562067	Interval_7787	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.41856	NA	NA	NA	6.58048	NA	NA	NA	10.40555	NA	NA	NA	13561905	NA	NA	NA	13562067	NA	NA	NA	78	NA	Intergenic	NA	-12613	SIRT5								
chr6	13712045	13712363	Interval_7788	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	6.09198	4.0656	NA	NA	4.52226	2.20346	NA	NA	8.9534	5.49014	NA	NA	13712045	13712069	NA	NA	13712181	13712363	NA	NA	30	154	NA	promoter-TSS (RANBP9)	NA	-640	RANBP9								
chr6	13715588	13715877	Interval_7789	3	3	TRUE	TRUE	FALSE	TRUE	5.19558	7.30531	NA	5.24587	6.54708	8.50099	NA	4.5639	10.81923	13.00507	NA	8.18186	13715644	13715650	NA	13715588	13715841	13715877	NA	13715834	101	109	NA	190	NA	Intergenic	NA	-4169	RANBP9								
chr6	13762694	13762836	Interval_7790	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.44153	NA	NA	NA	4.15671	NA	NA	NA	7.73353	NA	NA	NA	13762694	NA	NA	NA	13762836	NA	NA	NA	100	NA	Intergenic	NA	-51201	RANBP9								
chr6	14121932	14122217	Interval_7791	3	3	TRUE	TRUE	FALSE	TRUE	6.6497	5.07562	NA	6.75953	8.6596	3.92179	NA	8.534	13.16084	7.90623	NA	12.51333	14121932	14121951	NA	14121940	14122181	14122196	NA	14122217	75	79	NA	139	NA	intron (CD83, intron 2 of 4)	NA	4441	CD83								
chr6	14270979	14271365	Interval_7792	2	2	TRUE	TRUE	FALSE	FALSE	3.53991	3.98068	NA	NA	2.52415	2.80853	NA	NA	6.23997	6.60432	NA	NA	14270979	14271017	NA	NA	14271365	14271341	NA	NA	151	128	NA	NA	NA	Intergenic	NA	14282	LINC01108								
chr6	14665860	14666138	Interval_7793	4	4	TRUE	TRUE	TRUE	TRUE	9.64247	8.6979	7.04629	7.91245	14.78653	10.98421	6.14571	10.33272	19.73299	15.72072	10.79798	14.43142	14665900	14665882	14665904	14665860	14666135	14666138	14666045	14666095	84	119	84	106	NA	TTS (LOC102724463)	NA	4546	LOC102724463								
chr6	14744049	14744215	Interval_7794	1	1	TRUE	FALSE	FALSE	FALSE	4.20594	NA	NA	NA	3.6861	NA	NA	NA	7.57919	NA	NA	NA	14744049	NA	NA	NA	14744215	NA	NA	NA	65	NA	NA	NA	NA	Intergenic	NA	82679	LOC102724463								
chr6	14841885	14842102	Interval_7795	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.69455	NA	6.95296	NA	4.52092	NA	8.08077	NA	8.59174	NA	12.0219	NA	14841934	NA	14841885	NA	14842102	NA	14842097	NA	32	NA	76	NA	Intergenic	NA	180541	LOC102724463								
chr6	14910666	14911025	Interval_7796	3	3	TRUE	TRUE	FALSE	TRUE	4.98825	7.74711	NA	16.14114	3.83879	9.15259	NA	36.63659	7.76423	13.72873	NA	41.74904	14910772	14910791	NA	14910666	14910905	14910947	NA	14911025	8	57	NA	143	NA	Intergenic	NA	249393	LOC102724463								
chr6	14922011	14922164	Interval_7797	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.00847	NA	NA	NA	6.62707	NA	NA	NA	10.46449	NA	NA	NA	14922011	NA	NA	NA	14922164	NA	NA	NA	54	NA	Intergenic	NA	260635	LOC102724463								
chr6	14967277	14967454	Interval_7798	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.3456	NA	NA	NA	2.58843	NA	NA	NA	5.92744	NA	NA	NA	14967277	NA	NA	NA	14967454	NA	NA	NA	159	NA	Intergenic	NA	281330	JARID2-AS1								
chr6	14975586	14975740	Interval_7799	1	1	TRUE	FALSE	FALSE	FALSE	6.07382	NA	NA	NA	5.68465	NA	NA	NA	9.84943	NA	NA	NA	14975586	NA	NA	NA	14975740	NA	NA	NA	55	NA	NA	NA	NA	Intergenic	NA	273033	JARID2-AS1								
chr6	14982138	14982282	Interval_7800	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.14455	NA	NA	NA	6.50801	NA	NA	NA	10.32085	NA	NA	NA	14982138	NA	NA	NA	14982282	NA	NA	NA	60	NA	Intergenic	NA	266486	JARID2-AS1								
chr6	15062543	15062881	Interval_7801	3	3	TRUE	TRUE	FALSE	TRUE	5.15679	5.06691	NA	5.24587	4.06954	3.41293	NA	4.5639	8.0378	7.31157	NA	8.18186	15062745	15062681	NA	15062543	15062877	15062881	NA	15062873	61	115	NA	207	NA	Intergenic	NA	185984	JARID2-AS1								
chr6	15063484	15063732	Interval_7802	2	2	FALSE	TRUE	FALSE	TRUE	NA	6.12021	NA	5.98402	NA	5.40449	NA	5.93763	NA	9.58583	NA	9.70431	NA	15063557	NA	15063484	NA	15063732	NA	15063731	NA	132	NA	156	NA	Intergenic	NA	185088	JARID2-AS1								
chr6	15066690	15066922	Interval_7803	2	2	TRUE	FALSE	FALSE	TRUE	4.83559	NA	NA	4.40414	4.43161	NA	NA	3.33867	8.44632	NA	NA	6.80188	15066782	NA	NA	15066690	15066922	NA	NA	15066832	88	NA	NA	110	NA	Intergenic	NA	181890	JARID2-AS1								
chr6	15084734	15084986	Interval_7804	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.80077	NA	NA	NA	5.67162	NA	NA	NA	9.40756	NA	NA	NA	15084734	NA	NA	NA	15084986	NA	NA	NA	47	NA	Intergenic	NA	163836	JARID2-AS1								
chr6	15245300	15245442	Interval_7805	1	1	TRUE	FALSE	FALSE	FALSE	5.91168	NA	NA	NA	6.06618	NA	NA	NA	10.30237	NA	NA	NA	15245300	NA	NA	NA	15245442	NA	NA	NA	78	NA	NA	NA	NA	promoter-TSS (JARID2)	NA	3325	JARID2-AS1								
chr6	15245727	15246043	Interval_7806	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.67054	NA	NA	NA	5.48256	NA	NA	NA	9.196	NA	NA	NA	15245727	NA	NA	NA	15246043	NA	NA	NA	77	NA	promoter-TSS (JARID2)	NA	2811	JARID2-AS1								
chr6	15248276	15248447	Interval_7807	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.52312	NA	NA	NA	3.02991	NA	NA	NA	6.45325	NA	NA	NA	15248276	NA	NA	NA	15248447	NA	NA	NA	41	NA	promoter-TSS (JARID2)	NA	334	JARID2-AS1								
chr6	15248520	15248933	Interval_7808	3	3	TRUE	TRUE	FALSE	TRUE	6.44858	7.53273	NA	8.01084	7.233	8.84294	NA	11.34031	11.58512	13.37796	NA	15.50189	15248714	15248631	NA	15248520	15248933	15248869	NA	15248927	157	128	NA	317	NA	promoter-TSS (JARID2-AS1)	NA	-31	JARID2-AS1								
chr6	15365367	15365578	Interval_7809	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.74292	NA	NA	NA	4.09588	NA	NA	NA	7.6621	NA	NA	NA	15365367	NA	NA	NA	15365578	NA	NA	NA	96	NA	intron (JARID2, intron 1 of 16)	NA	116598	JARID2								
chr6	15595463	15595748	Interval_7810	3	3	TRUE	TRUE	FALSE	TRUE	5.16118	5.41756	NA	12.26721	3.82383	3.88832	NA	21.7617	7.7427	7.86674	NA	26.392	15595587	15595493	NA	15595463	15595735	15595748	NA	15595738	112	147	NA	139	NA	intron (DTNBP1, intron 6 of 9)	NA	67452	DTNBP1								
chr6	15901168	15901324	Interval_7811	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.83539	NA	NA	NA	6.03898	NA	NA	NA	9.81333	NA	NA	NA	15901168	NA	NA	NA	15901324	NA	NA	NA	32	NA	Intergenic	NA	-93698	LOC101928406								
chr6	15901760	15901908	Interval_7812	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.74292	NA	NA	NA	4.09588	NA	NA	NA	7.6621	NA	NA	NA	15901760	NA	NA	NA	15901908	NA	NA	NA	87	NA	Intergenic	NA	-93110	LOC101928406								
chr6	16128902	16129217	Interval_7813	2	2	TRUE	FALSE	FALSE	TRUE	5.14685	NA	NA	5.80077	4.06651	NA	NA	5.67162	8.02171	NA	NA	9.40756	16128902	NA	NA	16128977	16129043	NA	NA	16129217	22	NA	NA	59	NA	promoter-TSS (MYLIP)	NA	14	MYLIP								
chr6	16305434	16305659	Interval_7814	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.40414	NA	NA	NA	3.33867	NA	NA	NA	6.80188	NA	NA	NA	16305434	NA	NA	NA	16305659	NA	NA	NA	61	NA	exon (ATXN1, exon 9 of 9)	NA	66967	GMPR								
chr6	16322694	16323139	Interval_7815	3	3	TRUE	TRUE	FALSE	TRUE	9.12354	7.47761	NA	13.57059	13.9625	8.38431	NA	26.9235	18.85604	12.87679	NA	31.73852	16322694	16322742	NA	16322726	16323050	16322915	NA	16323139	144	64	NA	126	NA	intron (ATXN1, intron 7 of 7)	NA	84337	GMPR								
chr6	16334767	16334909	Interval_7816	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.16394	NA	NA	NA	3.45271	NA	NA	NA	6.94001	NA	NA	NA	16334767	NA	NA	NA	16334909	NA	NA	NA	78	NA	intron (ATXN1, intron 6 of 7)	NA	96258	GMPR								
chr6	16342379	16342655	Interval_7817	2	2	FALSE	TRUE	FALSE	TRUE	NA	8.73083	NA	5.31816	NA	11.02066	NA	4.3873	NA	15.77479	NA	7.99258	NA	16342411	NA	16342379	NA	16342655	NA	16342521	NA	75	NA	70	NA	intron (ATXN1, intron 6 of 7)	NA	103937	GMPR								
chr6	16683855	16683987	Interval_7818	1	1	TRUE	FALSE	FALSE	FALSE	4.98728	NA	NA	NA	4.38314	NA	NA	NA	8.39036	NA	NA	NA	16683855	NA	NA	NA	16683987	NA	NA	NA	71	NA	NA	NA	NA	intron (ATXN1, intron 2 of 7)	NA	77569	ATXN1								
chr6	16684155	16684299	Interval_7819	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.82306	NA	NA	NA	5.70666	NA	NA	NA	9.44371	NA	NA	NA	16684155	NA	NA	NA	16684299	NA	NA	NA	47	NA	intron (ATXN1, intron 2 of 7)	NA	77263	ATXN1								
chr6	16712856	16713463	Interval_7820	4	4	TRUE	TRUE	TRUE	TRUE	9.57801	7.37005	7.34574	12.15547	15.18356	8.21551	6.85998	22.74968	20.15373	12.70169	11.58169	27.41894	16712962	16712856	16712981	16712946	16713172	16713187	16713117	16713463	98	199	76	115	NA	intron (ATXN1, intron 2 of 7)	NA	48330	ATXN1								
chr6	16728094	16728245	Interval_7821	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.00847	NA	NA	NA	6.62707	NA	NA	NA	10.46449	NA	NA	NA	16728094	NA	NA	NA	16728245	NA	NA	NA	75	NA	intron (ATXN1, intron 2 of 7)	NA	33320	ATXN1								
chr6	16761033	16761272	Interval_7822	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.04315	NA	NA	NA	3.74657	NA	NA	NA	7.27406	NA	NA	NA	16761033	NA	NA	NA	16761272	NA	NA	NA	126	NA	promoter-TSS (LOC101928433)	NA	337	ATXN1								
chr6	17600208	17600459	Interval_7823	1	1	TRUE	FALSE	FALSE	FALSE	5.15679	NA	NA	NA	4.06954	NA	NA	NA	8.0378	NA	NA	NA	17600208	NA	NA	NA	17600459	NA	NA	NA	88	NA	NA	NA	NA	promoter-TSS (FAM8A1)	NA	47	FAM8A1								
chr6	17706381	17706587	Interval_7824	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	6.26909	NA	NA	NA	4.77038	NA	NA	NA	9.24569	NA	NA	NA	17706381	NA	NA	NA	17706587	NA	NA	NA	83	NA	NA	promoter-TSS (NUP153)	NA	350	NUP153								
chr6	17706739	17707084	Interval_7825	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.60875	NA	NA	NA	2.1582	NA	NA	NA	5.4368	NA	NA	NA	17706739	NA	NA	NA	17707084	NA	NA	NA	206	NA	promoter-TSS (NUP153)	NA	-78	NUP153								
chr6	17715136	17715380	Interval_7826	3	3	TRUE	TRUE	FALSE	TRUE	7.44488	6.00577	NA	5.04315	8.72241	4.9635	NA	3.74657	13.23404	9.08933	NA	7.27406	17715157	17715136	NA	17715178	17715313	17715277	NA	17715380	86	63	NA	86	NA	Intergenic	NA	-8424	NUP153								
chr6	17907767	17908043	Interval_7827	3	3	TRUE	TRUE	FALSE	TRUE	5.26323	4.62766	NA	4.07869	6.02433	5.18563	NA	4.5507	10.24229	9.3271	NA	8.16391	17907834	17907767	NA	17907779	17907976	17907948	NA	17908043	57	59	NA	54	NA	intron (KIF13A, intron 2 of 39)	NA	79718	KIF13A								
