,DMSO,YLK
C10orf91,55.5,38.5
PWWP2B,235.75,146.5
SSBP4,966.0,707.25
ACTL10,34.75,18.0
DHX36,4.0,3.0
GIMAP1,81.75,44.0
COMMD6,640.25,460.0
ADAMTS15,3.75,1.5
ADAMTS17,11.0,5.5
ZNF525,19.5,18.25
ZNF431,285.5,182.5
ZNF721,230.5,171.5
ANKRD24,5.75,4.75
ZNF384,1230.25,813.5
ABHD11-AS1,4.5,2.25
ASXL1,623.0,400.75
SYNPO2,10.25,7.25
RHOV,12.25,9.25
DSTNP2,281.0,221.25
NLRP6,21.0,13.75
171391,39.0,21.0
ZNF675,70.0,42.0
CLYBL,29.5,18.0
SPTSSA,1666.25,1232.5
PTCRA,12.25,9.5
POLR3H,5213.75,3495.5
ABHD3,258.0,224.25
PGAM5,3408.75,2219.5
HIGD2A,1303.75,963.25
AGO3,43.0,36.75
AGO4,2049.25,1407.75
SCAMP5,278.0,166.25
PRXL2C,213.75,234.0
ZNF367,871.75,543.5
METTL15,391.75,307.75
MPZL3,135.0,114.0
IMMP1L,104.0,88.0
RILPL2,7265.5,5277.5
AMN1,163.5,123.25
METTL7B,288.75,196.25
ZFC3H1,322.5,285.0
PLBD2,653.5,360.0
EEF2KMT,877.0,584.75
PIANP,11.25,11.25
DCP1B,688.25,381.25
ANO6,1407.25,964.25
ARID2,1107.75,830.5
PAOX,43.25,25.25
FAM24B,14.5,9.75
LINC00638,98.25,67.75
LINC01599,3.75,4.5
FAM227B,33.5,31.5
DNM1P46,36.5,21.25
LCTL,545.0,371.0
UBR1,312.75,251.0
SNAI3-AS1,73.0,49.5
LDHD,10.0,7.25
FCSK,110.25,74.5
MLKL,210.5,195.5
ZNF778,43.0,25.5
ACSF3,241.75,153.75
WDR90,67.75,58.5
EME2,8.0,6.5
NLRC3,248.5,152.25
NSMCE1,219.5,160.5
ZNF48,106.5,55.75
LKAAEAR1,4.0,3.25
DZIP1L,1.75,2.0
MCEMP1,259.25,182.5
ZNF627,497.25,248.25
ZNF585A,534.25,359.5
CADM4,44.75,39.0
THAP8,61.5,38.5
U2AF1L4,438.25,285.75
ZNF626,6.5,2.75
ADM5,8.25,9.5
ALG14,279.5,208.25
FAM76A,165.75,135.75
TMEM201,1082.0,686.0
FAAP20,639.0,410.25
CC2D1B,283.25,186.5
NBPF11,125.0,90.75
NUDT17,32.5,30.75
TXLNA,3724.25,2486.0
TCTEX1D1,26.0,17.75
SPAG17,114.75,91.75
SLFNL1,10.75,9.0
KRTCAP2,156.5,136.5
CRTC2,206.75,138.5
TMEM51-AS1,37.25,18.0
IBA57,894.25,626.5
LINC00528,129.75,99.0
RNF215,58.75,35.25
APOBEC3F,67.5,45.25
TET3,2772.5,1733.25
ANKRD23,28.25,21.75
APLF,30.0,19.75
PIKFYVE,2306.0,1859.25
KRTCAP3,17.0,12.25
TMEM17,55.5,46.0
SPRED2,1008.75,738.0
TIGD1,2.0,2.75
ALG1L,6.0,3.75
KCTD6,31.5,16.75
ARL13B,232.0,190.75
DHFR2,551.25,428.0
RPL22L1,3603.75,2712.25
SLC51A,8.5,3.5
FBXO45,2970.75,2118.5
KLHDC8B,4.75,3.25
TVP23C,59.0,47.5
CENPV,719.25,500.25
FLCN,497.0,298.0
PLD6,2096.5,1207.5
ZNF385C,69.0,47.75
SAMD14,5.0,3.75
LYRM9,36.0,25.25
SLC16A13,36.75,18.25
CENPX,958.75,659.0
LRRC45,135.0,99.0
SLC39A11,1439.5,1009.0
AMZ2P1,166.25,126.75
TRIM65,2352.75,1528.0
UNC13D,801.0,525.5
SPNS3,158.25,104.0
RAB12,216.0,135.0
DLGAP1-AS3,3.25,7.5
ZNF584,826.75,523.75
HACD2,138.0,94.5
STT3B,6523.75,5508.0
PDE12,1707.75,1272.25
DENND6A,1035.25,800.5
C4orf46,1567.0,1178.5
TMEM154,1669.5,1193.0
LINC00504,8.5,5.25
SMIM14,244.75,168.0
TMEM192,1735.25,1255.75
RWDD4,172.5,126.75
PRIMPOL,83.5,53.5
TAPT1,286.5,222.75
TAPT1-AS1,5467.25,3949.0
SPATA24,16.25,10.0
DNAJC18,128.25,81.75
202181,149.75,109.75
CCDC125,98.25,65.75
GAPT,37.25,29.0
OSTCP1,135.25,119.0
PAXIP1-AS1,336.0,233.5
TMEM184A,760.5,505.25
ADCK5,40.0,24.5
TSNARE1,711.25,435.25
TUBB,2170.25,1662.25
R3HCC1,209.5,135.5
TMEM268,448.5,300.25
C9orf72,832.75,902.75
NAIF1,367.25,224.5
FAM219A,281.25,163.25
CCDC107,397.25,277.75
ANKS6,454.25,286.25
SUSD3,329.0,236.0
SLC25A43,383.0,323.5
RTL3,31.75,19.0
INTS6L,217.25,174.25
ZNF449,37.25,27.5
VMA21,4523.25,3581.75
HIPK1,3580.25,2531.0
MTLN,391.75,250.0
C2orf69,655.0,453.25
DIPK2A,304.25,173.0
SENP5,1131.0,825.0
USF3,879.5,576.5
SLC36A1,1855.5,1212.0
DHRSX,174.75,136.5
SAMD9L,28.25,22.0
USP12,1243.5,1020.25
TMEM254-AS1,11.5,4.25
PLAC9,2.25,0.5
MTIF3,185.25,140.25
MED19,290.5,191.5
ZCCHC24,1236.75,683.25
ENKUR,4.5,2.5
UNC5B,26.5,18.25
PROSER2-AS1,22.5,15.75
STOX1,6.0,2.25
FAM241B,37.0,26.25
TYSND1,783.75,541.0
ZNF25,341.75,284.5
CCNY,1821.5,1248.25
RTKN2,3.0,2.25
C11orf45,50.5,32.75
HYLS1,152.25,73.25
TMEM218,907.25,685.0
SLC37A2,306.75,214.0
TBCEL,368.5,279.0
TLCD5,3.5,1.25
MRPL21,119.75,92.25
TPCN2,504.75,315.25
MPEG1,732.0,566.0
PATL1,1530.0,1054.25
CYB561A3,1346.25,861.75
GDPD4,8.0,5.0
DDIAS,52.25,42.75
LTO1,460.75,337.25
LRTOMT,1891.0,1296.5
DLEU7,37.0,28.0
FAM124A,25.5,16.25
SKA1,67.75,38.75
OTUD1,9.5,11.75
OAF,988.5,660.25
TIGD3,8.25,2.0
CTAGE10P,29.25,16.25
USP32P2,3.25,2.75
220729,116.0,84.5
FABP5P3,2.75,3.0
CBWD5,11.75,11.0
WAC-AS1,1949.5,1521.0
ZNF438,1395.5,934.5
ZEB1-AS1,1.0,2.5
C10orf25,596.25,473.25
HNRNPA3,10768.75,9243.5
ZNF485,11.75,7.0
REEP3,1271.75,885.75
JMJD1C,6450.0,4022.75
RPP38-DT,2.25,2.75
NSUN6,85.0,60.75
ARL5B,286.25,210.0
LRRN4CL,2.25,1.0
HNRNPUL2,5294.75,3713.75
ALKBH3,134.75,92.5
EEF1AKMT1,687.0,537.75
SKA3,1034.25,806.75
MICU2,632.75,501.25
SPATA13,686.25,469.25
CPNE2,229.5,161.0
ADGRG5,2914.0,1663.75
PRSS54,2.5,2.75
AK9,34.75,31.25
NT5DC1,107.5,94.25
ZUP1,9.5,8.5
TBC1D32,129.5,108.75
BEND6,97.75,78.75
C6orf223,146.25,90.75
RSPH9,6.75,1.75
ADCY10P1,53.5,40.25
OARD1,639.75,471.25
TMEM217,36.0,16.75
FGD2,90.25,72.25
C6orf89,2670.25,1691.75
SMIM29,42.5,36.0
LEMD2,923.0,610.0
ZBTB9,5.25,4.0
KDM1B,792.0,691.0
PHACTR1,41.25,33.5
SMIM13,634.75,454.25
SYCP2L,5.75,6.5
ZSCAN25,370.75,218.5
FAM200A,51.5,47.5
TWISTNB,1573.25,1414.25
HOXA11-AS,44.0,30.0
JAZF1,11.25,13.0
PPP1R35,55.75,37.0
GPC2,7.75,4.75
BRAT1,166.25,115.0
SDK1,10.5,4.25
FOXK1,4557.75,2485.5
DAGLB,650.5,528.25
CCZ1B,69.0,52.75
THSD7A,493.0,376.5
TMED4,1822.75,1207.75
MTURN,381.25,280.25
PRR15,5.0,2.25
RSBN1L,98.75,72.75
LRWD1,35.5,28.25
FAM185A,51.5,47.0
FBXL13,88.75,70.25
NAPEPLD,27.0,17.75
ATXN7L1,281.0,183.5
LNX2,106.5,64.25
UNC5CL,7.5,6.75
KCTD20,6306.5,4439.25
SCUBE3,9.75,10.25
ZSCAN23,3.5,2.0
NKAPL,4.5,6.75
TOB2P1,67.75,39.0
RPL23P8,8043.25,5702.25
SLC29A4,21.0,8.75
ZNRF2,977.0,762.75
SPDYA,179.0,171.25
CNPY4,175.0,117.5
ATP6V1C2,10525.0,7787.25
CNOT6L,1695.5,1219.75
AKR7L,64.0,55.25
RNASEH1,852.75,582.5
AFG1L,39.5,30.5
C21orf91-OT1,8.75,10.0
STAC3,1325.75,925.25
PELI3,298.0,183.0
POLR2J2,449.5,320.75
246754,4.0,4.25
IL27,3.25,1.0
TMEM9,636.0,414.0
ZNF396,23.25,18.5
NEIL2,400.25,293.5
STXBP4,96.5,67.0
FNDC5,3.5,2.0
CUTALP,327.25,222.25
PRR14L,2091.5,1148.75
SERHL2,31.5,25.25
RICTOR,676.75,488.5
IPMK,462.0,295.75
ZBTB38,69.25,52.5
SLC25A30,753.0,410.25
LCLAT1,480.0,344.0
GPATCH11,1810.0,1412.25
ZNF620,22.0,10.75
ANKRD18A,8.5,5.5
MMS22L,475.75,343.75
TTC41P,23.5,21.0
WASHC2C,197.5,158.0
EBF3,193.25,137.0
WDR27,17.0,12.75
CERS6,7299.75,5379.25
MSRB3,11.75,8.25
ZDHHC20,4920.75,3557.75
YTHDF3,2530.75,1825.75
RALGAPA1,62.75,43.25
KCTD13,528.25,383.5
ASPHD1,52.5,36.0
ETFBKMT,8.5,5.5
METAP1D,297.5,259.25
UBN2,802.75,605.0
BRWD3,794.25,599.0
ZNRD2-AS1,27.0,19.75
EHBP1L1,106.5,85.75
SNX32,9.5,6.25
NIFK-AS1,226.75,159.0
FBXO33,770.25,637.75
RNF169,2067.5,1342.0
LCORL,1040.75,876.5
CNIH2,12.0,9.0
AKNAD1,2.25,1.25
ZDHHC24,186.75,120.25
MCM9,287.5,208.75
PROSER2,222.25,171.75
SLC41A1,289.25,190.5
MEIOB,36.25,29.0
LPCAT4,58.5,51.25
NUDT8,171.0,126.0
MIR9-3HG,788.75,609.0
TMEM256,203.0,120.0
ZDHHC23,199.75,144.5
MPV17L,81.5,64.5
TMEM86B,145.0,103.5
TAC4,4.25,1.0
CASC2,5.75,4.25
TMCO4,171.0,117.25
IGFBP7-AS1,254.0,153.75
CSNK1G2-AS1,10.5,8.0
MCOLN2,125.25,147.5
LRRC57,413.5,294.25
MBLAC1,21.75,8.25
TCP11L2,15.25,9.75
ZNF718,204.25,137.75
RASGEF1C,6.25,4.25
RNF144B,15.5,14.25
TOLLIP-AS1,20.75,11.0
ELMOD2,1089.0,881.0
COL24A1,113.75,98.75
OOSP1,10.5,11.0
TCTEX1D2,17.0,8.75
PDZD9,6.5,4.5
INAFM1,259.75,167.75
C19orf38,72.75,58.75
SDHAP1,61.25,46.25
BCL6B,5.25,2.5
CNEP1R1,243.25,155.25
PAN3,2802.5,2500.75
LINC01619,2.5,6.25
ZNF549,316.5,214.5
SYCE2,35.0,29.0
NAPSB,2311.75,1417.75
NUDT14,120.25,89.5
NATD1,242.0,164.5
LMNTD2,2.0,1.75
RPS2P32,86.25,59.25
GK5,339.75,232.25
EML3,105.25,81.5
MFSD8,155.0,132.25
LYSMD2,88.75,68.75
BCLAF3,122.0,99.0
NPB,23.75,13.25
KANK3,70.75,50.5
SERINC5,480.0,328.0
TINCR,20.75,11.5
FRMD3,9.5,8.5
ARHGAP30,2263.0,1618.0
GCSAM,44.75,38.0
RNF214,107.0,78.0
C9orf43,2.75,3.75
CFAP126,38.25,21.25
NEGR1,4.25,3.5
DSCR9,25.0,18.5
SHPRH,302.75,253.75
CCDC96,19.5,13.75
SNX33,222.5,258.0
257396,55.5,36.75
TAB3,848.75,642.5
C2orf72,155.75,91.0
FAM133B,267.25,206.5
SVIP,510.5,386.75
ALS2CL,41.75,28.0
NCR3,36.5,23.25
SGMS1,36.25,26.0
TMIE,15.25,13.25
ASPM,63.75,54.25
BOD1L1,395.0,313.5
IL4I1,1904.25,1109.75
NSUN5P2,178.75,121.25
MAGI3,34.25,26.25
TIPRL,1753.25,1386.5
NPHP4,1080.75,657.75
MDGA1,12.75,8.75
NPAS4,1.25,2.5
NAP1L5,99.75,101.75
PIPSL,2566.75,1815.25
PGBD2,55.25,40.5
RNU12,4.75,3.25
SELENOH,2131.0,1598.0
LINC00515,18.75,8.0
AQP11,42.0,39.75
POC1B,1342.0,1022.0
FUOM,306.5,209.25
JAKMIP3,5.25,1.5
STK32C,1186.5,792.75
LINC00700,4.5,3.75
BLOC1S2,997.5,792.0
PDCD4-AS1,212.0,145.25
283011,13.25,12.5
283038,70.5,46.5
ZMIZ1-AS1,15.75,11.25
SBF2-AS1,297.0,201.75
SLC25A45,57.75,44.0
LINC02762,2.25,2.0
LINC00900,66.75,40.0
BCL9L,286.5,160.25
MIR4697HG,6.75,4.25
PGM2L1,143.5,103.0
KCTD21,142.25,87.5
CRACR2B,5.5,4.75
TMEM80,350.0,255.0
CCDC88B,275.0,196.0
TTC9C,132.75,92.0
RCOR2,28.0,18.25
HARBI1,37.75,19.75
OLFML1,2.5,1.75
C1RL-AS1,220.5,128.0
CD163L1,115.25,101.0
283335,31.25,17.25
ZNF740,1833.5,1107.25
RASSF3,2024.0,1304.75
ANKRD52,3627.0,2116.25
SLC39A5,7.5,5.25
SPRYD4,740.5,556.0
ADGRD1,4.0,1.0
LINC01465,32.0,21.0
GAS2L3,359.25,281.0
HECTD4,327.75,200.5
GATC,8023.75,5819.75
MUC19,6.75,5.25
GXYLT1,721.25,469.75
FGF14-AS2,54.0,31.75
CHAMP1,653.25,446.5
SUGT1P3,8.0,6.75
KCNRG,42.75,35.5
SLC46A3,220.25,171.0
LINC00639,5.75,2.75
LINC01588,28.0,18.75
GPR137C,2.0,1.75
PROX2,7.0,4.0
TMED8,9150.5,6578.5
SNHG10,507.0,361.25
LINC00641,317.0,213.0
TSSK4,3.75,2.5
FAM177A1,70.25,49.75
CEP170B,140.75,106.0
TEDC1,102.75,84.5
SLC24A5,25.0,18.5
LINC00926,937.0,591.5
283683,18.25,13.5
CPEB1-AS1,582.0,399.5
ACTG1P17,18.75,12.75
FAM98B,1841.25,1552.5
283788,950.5,649.0
GOLGA8IP,14.5,10.0
FBXL22,35.25,28.25
LINC00304,2.25,1.0
BRICD5,103.75,65.75
PGP,503.25,343.25
LINC02175,23.5,9.75
IL21R-AS1,81.25,45.0
C16orf54,1745.75,1188.75
INO80E,896.0,621.5
283922,122.5,66.0
NUDT7,542.0,451.0
FBXL19-AS1,373.0,241.0
NHLRC4,62.0,32.75
C16orf91,429.75,373.75
283970,128.0,95.5
TSEN54,162.75,121.25
UBALD2,1613.75,979.5
CCDC57,324.5,215.75
HEXD,30.75,19.5
284009,10.0,9.25
VMO1,1.25,2.25
C17orf58,356.75,283.75
MILR1,191.0,123.25
RNF227,201.25,126.0
LINC00324,48.5,34.75
CDRT4,58.25,47.0
CCDC144B,33.5,28.0
KANSL1,81.0,51.0
FAM171A2,8.5,2.0
MEIOC,10.25,10.0
NEK8,34.25,22.75
PIGW,11.5,9.5
CISD3,4.25,0.5
TMEM102,9.25,5.25
ENDOV,236.5,183.25
GDPD1,3.5,4.5
NDUFAF8,1129.5,857.75
LINC00482,38.25,25.25
TMEM105,30.25,18.75
METRNL,4.25,7.5
KCTD1,19.0,12.75
ZADH2,2466.25,1625.5
LINC00908,3.25,1.5
ZNF547,39.75,34.25
ZIK1,3.0,2.5
ZNF776,712.75,438.75
ZNF780A,580.0,388.25
C19orf54,934.0,611.75
TMEM145,12.5,10.0
ZNF575,43.0,33.75
ZNF283,19.25,16.0
PPP1R37,249.75,152.25
NKPD1,2.75,2.5
MAMSTR,6.5,4.25
EMC10,4014.75,2723.25
LINC01869,2.0,2.75
SIGLEC17P,123.75,88.5
ZNF615,71.0,43.0
ZNF561-AS1,181.75,129.75
ZNF763,69.0,58.25
SCGB2B2,5.5,3.0
WDR62,19.75,16.75
ZFP82,133.0,83.5
ZNF790-AS1,128.5,81.25
TMEM150B,57.5,43.0
SMIM24,14.0,8.75
SLC25A41,9.5,6.75
SLC25A42,256.75,169.0
LINC00663,36.25,20.5
ZNF493,104.75,77.5
284454,198.5,180.75
ZNF875,302.25,223.0
TAFA3,2.75,2.0
C1orf167,39.75,24.5
LINC01226,79.5,54.75
NBPF15,7.0,6.0
FAM102B,1065.25,862.0
SYPL2,2.25,3.0
CYB561D1,580.75,336.25
ANKRD34A,6.0,3.25
RUSC1-AS1,1648.75,1184.75
LINC01686,20.5,9.25
SMG7-AS1,31.25,14.75
RSPO1,4.0,1.5
EPHA10,6.0,3.0
SNHG28,61.75,43.0
ZNF326,997.75,753.5
RIMKLA,122.0,89.75
SLC25A34,8.25,6.5
C20orf204,22.5,9.5
LINC01270,5.75,4.5
C20orf197,435.5,310.0
MIR646HG,113.75,69.25
SIRPB2,540.25,353.5
AATBC,78.25,50.5
284865,7.0,5.0
MIF-AS1,25.75,17.5
TTC28-AS1,444.25,265.75
CCDC150,7.5,7.75
RNF149,202.5,156.5
STPG4,2.75,2.5
285074,83.5,52.0
LINC01305,21.25,14.25
AHCTF1P1,1499.25,931.5
IAH1,117.0,89.25
FAM126B,1134.5,855.0
UNC80,64.0,58.0
RGPD4,11.0,8.5
DUSP28,74.0,58.0
EOGT,1007.25,745.5
C3orf38,394.25,270.25
ENTPD3-AS1,37.0,24.25
ZNF619,225.25,105.25
ZNF621,814.75,589.0
RABL3,1579.25,1244.0
LINC00877,6.25,4.25
IGSF10,8.25,11.0
C3orf33,42.25,21.25
CCDC66,192.25,146.25
TCAIM,971.25,777.5
ZNF852,8.75,5.5
SUMF1,495.75,357.0
RPUSD3,171.0,116.25
PRRT3,41.0,24.5
DPH3,1439.5,1109.5
C3orf70,6.0,5.75
ALG1L9P,18.75,11.75
DCAF4L1,48.75,38.75
CYP4V2,523.75,467.0
RPL34-AS1,10.0,8.0
285464,11.0,6.25
DOK7,4.25,2.5
FAM13A-AS1,56.25,62.5
GPRIN3,12.0,7.75
COX18,912.5,652.25
FRYL,629.0,541.5
RNF175,94.0,85.25
FAM200B,52.25,42.5
SH3PXD2B,7.75,5.75
KIAA0825,14.0,12.5
GPR150,10.25,5.25
DTWD2,273.75,220.0
RELL2,201.75,149.25
285626,6.25,3.75
C5orf51,1739.25,1150.25
SREK1IP1,2140.0,1462.75
PHACTR2-AS1,6.5,5.5
CEP57L1,160.5,122.0
PPIL6,102.25,68.25
MROCKI,37.25,23.25
DCBLD1,87.0,48.25
LY86-AS1,3.25,3.75
285804,3.0,1.75
285819,14.25,8.25
HLA-F-AS1,15.75,11.25
285847,2.75,0.75
RPL7L1,7860.5,5713.25
LINC00174,48.0,34.25
INHBA-AS1,470.0,375.75
SPDYE1,19.25,16.0
SNHG15,877.5,645.75
EPHA1-AS1,284.5,203.75
TCAF2,27.0,27.5
ZNF775,49.25,29.0
LINC00996,1018.75,700.5
ATG9B,56.75,35.75
ZNF789,31.5,21.5
LSMEM1,11.0,12.0
XKR6,17.0,12.75
NSMCE2,123.75,91.5
286059,2.75,1.0
FAM83H,39.25,26.75
ZNF252P,931.75,669.25
ZNF252P-AS1,11.0,6.0
C8orf31,2.0,4.0
ZFP41,436.5,250.0
RNF5P1,958.0,555.25
TRIQK,1058.0,831.0
DPY19L4,539.75,437.5
FBXO43,244.75,165.25
LACTB2-AS1,140.0,81.5
CRB2,9.25,4.0
SCAI,362.0,266.25
CFAP157,34.5,21.0
C9orf47,23.25,19.5
PAXX,265.75,215.75
TPRN,273.25,164.0
TUSC1,565.5,377.25
FAM78A,7918.0,3958.25
ATP11C,346.0,293.25
286437,206.25,178.0
LINC01281,1.0,3.75
YIPF6,821.0,599.75
FIRRE,129.5,91.75
TTC3P1,898.5,695.5
P2RY8,7299.25,3941.0
ILDR1,4.5,3.5
LIN9,162.0,107.5
TRIM59,676.25,411.0
NOP14-AS1,1687.25,1158.25
EIF4E3,18.0,16.25
FAM149B1,191.0,168.0
RFESD,6.25,5.0
DHRS4L2,131.0,95.25
CCDC85C,1040.5,788.75
DDX51,922.75,704.25
SNORD8,4.0,1.75
ADGRE4P,46.0,35.5
RAB37,2418.25,1689.5
MMAB,2090.75,1423.5
SNAI3,193.5,88.0
UBAC2,2027.25,1344.75
H2BC20P,15.75,8.5
FAM151A,60.25,37.25
NLRP9,19.75,16.0
GPIHBP1,5.75,2.75
RAB7B,86.25,80.5
SNORD108,9.0,5.0
SNORD109A,21.25,11.75
BLACE,25.75,13.5
ANO9,5.75,7.0
HCAR2,5.25,6.0
FFAR4,4.25,1.75
ST8SIA6,39.0,27.25
CCDC84,25.75,20.75
ANKRD13D,68.25,60.0
ANKRD42,218.0,176.5
CSTF3-DT,50.25,34.5
ATP2B1-AS1,71.5,66.0
C1QL4,30.75,22.25
LINC01089,258.25,186.25
TAFA2,3.0,2.0
LINC01252,14.75,15.0
339059,2.25,0.75
PRSS53,31.0,21.25
RAB43,99.25,49.5
JMJD8,5032.75,3381.25
METTL2A,428.0,323.5
ASB16-AS1,342.0,244.5
C17orf67,16.75,16.75
OXLD1,777.5,483.0
CCDC137,1375.5,952.0
ARL16,380.75,270.25
LINC02693,313.75,219.5
MSL1,2425.75,1676.75
LINC00667,1072.25,761.0
ZNF181,67.5,41.5
ZNF260,548.5,370.0
ZNF546,142.5,106.25
MYPOP,437.0,261.5
ADAMTSL5,41.5,29.75
CLEC4G,4.75,3.75
FLG-AS1,2.0,1.0
ANKRD45,1.75,3.75
C1orf174,607.0,427.5
KLHL17,52.25,32.0
TMEM240,0.75,2.25
TMEM52,18.0,8.0
ZBTB8OS,225.25,165.0
TFAP2E,46.25,21.75
ZNF678,234.0,144.25
ARMH1,467.0,321.5
ZFP69,28.5,16.25
LINC01692,2.25,2.5
SLC35E4,4.5,1.25
339666,11.75,5.75
LINC00634,11.25,8.75
SPOPL,1388.0,1092.0
MAP3K20-AS1,481.25,314.75
339803,479.5,341.0
C2orf74,153.75,107.75
CCDC39,28.5,20.75
339862,2829.75,2150.0
C3orf35,5.5,1.25
EHHADH-AS1,22.5,17.75
LPP-AS2,46.75,31.75
339975,100.0,60.5
NAT8L,505.25,307.0
PRR7-AS1,20.25,12.5
STING1,2862.5,1929.0
SLC25A48-AS1,3.75,1.25
ZC3H12D,321.5,190.5
MYLK4,11.75,8.5
TREML1,20.0,12.5
ZNF680,229.25,162.5
FAM221A,3.0,3.75
FAM183BP,14.5,12.25
TSPAN33,81.25,53.25
NRBP2,300.5,201.5
ZNF517,68.0,44.75
TMEM249,25.25,17.25
ZDHHC21,504.75,449.25
ACER2,61.0,32.0
RTL5,141.75,86.0
ZC3H12B,27.5,21.75
SATL1,143.25,127.5
NANOS1,402.25,248.25
HMX3,117.5,64.0
TMC3,3.25,2.75
ZKSCAN2,185.5,112.75
ATXN1L,1234.0,710.25
SMTNL2,8.25,6.0
NACA2,1220.25,1038.0
ZNF850,441.0,256.25
ZNF404,4.75,3.25
C19orf81,60.75,43.0
ZSCAN22,227.5,125.75
CCDC18,18.0,14.25
TCTEX1D4,9.25,6.0
PRORSD1P,72.75,46.0
SH3RF3,5.0,4.5
DUBR,4.25,3.0
344967,305.0,208.0
MSANTD1,3.5,2.75
HSD17B13,8.5,6.0
ZNF879,48.25,35.75
FAM174A,40.25,26.75
MTX3,1186.75,902.25
RSPH4A,4.25,1.75
ECT2L,9.5,10.0
EYS,4.25,2.75
ZNF391,12.75,9.75
FAM71F2,25.75,19.0
KIF24,462.0,328.5
ZNF81,217.25,115.25
LANCL3,53.5,41.25
SOWAHD,266.75,145.25
RAB41,4.25,2.75
SNORD64,5.25,6.25
SLC35B2,847.75,527.75
SERINC2,280.0,180.5
NME9,9.75,9.25
C6orf52,17.75,6.75
GATD1,3093.5,2001.75
ANKDD1A,47.25,40.5
CTU2,154.5,107.5
SKA2,3014.75,2146.5
MCRIP1,457.0,312.5
ZNF530,139.75,90.5
GEN1,1146.25,983.0
348738,24.5,21.5
FTCDNL1,187.5,136.5
SPATA3-AS1,7.5,5.25
LNP1,8.5,7.0
NPHP3-AS1,2.5,1.0
FAM86EP,201.75,131.25
NUP43,3140.75,2227.0
ZNF713,32.0,22.25
DPY19L2P2,228.75,154.5
NMNAT3,328.75,237.0
RTN4RL2,33.0,17.0
DNAAF3,120.0,90.0
CASTOR3,208.5,124.0
ZNF429,23.0,15.75
RILPL1,27.75,18.75
ZACN,212.75,138.75
SLCO4C1,72.75,51.25
ZNF445,931.0,607.5
ANKRD37,31.0,33.75
ZNF233,6.5,3.5
TICAM2,35.25,30.0
BMP8A,50.75,37.0
MRPL42P5,34.0,33.25
RFLNB,13600.25,9462.5
IRF2BP2,6284.0,4029.0
ZBTB41,442.0,253.0
TMPRSS9,73.75,48.0
PRAC2,11.5,9.0
GSTK1,1308.75,878.0
USP50,64.5,59.75
DND1,184.75,151.75
CDRT1,6.75,4.5
NDUFS7,191.0,163.0
NHLRC2,218.75,132.5
GALNT18,3.5,1.5
NCR3LG1,3514.5,1941.0
FAM111B,104.5,86.75
TMEM179B,515.0,387.75
TBC1D10C,46.25,24.25
DNAJB13,7.0,4.0
374443,560.0,373.5
GOLGA6L5P,2.5,3.25
KIF7,14.5,13.5
ZNF710,836.0,444.75
HDDC3,1611.75,1058.5
EFCAB5,1.5,2.25
LRRC37A3,15.0,14.75
ATP9B,181.5,113.75
PEAK3,205.5,111.5
HSD11B1L,101.25,76.25
ZNF699,105.0,60.5
TMEM205,81.75,73.75
YJEFN3,8.0,6.0
ZNF829,152.25,115.25
ZNF568,31.5,18.25
B3GNT8,11.75,9.5
ZSWIM9,196.0,120.75
ZNF773,417.25,261.5
DRAXIN,5.5,6.25
SVBP,240.25,188.75
MIGA1,166.75,101.0
NEXN-AS1,4.0,3.5
SFT2D2,104.75,56.5
MIA3,268.75,215.5
FAM89A,171.75,105.0
PI4KAP2,57.0,41.75
PFN4,3.75,3.5
FAM228B,46.75,35.25
WASH2P,66.5,40.75
RBM43,196.0,132.0
CERKL,3381.25,3099.0
LHFPL4,2.75,2.25
C3orf62,266.0,237.25
STIMATE,1450.75,924.25
NRROS,450.0,310.75
C5orf34,2.0,2.25
MAST4,18.25,12.0
SIMC1,144.25,130.75
GUSBP4,37.5,29.25
KCP,4.0,5.5
WASH5P,4.5,6.0
ENHO,16.5,12.5
PTAR1,1430.25,1034.25
ERCC6L2,413.0,327.0
SWI5,110.75,87.0
PNPLA7,15.25,8.5
AGRN,1215.5,798.5
CYSRT1,8.75,8.25
RAB15,65.5,37.75
RNF126P1,362.75,236.25
SLC27A1,766.25,501.5
ZC3H6,157.25,106.5
CA13,9.5,7.0
ENTPD8,3.5,1.5
RN7SL2,21.75,28.5
CENPS,292.25,204.5
LINC-PINT,57.5,38.0
MALAT1,16457.0,16698.25
RNF138P1,864.0,698.5
PSMA3-AS1,1353.75,1167.25
CHKB-CPT1B,1221.25,898.75
RNF144A-AS1,8.5,7.25
SAP30L-AS1,32.0,19.5
AMIGO3,158.5,103.5
ZNF582-AS1,42.25,37.0
ZKSCAN4,110.25,71.0
GUSBP2,6.5,7.25
SNHG5,1196.5,862.5
CENPW,251.0,170.75
SOGA3,3.5,2.0
CEP85L,29.75,14.5
SLC7A5P2,39.0,29.5
C6orf120,7105.75,5378.0
NSUN4,1041.75,751.25
RASL11A,13.5,10.0
GPR153,370.0,215.75
TMEM189,1781.0,1129.5
TMEM189-UBE2V1,7155.5,5376.25
ILDR2,9.25,6.5
LRRC37A6P,48.0,32.0
WASHC2A,215.25,161.75
ENO4,2.75,2.75
C10orf143,111.0,82.5
GVINP1,109.0,66.75
C11orf96,2.25,3.25
LIPT2,29.5,18.0
CLEC12B,6.0,3.0
