,mr349-MV411-YLK-r3_tcount,mr343-MV411-DMSO-r1_tcount,mr345-MV411-DMSO-r3_tcount,mr347-MV411-YLK-r1_tcount,mr348-MV411-YLK-r2_tcount,mr344-MV411-DMSO-r2_tcount,mr346-MV411-DMSO-r4_tcount,mr350-MV411-YLK-r4_tcount
LINC02709,0,2,0,0,1,0,1,1
SLC22A20P,1,0,0,0,0,0,0,1
IQSEC3,0,0,0,0,1,0,0,1
DDX12P,4,12,10,2,6,5,11,9
H3-5,0,0,1,0,0,0,0,0
TMEM198B,5,13,10,6,12,11,13,26
ALG11,28,37,42,10,38,46,35,42
MZT1,40,51,48,18,44,100,49,53
CCDC88C,29,46,57,19,24,41,52,67
GOLGA8B,0,0,1,0,0,2,4,1
EIF2AK4,4,3,4,0,5,6,6,3
CATSPER2P1,0,2,0,0,0,0,0,0
UBL7-AS1,6,7,7,3,4,12,8,10
440311,8,7,15,3,9,10,14,13
SMG1P2,1,6,8,2,2,11,10,8
CDIPTOSP,0,0,0,0,0,0,0,0
YBX3P1,27,21,22,10,18,24,24,25
RNASEK,10,13,22,5,15,12,15,29
CCDC144NL-AS1,2,0,3,1,5,3,2,3
PLEKHM1P1,5,1,3,2,7,5,6,4
BAIAP2-DT,21,29,37,17,19,22,30,41
HSBP1L1,0,2,0,0,1,0,1,0
PLIN5,0,0,0,0,0,0,0,0
ZNF506,30,35,35,17,29,63,38,41
ZNF724,19,18,23,1,16,39,18,18
UQCRHL,2,5,5,3,4,4,8,6
MICOS10,13,21,13,5,21,21,18,23
SLC2A1-AS1,0,0,0,0,0,0,0,1
RBM15-AS1,0,1,2,0,2,3,2,7
BCL2L15,0,2,1,0,1,3,2,1
RHEX,0,0,0,0,0,0,0,0
MIAT,2,4,1,1,2,3,2,7
SHISA8,0,1,0,0,0,0,0,0
ODF3B,0,0,0,0,0,0,0,0
THUMPD3-AS1,28,63,56,25,43,66,38,65
EIF1B-AS1,5,0,1,0,0,2,0,0
SMIM4,0,3,1,1,2,6,1,1
MTHFD2L,2,1,2,2,0,0,0,0
GUSBP5,0,0,0,0,0,0,0,0
441081,0,0,0,0,0,0,2,0
441089,7,3,2,3,1,4,4,7
IRF1-AS1,0,0,0,0,0,0,0,0
GTF2IP20,3,3,1,3,3,3,1,3
C6orf226,0,3,3,2,2,5,3,3
441155,0,0,0,0,0,0,2,0
RP9P,3,3,4,2,4,7,7,8
441242,1,3,3,1,5,1,2,6
TYW1B,4,4,7,2,3,14,8,6
DTX2P1-UPK3BP1-PMS2P11,0,0,0,1,0,1,2,2
SPDYE3,0,0,0,0,0,0,0,0
441307,6,3,1,4,6,2,5,4
LRRC24,0,0,0,0,0,0,0,1
SUGT1P1,0,0,0,0,0,0,0,0
NUTM2G,0,0,0,0,0,0,0,0
ANKRD18B,0,0,0,0,0,0,0,0
NRARP,46,76,93,39,61,108,95,94
PGAM4,0,1,0,0,1,1,0,2
CDNF,1,0,1,0,0,1,0,0
TEX21P,0,0,0,0,0,0,0,0
PRKXP1,2,13,14,2,10,6,14,14
WBP11P1,2,6,14,2,11,5,9,8
ZFAS1,85,136,155,89,108,181,128,180
GSTM2P1,3,2,1,8,0,0,2,0
UQCRBP1,19,25,37,14,26,34,23,38
XRCC6P5,1,1,2,0,0,0,2,0
DPY19L2P3,0,0,1,0,0,0,0,0
STAG3L3,4,15,19,6,12,17,9,19
STAG3L2,15,29,44,28,31,39,31,49
SPDYE5,0,0,0,0,0,0,0,0
EIF3IP1,0,1,0,0,1,0,5,1
MIR302D,0,0,0,0,0,0,0,0
MIR324,0,0,0,0,1,0,0,0
MIR196B,1,0,1,0,0,0,2,1
SULT1A4,1,1,2,0,0,1,0,1
445347,220,227,245,129,226,265,233,325
TRIM6-TRIM34,1,0,1,0,0,2,2,3
PALM2AKAP2,219,414,378,110,237,620,431,321
GGNBP1,0,0,0,0,0,0,0,0
SPIN2B,2,0,0,0,0,1,0,0
GIMAP6,35,77,93,29,43,99,66,73
GEMIN8P4,3,8,8,0,7,7,6,2
IGIP,1,0,0,0,0,0,1,0
COA5,21,19,11,10,13,23,17,30
493754,54,52,68,31,53,70,69,64
TRIM72,0,0,0,0,0,0,0,0
CISD2,12,10,8,4,9,22,10,20
CCDC73,0,0,0,0,0,0,0,0
TMEM9B-AS1,1,2,0,0,3,0,1,1
RBMXL1,54,51,75,15,61,81,64,59
494127,0,2,1,0,2,0,4,5
CHAC2,4,4,2,4,1,9,4,7
TYMSOS,3,0,1,0,1,1,3,3
TIFAB,73,94,164,47,54,149,156,103
BDNF-AS,0,2,1,0,3,1,0,2
C18orf32,15,9,18,6,24,23,30,21
A1BG-AS1,0,0,1,0,0,0,0,1
SPRN,0,0,0,0,0,0,0,0
ARGFXP2,0,0,0,0,0,0,0,0
LOH12CR2,0,0,2,0,0,1,1,4
MIR4435-2HG,1,14,12,6,14,17,17,15
541473,0,0,0,0,0,0,0,0
C8orf58,9,29,29,15,14,31,23,26
CXorf40B,3,1,0,2,0,1,1,7
POLR2J3,0,0,0,0,2,1,3,1
DNAJC25,10,13,8,8,12,18,10,18
UBA6-AS1,34,48,35,22,28,58,39,41
CCDC157,0,3,2,0,2,3,7,2
ATXN7L3B,185,330,351,126,209,385,357,307
DNAJC25-GNG10,3,5,6,1,1,2,2,4
BOLA2,1,1,0,0,1,0,2,1
MIR3936HG,0,0,1,0,0,0,0,0
PEF1,44,63,62,43,51,50,45,93
554206,2,6,4,1,1,4,5,6
DPY19L2P1,0,0,0,0,0,1,0,0
FBXO48,1,4,12,2,2,6,4,2
FAM72C,0,0,1,1,0,0,0,1
SNORA6,16,21,19,6,13,13,18,20
SNORA10,7,16,21,13,13,18,10,14
ADAMTSL4-AS1,3,3,1,0,1,0,5,4
OBSCN-AS1,1,0,0,0,0,0,0,0
SNORD101,3,9,14,3,6,7,10,8
SNORD100,5,3,6,1,5,11,10,6
SNORA33,7,7,14,4,6,13,9,9
ZFAT-AS1,0,0,0,0,0,0,0,0
SNORD16,6,19,17,6,15,16,14,21
SNORD18A,2,9,11,2,4,6,6,6
SNORD18B,1,0,2,0,0,5,3,0
SNORD18C,9,10,10,0,9,24,13,12
SMG1P5,1,2,4,1,0,3,1,0
PGM5P2,1,0,0,0,0,0,0,0
CYB5RL,1,3,3,1,2,1,5,5
UBE2MP1,54,86,89,42,48,77,96,109
NPIPB13,0,0,0,0,0,1,0,1
CYP51A1-AS1,1,0,0,0,0,0,0,0
613266,0,0,0,0,2,0,0,0
SERINC4,0,0,1,0,0,0,0,1
FDPSP2,1,1,0,1,0,0,0,0
FAM229B,0,2,0,0,0,0,0,0
ZNF704,0,0,0,0,0,0,1,1
SCARNA9,4,4,4,1,0,5,3,1
LINC00051,0,0,0,0,0,0,0,0
SNORD74,0,6,6,0,8,4,3,2
SNORA27,7,10,4,2,2,10,5,2
SNORA21,1,5,2,1,1,3,4,6
SSBP3-AS1,0,0,0,0,0,0,1,0
SNORA3A,7,5,5,1,9,14,3,4
SNORA7A,6,9,18,3,6,13,6,8
SNORA52,8,8,14,5,11,14,13,10
SNORD2,14,7,13,2,10,9,9,13
SNORA4,31,14,36,5,21,42,19,31
SNORA41,2,1,2,2,2,7,8,4
SNORD95,0,0,2,0,0,0,2,0
SNORD96A,13,21,28,9,10,25,12,24
RPL31P11,0,1,0,0,0,1,0,0
ZNF674,2,2,3,1,0,5,4,4
TMEM75,0,0,0,0,0,0,0,0
SNORA19,0,0,0,0,0,2,0,1
POTEM,0,1,2,0,0,0,1,0
LEF1-AS1,0,0,0,0,2,0,0,0
SNHG6,103,135,172,68,103,212,151,167
SNORD87,16,26,16,4,13,25,14,15
TMEM91,0,4,3,3,1,0,1,2
ECSCR,0,0,1,0,0,0,1,0
SEPTIN7P2,12,11,9,7,15,10,13,16
FRG1JP,0,0,0,0,0,0,0,0
ZNF876P,3,3,3,2,0,1,4,5
642361,4,4,5,4,5,7,6,7
AGAP9,0,1,0,0,0,0,0,0
POU5F1P3,0,0,0,0,0,0,0,0
SCX,0,0,0,0,0,0,1,0
TBC1D22A-AS1,0,0,0,0,0,0,0,1
BMS1P2,1,3,3,2,4,4,3,0
CPSF4L,0,0,0,0,0,0,0,0
LINC00535,1,0,1,1,2,1,0,1
FLVCR1-DT,5,7,16,4,6,4,10,10
SMIM5,0,0,0,0,0,0,0,1
643036,0,0,1,0,1,5,3,0
SMIM15,175,160,168,64,121,325,171,163
CCT6P3,8,12,17,5,6,12,7,9
MAP1LC3B2,1,1,0,0,0,1,0,2
KIAA0754,0,0,1,1,1,0,0,3
C15orf62,0,0,1,0,0,2,5,2
BTBD18,0,0,0,0,0,0,0,0
LINC00865,0,0,0,0,1,0,1,1
RNF224,0,0,0,0,0,0,0,0
ZNF862,0,1,1,0,0,0,0,1
CCER2,0,1,2,1,0,0,0,0
GOLGA8N,0,1,0,1,0,1,1,0
SCGB1B2P,2,0,1,1,1,0,0,0
LYPLAL1-DT,0,0,0,0,0,0,0,0
TRAF3IP2-AS1,0,1,5,0,0,0,1,0
LINC02453,0,0,0,1,0,0,0,0
USP46-AS1,2,5,1,0,4,2,3,3
ZFP62,18,23,22,17,22,31,31,30
LINC01128,3,8,6,2,6,13,5,4
TMPPE,13,28,27,5,15,29,27,26
CBLN3,0,0,0,0,0,0,0,0
CRNDE,17,17,24,9,17,27,21,23
643977,5,3,5,2,5,6,1,2
FNDC10,7,13,18,10,11,14,18,10
SDHAF1,47,91,114,47,52,97,83,108
RPL23AP53,16,14,16,5,16,22,20,13
SYCE3,0,0,0,0,0,0,0,0
644285,0,2,1,0,1,1,2,2
RPL13AP6,6,3,4,1,0,4,3,2
SMIM10,8,5,13,4,9,19,8,11
SMIM10L2B,0,2,0,0,0,1,1,0
APOOP5,0,0,0,0,0,0,0,0
644656,14,20,15,2,18,16,13,18
RAD21-AS1,2,4,3,0,3,0,0,1
LIMD1-AS1,1,4,1,0,0,3,0,1
644762,0,0,2,1,1,2,3,1
FAM83G,3,7,10,2,7,11,3,5
LINC01184,7,3,5,1,8,7,9,6
GCC2-AS1,0,0,2,0,1,1,3,2
644936,1,2,1,0,0,5,0,1
TNRC18P1,0,0,0,1,1,1,0,1
PIK3CD-AS1,10,9,18,8,8,16,16,18
CCNI2,0,0,0,0,0,0,0,0
CBX3P2,0,6,4,2,0,1,4,1
LINGO3,0,0,0,0,0,0,0,0
EIF3J-DT,25,21,30,6,17,16,22,22
LINC00461,1,0,0,0,0,0,0,0
FAM86C2P,7,11,13,3,10,20,15,12
FUT8-AS1,1,4,6,2,4,3,0,8
FAM238A,0,0,0,0,0,0,2,0
RPL13AP3,0,0,0,0,0,0,0,0
ZNF890P,0,1,0,0,0,0,0,0
TMEM14EP,0,0,0,0,0,0,0,0
ADORA2A-AS1,0,0,0,1,1,0,0,0
POM121L10P,0,0,0,0,0,0,0,0
LRRC77P,1,0,0,0,1,1,0,0
646214,2,2,2,2,2,4,4,8
ARIH2OS,0,1,5,1,0,7,3,2
646471,0,1,0,0,0,4,1,2
URAD,0,0,0,0,0,2,0,0
NIPBL-DT,40,85,73,16,42,106,82,84
646762,3,9,12,3,4,9,12,3
SETSIP,0,0,6,1,0,1,0,1
FAM227A,2,1,2,1,1,1,2,1
C6orf132,0,3,0,0,0,0,2,1
PA2G4P4,92,120,137,58,105,150,133,159
STMP1,14,32,27,5,5,39,35,37
EMBP1,0,3,5,0,1,5,0,4
SRGAP2B,4,3,1,1,1,4,5,2
SERPINE3,0,0,0,0,0,0,0,0
RPS16P5,2,1,3,1,0,4,2,5
CTAGE11P,0,0,0,0,3,1,2,1
TEX22,2,2,2,2,1,1,0,5
NORAD,289,400,410,151,305,602,409,382
PPP1R3G,0,0,0,0,0,2,0,2
648987,25,33,32,13,23,30,27,37
RPL23AP64,0,0,6,0,0,0,0,1
ABCA17P,0,0,0,0,0,0,0,0
ZNF192P1,7,8,4,1,5,9,12,6
651430,1,0,0,0,2,2,1,0
ANKRD33B,3,4,10,2,0,4,6,4
652276,7,11,10,3,2,20,7,18
SNORA48,2,12,5,3,8,7,6,10
SNORD10,11,14,11,7,11,14,16,13
CASTOR1,1,0,0,0,0,1,0,1
UCA1,0,0,0,0,0,0,0,0
XAGE1B,0,0,0,0,0,0,0,0
GOLGA8J,6,8,15,4,11,12,6,6
GOLGA8T,0,0,0,0,0,0,0,0
FAM86FP,1,3,2,0,1,0,1,3
ZBTB8A,6,8,3,4,2,8,6,3
653160,2,4,4,2,2,4,9,4
XAGE1A,0,0,0,0,0,0,0,0
GTF2H2B,2,1,0,1,2,3,0,2
KIAA0895L,7,15,6,4,4,8,5,13
RRN3P2,9,10,3,5,6,10,9,15
SRGAP2C,3,4,0,2,4,3,3,5
MRPL45P2,0,2,2,1,2,5,4,2
AFDN-DT,3,0,0,1,5,1,1,7
GPR89A,0,1,3,0,2,2,2,0
TMEM236,0,0,0,0,0,0,1,0
PHLDB3,1,2,0,2,0,2,0,3
WASH7P,0,2,3,1,2,1,0,2
TBC1D3P1-DHX40P1,4,8,10,1,12,12,11,11
653653,16,13,10,3,9,11,7,13
TMEM183B,1,1,2,0,1,3,1,1
SEC1P,0,0,0,0,0,0,1,0
653712,0,1,1,0,0,0,0,0
GOLGA8M,0,0,2,0,1,1,0,0
MZT2A,0,0,3,0,1,1,3,1
FAM72B,4,0,1,1,3,3,2,7
ZNF732,0,0,0,0,0,1,0,0
SNORA5A,0,4,1,1,3,2,2,6
SNORA8,14,27,32,9,18,43,17,20
SNORA75,1,6,9,0,2,3,2,5
SNORA13,1,1,0,0,0,3,1,1
LGALS9C,0,0,1,0,0,0,0,0
NME1-NME2,15,34,33,24,35,40,38,36
SNHG20,29,56,69,26,44,68,62,84
BOLA2B,1,1,0,0,0,0,2,0
NCF1B,0,2,1,0,0,0,3,0
NCF1C,0,2,4,1,1,2,3,0
MFF-DT,0,0,0,0,1,0,0,0
HSP90AB4P,1,6,2,3,3,4,9,7
HNRNPA1P10,18,21,30,12,11,21,19,17
SCARNA20,0,0,2,0,0,0,1,3
SCARNA21,0,0,1,0,0,0,2,1
SCARNA2,0,0,1,0,0,0,0,0
SCARNA7,2,0,0,0,0,1,1,0
SCARNA13,3,7,4,3,4,2,5,4
SCARNA17,0,0,0,0,0,0,0,1
SCARNA22,0,1,1,2,0,0,1,0
SCARNA4,1,2,7,3,0,2,1,2
SCARNA6,0,2,0,0,0,0,3,1
SCARNA5,1,1,0,0,0,1,0,0
SCARNA8,0,4,3,1,1,2,1,1
SCARNA12,9,15,18,10,13,24,14,18
SCARNA15,1,2,6,0,8,4,2,5
SCARNA16,2,4,3,2,9,3,1,1
SNORA1,9,7,10,2,12,24,15,14
SNORA2A,1,1,1,0,0,1,0,0
SNORA2B,0,0,1,0,0,3,2,1
SNORA5C,1,0,0,1,2,4,2,4
SNORA7B,0,1,1,1,1,5,2,2
SNORA9,13,28,19,14,17,25,17,17
SNORA12,1,1,0,0,0,0,0,0
SNORA14B,0,2,0,0,0,3,1,1
SNORA17A,12,12,15,7,16,20,15,21
SNORA18,47,57,33,30,32,57,45,43
SNORA20,2,1,1,1,0,5,3,2
SNORA22,0,1,0,0,0,2,1,0
SNORA23,0,1,1,0,0,1,1,1
SNORA24,14,20,29,18,31,26,28,27
SNORA26,9,11,12,3,13,11,16,8
SNORA28,0,5,3,1,0,5,1,2
SNORA29,2,0,4,0,3,4,2,1
SNORA31,8,7,8,3,17,9,5,5
SNORA2C,1,4,3,2,1,2,2,2
SNORA36A,0,3,1,0,3,1,1,1
SNORA40,23,29,26,8,27,52,36,41
SNORA80E,0,0,1,0,1,2,0,1
SNORA17B,5,6,12,3,5,13,9,14
SNORA44,7,14,8,3,12,11,8,22
SNORA3B,4,7,4,3,4,10,6,10
SNORA50A,0,0,0,0,4,1,0,0
SNORA51,3,5,5,4,2,4,4,8
SNORA53,0,1,2,0,2,3,0,2
SNORA55,5,6,1,0,1,2,3,1
SNORA56,2,8,7,3,6,2,8,4
SNORA58,0,0,1,0,1,1,0,0
SNORA60,0,0,1,1,0,0,2,2
SNORA61,18,37,48,12,31,33,43,51
SNORA71C,3,4,7,1,0,1,3,4
SNORA71D,0,2,0,0,0,0,2,0
SNORA50C,2,3,0,0,1,0,0,1
SNORA77,0,3,0,0,1,0,0,0
SNORA78,3,1,4,0,0,2,2,3
SNORA80A,0,0,0,0,0,0,0,1
SNORA81,9,5,8,6,12,12,8,10
SNORD1C,0,1,1,1,2,0,5,2
CD27-AS1,1,0,0,3,3,1,2,2
SNORA25,14,20,21,7,16,33,20,21
SNORD12,4,9,9,2,2,7,2,5
SNORD11,0,1,3,1,2,2,5,3
SNORA32,12,14,11,5,15,26,12,18
SNORD5,24,13,21,5,13,33,14,21
SNORA16A,9,15,21,9,9,8,8,17
SNORD6,12,5,8,5,11,25,11,8
SNORD13,0,1,0,0,0,2,3,1
SNORD45C,4,2,1,1,0,6,1,2
SNORD17,1,0,2,0,3,1,4,2
SNORD50B,3,24,20,10,7,25,18,15
SNORD19,5,6,2,2,7,1,2,4
SNORD59B,1,1,4,0,1,4,2,0
SNORD23,2,6,3,2,0,1,5,5
SNORD62B,0,1,4,0,0,0,2,1
MSMP,0,0,0,0,0,0,0,0
FAM86DP,25,42,40,16,30,40,37,26
SNORD65,4,13,22,6,14,14,16,18
SNORD67,0,2,6,0,1,0,0,2
SNORD69,2,7,8,6,5,8,10,12
SNORD71,0,0,0,0,0,0,0,2
SCARNA10,0,1,3,1,0,2,1,2
SNORA16B,0,2,0,0,2,1,0,1
SNORA57,6,13,16,8,5,5,11,11
SNORD75,2,8,5,2,6,9,8,13
SNORD76,33,51,73,23,36,67,61,55
SNORD77,9,5,3,1,4,9,9,2
SNORD78,17,10,10,4,4,19,11,18
SNORD86,22,44,39,17,29,31,32,50
SNORD88A,0,8,1,0,2,1,3,1
SNORD88B,7,25,24,5,13,19,21,34
SNORD88C,1,6,3,2,1,3,4,7
SNORD89,0,1,0,0,0,0,0,1
SNORD93,3,3,6,2,2,3,5,5
SNORD99,5,7,14,9,6,9,9,16
SNORD110,8,9,13,4,8,9,6,10
SNORD97,0,0,1,0,2,2,0,1
692224,0,0,0,1,0,0,1,0
SNORD94,2,3,5,2,1,9,2,1
SNORD104,11,27,25,11,14,16,22,30
SNORD105,0,0,0,0,1,0,0,3
PPAN-P2RY11,27,25,21,27,18,35,26,44
MIR548D1,0,3,1,0,0,1,0,0
MIR555,0,1,1,0,0,4,1,1
MIR564,0,0,0,0,0,3,0,0
MIR573,1,0,0,1,2,3,1,1
MIR589,0,1,0,1,0,1,2,1
MIR600,0,0,0,0,0,0,0,0
MIR611,0,0,0,0,0,2,0,0
MIR612,0,1,0,1,0,0,0,0
MIR613,0,2,0,0,1,2,1,0
MIR616,2,0,2,0,0,1,1,1
MIR621,2,2,3,3,3,3,2,4
MIR622,4,0,0,0,3,0,0,0
MIR631,0,1,0,1,0,2,0,0
MIR632,8,15,11,2,6,15,11,15
MIR635,0,1,1,0,0,0,0,0
MIR636,2,4,8,0,4,6,4,6
MIR637,0,0,1,2,1,0,0,4
MIR638,0,0,0,0,0,0,1,0
MIR639,1,0,0,0,1,1,1,0
MIR647,0,4,1,0,0,1,1,2
LHFPL3-AS2,0,0,0,0,0,0,0,0
MIR658,1,0,0,0,0,1,2,1
MIR659,0,1,0,0,0,1,1,0
LINC01545,0,0,0,0,0,0,0,0
SNORD118,0,1,0,0,1,0,1,0
SNORD116-19,0,0,0,0,0,0,0,0
ROCK1P1,2,0,0,0,0,2,0,1
MAFIP,2,6,3,2,2,5,3,2
RNF208,0,0,0,0,0,0,0,0
FAM156B,0,0,0,0,0,0,0,0
727896,11,12,11,9,14,14,13,17
SDHAP2,0,0,1,0,0,0,0,2
MROH1,0,2,2,0,3,0,1,1
728024,1,6,3,2,9,7,3,5
SSR4P1,7,7,10,6,9,4,8,7
GOLGA8O,0,2,2,0,0,2,2,0
FAM133DP,27,31,44,21,19,41,35,44
NUTM2D,0,1,0,0,0,0,0,0
LINC02363,0,0,0,0,0,1,0,0
NUTM2A-AS1,1,3,6,2,2,7,2,2
LINC01433,1,1,2,3,3,0,0,2
PI4KAP1,3,14,10,0,8,8,13,14
D2HGDH,4,10,2,1,0,4,3,8
GOLGA6L7,0,0,0,0,0,0,0,0
GTF2H2C,0,2,2,0,2,4,0,2
728392,1,1,1,3,0,0,2,2
PARGP1,0,3,2,1,0,1,2,0
GUSBP1,5,6,4,2,3,2,6,2
LINC01137,0,0,3,0,0,1,0,2
PPIEL,0,2,1,2,1,3,3,1
728485,2,2,7,0,8,8,6,7
DNLZ,2,4,6,3,7,8,5,7
SERF1B,0,0,0,0,0,0,0,1
GOLGA8H,0,0,2,0,1,0,0,0
C2orf92,2,2,2,0,0,2,1,2
728554,0,0,0,0,0,0,0,0
ENTPD1-AS1,0,3,3,0,3,0,1,1
C12orf73,9,6,8,0,8,8,8,8
CCDC169,0,0,0,0,0,0,0,0
SDHAP3,2,0,3,1,0,1,0,0
728613,1,0,1,0,2,0,2,1
CDK11A,17,26,24,18,20,23,35,32
RPL13AP5,382,649,755,416,539,808,722,757
SLC35E2B,11,24,17,6,11,13,9,22
728673,0,1,2,0,0,0,1,0
EIF3CL,0,0,0,0,0,0,1,0
LINC00977,7,1,7,1,11,6,7,6
MAP4K3-DT,0,0,1,1,1,1,1,0
728739,2,1,0,1,1,4,0,0
728752,2,2,9,2,0,12,7,9
PIN4P1,1,5,6,5,6,6,2,5
SCAMP1-AS1,21,35,43,13,27,44,25,39
ANKDD1B,0,2,0,0,0,1,0,0
NSFP1,0,3,1,0,0,1,0,1
FAM72D,2,2,0,1,0,4,0,2
NBPF8,1,0,0,3,1,0,0,0
ZNF736,53,63,65,21,59,86,61,92
RPS15AP10,11,14,16,4,5,9,15,13
ZBED5-AS1,3,9,1,2,4,11,3,5
LINC02158,1,2,0,0,1,2,1,2
AGAP5,1,0,1,0,0,2,1,0
BMS1P4,12,29,18,4,17,29,18,22
GTF2IRD1P1,0,0,2,1,0,1,1,2
KATNBL1P6,3,7,5,1,3,10,3,2
STXBP5-AS1,0,0,0,0,0,0,0,0
729220,0,2,2,0,3,1,1,0
KIAA2012-AS1,0,0,0,0,0,0,1,0
CCR2,59,278,341,38,65,402,271,105
ZNF286B,4,7,7,3,2,10,8,9
PLIN4,0,0,1,1,2,1,0,0
FAM86HP,0,4,5,0,6,5,2,6
CASTOR2,9,12,23,5,7,22,26,11
CCDC61,0,0,1,0,0,1,1,0
TMEM242,31,33,29,21,34,43,29,33
FAM72A,8,10,10,8,9,21,16,16
SPDYE6,0,0,0,0,0,0,0,0
729603,10,7,7,3,1,10,13,12
729614,19,33,32,17,20,24,27,38
MRS2P2,0,0,0,0,1,2,0,2
729652,1,0,2,2,0,0,2,1
CCDC175,0,0,0,0,0,0,0,0
LINC00847,25,32,32,17,25,36,41,38
DNAJC27-AS1,0,1,0,0,1,0,1,1
729732,0,0,0,0,0,0,0,0
SEC14L1P1,13,3,5,2,7,8,12,6
UMAD1,5,7,6,3,4,16,8,7
729867,0,1,0,0,0,2,0,0
CRPPA,0,0,0,1,0,0,1,1
729930,0,0,0,0,0,0,0,0
SHISA7,42,107,69,29,57,100,79,101
MORN2,1,2,0,0,0,0,1,0
LINC01530,1,0,1,0,0,0,2,0
BORCS8,8,20,8,12,13,15,10,14
ZNF814,10,20,10,5,12,26,15,23
ZNF726,0,1,0,1,0,0,0,4
LINC00886,0,0,0,2,0,0,1,2
RRN3P1,2,1,1,0,7,3,3,1
MOSMO,20,24,19,8,11,34,23,31
730098,0,0,1,0,0,2,0,4
CRYZL2P,4,3,7,4,8,4,8,13
730183,0,0,1,0,0,0,1,0
730202,3,8,7,6,1,13,8,8
LINC01136,2,0,1,2,2,2,1,2
LINC02447,0,0,1,1,1,0,2,0
RFX8,0,0,0,0,0,0,0,1
MIR3945HG,1,0,1,0,0,3,0,3
TDRG1,0,0,0,0,0,0,0,0
CSKMT,1,17,10,5,5,4,8,9
LINC00106,1,1,1,1,0,3,1,0
CEMP1,0,0,0,0,0,0,0,0
LUZP6,18,25,31,14,10,65,37,35
PFN1P2,0,0,0,0,0,0,1,0
PRCD,0,0,0,0,0,0,0,0
RELL1,58,49,64,42,68,67,73,95
MIR671,3,2,5,3,1,2,2,9
TVP23A,0,0,0,0,0,0,0,0
UQCC3,30,40,45,12,19,39,33,45
POU5F1P5,0,2,0,0,0,1,0,2
ZBTB11-AS1,17,28,16,12,19,30,17,31
SNORD116-2,0,0,0,0,0,0,0,0
SNORD116-4,2,0,0,0,0,1,0,0
SNORD116-6,0,0,0,0,0,0,0,0
SNORD116-14,0,0,0,0,0,0,0,0
SNORD116-20,0,0,0,0,0,0,0,0
SNORD116-21,1,1,1,0,0,2,0,0
SNORD116-22,0,1,0,0,0,1,0,0
SNORD116-23,0,0,1,0,0,0,0,0
SNORD116-24,0,0,1,0,0,1,1,0
PDZK1P1,0,0,0,0,0,0,0,0
DDTL,0,0,1,0,0,0,0,1
CDKN2B-AS1,5,3,5,4,5,3,9,10
GUSBP9,0,1,0,0,0,0,0,1
SIGLEC14,1,2,2,0,0,1,1,1
NINJ2-AS1,4,11,14,8,11,13,10,22
SNHG8,163,236,310,145,225,299,205,274
GTF2IP4,0,1,0,0,0,0,0,1
100101148,0,0,0,0,0,0,0,0
POM121C,46,52,57,34,57,62,64,84
ZSCAN30,5,4,2,5,3,7,6,8
SNORD119,2,3,3,3,0,1,1,1
SNORD125,1,0,1,0,0,0,0,1
SNORD19B,8,7,10,6,4,11,7,12
SNORD11B,0,3,0,0,0,2,2,0
SNORD12B,3,4,0,1,0,9,3,7
TMEM170B,157,112,128,78,163,253,132,199
SNORD58C,7,7,6,2,2,12,5,6
SCARNA27,0,0,1,0,0,3,3,1
SNORA84,0,1,0,0,2,0,1,1
HOTAIR,0,0,0,0,0,0,0,0
ZGLP1,0,1,3,1,1,0,0,2
FAM86JP,2,0,2,1,4,5,3,4
FMR1-AS1,0,0,0,0,0,0,0,0
MIR922,0,1,1,0,1,0,0,2
MIR940,1,1,0,0,0,0,0,0
MIR943,2,0,1,1,0,1,3,0
MIR939,0,4,3,2,1,2,3,1
EGOT,0,1,1,0,0,0,0,0
GHRLOS,9,4,5,2,7,3,5,10
SLCO4A1-AS1,0,0,0,1,0,0,1,0
C8orf88,0,3,0,0,1,3,1,0
100128006,1,0,0,0,0,0,0,0
SMARCA5-AS1,0,0,0,0,0,0,0,0
ST8SIA6-AS1,0,0,0,0,0,0,0,0
STAU2-AS1,0,0,0,0,0,0,0,0
100128164,0,0,0,0,0,0,0,0
TMPO-AS1,76,111,145,58,82,189,121,133
LINC02731,0,0,0,0,0,0,0,0
DNM1P35,2,4,4,2,3,4,7,2
100128288,2,1,1,0,2,1,2,0
LINC00696,0,0,1,0,0,0,0,2
FAM225B,0,0,0,0,0,0,1,1
LINC00892,1,0,0,0,1,0,0,0
100128494,1,1,2,3,2,2,2,4
100128568,1,4,5,4,0,2,1,2
C19orf71,0,0,0,0,0,0,0,0
100128573,0,0,0,0,0,0,0,0
ACVR2B-AS1,0,0,0,0,0,2,0,0
OST4,19,20,29,16,26,17,34,31
100128770,0,0,0,0,0,0,0,0
LINC00476,14,18,22,10,12,16,31,21
SRRM2-AS1,1,1,1,1,1,4,0,3
LINC01003,9,14,28,3,17,25,26,35
VPS9D1-AS1,2,5,9,6,7,5,6,7
ZBTB42,6,10,12,7,9,11,7,10
PKP4-AS1,0,0,0,0,0,0,0,0
SEMA3F-AS1,0,0,0,0,0,0,0,0
KTN1-AS1,2,7,5,1,4,6,5,6
100129083,0,0,0,0,0,0,0,0
100129138,1,2,1,1,0,1,1,1
100129148,0,0,0,0,0,0,0,0
ZSCAN16-AS1,7,8,7,6,10,12,6,19
MATN1-AS1,8,11,15,10,14,15,12,26
