,DMSO,YLK
FBXL19-AS1,36.25,25.5
NHLRC4,2.5,2.5
C16orf91,68.0,62.25
283970,10.25,9.25
TSEN54,2.5,4.5
UBALD2,93.0,66.5
CCDC57,4.25,2.75
HEXD,0.0,0.0
284009,1.75,1.5
VMO1,0.0,0.0
C17orf58,24.75,16.0
MILR1,5.5,3.0
RNF227,34.5,18.75
LINC00324,5.75,5.25
CDRT4,1.5,1.25
CCDC144B,0.75,2.75
KANSL1,0.0,0.25
FAM171A2,0.0,0.0
MEIOC,0.0,0.0
NEK8,0.25,0.0
PIGW,3.75,3.0
CISD3,0.0,0.0
TMEM102,0.0,0.0
ENDOV,6.25,6.5
GDPD1,0.25,0.25
NDUFAF8,12.75,11.5
LINC00482,0.75,0.75
TMEM105,0.5,0.5
METRNL,0.75,0.75
KCTD1,2.5,0.75
ZADH2,133.25,66.0
LINC00908,0.5,0.0
ZNF547,11.5,11.75
ZIK1,0.75,0.25
ZNF776,230.5,128.25
ZNF780A,111.75,65.0
C19orf54,34.25,24.25
TMEM145,0.25,0.0
ZNF575,1.25,2.5
ZNF283,3.0,1.75
PPP1R37,18.75,13.75
NKPD1,0.0,0.25
MAMSTR,1.25,0.75
EMC10,40.75,21.5
LINC01869,0.25,0.0
SIGLEC17P,0.5,2.25
ZNF615,17.75,8.0
ZNF561-AS1,5.25,1.0
ZNF763,7.0,8.5
SCGB2B2,0.25,0.25
WDR62,1.0,1.0
ZFP82,26.5,17.25
ZNF790-AS1,9.5,6.0
TMEM150B,2.25,0.5
SMIM24,0.25,0.0
SLC25A41,0.0,0.0
SLC25A42,10.75,6.5
LINC00663,1.0,0.75
ZNF493,9.75,8.0
284454,67.0,62.5
ZNF875,25.5,24.0
TAFA3,0.0,0.0
C1orf167,0.0,0.0
LINC01226,4.0,5.75
NBPF15,0.25,0.0
FAM102B,44.25,44.5
SYPL2,0.0,0.0
CYB561D1,113.0,72.0
ANKRD34A,0.25,0.0
RUSC1-AS1,0.0,0.0
LINC01686,2.75,1.25
SMG7-AS1,0.5,1.75
RSPO1,0.25,0.0
EPHA10,0.5,0.0
SNHG28,0.0,0.75
ZNF326,64.0,42.5
RIMKLA,3.25,0.5
SLC25A34,2.0,1.5
C20orf204,2.0,1.0
LINC01270,0.0,0.0
C20orf197,25.0,16.0
MIR646HG,3.25,1.25
SIRPB2,14.0,8.25
AATBC,0.5,0.75
284865,0.25,0.25
MIF-AS1,0.0,0.0
TTC28-AS1,9.75,4.5
CCDC150,0.25,0.75
RNF149,8.75,8.25
STPG4,1.25,0.75
285074,1.75,1.5
LINC01305,0.75,0.5
AHCTF1P1,85.75,67.75
IAH1,1.5,1.5
FAM126B,75.5,53.75
UNC80,2.0,1.75
RGPD4,0.75,0.5
DUSP28,3.75,5.5
EOGT,27.0,22.75
C3orf38,68.5,39.5
ENTPD3-AS1,1.0,0.25
ZNF619,46.0,21.5
ZNF621,29.75,29.75
RABL3,42.5,27.0
LINC00877,0.25,0.0
IGSF10,0.0,0.0
C3orf33,6.75,1.25
CCDC66,1.0,1.75
TCAIM,29.25,23.75
ZNF852,0.5,2.25
SUMF1,11.0,10.0
RPUSD3,2.25,0.75
PRRT3,3.0,0.75
DPH3,87.75,47.0
C3orf70,1.25,0.5
ALG1L9P,0.25,0.5
DCAF4L1,13.75,8.5
CYP4V2,4.25,3.75
RPL34-AS1,0.25,0.25
285464,0.25,0.25
DOK7,0.25,0.25
FAM13A-AS1,2.0,2.25
GPRIN3,1.5,0.75
COX18,38.25,21.0
FRYL,50.0,44.0
RNF175,0.25,0.25
FAM200B,5.5,1.75
SH3PXD2B,0.5,1.0
KIAA0825,1.5,1.75
GPR150,0.5,0.25
DTWD2,7.0,4.75
RELL2,13.5,8.0
285626,0.5,0.25
C5orf51,198.25,122.75
SREK1IP1,121.0,51.75
PHACTR2-AS1,0.0,0.0
CEP57L1,2.75,2.0
PPIL6,1.0,0.75
MROCKI,3.0,0.75
DCBLD1,0.0,0.25
LY86-AS1,0.0,0.0
285804,0.25,0.0
285819,0.5,0.0
HLA-F-AS1,0.25,0.25
285847,0.0,0.0
RPL7L1,359.5,224.0
LINC00174,4.0,1.75
INHBA-AS1,50.5,62.25
SPDYE1,0.0,0.0
SNHG15,176.0,143.75
EPHA1-AS1,5.0,3.0
TCAF2,3.5,2.25
ZNF775,7.25,4.75
LINC00996,26.75,9.75
ATG9B,0.75,0.0
ZNF789,3.0,2.25
LSMEM1,3.5,5.0
XKR6,0.25,0.5
NSMCE2,5.5,2.0
286059,0.5,0.0
FAM83H,0.0,0.25
ZNF252P,49.25,34.5
ZNF252P-AS1,2.25,2.25
C8orf31,0.0,0.25
ZFP41,19.5,11.5
RNF5P1,11.25,5.25
TRIQK,26.25,14.25
DPY19L4,19.5,19.0
FBXO43,46.5,26.75
LACTB2-AS1,0.0,0.0
CRB2,0.0,0.0
SCAI,21.75,8.75
CFAP157,0.0,0.0
C9orf47,3.25,4.25
PAXX,5.5,5.0
TPRN,10.0,8.0
TUSC1,52.75,34.0
FAM78A,807.5,408.5
ATP11C,7.25,4.75
286437,10.5,12.0
LINC01281,0.0,0.5
YIPF6,47.75,34.5
FIRRE,5.25,3.75
TTC3P1,4.75,4.5
P2RY8,568.75,268.75
ILDR1,0.0,0.0
LIN9,23.25,12.5
TRIM59,129.75,61.5
NOP14-AS1,45.0,39.0
EIF4E3,0.75,0.5
FAM149B1,1.0,1.75
RFESD,0.5,0.5
DHRS4L2,1.25,0.5
CCDC85C,19.75,11.0
DDX51,33.5,32.75
SNORD8,1.5,1.25
ADGRE4P,2.5,0.5
RAB37,20.75,5.75
MMAB,20.25,16.75
SNAI3,23.0,11.75
UBAC2,63.0,44.75
H2BC20P,3.75,1.25
FAM151A,0.0,0.0
NLRP9,0.0,0.0
GPIHBP1,0.0,0.0
RAB7B,3.75,11.25
SNORD108,0.0,0.0
SNORD109A,0.0,0.0
BLACE,0.0,0.0
ANO9,0.0,0.0
HCAR2,0.0,0.0
FFAR4,0.75,0.5
ST8SIA6,1.5,0.5
CCDC84,1.25,0.75
ANKRD13D,6.25,5.0
ANKRD42,11.0,13.0
CSTF3-DT,1.0,1.0
ATP2B1-AS1,5.5,8.0
C1QL4,0.5,0.25
LINC01089,21.25,16.0
TAFA2,0.0,0.0
LINC01252,0.0,0.0
339059,0.0,0.0
PRSS53,0.25,0.0
RAB43,8.25,3.25
JMJD8,24.75,13.75
METTL2A,17.25,17.5
ASB16-AS1,10.75,10.5
C17orf67,1.0,0.25
OXLD1,92.75,62.0
CCDC137,146.5,111.0
ARL16,9.75,9.25
LINC02693,54.0,35.25
MSL1,162.25,128.25
LINC00667,56.5,35.5
ZNF181,9.5,7.0
ZNF260,71.75,52.0
ZNF546,7.25,3.75
MYPOP,17.5,9.0
ADAMTSL5,0.75,0.75
CLEC4G,0.0,0.0
FLG-AS1,0.0,0.0
ANKRD45,0.0,0.0
C1orf174,32.0,23.75
KLHL17,2.25,2.75
TMEM240,0.0,0.0
TMEM52,0.5,0.0
ZBTB8OS,4.0,2.75
TFAP2E,4.75,2.25
ZNF678,33.25,16.5
ARMH1,3.25,2.5
ZFP69,3.25,2.25
LINC01692,0.0,0.0
SLC35E4,0.25,0.25
339666,0.0,0.0
LINC00634,0.25,0.75
SPOPL,67.5,47.5
MAP3K20-AS1,1.5,1.0
339803,26.25,15.5
C2orf74,3.5,3.0
CCDC39,0.0,0.0
339862,54.5,33.5
C3orf35,0.25,0.5
EHHADH-AS1,0.0,0.0
LPP-AS2,3.25,1.5
339975,1.0,0.0
NAT8L,15.5,5.75
PRR7-AS1,0.75,1.5
STING1,85.25,51.75
SLC25A48-AS1,0.0,0.0
ZC3H12D,37.5,17.0
MYLK4,0.5,0.5
TREML1,0.75,0.25
ZNF680,24.75,17.25
FAM221A,0.5,0.5
FAM183BP,1.0,1.5
TSPAN33,2.25,1.75
NRBP2,3.25,2.0
ZNF517,7.25,5.0
TMEM249,3.5,2.0
ZDHHC21,9.75,5.5
ACER2,8.0,2.0
RTL5,5.0,1.5
ZC3H12B,0.0,0.0
SATL1,0.0,0.0
NANOS1,34.0,13.75
HMX3,8.5,6.5
TMC3,0.0,0.0
ZKSCAN2,46.5,24.0
ATXN1L,270.0,170.5
SMTNL2,0.75,0.5
NACA2,2.0,1.5
ZNF850,166.75,97.75
ZNF404,0.0,0.0
C19orf81,0.5,0.5
ZSCAN22,66.5,34.5
CCDC18,0.5,0.0
TCTEX1D4,0.0,0.0
PRORSD1P,17.25,12.75
SH3RF3,0.0,0.5
DUBR,0.25,0.25
344967,1.25,0.75
MSANTD1,0.25,0.5
HSD17B13,1.5,0.25
ZNF879,10.25,6.25
FAM174A,7.25,3.0
MTX3,115.0,66.75
RSPH4A,0.0,0.25
ECT2L,0.0,0.0
EYS,0.0,0.0
ZNF391,3.0,0.75
FAM71F2,2.75,2.25
KIF24,34.5,25.5
ZNF81,9.0,4.5
LANCL3,4.25,1.25
SOWAHD,58.5,27.25
RAB41,0.0,0.0
SNORD64,0.0,0.0
SLC35B2,26.75,18.0
SERINC2,1.75,0.0
NME9,0.0,0.0
C6orf52,0.0,0.0
GATD1,136.5,104.25
ANKDD1A,1.0,2.0
CTU2,0.5,0.0
SKA2,81.5,43.75
MCRIP1,4.5,1.25
ZNF530,33.0,21.0
GEN1,78.5,49.0
348738,0.75,1.25
FTCDNL1,0.0,0.75
SPATA3-AS1,0.0,0.0
LNP1,0.0,0.25
NPHP3-AS1,0.0,0.0
FAM86EP,13.25,5.75
NUP43,54.5,33.5
ZNF713,4.0,3.0
DPY19L2P2,5.75,3.25
NMNAT3,7.5,4.0
RTN4RL2,1.75,0.5
DNAAF3,0.5,0.0
CASTOR3,6.0,3.75
ZNF429,0.5,1.0
RILPL1,0.0,0.0
ZACN,0.0,0.0
SLCO4C1,1.75,1.0
ZNF445,85.5,75.5
ANKRD37,0.5,1.0
ZNF233,0.25,0.0
TICAM2,4.75,4.25
BMP8A,0.0,0.0
MRPL42P5,4.0,4.25
RFLNB,377.0,239.25
IRF2BP2,1296.5,820.5
ZBTB41,96.0,49.5
TMPRSS9,0.0,0.0
PRAC2,0.25,0.0
GSTK1,13.5,8.0
USP50,0.0,0.0
DND1,0.0,0.25
CDRT1,0.25,0.25
NDUFS7,0.75,0.0
NHLRC2,15.75,6.25
GALNT18,0.25,0.0
NCR3LG1,163.5,127.75
FAM111B,8.0,5.75
TMEM179B,4.25,8.0
TBC1D10C,0.5,0.75
DNAJB13,0.0,0.0
374443,38.5,22.5
GOLGA6L5P,0.0,0.25
KIF7,0.0,0.0
ZNF710,62.75,38.5
HDDC3,42.0,27.5
EFCAB5,0.0,0.0
LRRC37A3,0.25,0.0
ATP9B,1.75,1.25
PEAK3,8.0,6.75
HSD11B1L,3.0,3.0
ZNF699,31.75,16.5
TMEM205,0.25,0.0
YJEFN3,0.25,0.25
ZNF829,25.0,22.75
ZNF568,2.75,1.75
B3GNT8,2.75,0.25
ZSWIM9,10.0,4.5
ZNF773,124.25,74.0
DRAXIN,1.25,0.5
SVBP,11.25,8.0
MIGA1,16.0,7.25
NEXN-AS1,0.5,0.75
SFT2D2,8.0,3.0
MIA3,6.75,6.0
FAM89A,17.25,4.25
PI4KAP2,2.75,2.0
PFN4,0.0,0.0
FAM228B,1.0,0.5
WASH2P,6.25,3.75
RBM43,16.5,8.25
CERKL,0.25,0.0
LHFPL4,0.0,0.0
C3orf62,46.5,43.5
STIMATE,44.25,25.25
NRROS,86.25,66.25
C5orf34,0.5,0.25
MAST4,4.5,0.75
SIMC1,10.5,9.75
GUSBP4,3.75,2.75
KCP,0.0,0.25
WASH5P,1.0,1.0
ENHO,0.25,0.0
PTAR1,112.25,75.75
ERCC6L2,42.75,26.5
SWI5,2.5,1.75
PNPLA7,0.0,0.0
AGRN,10.25,9.25
CYSRT1,0.25,0.0
RAB15,0.0,0.25
RNF126P1,3.0,1.25
SLC27A1,17.0,6.0
ZC3H6,9.75,4.25
CA13,1.0,1.0
ENTPD8,0.0,0.0
RN7SL2,0.0,0.5
CENPS,5.25,2.5
LINC-PINT,7.5,2.75
MALAT1,896.5,987.5
RNF138P1,50.0,39.25
PSMA3-AS1,60.5,59.5
CHKB-CPT1B,43.5,38.25
RNF144A-AS1,0.5,0.0
SAP30L-AS1,0.0,0.25
AMIGO3,3.75,8.0
ZNF582-AS1,3.75,2.25
ZKSCAN4,23.75,12.25
GUSBP2,0.0,0.25
SNHG5,81.75,57.25
CENPW,3.5,3.0
SOGA3,0.0,0.0
CEP85L,7.75,4.25
SLC7A5P2,4.5,4.0
C6orf120,329.25,202.25
NSUN4,106.0,77.75
RASL11A,0.75,1.0
GPR153,2.0,2.0
TMEM189,86.75,72.0
TMEM189-UBE2V1,102.75,81.0
ILDR2,0.0,0.0
LRRC37A6P,1.5,2.25
WASHC2A,4.5,1.75
ENO4,0.0,0.0
C10orf143,2.5,1.0
GVINP1,8.75,5.25
C11orf96,1.0,0.25
LIPT2,3.0,2.0
CLEC12B,0.25,0.5
RPL13AP20,4.75,3.0
C12orf75,0.0,0.25
CFAP73,0.0,0.0
TMEM233,43.0,38.75
KMT5A,53.5,28.75
NHLRC3,6.5,5.75
TOMM20L,0.0,0.0
CCDC9B,1.75,2.25
TNFAIP8L3,0.0,4.25
UBE2Q2P1,0.75,1.25
SPATA41,1.0,1.5
SBK1,1.25,0.0
C16orf87,50.75,29.25
C16orf86,0.5,0.5
INCA1,0.0,0.0
SCIMP,20.0,21.5
C17orf100,3.25,0.75
TMEM220,0.0,0.0
LRRC75A,0.0,0.25
CCDC103,3.5,3.25
YPEL2,10.5,5.0
LYPLA2P2,2.25,2.0
RGS9BP,7.5,3.0
ZNF790,0.5,1.0
BLOC1S3,224.75,135.0
ZNF808,3.75,2.75
ZNF888,43.5,28.5
ZNF761,16.25,13.75
TMEM238,0.75,0.0
ZNF749,22.0,13.5
ZNF324B,54.5,35.5
RPL23AP87,0.25,0.0
RNF207,0.75,0.25
TRNP1,3.0,0.75
DIPK1A,0.0,0.0
NOTCH2NLA,0.0,0.25
LINC01138,16.25,14.0
LYSMD1,2.25,2.0
C1orf189,0.25,0.0
C1orf53,0.0,0.0
TMEM81,2.25,1.5
COA6,9.25,6.5
SNHG17,108.75,80.5
388813,0.0,0.0
OGFRP1,0.25,0.25
BOLA3,7.25,7.5
C2orf81,1.5,0.5
C2orf68,59.0,36.25
PLEKHM3,61.75,33.5
INKA1,1.5,1.25
MUSTN1,0.0,0.0
LEKR1,0.75,0.0
SMIM20,24.5,15.5
BEND4,0.0,0.25
389247,1.0,0.5
PROB1,1.5,0.75
ARHGEF37,0.25,0.0
PSMG4,5.0,2.75
RBAKDN,0.25,0.5
GTF2IRD2B,0.25,0.0
389538,4.25,3.75
LAMTOR4,7.5,8.25
389641,18.25,9.75
RBM12B,44.25,30.25
MAFA,0.25,0.75
GLIDR,0.0,0.25
C9orf153,0.0,0.0
PTGES2-AS1,2.5,0.75
IER5L,3.5,6.0
AJM1,8.0,6.0
LRRC26,0.0,0.0
389831,3.0,1.75
389834,0.0,0.0
MAP3K15,0.0,0.0
USP27X,1.5,3.0
UBE2NL,0.5,0.25
389906,21.5,18.25
C1QL3,0.0,0.0
LRRC10B,0.75,0.25
DOC2GP,0.75,0.25
SKOR1,1.0,0.5
PABPN1L,0.25,0.25
NUDT19,200.5,131.25
ZNF793,0.75,0.0
ZNF805,112.5,67.0
PLA2G2C,0.75,0.0
FRRS1,0.75,0.5
SUMO1P1,3.25,0.25
391322,0.75,1.0
PTRHD1,6.0,3.25
392490,12.5,13.75
SPRED3,0.5,0.0
TMEM200B,0.0,0.25
SLC25A35,15.75,12.5
MEX3D,30.25,18.25
FAM102A,12.5,6.5
ZNF321P,84.5,55.5
MYO18A,14.5,10.5
SHC4,0.0,0.0
MIR1915HG,2.0,0.75
BMS1P1,1.25,1.25
EEF1AKMT2,8.25,6.25
EDRF1-DT,3.75,3.25
FAM180B,2.5,0.5
PCNX3,13.5,15.0
PATE2,0.0,0.25
GSEC,5.25,3.75
SNX19,67.5,39.25
CLEC12A-AS1,0.0,0.0
LINC00938,79.5,56.5
MKRN9P,7.0,6.5
C12orf76,23.75,26.75
TUSC8,0.25,0.5
ATP11AUN,0.0,0.0
FOXN3-AS1,0.5,3.5
DICER1-AS1,0.25,0.75
HERC2P2,3.75,2.25
ST20,1.75,3.0
FAM174B,0.5,0.5
KNOP1,36.25,26.25
NSMCE1-DT,0.25,0.25
400541,0.0,0.0
C17orf97,20.0,12.5
MED11,19.75,15.25
TOB1-AS1,2.75,2.75
LINC00511,0.75,0.0
TEX19,1.25,1.5
LINC00909,56.0,35.75
C18orf65,3.25,0.75
PRSS57,4.5,3.0
VMAC,7.5,4.25
400684,0.75,1.25
400710,1.25,1.25
ZNF772,47.75,26.25
FAM87B,0.0,0.0
LRRC8C-DT,3.25,1.75
C1orf226,0.25,0.25
C1orf220,0.75,0.75
NBPF9,0.5,1.25
CHCHD10,0.25,0.0
TPTEP2,0.5,0.0
MIRLET7BHG,6.0,5.25
EML6,0.0,0.0
LINC01122,0.0,0.0
PCBP1-AS1,1.5,1.25
PAIP2B,0.5,0.0
400999,0.25,0.5
NOC2LP2,2.25,4.0
TEX41,0.25,0.0
401052,1.25,0.25
FOXL2NB,0.0,0.0
MBNL1-AS1,34.0,26.0
C3orf80,9.0,5.0
C4orf48,0.25,0.0
LINC01061,2.75,2.0
C4orf3,42.75,30.0
C5orf63,4.5,1.75
HTATSF1P2,5.0,4.0
RAB44,24.0,18.25
TRAM2-AS1,5.5,1.75
GARS-DT,5.25,4.5
RASA4CP,0.0,0.0
SMIM30,47.5,33.25
POT1-AS1,0.0,0.0
PRRT4,0.5,0.25
RBIS,20.0,16.25
VLDLR-AS1,0.5,0.75
HACD4,4.5,4.0
TOMM5,90.25,70.25
ZNF658B,4.25,4.0
CENPP,4.25,4.25
SNX30,60.5,53.25
WDR38,0.0,0.0
LINC01451,0.0,0.25
C9orf139,19.75,11.0
FAM166A,0.0,0.0
CD99P1,3.0,4.75
ZNF674-AS1,33.25,21.5
GOLGA7B,0.25,0.0
401884,0.25,0.5
LDLRAD2,0.5,1.0
SRRD,17.25,12.0
RPL21P44,3.75,2.25
C7orf61,1.25,0.0
IGLON5,0.0,1.0
UFSP1,1.75,2.75
403150,0.0,0.0
PLPP6,87.25,51.75
FAM92A1P2,0.0,0.0
LERFS,0.25,0.75
403340,2.0,2.0
ZBTB34,220.25,92.5
HAPLN4,13.25,7.25
CUEDC1,1.0,0.5
CTXN1,0.25,0.25
C6orf201,0.0,0.0
HOXB-AS3,0.0,0.0
YY2,2.5,0.75
C16orf74,2.75,2.75
DENND10,63.0,37.0
CACTIN-AS1,0.0,0.0
GTF2H5,15.5,10.75
ANKHD1-EIF4EBP3,5.25,4.0
MIRLET7D,2.0,2.0
MIRLET7G,0.5,0.0
MIR124-1,1.5,1.0
MIR135A1,0.0,0.0
MIR142,8.25,13.0
MIR155,1.75,0.75
MIR181B1,3.5,2.25
MIR186,1.25,1.0
MIR191,0.0,0.0
MIR221,8.0,7.0
MIR223,20.75,14.5
MIR25,5.5,7.25
MIR302A,0.0,0.0
MIR7-1,3.75,1.75
MIR92A1,2.75,1.75
MIR93,1.5,1.25
TNFSF12-TNFSF13,16.75,8.5
ACBD7,0.5,0.0
C10orf105,0.25,0.0
AGAP6,2.5,1.0
CELF2-AS1,1.0,0.25
ZNF32-AS1,0.0,0.0
ZNF32-AS2,0.0,0.0
C10orf55,10.0,17.75
SHLD2P1,0.0,0.5
DNAJC9-AS1,11.5,9.25
IDNK,0.0,0.25
HCG18,0.75,0.25
DENND6B,0.5,0.5
C8orf82,19.75,7.0
PIM3,284.25,256.5
ATP5F1EP2,6.0,5.0
MXRA7,3.25,1.25
THAP7-AS1,7.75,8.5
TMEM41B,19.25,15.25
LINC02709,0.75,0.5
SLC22A20P,0.0,0.5
IQSEC3,0.0,0.5
DDX12P,9.5,5.25
H3-5,0.25,0.0
TMEM198B,11.75,12.25
ALG11,40.0,29.5
MZT1,62.0,38.75
CCDC88C,49.0,34.75
GOLGA8B,1.75,0.25
EIF2AK4,4.75,3.0
CATSPER2P1,0.5,0.0
UBL7-AS1,8.5,5.75
440311,11.5,8.25
SMG1P2,8.75,3.25
CDIPTOSP,0.0,0.0
YBX3P1,22.75,20.0
RNASEK,15.5,14.75
CCDC144NL-AS1,2.0,2.75
PLEKHM1P1,3.75,4.5
BAIAP2-DT,29.5,24.5
HSBP1L1,0.75,0.25
PLIN5,0.0,0.0
ZNF506,42.75,29.25
ZNF724,24.5,13.5
UQCRHL,5.5,3.75
MICOS10,18.25,15.5
SLC2A1-AS1,0.0,0.25
RBM15-AS1,2.0,2.25
BCL2L15,2.0,0.5
RHEX,0.0,0.0
MIAT,2.5,3.0
SHISA8,0.25,0.0
ODF3B,0.0,0.0
THUMPD3-AS1,55.75,40.25
EIF1B-AS1,0.75,1.25
SMIM4,2.75,1.0
MTHFD2L,0.75,1.0
GUSBP5,0.0,0.0
441081,0.5,0.0
441089,3.25,4.5
IRF1-AS1,0.0,0.0
GTF2IP20,2.0,3.0
C6orf226,3.5,1.75
441155,0.5,0.0
RP9P,5.25,4.25
441242,2.25,3.25
TYW1B,8.25,3.75
DTX2P1-UPK3BP1-PMS2P11,0.75,0.75
SPDYE3,0.0,0.0
441307,2.75,5.0
LRRC24,0.0,0.25
SUGT1P1,0.0,0.0
NUTM2G,0.0,0.0
ANKRD18B,0.0,0.0
NRARP,93.0,60.0
PGAM4,0.5,0.75
CDNF,0.5,0.25
TEX21P,0.0,0.0
PRKXP1,11.75,7.0
WBP11P1,8.5,5.75
ZFAS1,150.0,115.5
GSTM2P1,1.25,2.75
UQCRBP1,29.75,24.25
XRCC6P5,1.25,0.25
DPY19L2P3,0.25,0.0
STAG3L3,15.0,10.25
STAG3L2,35.75,30.75
SPDYE5,0.0,0.0
EIF3IP1,1.5,0.5
MIR302D,0.0,0.0
MIR324,0.0,0.25
MIR196B,0.75,0.5
SULT1A4,1.0,0.5
445347,242.5,225.0
TRIM6-TRIM34,1.25,1.0
PALM2AKAP2,460.75,221.75
GGNBP1,0.0,0.0
SPIN2B,0.25,0.5
GIMAP6,83.75,45.0
GEMIN8P4,7.25,3.0
IGIP,0.25,0.25
COA5,17.5,18.5
493754,64.75,50.5
TRIM72,0.0,0.0
CISD2,12.5,11.25
CCDC73,0.0,0.0
TMEM9B-AS1,0.75,1.25
RBMXL1,67.75,47.25
494127,1.75,1.75
CHAC2,4.75,4.0
TYMSOS,1.25,1.75
TIFAB,140.75,69.25
BDNF-AS,1.0,1.25
C18orf32,20.0,16.5
A1BG-AS1,0.25,0.25
SPRN,0.0,0.0
ARGFXP2,0.0,0.0
LOH12CR2,1.0,1.0
MIR4435-2HG,15.0,9.0
541473,0.0,0.0
C8orf58,28.0,16.0
CXorf40B,0.75,3.0
POLR2J3,1.0,0.75
DNAJC25,12.25,12.0
UBA6-AS1,45.0,31.25
CCDC157,3.75,1.0
ATXN7L3B,355.75,206.75
DNAJC25-GNG10,3.75,2.25
BOLA2,0.75,0.75
MIR3936HG,0.25,0.0
PEF1,55.0,57.75
554206,4.75,2.5
DPY19L2P1,0.25,0.0
FBXO48,6.5,1.75
FAM72C,0.25,0.5
SNORA6,17.75,13.75
SNORA10,16.25,11.75
ADAMTSL4-AS1,2.25,2.0
OBSCN-AS1,0.0,0.25
SNORD101,10.0,5.0
SNORD100,7.5,4.25
SNORA33,10.75,6.5
ZFAT-AS1,0.0,0.0
SNORD16,16.5,12.0
SNORD18A,8.0,3.5
SNORD18B,2.5,0.25
SNORD18C,14.25,7.5
SMG1P5,2.5,0.5
PGM5P2,0.0,0.25
CYB5RL,3.0,2.25
UBE2MP1,87.0,63.25
NPIPB13,0.25,0.25
CYP51A1-AS1,0.0,0.25
613266,0.0,0.5
SERINC4,0.25,0.25
FDPSP2,0.25,0.5
FAM229B,0.5,0.0
ZNF704,0.25,0.25
SCARNA9,4.0,1.5
LINC00051,0.0,0.0
SNORD74,4.75,2.5
SNORA27,7.25,3.25
SNORA21,3.5,2.25
SSBP3-AS1,0.25,0.0
SNORA3A,6.75,5.25
SNORA7A,11.5,5.75
SNORA52,12.25,8.5
SNORD2,9.5,9.75
SNORA4,27.75,22.0
SNORA41,4.5,2.5
SNORD95,1.0,0.0
SNORD96A,21.5,14.0
RPL31P11,0.5,0.0
ZNF674,3.5,1.75
TMEM75,0.0,0.0
SNORA19,0.5,0.25
POTEM,1.0,0.0
LEF1-AS1,0.0,0.5
SNHG6,167.5,110.25
SNORD87,20.25,12.0
TMEM91,2.0,1.5
ECSCR,0.5,0.0
SEPTIN7P2,10.75,12.5
FRG1JP,0.0,0.0
ZNF876P,2.75,2.5
642361,5.5,5.0
AGAP9,0.25,0.0
POU5F1P3,0.0,0.0
SCX,0.25,0.0
TBC1D22A-AS1,0.0,0.25
BMS1P2,3.25,1.75
CPSF4L,0.0,0.0
LINC00535,0.5,1.25
FLVCR1-DT,9.25,6.25
SMIM5,0.0,0.25
643036,2.25,0.25
SMIM15,206.0,130.75
CCT6P3,12.0,7.0
MAP1LC3B2,0.5,0.75
KIAA0754,0.25,1.25
C15orf62,2.0,0.5
BTBD18,0.0,0.0
LINC00865,0.25,0.5
RNF224,0.0,0.0
ZNF862,0.5,0.25
CCER2,0.75,0.25
GOLGA8N,0.75,0.25
SCGB1B2P,0.25,1.0
LYPLAL1-DT,0.0,0.0
TRAF3IP2-AS1,1.75,0.0
LINC02453,0.0,0.25
USP46-AS1,2.75,2.25
ZFP62,26.75,21.75
LINC01128,8.0,3.75
TMPPE,27.75,14.75
CBLN3,0.0,0.0
CRNDE,22.25,16.5
643977,3.75,3.5
FNDC10,15.75,9.5
SDHAF1,96.25,63.5
RPL23AP53,18.0,12.5
SYCE3,0.0,0.0
644285,1.5,0.75
RPL13AP6,3.5,2.25
SMIM10,11.25,8.0
SMIM10L2B,1.0,0.0
APOOP5,0.0,0.0
644656,16.0,13.0
RAD21-AS1,1.75,1.5
LIMD1-AS1,2.0,0.5
644762,1.75,0.75
FAM83G,7.75,4.25
LINC01184,6.0,5.5
GCC2-AS1,1.5,0.75
644936,2.0,0.5
TNRC18P1,0.25,0.75
PIK3CD-AS1,14.75,11.0
CCNI2,0.0,0.0
CBX3P2,3.75,0.75
LINGO3,0.0,0.0
EIF3J-DT,22.25,17.5
LINC00461,0.0,0.25
FAM86C2P,14.75,8.0
FUT8-AS1,3.25,3.75
FAM238A,0.5,0.0
RPL13AP3,0.0,0.0
ZNF890P,0.25,0.0
TMEM14EP,0.0,0.0
ADORA2A-AS1,0.0,0.5
POM121L10P,0.0,0.0
LRRC77P,0.25,0.5
646214,3.0,3.5
ARIH2OS,4.0,0.75
646471,1.5,0.5
URAD,0.5,0.0
NIPBL-DT,86.5,45.5
646762,10.5,3.25
SETSIP,1.75,0.5
FAM227A,1.5,1.25
C6orf132,1.25,0.25
PA2G4P4,135.0,103.5
STMP1,33.25,15.25
EMBP1,3.25,1.25
SRGAP2B,3.25,2.0
SERPINE3,0.0,0.0
RPS16P5,2.5,2.0
CTAGE11P,0.75,1.0
TEX22,1.25,2.5
NORAD,455.25,281.75
PPP1R3G,0.5,0.5
648987,30.5,24.5
RPL23AP64,1.5,0.25
ABCA17P,0.0,0.0
ZNF192P1,8.25,4.75
651430,0.75,0.75
ANKRD33B,6.0,2.25
652276,12.0,7.5
SNORA48,7.5,5.75
SNORD10,13.75,10.5
CASTOR1,0.25,0.5
UCA1,0.0,0.0
XAGE1B,0.0,0.0
GOLGA8J,10.25,6.75
GOLGA8T,0.0,0.0
FAM86FP,1.5,1.25
ZBTB8A,6.25,3.75
653160,5.25,2.5
XAGE1A,0.0,0.0
