PeakID (cmd=annotatePeaks.pl D0_1_7_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D0_1_7_R1_peak_9152	chr2	219353085	219353421	+	31	NA	Intergenic	NA	-20076	RESP18								
D0_1_7_R1_peak_4103	chr12	128364902	128365272	+	31	NA	intron (TMEM132C, intron 1 of 8)	NA	70995	MIR3612								
D0_1_7_R1_peak_5381	chr15	88261004	88261352	+	31	NA	intron (NTRK3-AS1, intron 1 of 3)	NA	-4447	NTRK3								
D0_1_7_R1_peak_15502	chr9	114208937	114209247	+	31	NA	promoter-TSS (MIR455)	NA	-342	MIR455								
D0_1_7_R1_peak_2716	chr11	14641777	14642217	+	31	NA	intron (PSMA1, intron 1 of 10)	NA	1637	PSMA1								
D0_1_7_R1_peak_14031	chr7	94653397	94653857	+	31	NA	intron (SGCE, intron 1 of 11)	NA	2582	SGCE								
D0_1_7_R1_peak_4944	chr14	104108620	104108985	+	31	NA	intron (ASPG, intron 11 of 12)	NA	8648	MIR3545								
D0_1_7_R1_peak_709	chr1	38039893	38040292	+	31	NA	Intergenic	NA	6686	POU3F1								
D0_1_7_R1_peak_12359	chr5	139907327	139907620	+	31	NA	intron (NRG2, intron 1 of 9)	NA	98370	PSD2								
D0_1_7_R1_peak_11275	chr4	2055938	2056536	+	31	NA	Intergenic	NA	-3275	NAT8L								
D0_1_7_R1_peak_12305	chr5	135525249	135525725	+	31	NA	Intergenic	NA	10462	NEUROG1								
D0_1_7_R1_peak_15325	chr9	78297708	78298348	+	31	NA	intron (PSAT1, intron 1 of 7)	NA	953	PSAT1								
D0_1_7_R1_peak_2607	chr11	1630198	1630619	+	31	NA	exon (KRTAP5-5, exon 1 of 1)	NA	605	KRTAP5-5								
D0_1_7_R1_peak_12573	chr5	173253759	173254356	+	31	NA	Intergenic	NA	-18745	NKX2-5								
D0_1_7_R1_peak_3385	chr11	125061352	125062088	+	31	NA	Intergenic	NA	-1347	SLC37A2								
D0_1_7_R1_peak_5221	chr15	67065861	67066172	+	31	NA	exon (SMAD3, exon 1 of 9)	NA	-78369	LOC102723493								
D0_1_7_R1_peak_8546	chr2	70788283	70788979	+	31	NA	intron (FIGLA, intron 1 of 4)	NA	2012	FIGLA								
D0_1_7_R1_peak_11347	chr4	4575376	4575765	+	31	NA	intron (LOC101928237, intron 1 of 2)	NA	-6701	LOC102723827								
D0_1_7_R1_peak_11476	chr4	8847317	8847596	+	31	NA	intron (HMX1, intron 1 of 1)	NA	24361	HMX1								
D0_1_7_R1_peak_8820	chr2	120662359	120662720	+	31	NA	Intergenic	NA	-134752	GLI2								
D0_1_7_R1_peak_2101	chr10	100862923	100863232	+	31	NA	Intergenic	NA	-49875	FAM178A								
D0_1_7_R1_peak_3980	chr12	109731598	109731969	+	31	NA	intron (FAM222A, intron 1 of 2)	NA	-5044	FAM222A								
D0_1_7_R1_peak_6214	chr17	2778764	2779057	+	31	NA	intron (RAP1GAP2, intron 1 of 24)	NA	12783	LOC102723970								
D0_1_7_R1_peak_4672	chr14	61322254	61322813	+	31	NA	intron (PRKCH, intron 1 of 13)	NA	736	PRKCH								
D0_1_7_R1_peak_1708	chr10	23185452	23185741	+	31	NA	Intergenic	NA	-6935	PTF1A								
D0_1_7_R1_peak_741	chr1	39639395	39639935	+	31	NA	promoter-TSS (HEYL)	NA	-6569	HEYL								
D0_1_7_R1_peak_9888	chr20	61963538	61963951	+	31	NA	Intergenic	NA	-10103	MIR1257								
D0_1_7_R1_peak_2235	chr10	114100601	114101329	+	31	NA	Intergenic	NA	56918	ADRB1								
D0_1_7_R1_peak_1588	chr1	228471656	228471975	+	31	NA	Intergenic	NA	9732	MIR4666A								
D0_1_7_R1_peak_111	chr1	3101582	3101887	+	31	NA	intron (PRDM16, intron 1 of 15)	NA	-26275	MIR4251								
D0_1_7_R1_peak_15254	chr9	37012250	37012621	+	31	NA	intron (PAX5, intron 2 of 7)	NA	22044	PAX5								
D0_1_7_R1_peak_134	chr1	3689216	3689506	+	31	NA	intron (TP73, intron 3 of 12)	NA	-8685	TP73								
D0_1_7_R1_peak_15432	chr9	97759044	97759385	+	31	NA	Intergenic	NA	-45489	LOC102724595								
D0_1_7_R1_peak_7492	chr19	1739373	1739808	+	31	NA	Intergenic	NA	-14073	ONECUT3								
D0_1_7_R1_peak_11028	chr3	133744170	133744565	+	31	NA	Intergenic	NA	-1766	TF								
D0_1_7_R1_peak_15141	chr9	1035208	1035515	+	31	NA	Intergenic	NA	-11396	DMRT2								
D0_1_7_R1_peak_2597	chr11	1560395	1560849	+	31	NA	intron (DUSP8, intron 3 of 6)	NA	-4165	LOC101927562								
D0_1_7_R1_peak_10523	chr22	45071075	45071410	+	31	NA	Intergenic	NA	-61407	PHF21B								
D0_1_7_R1_peak_3970	chr12	109606458	109606835	+	31	NA	Intergenic	NA	32533	MVK								
D0_1_7_R1_peak_10943	chr3	122988093	122988407	+	31	NA	intron (SEMA5B, intron 1 of 22)	NA	39562	SEMA5B								
D0_1_7_R1_peak_14261	chr7	151205009	151205398	+	31	NA	Intergenic	NA	-7981	IQCA1P1								
D0_1_7_R1_peak_3169	chr11	75664656	75664943	+	31	NA	intron (MAP6, intron 1 of 2)	NA	3635	MAP6								
D0_1_7_R1_peak_2572	chr11	827386	827717	+	31	NA	promoter-TSS (EFCAB4A)	NA	-365	EFCAB4A								
D0_1_7_R1_peak_11202	chr4	813420	813724	+	31	NA	intron (CPLX1, intron 2 of 3)	NA	12585	CPLX1								
D0_1_7_R1_peak_4429	chr13	110044609	110044888	+	31	NA	intron (LOC101927646, intron 1 of 1)	NA	1381	LOC101927646								
D0_1_7_R1_peak_8402	chr2	23390517	23390841	+	31	NA	intron (KLHL29, intron 1 of 13)	NA	-133238	KLHL29								
D0_1_7_R1_peak_452	chr1	20492456	20492839	+	31	NA	Intergenic	NA	-6412	CAMK2N1								
D0_1_7_R1_peak_11918	chr5	1164955	1165319	+	31	NA	Intergenic	NA	13468	CTD-3080P12.3								
D0_1_7_R1_peak_2254	chr10	116671606	116671885	+	31	NA	exon (HSPA12A, exon 13 of 13)	NA	-1491	C10orf82								
D0_1_7_R1_peak_15734	chr9	133538543	133539102	+	31	NA	intron (ADAMTSL2, intron 4 of 18)	NA	3979	ADAMTSL2								
D0_1_7_R1_peak_8191	chr19	50876696	50876985	+	31	NA	intron (KLK2, intron 3 of 4)	NA	3407	KLK2								
D0_1_7_R1_peak_8451	chr2	37325046	37325325	+	31	NA	promoter-TSS (PRKD3)	NA	122	LOC101929542								
D0_1_7_R1_peak_9895	chr20	62223851	62224251	+	31	NA	Intergenic	NA	-4164	HRH3								
D0_1_7_R1_peak_8370	chr2	11669726	11670310	+	31	NA	exon (NTSR2, exon 1 of 2)	NA	153	NTSR2								
D0_1_7_R1_peak_13071	chr6	35788535	35788817	+	31	NA	TTS (CLPSL1)	NA	7622	CLPSL1								
D0_1_7_R1_peak_570	chr1	27366033	27366566	+	31	NA	exon (MAP3K6, exon 1 of 20)	NA	755	MAP3K6								
D0_1_7_R1_peak_11054	chr3	138432887	138433240	+	31	NA	Intergenic	NA	-1523	ESYT3								
D0_1_7_R1_peak_265	chr1	11704072	11704658	+	31	NA	intron (DRAXIN, intron 1 of 6)	NA	12641	DRAXIN								
D0_1_7_R1_peak_5748	chr16	29899048	29899996	+	31	NA	promoter-TSS (SEZ6L2)	NA	-258	SEZ6L2								
D0_1_7_R1_peak_11231	chr4	1461135	1461441	+	31	NA	Intergenic	NA	69736	CRIPAK								
D0_1_7_R1_peak_10982	chr3	126416093	126416415	+	31	NA	intron (CCDC37, intron 5 of 17)	NA	21346	CCDC37								
D0_1_7_R1_peak_9215	chr2	231040535	231040837	+	31	NA	intron (C2orf72, intron 1 of 2)	NA	3120	C2orf72								
D0_1_7_R1_peak_14814	chr8	71361297	71361576	+	31	NA	intron (EYA1, intron 2 of 18)	NA	186213	EYA1								
D0_1_7_R1_peak_1200	chr1	155297116	155297491	+	31	NA	intron (PKLR, intron 2 of 10)	NA	11420	PKLR								
D0_1_7_R1_peak_14481	chr8	11051106	11051399	+	31	NA	intron (XKR6, intron 1 of 2)	NA	15837	LOC101929269								
D0_1_7_R1_peak_10572	chr22	48578261	48579148	+	31	NA	intron (FAM19A5, intron 1 of 3)	NA	-31317	LOC284933								
D0_1_7_R1_peak_12221	chr5	113093599	113093955	+	31	NA	intron (MCC, intron 8 of 19)	NA	117067	DCP2								
D0_1_7_R1_peak_3509	chr12	3137058	3137405	+	31	NA	intron (TSPAN9, intron 2 of 8)	NA	-63129	TSPAN9								
D0_1_7_R1_peak_10965	chr3	126185030	126185309	+	31	NA	intron (ALDH1L1-AS2, intron 1 of 1)	NA	-4628	ALDH1L1								
D0_1_7_R1_peak_9996	chr20	63229806	63230164	+	31	NA	Intergenic	NA	-5898	BIRC7								
D0_1_7_R1_peak_15672	chr9	130918806	130919085	+	31	NA	intron (FIBCD1, intron 5 of 7)	NA	19907	FIBCD1								
D0_1_7_R1_peak_13803	chr7	27230521	27230892	+	31	NA	Intergenic	NA	-11994	EVX1								
D0_1_7_R1_peak_3495	chr12	1825889	1826576	+	31	NA	intron (LRTM2, intron 1 of 5)	NA	5965	LRTM2								
D0_1_7_R1_peak_9529	chr20	25146311	25146681	+	30	NA	intron (RP4-738P15.1, intron 1 of 3)	NA	1497	RP4-738P15.1								
D0_1_7_R1_peak_3580	chr12	21938686	21938989	+	30	NA	intron (ABCC9, intron 2 of 40)	NA	3026	ABCC9								
D0_1_7_R1_peak_1873	chr10	69782427	69782753	+	30	NA	Intergenic	NA	-19298	COL13A1								
D0_1_7_R1_peak_6487	chr17	38610772	38611275	+	30	NA	Intergenic	NA	-32372	SRCIN1								
D0_1_7_R1_peak_11611	chr4	76690869	76691226	+	30	NA	intron (SHROOM3, intron 1 of 9)	NA	1471	SHROOM3								
D0_1_7_R1_peak_8617	chr2	85131288	85131583	+	30	NA	Intergenic	NA	-2250	TCF7L1								
D0_1_7_R1_peak_15817	chr9	135760309	135760671	+	30	NA	intron (KCNT1, intron 11 of 30)	NA	16460	KCNT1								
D0_1_7_R1_peak_15594	chr9	126990050	126990498	+	30	NA	intron (RALGPS1, intron 4 of 17)	NA	28049	RALGPS1								
D0_1_7_R1_peak_10418	chr22	38846931	38847210	+	30	NA	Intergenic	NA	-3058	NPTXR								
D0_1_7_R1_peak_14563	chr8	21492215	21492562	+	30	NA	Intergenic	NA	194149	RP11-24P4.1								
D0_1_7_R1_peak_13771	chr7	24279988	24280267	+	30	NA	Intergenic	NA	-4061	NPY								
D0_1_7_R1_peak_2335	chr10	122816727	122817476	+	30	NA	Intergenic	NA	-3262	LOC729800								
D0_1_7_R1_peak_7950	chr19	41221988	41222315	+	30	NA	intron (AXL, intron 4 of 18)	NA	-4604	AXL								
D0_1_7_R1_peak_14256	chr7	151163008	151163300	+	30	NA	intron (GBX1, intron 1 of 1)	NA	4394	GBX1								
D0_1_7_R1_peak_2486	chr10	133082531	133082818	+	30	NA	intron (GPR123, intron 6 of 15)	NA	-5231	GPR123								
D0_1_7_R1_peak_9994	chr20	63227447	63227726	+	30	NA	Intergenic	NA	-8297	BIRC7								
D0_1_7_R1_peak_8079	chr19	47432311	47432878	+	30	NA	intron (SLC8A2, intron 8 of 9)	NA	-13066	MEIS3								
D0_1_7_R1_peak_16076	chrX	140090169	140090502	+	30	NA	Intergenic	NA	-1332	LOC389895								
D0_1_7_R1_peak_966	chr1	90703922	90704241	+	30	NA	Intergenic	NA	13156	BARHL2								
D0_1_7_R1_peak_2719	chr11	14968617	14968943	+	30	NA	exon (CALCA, exon 4 of 4)	NA	3506	CALCA								
D0_1_7_R1_peak_5961	chr16	75258081	75258360	+	30	NA	intron (BCAR1, intron 1 of 7)	NA	5883	BCAR1								
D0_1_7_R1_peak_6893	chr17	74940488	74940791	+	30	NA	intron (OTOP3, intron 1 of 6)	NA	4837	OTOP3								
D0_1_7_R1_peak_4647	chr14	59464860	59465146	+	30	NA	exon (GPR135, exon 1 of 1)	NA	338	GPR135								
D0_1_7_R1_peak_3294	chr11	117879854	117880163	+	30	NA	Intergenic	NA	-2977	FXYD6								
D0_1_7_R1_peak_13641	chr7	1208268	1208552	+	30	NA	Intergenic	NA	-24608	UNCX								
D0_1_7_R1_peak_9804	chr20	56976054	56976459	+	30	NA	Intergenic	NA	-237440	LOC102723590								
D0_1_7_R1_peak_10296	chr22	23566425	23566741	+	30	NA	Intergenic	NA	13725	IGLL1								
D0_1_7_R1_peak_7180	chr18	26547613	26547892	+	30	NA	exon (KCTD1, exon 1 of 3)	NA	43783	MIR8057								
D0_1_7_R1_peak_4029	chr12	114436609	114437003	+	30	NA	Intergenic	NA	-28364	TBX5								
D0_1_7_R1_peak_12302	chr5	135494259	135494562	+	30	NA	Intergenic	NA	41539	NEUROG1								
D0_1_7_R1_peak_12286	chr5	133614621	133614933	+	30	NA	Intergenic	NA	-2245	FSTL4								
D0_1_7_R1_peak_13490	chr6	154038886	154039169	+	30	NA	promoter-TSS (OPRM1)	NA	-75	OPRM1								
D0_1_7_R1_peak_14779	chr8	60655319	60655937	+	30	NA	Intergenic	NA	-19878	LOC102724496								
D0_1_7_R1_peak_10598	chr22	50167775	50168233	+	30	NA	Intergenic	NA	-2727	PANX2								
D0_1_7_R1_peak_597	chr1	30824445	30824724	+	30	NA	Intergenic	NA	-33574	LOC400748								
D0_1_7_R1_peak_1530	chr1	218167119	218167548	+	30	NA	Intergenic	NA	-117954	RRP15								
D0_1_7_R1_peak_3283	chr11	116584525	116585331	+	30	NA	Intergenic	NA	-54494	LOC101929011								
D0_1_7_R1_peak_5880	chr16	58330802	58331081	+	30	NA	Intergenic	NA	-35916	PRSS54								
D0_1_7_R1_peak_8949	chr2	153474933	153475212	+	30	NA	Intergenic	NA	3736	RPRM								
D0_1_7_R1_peak_12110	chr5	72112529	72113001	+	30	NA	intron (MAP1B, intron 1 of 6)	NA	-56711	MIR4803								
D0_1_7_R1_peak_7334	chr18	59287494	59287806	+	30	NA	Intergenic	NA	-14257	RAX								
D0_1_7_R1_peak_10100	chr21	26844827	26845206	+	30	NA	exon (ADAMTS1, exon 1 of 9)	NA	393	ADAMTS1								
D0_1_7_R1_peak_2847	chr11	44295457	44295883	+	30	NA	intron (ALX4, intron 1 of 3)	NA	14496	ALX4								
D0_1_7_R1_peak_12174	chr5	77966574	77966879	+	30	NA	Intergenic	NA	82070	LOC101929154								
D0_1_7_R1_peak_955	chr1	84475147	84475426	+	30	NA	Intergenic	NA	-3951	RPF1								
D0_1_7_R1_peak_1176	chr1	152116728	152117041	+	30	NA	Intergenic	NA	-1430	TCHH								
D0_1_7_R1_peak_6571	chr17	43961847	43962155	+	30	NA	intron (PYY, intron 2 of 6)	NA	-19536	PPY								
D0_1_7_R1_peak_275	chr1	12614757	12615330	+	30	NA	intron (DHRS3, intron 1 of 3)	NA	-14660	DHRS3								
D0_1_7_R1_peak_5466	chr15	98293447	98293955	+	30	NA	Intergenic	NA	-204491	LOC101927332								
D0_1_7_R1_peak_11218	chr4	1056006	1056591	+	30	NA	TTS (RNF212)	NA	44326	FGFRL1								
D0_1_7_R1_peak_6193	chr17	1994330	1994609	+	30	NA	intron (RTN4RL1, intron 1 of 1)	NA	30415	RTN4RL1								
D0_1_7_R1_peak_13055	chr6	34095989	34096268	+	30	NA	intron (GRM4, intron 1 of 8)	NA	14635	GRM4								
D0_1_7_R1_peak_2475	chr10	132979871	132980150	+	30	NA	Intergenic	NA	14476	LINC01168								
D0_1_7_R1_peak_7223	chr18	37257674	37258105	+	30	NA	intron (CELF4, intron 10 of 11)	NA	13962	LOC102724402								
D0_1_7_R1_peak_14551	chr8	20254222	20254501	+	30	NA	intron (LZTS1, intron 1 of 2)	NA	931	LZTS1								
D0_1_7_R1_peak_12905	chr6	27564780	27565097	+	30	NA	Intergenic	NA	2754	TRNAR5								
D0_1_7_R1_peak_1985	chr10	97827886	97828190	+	30	NA	TTS (LINC00866)	NA	5376	LOC102724111								
D0_1_7_R1_peak_10285	chr22	20671857	20672521	+	30	NA	Intergenic	NA	-17366	POM121L4P								
D0_1_7_R1_peak_5006	chr15	22257131	22257440	+	30	NA	intron (LOC101928039, intron 1 of 3)	NA	819	LOC101928039								
D0_1_7_R1_peak_14114	chr7	117871180	117871508	+	30	NA	intron (CTTNBP2, intron 1 of 22)	NA	2163	CTTNBP2								
D0_1_7_R1_peak_10531	chr22	45285840	45286157	+	30	NA	exon (UPK3A, exon 2 of 6)	NA	1011	UPK3A								
D0_1_7_R1_peak_13181	chr6	46733008	46733379	+	30	NA	intron (PLA2G7, intron 1 of 11)	NA	2500	PLA2G7								
D0_1_7_R1_peak_10072	chr20	63737746	63738088	+	30	NA	intron (LIME1, intron 3 of 5)	NA	1291	LIME1								
D0_1_7_R1_peak_13517	chr6	165656271	165656695	+	30	NA	intron (PDE10A, intron 1 of 22)	NA	5617	PDE10A								
D0_1_7_R1_peak_15022	chr8	142618388	142618667	+	30	NA	Intergenic	NA	-4055	ARC								
D0_1_7_R1_peak_827	chr1	47503413	47503722	+	30	NA	Intergenic	NA	67550	FOXD2								
D0_1_7_R1_peak_3126	chr11	70826988	70827343	+	30	NA	promoter-TSS (SHANK2)	NA	-35625	SHANK2-AS3								
D0_1_7_R1_peak_7037	chr17	80483696	80484058	+	30	NA	Intergenic	NA	-7273	NPTX1								
D0_1_7_R1_peak_3755	chr12	53897409	53897688	+	30	NA	Intergenic	NA	-41244	HOXC13								
D0_1_7_R1_peak_11855	chr5	315849	316159	+	30	NA	intron (AHRR, intron 1 of 10)	NA	11828	AHRR								
D0_1_7_R1_peak_6108	chr16	86998770	86999101	+	30	NA	Intergenic	NA	-58849	LOC440390								
D0_1_7_R1_peak_9311	chr2	237540343	237540749	+	30	NA	intron (MLPH, intron 9 of 13)	NA	-26028	PRLH								
D0_1_7_R1_peak_6352	chr17	20903116	20903463	+	30	NA	exon (RP11-344E13.3, exon 3 of 3)	NA	-7149	CCDC144NL								
D0_1_7_R1_peak_11924	chr5	1297123	1297665	+	30	NA	Intergenic	NA	-2347	TERT								
D0_1_7_R1_peak_34	chr1	1055628	1055922	+	30	NA	exon (AGRN, exon 34 of 34)	NA	-3940	LOC100288175								
D0_1_7_R1_peak_4221	chr13	22915493	22916044	+	30	NA	Intergenic	NA	-17587	BASP1P1								
D0_1_7_R1_peak_4469	chr13	111530384	111531027	+	30	NA	Intergenic	NA	-138981	LOC102724489								
D0_1_7_R1_peak_9002	chr2	174734477	174735079	+	30	NA	Intergenic	NA	14978	H3F3AP4								
D0_1_7_R1_peak_15280	chr9	41072673	41072952	+	30	NA	intron (PGM5P2, intron 1 of 8)	NA	1813	PGM5P2								
D0_1_7_R1_peak_15618	chr9	129694295	129694768	+	30	NA	intron (PRRX2, intron 1 of 3)	NA	24147	LOC101929437								
D0_1_7_R1_peak_2514	chr10	133331762	133332099	+	30	NA	intron (CALY, intron 1 of 5)	NA	3104	CALY								
D0_1_7_R1_peak_1304	chr1	165365198	165365477	+	30	NA	Intergenic	NA	-9096	LMX1A								
D0_1_7_R1_peak_12424	chr5	141425085	141425364	+	30	NA	intron (PCDHGA11, intron 1 of 3)	NA	-1062	PCDHGB8P								
D0_1_7_R1_peak_13876	chr7	45579951	45580508	+	30	NA	intron (ADCY1, intron 1 of 19)	NA	5701	ADCY1								
D0_1_7_R1_peak_4641	chr14	56820436	56820715	+	30	NA	intron (OTX2-AS1, intron 1 of 3)	NA	7392	OTX2-AS1								
D0_1_7_R1_peak_10949	chr3	123980255	123980570	+	30	NA	exon (ROPN1, exon 2 of 6)	NA	10940	ROPN1								
D0_1_7_R1_peak_11354	chr4	4847457	4847736	+	30	NA	Intergenic	NA	-12069	MSX1								
D0_1_7_R1_peak_14636	chr8	26869310	26869589	+	30	NA	promoter-TSS (ADRA1A)	NA	37	ADRA1A								
D0_1_7_R1_peak_9026	chr2	176643194	176643473	+	30	NA	intron (LOC102724224, intron 2 of 3)	NA	5125	LOC102724224								
D0_1_7_R1_peak_11076	chr3	142961164	142961627	+	30	NA	exon (PAQR9, exon 1 of 1)	NA	1941	PAQR9								
D0_1_7_R1_peak_10134	chr21	36716803	36717217	+	30	NA	intron (SIM2, intron 3 of 10)	NA	17319	SIM2								
D0_1_7_R1_peak_7239	chr18	37488932	37489318	+	30	NA	intron (CELF4, intron 1 of 12)	NA	-3312	CELF4								
D0_1_7_R1_peak_7254	chr18	37562247	37562548	+	30	NA	intron (CELF4, intron 1 of 12)	NA	-76584	CELF4								
D0_1_7_R1_peak_3754	chr12	53896750	53897347	+	30	NA	Intergenic	NA	-41744	HOXC13								
D0_1_7_R1_peak_2519	chr10	133342912	133343213	+	30	NA	Intergenic	NA	-4278	PRAP1								
D0_1_7_R1_peak_5955	chr16	75196338	75196697	+	30	NA	Intergenic	NA	10657	CTRB2								
D0_1_7_R1_peak_7445	chr19	1331396	1331771	+	30	NA	Intergenic	NA	-23394	MUM1								
D0_1_7_R1_peak_3844	chr12	57460277	57460602	+	30	NA	promoter-TSS (GLI1)	NA	304	GLI1								
D0_1_7_R1_peak_515	chr1	22621285	22621594	+	30	NA	Intergenic	NA	11907	MIR6127								
D0_1_7_R1_peak_5454	chr15	96371615	96372007	+	30	NA	Intergenic	NA	-20894	LOC101927263								
D0_1_7_R1_peak_3286	chr11	116705725	116706058	+	30	NA	Intergenic	NA	66469	LOC101929011								
D0_1_7_R1_peak_13108	chr6	41408725	41409017	+	30	NA	Intergenic	NA	-25790	LOC100505711								
D0_1_7_R1_peak_2345	chr10	123273807	123274086	+	30	NA	Intergenic	NA	119702	BUB3								
D0_1_7_R1_peak_4616	chr14	51093622	51093901	+	30	NA	intron (TRIM9, intron 1 of 11)	NA	1398	TRIM9								
D0_1_7_R1_peak_2105	chr10	100875694	100876092	+	30	NA	Intergenic	NA	-37059	FAM178A								
D0_1_7_R1_peak_14629	chr8	26451353	26451660	+	30	NA	Intergenic	NA	62461	PNMA2								
D0_1_7_R1_peak_14494	chr8	11596734	11597013	+	30	NA	Intergenic	NA	20338	LINC00208								
D0_1_7_R1_peak_2364	chr10	124088165	124088506	+	30	NA	intron (CHST15, intron 1 of 7)	NA	4627	CHST15								
D0_1_7_R1_peak_12485	chr5	149581408	149581789	+	30	NA	promoter-TSS (ARHGEF37)	NA	-7934	ARHGEF37								
D0_1_7_R1_peak_7277	chr18	47561066	47561373	+	30	NA	Intergenic	NA	180716	MIR4527								
D0_1_7_R1_peak_2702	chr11	13006754	13007461	+	30	NA	Intergenic	NA	-2316	RASSF10								
D0_1_7_R1_peak_2064	chr10	100774685	100774994	+	30	NA	intron (PAX2, intron 3 of 10)	NA	29128	PAX2								
D0_1_7_R1_peak_12185	chr5	80564335	80564614	+	30	NA	intron (ANKRD34B, intron 3 of 4)	NA	6011	ANKRD34B								
D0_1_7_R1_peak_10123	chr21	34672976	34673280	+	30	NA	intron (CLIC6, intron 2 of 6)	NA	3739	CLIC6								
D0_1_7_R1_peak_10032	chr20	63370846	63371345	+	30	NA	TTS (RP11-261N11.8)	NA	7040	LOC102723788								
D0_1_7_R1_peak_14007	chr7	79455274	79455553	+	30	NA	intron (MAGI2-AS3, intron 2 of 4)	NA	1453	MAGI2-AS3								
D0_1_7_R1_peak_3533	chr12	4866549	4866828	+	30	NA	Intergenic	NA	-43219	KCNA1								
D0_1_7_R1_peak_8425	chr2	26728954	26729284	+	30	NA	TTS (KCNK3)	NA	-35155	SLC35F6								
D0_1_7_R1_peak_2525	chr10	133465348	133465774	+	30	NA	exon (SCART1, exon 7 of 10)	NA	11633	SCART1								
D0_1_7_R1_peak_13244	chr6	82361129	82361454	+	30	NA	Intergenic	NA	-2953	TPBG								
D0_1_7_R1_peak_7769	chr19	29522030	29522534	+	30	NA	intron (LOC284395, intron 1 of 9)	NA	3470	LOC284395								
D0_1_7_R1_peak_8510	chr2	47369011	47370072	+	30	NA	exon (EPCAM, exon 1 of 9)	NA	393	EPCAM								
D0_1_7_R1_peak_9916	chr20	62548220	62548551	+	30	NA	exon (C20orf166-AS1, exon 2 of 7)	NA	-2068	C20orf166								
D0_1_7_R1_peak_12893	chr6	27515050	27515375	+	30	NA	Intergenic	NA	-4317	TRNAQ16								
D0_1_7_R1_peak_5180	chr15	62951779	62952104	+	30	NA	Intergenic	NA	56129	LOC101928955								
D0_1_7_R1_peak_6446	chr17	36845840	36846410	+	30	NA	Intergenic	NA	16994	LOC102723456								
D0_1_7_R1_peak_2604	chr11	1583578	1584033	+	30	NA	TTS (KRTAP5-1)	NA	1478	KRTAP5-1								
D0_1_7_R1_peak_308	chr1	16229745	16230242	+	30	NA	Intergenic	NA	-2960	LOC101927546								
D0_1_7_R1_peak_13732	chr7	6613843	6614127	+	30	NA	Intergenic	NA	-1911	ZNF853								
D0_1_7_R1_peak_13626	chr7	453333	453658	+	30	NA	Intergenic	NA	-21811	LOC100131372								
D0_1_7_R1_peak_383	chr1	18703686	18704199	+	30	NA	intron (PAX7, intron 7 of 7)	NA	72936	PAX7								
D0_1_7_R1_peak_7793	chr19	31359290	31359583	+	30	NA	Intergenic	NA	-10152	TSHZ3								
D0_1_7_R1_peak_1878	chr10	69805421	69805759	+	30	NA	intron (COL13A1, intron 1 of 33)	NA	3702	COL13A1								
D0_1_7_R1_peak_9019	chr2	176466505	176466864	+	30	NA	Intergenic	NA	134368	MIR1246								
D0_1_7_R1_peak_8672	chr2	94864023	94864359	+	30	NA	Intergenic	NA	-7116	ANKRD20A8P								
D0_1_7_R1_peak_5354	chr15	82679185	82679469	+	30	NA	intron (AP3B2, intron 10 of 25)	NA	30581	AP3B2								
D0_1_7_R1_peak_10015	chr20	63268223	63268514	+	30	NA	Intergenic	NA	-10231	LOC102723774								
D0_1_7_R1_peak_2169	chr10	101255936	101256467	+	30	NA	intron (RP11-107I14.4, intron 2 of 2)	NA	7349	RP11-107I14.4								
D0_1_7_R1_peak_11110	chr3	165198316	165198610	+	30	NA	Intergenic	NA	-2068	SLITRK3								
D0_1_7_R1_peak_3369	chr11	123560165	123560476	+	30	NA	promoter-TSS (GRAMD1B)	NA	90874	GRAMD1B								
D0_1_7_R1_peak_12975	chr6	29888589	29889066	+	30	NA	intron (HLA-H, intron 3 of 7)	NA	1067	HLA-H								
D0_1_7_R1_peak_6933	chr17	78924665	78925370	+	30	NA	exon (TIMP2, exon 1 of 5)	NA	373	TIMP2								
D0_1_7_R1_peak_14747	chr8	54381866	54382390	+	30	NA	Intergenic	NA	51442	RNU105C								
D0_1_7_R1_peak_14252	chr7	151114057	151114449	+	30	NA	promoter-TSS (AGAP3)	NA	27541	AGAP3								
D0_1_7_R1_peak_15472	chr9	109492339	109492673	+	30	NA	intron (PTPN3, intron 1 of 25)	NA	18995	MIR3927								
D0_1_7_R1_peak_13258	chr6	85452639	85452971	+	30	NA	intron (NT5E, intron 1 of 8)	NA	3221	NT5E								
D0_1_7_R1_peak_13291	chr6	100444465	100445020	+	30	NA	TTS (LOC102724406)	NA	18933	SIM1								
D0_1_7_R1_peak_7741	chr19	18893284	18893585	+	30	NA	exon (GDF1, exon 2 of 8)	NA	2710	CERS1								
D0_1_7_R1_peak_14519	chr8	11749139	11749469	+	30	NA	intron (GATA4, intron 2 of 5)	NA	-11952	C8orf49								
D0_1_7_R1_peak_3530	chr12	4723121	4723400	+	30	NA	intron (GALNT8, intron 1 of 10)	NA	2674	GALNT8								
D0_1_7_R1_peak_15050	chr8	143700392	143700725	+	30	NA	Intergenic	NA	3443	BREA2								
