PeakID (cmd=annotatePeaks.pl M6_1_128_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
M6_1_128_R1_peak_221	chr15	44711490	44711746	+	37	NA	intron (B2M, intron 1 of 1)	NA	126	B2M								
M6_1_128_R1_peak_467	chr22	37802355	37802531	+	35	NA	Intergenic	NA	-2664	H1F0								
M6_1_128_R1_peak_392	chr2	69945813	69946029	+	34	NA	Intergenic	NA	16344	ASPRV1								
M6_1_128_R1_peak_695	chrX	74614230	74614402	+	34	NA	intron (RLIM, intron 1 of 4)	NA	310	RLIM								
M6_1_128_R1_peak_587	chr6	37050966	37051134	+	34	NA	Intergenic	NA	37334	FGD2								
M6_1_128_R1_peak_3	chr1	1890697	1890905	+	34	NA	intron (GNB1, intron 1 of 9)	NA	316	GNB1								
M6_1_128_R1_peak_566	chr5	172770903	172771068	+	33	NA	exon (DUSP1, exon 1 of 4)	NA	215	DUSP1								
M6_1_128_R1_peak_532	chr4	105146436	105146850	+	33	NA	promoter-TSS (TET2)	NA	768	TET2								
M6_1_128_R1_peak_404	chr2	127387639	127387814	+	33	NA	exon (LOC100506922, exon 3 of 5)	NA	9598	LOC100506922								
M6_1_128_R1_peak_163	chr12	124914242	124914615	+	33	NA	intron (UBC, intron 1 of 1)	NA	613	UBC								
M6_1_128_R1_peak_75	chr10	26860910	26861192	+	33	NA	promoter-TSS (ABI1)	NA	-149	ABI1								
M6_1_128_R1_peak_118	chr11	65780579	65780865	+	33	NA	promoter-TSS (AP5B1)	NA	-131	AP5B1								
M6_1_128_R1_peak_123	chr11	78417342	78417633	+	32	NA	intron (GAB2, intron 1 of 10)	NA	335	GAB2								
M6_1_128_R1_peak_349	chr19	18291860	18292070	+	31	NA	Intergenic	NA	9836	MIR3188								
M6_1_128_R1_peak_421	chr2	195657770	195658007	+	31	NA	intron (SLC39A10, intron 1 of 9)	NA	1080	SLC39A10								
M6_1_128_R1_peak_582	chr6	32970461	32970656	+	31	NA	promoter-TSS (BRD2)	NA	-330	BRD2								
M6_1_128_R1_peak_460	chr21	37367630	37367818	+	31	NA	intron (DYRK1A, intron 1 of 11)	NA	101	DYRK1A								
M6_1_128_R1_peak_416	chr2	177212950	177213121	+	31	NA	TTS (MIR4444-1)	NA	267	MIR4444-1								
M6_1_128_R1_peak_324	chr18	77131698	77131893	+	30	NA	intron (MBP, intron 1 of 7)	NA	-114696	MBP								
M6_1_128_R1_peak_629	chr7	107169223	107169386	+	30	NA	promoter-TSS (HBP1)	NA	-468	HBP1								
M6_1_128_R1_peak_288	chr17	34980864	34981027	+	30	NA	promoter-TSS (LIG3)	NA	447	LIG3								
M6_1_128_R1_peak_25	chr1	44808369	44808661	+	29	NA	promoter-TSS (TCTEX1D4)	NA	33	BTBD19								
M6_1_128_R1_peak_470	chr22	38505884	38506164	+	27	NA	exon (DDX17, exon 1 of 13)	NA	316	DDX17								
M6_1_128_R1_peak_192	chr14	22556775	22556963	+	26	NA	Intergenic	NA	32368	DAD1								
M6_1_128_R1_peak_497	chr3	136195980	136196149	+	25	NA	promoter-TSS (MSL2)	NA	1190	MSL2								
M6_1_128_R1_peak_616	chr7	2354377	2354543	+	25	NA	promoter-TSS (EIF3B)	NA	-379	EIF3B								
M6_1_128_R1_peak_157	chr12	111842012	111842205	+	24	NA	promoter-TSS (MAPKAPK5)	NA	-91	MAPKAPK5								
M6_1_128_R1_peak_94	chr10	113854990	113855153	+	23	NA	promoter-TSS (DCLRE1A)	NA	439	NHLRC2								
M6_1_128_R1_peak_47	chr1	159924435	159924732	+	22	NA	promoter-TSS (TAGLN2)	NA	-32	TAGLN2								
M6_1_128_R1_peak_400	chr2	86623531	86623694	+	22	NA	exon (RNF103, exon 1 of 3)	NA	265	RNF103								
M6_1_128_R1_peak_77	chr10	43397041	43397204	+	22	NA	promoter-TSS (HNRNPF)	NA	12086	HNRNPF								
M6_1_128_R1_peak_293	chr17	38799616	38799806	+	18	NA	promoter-TSS (PIP4K2B)	NA	-359	PIP4K2B								
M6_1_128_R1_peak_384	chr2	24971658	24971833	+	18	NA	promoter-TSS (DNAJC27-AS1)	NA	349	DNAJC27								
M6_1_128_R1_peak_73	chr10	17216670	17216900	+	18	NA	intron (VIM-AS1, intron 1 of 2)	NA	-11474	VIM								
M6_1_128_R1_peak_153	chr12	89709134	89709411	+	18	NA	promoter-TSS (ATP2B1)	NA	317	LINC00936								
M6_1_128_R1_peak_17	chr1	26620579	26620841	+	18	NA	Intergenic	NA	66136	MIR1976								
M6_1_128_R1_peak_457	chr21	33403465	33403668	+	17	NA	exon (IFNGR2, exon 1 of 8)	NA	670	IFNGR2								
M6_1_128_R1_peak_683	chr9	129413236	129413454	+	17	NA	Intergenic	NA	-75315	LINC00963								
M6_1_128_R1_peak_479	chr3	4978453	4978884	+	17	NA	promoter-TSS (BHLHE40)	NA	-744	BHLHE40								
M6_1_128_R1_peak_447	chr20	36050671	36050886	+	14	NA	exon (LINC00657, exon 1 of 1)	NA	182	LINC00657								
