PeakID (cmd=annotatePeaks.pl OCIAML3_1_195_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OCIAML3_1_195_R1_peak_15734	chr19	53870342	53870654	+	49	NA	intron (MYADM, intron 2 of 2)	NA	1092	MYADM								
OCIAML3_1_195_R1_peak_13639	chr17	81838661	81839370	+	49	NA	Intergenic	NA	-3965	PPP1R27								
OCIAML3_1_195_R1_peak_22545	chr4	1722542	1723038	+	49	NA	intron (TACC3, intron 1 of 14)	NA	1298	TACC3								
OCIAML3_1_195_R1_peak_31136	chr9	99039460	99039712	+	49	NA	intron (COL15A1, intron 22 of 41)	NA	-65544	TGFBR1								
OCIAML3_1_195_R1_peak_29129	chr8	14276559	14276848	+	49	NA	intron (SGCZ, intron 1 of 4)	NA	576758	MIR383								
OCIAML3_1_195_R1_peak_24853	chr5	132558744	132559113	+	49	NA	intron (RAD50, intron 1 of 24)	NA	2004	RAD50								
OCIAML3_1_195_R1_peak_14234	chr18	76506284	76506903	+	49	NA	Intergenic	NA	11072	FLJ44313								
OCIAML3_1_195_R1_peak_3121	chr1	235834542	235834768	+	49	NA	intron (LYST, intron 1 of 3)	NA	18366	MIR1537								
OCIAML3_1_195_R1_peak_20636	chr22	50544060	50544335	+	49	NA	Intergenic	NA	2770	LOC102724608								
OCIAML3_1_195_R1_peak_2455	chr1	198543783	198544055	+	49	NA	Intergenic	NA	-2974	ATP6V1G3								
OCIAML3_1_195_R1_peak_3309	chr1	247373757	247373982	+	49	NA	intron (LOC102724425, intron 1 of 2)	NA	8616	LOC102724425								
OCIAML3_1_195_R1_peak_15557	chr19	48325675	48325946	+	49	NA	intron (EMP3, intron 1 of 4)	NA	438	EMP3								
OCIAML3_1_195_R1_peak_29178	chr8	19885599	19885994	+	49	NA	Intergenic	NA	-53275	LPL								
OCIAML3_1_195_R1_peak_26362	chr6	44435379	44435651	+	49	NA	promoter-TSS (MIR4642)	NA	-126	MIR4642								
OCIAML3_1_195_R1_peak_12831	chr17	43656678	43656977	+	49	NA	intron (MEOX1, intron 2 of 3)	NA	5067	MEOX1								
OCIAML3_1_195_R1_peak_5470	chr11	64252557	64252819	+	49	NA	promoter-TSS (LOC101927696)	NA	-151	LOC101927696								
OCIAML3_1_195_R1_peak_13772	chr18	9147732	9148198	+	49	NA	intron (LOC102724383, intron 3 of 3)	NA	11212	ANKRD12								
OCIAML3_1_195_R1_peak_14136	chr18	63589505	63589777	+	49	NA	intron (SERPINB13, intron 2 of 7)	NA	2341	SERPINB13								
OCIAML3_1_195_R1_peak_5155	chr11	46560379	46560814	+	49	NA	intron (AMBRA1, intron 1 of 17)	NA	33469	AMBRA1								
OCIAML3_1_195_R1_peak_2540	chr1	201468442	201469029	+	49	NA	exon (PHLDA3, exon 1 of 2)	NA	436	PHLDA3								
OCIAML3_1_195_R1_peak_2781	chr1	221708488	221708943	+	49	NA	intron (DUSP10, intron 1 of 2)	NA	33459	DUSP10								
OCIAML3_1_195_R1_peak_21742	chr3	122295771	122296269	+	49	NA	Intergenic	NA	-29144	CSTA								
OCIAML3_1_195_R1_peak_14399	chr19	2049558	2049994	+	49	NA	intron (MKNK2, intron 2 of 13)	NA	1468	MKNK2								
OCIAML3_1_195_R1_peak_17988	chr2	200616416	200616828	+	49	NA	intron (AOX1, intron 16 of 34)	NA	30614	AOX1								
OCIAML3_1_195_R1_peak_31481	chr9	128321522	128321752	+	49	NA	promoter-TSS (COQ4)	NA	781	TRUB2								
OCIAML3_1_195_R1_peak_22370	chr3	187737971	187738207	+	49	NA	exon (BCL6, exon 1 of 10)	NA	3167	BCL6								
OCIAML3_1_195_R1_peak_25244	chr5	165135308	165135668	+	49	NA	Intergenic	NA	665209	LOC102546299								
OCIAML3_1_195_R1_peak_2256	chr1	179743200	179743527	+	49	NA	promoter-TSS (FAM163A)	NA	13186	FAM163A								
OCIAML3_1_195_R1_peak_29117	chr8	11859182	11859413	+	49	NA	intron (CTSB, intron 1 of 9)	NA	8840	CTSB								
OCIAML3_1_195_R1_peak_21616	chr3	106386400	106386774	+	49	NA	promoter-TSS (LOC101929485)	NA	-836	LOC101929485								
OCIAML3_1_195_R1_peak_28298	chr7	87875186	87875440	+	49	NA	promoter-TSS (DBF4)	NA	-916	DBF4								
OCIAML3_1_195_R1_peak_6223	chr11	124673288	124673688	+	49	NA	promoter-TSS (SPA17)	NA	-356	SPA17								
OCIAML3_1_195_R1_peak_22648	chr4	14126216	14126460	+	49	NA	intron (LINC01085, intron 1 of 2)	NA	14370	LINC01085								
OCIAML3_1_195_R1_peak_16040	chr2	12048234	12048495	+	49	NA	intron (AC096559.1, intron 2 of 5)	NA	41248	AC096559.1								
OCIAML3_1_195_R1_peak_27349	chr6	164378759	164379062	+	49	NA	Intergenic	NA	-707426	LOC102724152								
OCIAML3_1_195_R1_peak_19317	chr20	53698440	53699027	+	49	NA	Intergenic	NA	-115636	ZNF217								
OCIAML3_1_195_R1_peak_16710	chr2	64017949	64018296	+	49	NA	intron (VPS54, intron 1 of 22)	NA	958	VPS54								
OCIAML3_1_195_R1_peak_12279	chr17	10150374	10150779	+	49	NA	intron (GAS7, intron 1 of 13)	NA	-113829	GAS7								
OCIAML3_1_195_R1_peak_29023	chr7	158824867	158825163	+	49	NA	intron (ESYT2, intron 1 of 21)	NA	4613	ESYT2								
OCIAML3_1_195_R1_peak_13122	chr17	59783909	59784583	+	49	NA	intron (VMP1, intron 7 of 11)	NA	-57027	MIR21								
OCIAML3_1_195_R1_peak_17593	chr2	158141490	158141816	+	49	NA	Intergenic	NA	-24997	CCDC148-AS1								
OCIAML3_1_195_R1_peak_27464	chr7	2019288	2019951	+	49	NA	intron (MAD1L1, intron 11 of 17)	NA	-175375	MIR4655								
OCIAML3_1_195_R1_peak_18649	chr20	10501569	10502265	+	49	NA	intron (SLX4IP, intron 2 of 7)	NA	66614	SLX4IP								
OCIAML3_1_195_R1_peak_9958	chr15	50052204	50052609	+	49	NA	intron (ATP8B4, intron 3 of 27)	NA	66816	ATP8B4								
OCIAML3_1_195_R1_peak_24752	chr5	119339994	119341017	+	49	NA	intron (TNFAIP8, intron 1 of 1)	NA	15252	LOC102723444								
OCIAML3_1_195_R1_peak_7954	chr12	132445386	132446029	+	49	NA	intron (LOC101928629, intron 4 of 4)	NA	28547	MUC8								
OCIAML3_1_195_R1_peak_6691	chr12	24583588	24584171	+	49	NA	exon (LINC00477, exon 1 of 4)	NA	289	LINC00477								
OCIAML3_1_195_R1_peak_13330	chr17	69268583	69269107	+	49	NA	intron (ABCA5, intron 22 of 38)	NA	-24030	ABCA10								
OCIAML3_1_195_R1_peak_11748	chr16	79164082	79164610	+	49	NA	intron (WWOX, intron 9 of 9)	NA	436379	MAF								
OCIAML3_1_195_R1_peak_32338	chrX	100931347	100931672	+	49	NA	Intergenic	NA	-2076	XKRX								
OCIAML3_1_195_R1_peak_28543	chr7	107169982	107170582	+	49	NA	intron (HBP1, intron 1 of 10)	NA	509	HBP1								
OCIAML3_1_195_R1_peak_26133	chr6	34661518	34661836	+	49	NA	intron (C6orf106, intron 1 of 3)	NA	35125	C6orf106								
OCIAML3_1_195_R1_peak_1207	chr1	81237780	81238005	+	49	NA	Intergenic	NA	-68248	LOC101927458								
OCIAML3_1_195_R1_peak_15317	chr19	40365978	40366213	+	49	NA	intron (PLD3, intron 2 of 12)	NA	-3756	MIR6796								
OCIAML3_1_195_R1_peak_19812	chr21	39370863	39371089	+	49	NA	Intergenic	NA	-9482	WRB								
OCIAML3_1_195_R1_peak_29276	chr8	26572547	26572796	+	49	NA	intron (DPYSL2, intron 1 of 13)	NA	-5734	DPYSL2								
OCIAML3_1_195_R1_peak_3944	chr10	67036999	67037400	+	49	NA	intron (LRRTM3, intron 2 of 2)	NA	-14864	LOC101928938								
OCIAML3_1_195_R1_peak_24504	chr5	82173577	82173923	+	49	NA	intron (ATG10, intron 3 of 6)	NA	104666	RPS23								
OCIAML3_1_195_R1_peak_12420	chr17	21286153	21286563	+	49	NA	intron (MAP2K3, intron 1 of 11)	NA	1702	MAP2K3								
OCIAML3_1_195_R1_peak_10368	chr15	74938399	74938630	+	49	NA	promoter-TSS (COX5A)	NA	-360	COX5A								
OCIAML3_1_195_R1_peak_17541	chr2	148966396	148966835	+	49	NA	intron (KIF5C, intron 11 of 25)	NA	-81028	LOC101928553								
OCIAML3_1_195_R1_peak_5977	chr11	95365002	95365420	+	49	NA	Intergenic	NA	-132670	SESN3								
OCIAML3_1_195_R1_peak_1162	chr1	72284458	72284742	+	49	NA	Intergenic	NA	-2006	NEGR1								
OCIAML3_1_195_R1_peak_22847	chr4	40573650	40573893	+	49	NA	intron (RBM47, intron 1 of 6)	NA	56095	RBM47								
OCIAML3_1_195_R1_peak_6096	chr11	113020165	113020614	+	49	NA	intron (NCAM1, intron 1 of 19)	NA	-56929	RP11-629G13.1								
OCIAML3_1_195_R1_peak_10581	chr15	90663154	90663490	+	49	NA	intron (RP11-387D10.3, intron 2 of 2)	NA	3088	RP11-387D10.3								
OCIAML3_1_195_R1_peak_18844	chr20	24148069	24148317	+	49	NA	Intergenic	NA	-51574	FLJ33581								
OCIAML3_1_195_R1_peak_13109	chr17	59571135	59571497	+	49	NA	intron (DHX40, intron 3 of 17)	NA	5791	DHX40								
OCIAML3_1_195_R1_peak_22713	chr4	22910479	22910919	+	49	NA	Intergenic	NA	217785	GBA3								
OCIAML3_1_195_R1_peak_13573	chr17	80822137	80822464	+	49	NA	exon (RPTOR, exon 8 of 34)	NA	-16668	RP11-28G8.1								
OCIAML3_1_195_R1_peak_28612	chr7	118304703	118304936	+	49	NA	intron (LOC102724495, intron 1 of 2)	NA	44958	LOC102724495								
OCIAML3_1_195_R1_peak_3357	chr10	4051218	4051677	+	49	NA	promoter-TSS (RP11-433J20.1)	NA	-276	RP11-433J20.1								
OCIAML3_1_195_R1_peak_20526	chr22	46027139	46027820	+	49	NA	Intergenic	NA	17389	LINC00899								
OCIAML3_1_195_R1_peak_7128	chr12	56683947	56684293	+	49	NA	intron (PTGES3, intron 1 of 5)	NA	3877	PTGES3								
OCIAML3_1_195_R1_peak_30634	chr9	15567583	15567850	+	49	NA	intron (CCDC171, intron 2 of 25)	NA	14842	CCDC171								
OCIAML3_1_195_R1_peak_16283	chr2	33784607	33785010	+	49	NA	Intergenic	NA	-56591	MYADML								
OCIAML3_1_195_R1_peak_13495	chr17	77454212	77454483	+	49	NA	exon (SEPT9, exon 1 of 10)	NA	9643	LOC100996273								
OCIAML3_1_195_R1_peak_24613	chr5	96808438	96808761	+	49	NA	promoter-TSS (ERAP1)	NA	5546	ERAP1								
OCIAML3_1_195_R1_peak_6521	chr12	10364062	10364425	+	49	NA	intron (RP11-277P12.20, intron 1 of 3)	NA	474	RP11-277P12.20								
OCIAML3_1_195_R1_peak_7875	chr12	124389088	124389330	+	49	NA	intron (NCOR2, intron 18 of 47)	NA	-51967	MIR6880								
OCIAML3_1_195_R1_peak_28896	chr7	149028981	149029353	+	49	NA	promoter-TSS (PDIA4)	NA	-477	PDIA4								
OCIAML3_1_195_R1_peak_12629	chr17	35568944	35569449	+	49	NA	Intergenic	NA	-4461	SNORD7								
OCIAML3_1_195_R1_peak_12577	chr17	31550286	31550576	+	49	NA	TTS (TRNAT10)	NA	357	TRNAT10								
OCIAML3_1_195_R1_peak_14803	chr19	13163312	13163893	+	49	NA	Intergenic	NA	13134	IER2								
OCIAML3_1_195_R1_peak_5568	chr11	65927919	65928219	+	49	NA	Intergenic	NA	8812	DRAP1								
OCIAML3_1_195_R1_peak_21935	chr3	136757990	136758215	+	49	NA	Intergenic	NA	-5713	STAG1								
OCIAML3_1_195_R1_peak_26492	chr6	68093201	68093847	+	49	NA	Intergenic	NA	52601	LOC102723883								
OCIAML3_1_195_R1_peak_20742	chr3	12350802	12351178	+	49	NA	promoter-TSS (PPARG)	NA	62053	PPARG								
OCIAML3_1_195_R1_peak_25039	chr5	142325792	142326138	+	49	NA	promoter-TSS (SPRY4)	NA	672	AC005592.2								
OCIAML3_1_195_R1_peak_13347	chr17	73142760	73143044	+	49	NA	Intergenic	NA	-22119	SSTR2								
OCIAML3_1_195_R1_peak_8138	chr13	32549364	32549606	+	49	NA	Intergenic	NA	-10690	N4BP2L2								
OCIAML3_1_195_R1_peak_6374	chr12	3728137	3728854	+	49	NA	intron (EFCAB4B, intron 2 of 15)	NA	24705	EFCAB4B								
OCIAML3_1_195_R1_peak_6516	chr12	10153491	10154036	+	49	NA	Intergenic	NA	18375	OLR1								
OCIAML3_1_195_R1_peak_13817	chr18	11885109	11885366	+	49	NA	TTS (MPPE1)	NA	23560	MPPE1								
OCIAML3_1_195_R1_peak_9257	chr14	75298609	75298962	+	49	NA	Intergenic	NA	4381	RP11-293M10.5								
OCIAML3_1_195_R1_peak_24132	chr5	40366864	40367094	+	49	NA	Intergenic	NA	-313972	PTGER4								
OCIAML3_1_195_R1_peak_21428	chr3	64190535	64191084	+	49	NA	intron (PRICKLE2-AS3, intron 2 of 3)	NA	3265	PRICKLE2-AS3								
OCIAML3_1_195_R1_peak_12152	chr17	7036082	7036784	+	49	NA	exon (SLC16A13, exon 1 of 4)	NA	358	SLC16A13								
OCIAML3_1_195_R1_peak_18800	chr20	23128870	23129395	+	49	NA	exon (LINC00656, exon 2 of 4)	NA	3504	LINC00656								
OCIAML3_1_195_R1_peak_19602	chr21	27766971	27767503	+	49	NA	Intergenic	NA	44858	LINC00113								
OCIAML3_1_195_R1_peak_5314	chr11	60186617	60186864	+	49	NA	Intergenic	NA	-2074	MS4A6A								
OCIAML3_1_195_R1_peak_30801	chr9	37423556	37423860	+	49	NA	intron (GRHPR, intron 1 of 5)	NA	1012	GRHPR								
OCIAML3_1_195_R1_peak_958	chr1	50970485	50970767	+	49	NA	intron (CDKN2C, intron 2 of 2)	NA	1931	CDKN2C								
OCIAML3_1_195_R1_peak_21727	chr3	121998609	121998856	+	49	NA	intron (ILDR1, intron 3 of 5)	NA	10332	LOC101927010								
OCIAML3_1_195_R1_peak_15553	chr19	48258175	48258515	+	49	NA	TTS (LOC100505812)	NA	2670	LOC100505812								
OCIAML3_1_195_R1_peak_10359	chr15	74788598	74788952	+	49	NA	promoter-TSS (MIR4513)	NA	-31	MIR4513								
OCIAML3_1_195_R1_peak_15502	chr19	45995550	45995880	+	49	NA	promoter-TSS (CCDC61)	NA	-659	CCDC61								
OCIAML3_1_195_R1_peak_11173	chr16	29168570	29168806	+	49	NA	Intergenic	NA	51524	LOC101928188								
OCIAML3_1_195_R1_peak_32470	chrX	129777550	129777777	+	49	NA	Intergenic	NA	-2286	SASH3								
OCIAML3_1_195_R1_peak_14970	chr19	17847811	17848330	+	49	NA	promoter-TSS (JAK3)	NA	-38	JAK3								
OCIAML3_1_195_R1_peak_16831	chr2	70135691	70136371	+	49	NA	Intergenic	NA	-10715	LOC100133985								
OCIAML3_1_195_R1_peak_26692	chr6	100881567	100881795	+	49	NA	promoter-TSS (ASCC3)	NA	-309	ASCC3								
OCIAML3_1_195_R1_peak_16724	chr2	64730788	64731590	+	49	NA	intron (SERTAD2, intron 1 of 1)	NA	-77277	SERTAD2								
OCIAML3_1_195_R1_peak_5284	chr11	59549836	59550123	+	49	NA	TTS (TRNAV11)	NA	722	TRNAV11								
OCIAML3_1_195_R1_peak_30382	chr8	140707979	140708242	+	49	NA	intron (PTK2, intron 26 of 35)	NA	24543	MIR151A								
OCIAML3_1_195_R1_peak_11899	chr16	88454380	88454848	+	49	NA	intron (ZFPM1, intron 1 of 9)	NA	1008	ZFPM1								
OCIAML3_1_195_R1_peak_25176	chr5	154592849	154593074	+	49	NA	Intergenic	NA	3102	MIR3141								
OCIAML3_1_195_R1_peak_17075	chr2	99772454	99772813	+	49	NA	intron (AFF3, intron 7 of 23)	NA	-64985	AFF3								
OCIAML3_1_195_R1_peak_31316	chr9	117703681	117703980	+	49	NA	promoter-TSS (TLR4)	NA	-345	TLR4								
OCIAML3_1_195_R1_peak_3314	chr1	247495369	247495753	+	49	NA	Intergenic	NA	4493	OR2W5								
OCIAML3_1_195_R1_peak_11463	chr16	56935443	56936116	+	49	NA	intron (HERPUD1, intron 3 of 7)	NA	3689	HERPUD1								
OCIAML3_1_195_R1_peak_7722	chr12	117521780	117522005	+	49	NA	intron (KSR2, intron 14 of 18)	NA	-80067	NOS1								
OCIAML3_1_195_R1_peak_19780	chr21	38925985	38926210	+	49	NA	Intergenic	NA	-44672	FLJ45139								
OCIAML3_1_195_R1_peak_27146	chr6	144568189	144568515	+	49	NA	intron (UTRN, intron 49 of 73)	NA	107147	UTRN								
OCIAML3_1_195_R1_peak_2476	chr1	198922926	198923466	+	49	NA	intron (MIR181A1HG, intron 1 of 2)	NA	14233	MIR181A1HG								
OCIAML3_1_195_R1_peak_9278	chr14	76961645	76961886	+	49	NA	Intergenic	NA	66934	IRF2BPL								
OCIAML3_1_195_R1_peak_3191	chr1	241810781	241811018	+	49	NA	Intergenic	NA	-37290	EXO1								
OCIAML3_1_195_R1_peak_7401	chr12	93089575	93089882	+	49	NA	intron (RP11-486A14.2, intron 3 of 4)	NA	49345	LOC102724901								
OCIAML3_1_195_R1_peak_19346	chr20	54238266	54238493	+	49	NA	Intergenic	NA	30416	PFDN4								
OCIAML3_1_195_R1_peak_28549	chr7	107591821	107592046	+	49	NA	intron (BCAP29, intron 2 of 7)	NA	11956	BCAP29								
OCIAML3_1_195_R1_peak_24084	chr5	36152189	36153040	+	49	NA	promoter-TSS (LMBRD2)	NA	571	SKP2								
OCIAML3_1_195_R1_peak_6890	chr12	48677292	48677653	+	49	NA	intron (KANSL2, intron 4 of 9)	NA	4780	KANSL2								
OCIAML3_1_195_R1_peak_30052	chr8	104868720	104868996	+	49	NA	Intergenic	NA	-279834	LRP12								
OCIAML3_1_195_R1_peak_5739	chr11	72970698	72971015	+	49	NA	intron (FCHSD2, intron 8 of 19)	NA	156449	ATG16L2								
OCIAML3_1_195_R1_peak_5609	chr11	67265766	67266270	+	49	NA	promoter-TSS (ADRBK1)	NA	-416	ADRBK1								
OCIAML3_1_195_R1_peak_29422	chr8	38149474	38149823	+	49	NA	intron (STAR, intron 1 of 5)	NA	1617	STAR								
OCIAML3_1_195_R1_peak_14180	chr18	69898364	69898629	+	49	NA	intron (CD226, intron 1 of 4)	NA	58680	CD226								
OCIAML3_1_195_R1_peak_22348	chr3	185932186	185932814	+	49	NA	intron (TRA2B, intron 1 of 9)	NA	5528	TRA2B								
OCIAML3_1_195_R1_peak_27284	chr6	158060729	158060966	+	49	NA	intron (SYNJ2, intron 1 of 20)	NA	-6599	SYNJ2								
OCIAML3_1_195_R1_peak_20647	chr3	2535108	2535355	+	49	NA	intron (CNTN4, intron 3 of 17)	NA	-390990	CNTN4-AS2								
OCIAML3_1_195_R1_peak_10110	chr15	58330984	58331294	+	49	NA	Intergenic	NA	-79615	LIPC								
OCIAML3_1_195_R1_peak_11363	chr16	50246141	50246883	+	49	NA	intron (ADCY7, intron 1 of 25)	NA	-27647	ADCY7								
OCIAML3_1_195_R1_peak_12702	chr17	39160924	39161408	+	49	NA	intron (ARL5C, intron 4 of 5)	NA	4995	ARL5C								
OCIAML3_1_195_R1_peak_20932	chr3	27484695	27485028	+	49	NA	promoter-TSS (SLC4A7)	NA	-28178	SLC4A7								
OCIAML3_1_195_R1_peak_580	chr1	31063534	31063763	+	49	NA	intron (PUM1, intron 1 of 21)	NA	2069	PUM1								
OCIAML3_1_195_R1_peak_22033	chr3	147946418	147946756	+	49	NA	Intergenic	NA	-131560	LOC100507461								
OCIAML3_1_195_R1_peak_17084	chr2	100182558	100183214	+	49	NA	Intergenic	NA	-25368	LINC01104								
OCIAML3_1_195_R1_peak_15992	chr2	10278861	10279117	+	49	NA	Intergenic	NA	23304	LOC101929691								
OCIAML3_1_195_R1_peak_823	chr1	42938752	42939076	+	49	NA	intron (SLC2A1, intron 2 of 9)	NA	-20135	SLC2A1-AS1								
OCIAML3_1_195_R1_peak_27025	chr6	136567568	136567962	+	49	NA	exon (MAP3K5, exon 27 of 31)	NA	-40621	MAP7								
OCIAML3_1_195_R1_peak_1071	chr1	63317208	63317435	+	49	NA	promoter-TSS (LINC00466)	NA	-91	LINC00466								
OCIAML3_1_195_R1_peak_21331	chr3	52210381	52210648	+	49	NA	intron (ALAS1, intron 9 of 11)	NA	12431	ALAS1								
OCIAML3_1_195_R1_peak_1556	chr1	116827080	116827319	+	49	NA	Intergenic	NA	72764	CD2								
OCIAML3_1_195_R1_peak_23810	chr4	186204690	186204971	+	49	NA	intron (CYP4V2, intron 7 of 10)	NA	-13340	FLJ38576								
OCIAML3_1_195_R1_peak_14120	chr18	63097631	63097901	+	49	NA	Intergenic	NA	221614	BCL2								
OCIAML3_1_195_R1_peak_22234	chr3	172061759	172062560	+	49	NA	intron (FNDC3B, intron 1 of 25)	NA	21605	FNDC3B								
OCIAML3_1_195_R1_peak_3457	chr10	7518060	7518349	+	49	NA	Intergenic	NA	82368	LOC101928171								
OCIAML3_1_195_R1_peak_25543	chr6	5259747	5260063	+	49	NA	intron (LYRM4, intron 1 of 2)	NA	1045	LYRM4								
OCIAML3_1_195_R1_peak_25211	chr5	159100691	159101044	+	49	NA	intron (RP11-175K6.1, intron 1 of 2)	NA	384	RP11-175K6.1								
OCIAML3_1_195_R1_peak_32376	chrX	103254734	103255050	+	49	NA	intron (TCEAL8, intron 1 of 2)	NA	301	TCEAL8								
OCIAML3_1_195_R1_peak_10315	chr15	72116857	72117083	+	49	NA	promoter-TSS (SENP8)	NA	65	SENP8								
OCIAML3_1_195_R1_peak_1652	chr1	147928283	147928935	+	49	NA	promoter-TSS (GPR89B)	NA	189	GPR89B								
OCIAML3_1_195_R1_peak_15205	chr19	36009038	36009500	+	49	NA	promoter-TSS (SYNE4)	NA	-502	SYNE4								
OCIAML3_1_195_R1_peak_9383	chr14	88562710	88562940	+	49	NA	promoter-TSS (ZC3H14)	NA	-84	ZC3H14								
OCIAML3_1_195_R1_peak_13116	chr17	59668714	59668997	+	49	NA	exon (CLTC, exon 14 of 32)	NA	38574	PTRH2								
OCIAML3_1_195_R1_peak_5011	chr11	20364225	20364649	+	49	NA	intron (HTATIP2, intron 2 of 5)	NA	296	HTATIP2								
OCIAML3_1_195_R1_peak_2596	chr1	203675051	203675530	+	49	NA	intron (ATP2B4, intron 1 of 21)	NA	48503	ATP2B4								
OCIAML3_1_195_R1_peak_11519	chr16	58887953	58888241	+	49	NA	Intergenic	NA	-153740	GOT2								
OCIAML3_1_195_R1_peak_2194	chr1	173716429	173716941	+	49	NA	intron (KLHL20, intron 3 of 12)	NA	1761	KLHL20								
OCIAML3_1_195_R1_peak_11753	chr16	80836358	80836684	+	49	NA	intron (LOC100996425, intron 1 of 1)	NA	3701	LOC100996425								
OCIAML3_1_195_R1_peak_27465	chr7	2020172	2020435	+	49	NA	intron (MAD1L1, intron 11 of 17)	NA	-176059	MIR4655								
OCIAML3_1_195_R1_peak_14572	chr19	6587799	6588170	+	49	NA	intron (CD70, intron 2 of 2)	NA	3168	CD70								
OCIAML3_1_195_R1_peak_23278	chr4	101084923	101085289	+	49	NA	intron (PPP3CA, intron 6 of 13)	NA	155766	MIR8066								
OCIAML3_1_195_R1_peak_12293	chr17	12790230	12790563	+	49	NA	promoter-TSS (LOC100128006)	NA	-112	LOC100128006								
OCIAML3_1_195_R1_peak_5637	chr11	67443271	67443658	+	49	NA	promoter-TSS (CORO1B)	NA	357	CORO1B								
OCIAML3_1_195_R1_peak_16869	chr2	73385907	73386771	+	49	NA	intron (ALMS1, intron 1 of 22)	NA	581	ALMS1								
OCIAML3_1_195_R1_peak_12615	chr17	35089493	35089847	+	49	NA	promoter-TSS (RFFL)	NA	-25930	RFFL								
OCIAML3_1_195_R1_peak_27033	chr6	137149002	137149314	+	49	NA	intron (IL22RA2, intron 4 of 5)	NA	24490	IL22RA2								
OCIAML3_1_195_R1_peak_4114	chr10	73978958	73979362	+	49	NA	Intergenic	NA	-18954	VCL								
OCIAML3_1_195_R1_peak_24646	chr5	100902463	100903071	+	49	NA	intron (ST8SIA4, intron 1 of 4)	NA	518	ST8SIA4								
OCIAML3_1_195_R1_peak_22786	chr4	38078911	38079199	+	49	NA	intron (TBC1D1, intron 15 of 22)	NA	118620	PTTG2								
OCIAML3_1_195_R1_peak_25943	chr6	28489617	28490090	+	49	NA	promoter-TSS (TRNAT5)	NA	-312	LOC101928950								
OCIAML3_1_195_R1_peak_18559	chr20	4810715	4811069	+	49	NA	intron (RASSF2, intron 2 of 11)	NA	12753	RASSF2								
OCIAML3_1_195_R1_peak_31318	chr9	117706351	117706587	+	49	NA	intron (TLR4, intron 1 of 1)	NA	2294	TLR4								
OCIAML3_1_195_R1_peak_22993	chr4	73704277	73704537	+	49	NA	Intergenic	NA	-36099	IL8								
OCIAML3_1_195_R1_peak_13716	chr18	814152	814694	+	49	NA	Intergenic	NA	-2097	YES1								
OCIAML3_1_195_R1_peak_19176	chr20	47317331	47317842	+	49	NA	promoter-TSS (LOC100131496)	NA	-916	LOC100131496								
OCIAML3_1_195_R1_peak_31847	chrX	12447007	12447371	+	49	NA	intron (FRMPD4, intron 1 of 16)	NA	308723	FRMPD4								
OCIAML3_1_195_R1_peak_6962	chr12	51024201	51024552	+	49	NA	intron (SLC11A2, intron 1 of 17)	NA	2040	SLC11A2								
OCIAML3_1_195_R1_peak_19388	chr20	59571777	59572154	+	49	NA	Intergenic	NA	56324	LOC100506384								
OCIAML3_1_195_R1_peak_10719	chr16	683988	684235	+	49	NA	TTS (WDR24)	NA	329	JMJD8								
OCIAML3_1_195_R1_peak_5820	chr11	75873642	75874143	+	49	NA	intron (UVRAG, intron 3 of 13)	NA	58725	UVRAG								
OCIAML3_1_195_R1_peak_4617	chr10	124289782	124290096	+	49	NA	Intergenic	NA	124493	OAT								
OCIAML3_1_195_R1_peak_20847	chr3	17894733	17894970	+	49	NA	Intergenic	NA	-67721	LOC339862								
OCIAML3_1_195_R1_peak_7620	chr12	110470251	110470519	+	49	NA	intron (FAM216A, intron 1 of 6)	NA	1958	FAM216A								
OCIAML3_1_195_R1_peak_14567	chr19	6569155	6570026	+	49	NA	Intergenic	NA	21562	CD70								
OCIAML3_1_195_R1_peak_7589	chr12	108856564	108856921	+	49	NA	intron (SSH1, intron 1 of 13)	NA	-19736	MIR619								
OCIAML3_1_195_R1_peak_18405	chr2	240567850	240568083	+	49	NA	promoter-TSS (RNPEPL1)	NA	-621	RNPEPL1								
OCIAML3_1_195_R1_peak_10631	chr15	93235829	93236470	+	49	NA	Intergenic	NA	30077	UNQ9370								
OCIAML3_1_195_R1_peak_7469	chr12	100128914	100129798	+	49	NA	intron (UHRF1BP1L, intron 1 of 21)	NA	13468	UHRF1BP1L								
OCIAML3_1_195_R1_peak_21622	chr3	107629981	107630266	+	49	NA	intron (BBX, intron 2 of 17)	NA	68036	LOC102723369								
OCIAML3_1_195_R1_peak_1988	chr1	159077170	159077474	+	49	NA	promoter-TSS (AIM2)	NA	-432	AIM2								
OCIAML3_1_195_R1_peak_30621	chr9	7980864	7981114	+	49	NA	Intergenic	NA	-181190	TMEM261								
OCIAML3_1_195_R1_peak_1783	chr1	153358227	153358490	+	49	NA	exon (S100A9, exon 2 of 3)	NA	504	S100A9								
OCIAML3_1_195_R1_peak_9576	chr14	100567373	100567906	+	49	NA	intron (BEGAIN, intron 2 of 6)	NA	1291	BEGAIN								
