PeakID (cmd=annotatePeaks.pl D9_2_304_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_2_304_R1_peak_5139	chr10	110270170	110270454	+	36	NA	intron (MXI1, intron 3 of 5)	NA	34621	SMNDC1								
D9_2_304_R1_peak_27923	chr5	127567174	127567462	+	36	NA	Intergenic	NA	49709	PRRC1								
D9_2_304_R1_peak_6941	chr11	111845691	111845891	+	36	NA	intron (ALG9, intron 8 of 14)	NA	25790	ALG9								
D9_2_304_R1_peak_126	chr1	8910606	8910760	+	36	NA	Intergenic	NA	-31591	ENO1								
D9_2_304_R1_peak_11761	chr15	66702180	66702352	+	36	NA	promoter-TSS (SMAD6)	NA	-70	SMAD6								
D9_2_304_R1_peak_1202	chr1	53326256	53326456	+	36	NA	intron (LRP8, intron 2 of 17)	NA	1703	LRP8								
D9_2_304_R1_peak_14754	chr17	49192913	49193179	+	36	NA	TTS (TRNAQ2)	NA	518	TRNAQ2								
D9_2_304_R1_peak_4494	chr10	71770296	71770501	+	36	NA	intron (C10orf54, intron 1 of 6)	NA	3182	C10orf54								
D9_2_304_R1_peak_12508	chr16	1408292	1408446	+	36	NA	promoter-TSS (LOC101929440)	NA	-315	LOC101929440								
D9_2_304_R1_peak_15466	chr17	81393842	81394053	+	36	NA	promoter-TSS (LOC100507520)	NA	-1000	LOC100507520								
D9_2_304_R1_peak_6843	chr11	96256382	96256536	+	36	NA	intron (MAML2, intron 1 of 4)	NA	-84988	MIR1260B								
D9_2_304_R1_peak_33387	chr8	91040565	91040719	+	36	NA	intron (TMEM55A, intron 1 of 4)	NA	333	TMEM55A								
D9_2_304_R1_peak_15589	chr18	2877324	2877478	+	36	NA	intron (EMILIN2, intron 2 of 7)	NA	30371	EMILIN2								
D9_2_304_R1_peak_7548	chr12	10244119	10244293	+	36	NA	Intergenic	NA	31316	GABARAPL1								
D9_2_304_R1_peak_5463	chr11	2902084	2902252	+	36	NA	promoter-TSS (SLC22A18)	NA	-239	SLC22A18								
D9_2_304_R1_peak_23959	chr3	52055939	52056093	+	36	NA	exon (DUSP7, exon 1 of 3)	NA	429	DUSP7								
D9_2_304_R1_peak_31556	chr7	50214254	50214416	+	36	NA	Intergenic	NA	-90447	IKZF1								
D9_2_304_R1_peak_1769	chr1	109910501	109910655	+	36	NA	promoter-TSS (CSF1)	NA	-33	CSF1								
D9_2_304_R1_peak_35517	chr9	136095631	136095803	+	36	NA	promoter-TSS (NACC2)	NA	-432	NACC2								
D9_2_304_R1_peak_12478	chr16	39404	39558	+	36	NA	Intergenic	NA	14151	POLR3K								
D9_2_304_R1_peak_32239	chr7	129950207	129950363	+	36	NA	intron (UBE2H, intron 1 of 6)	NA	2675	UBE2H								
D9_2_304_R1_peak_20872	chr20	1558407	1558582	+	36	NA	promoter-TSS (SIRPD)	NA	349	SIRPD								
D9_2_304_R1_peak_9562	chr13	50069493	50069647	+	36	NA	intron (DLEU2, intron 2 of 10)	NA	-12599	DLEU1								
D9_2_304_R1_peak_17952	chr19	58364164	58364423	+	36	NA	Intergenic	NA	-1445	ZNF497								
D9_2_304_R1_peak_2637	chr1	175220007	175220179	+	36	NA	Intergenic	NA	-27280	KIAA0040								
D9_2_304_R1_peak_20960	chr20	4015468	4015739	+	36	NA	promoter-TSS (RNF24)	NA	-59	RNF24								
D9_2_304_R1_peak_3938	chr10	14578493	14578649	+	36	NA	intron (FAM107B, intron 2 of 5)	NA	141995	MIR1265								
D9_2_304_R1_peak_12150	chr15	83011641	83011802	+	36	NA	promoter-TSS (C15orf40)	NA	-80	C15orf40								
D9_2_304_R1_peak_26441	chr4	110196806	110196989	+	36	NA	intron (ELOVL6, intron 2 of 4)	NA	1718	ELOVL6								
D9_2_304_R1_peak_3141	chr1	206911184	206911367	+	36	NA	intron (FAIM3, intron 4 of 6)	NA	10758	FAIM3								
D9_2_304_R1_peak_29585	chr6	35731953	35732107	+	36	NA	intron (RP3-510O8.4, intron 5 of 9)	NA	4917	RP3-510O8.4								
D9_2_304_R1_peak_1291	chr1	59292934	59293168	+	36	NA	Intergenic	NA	-3961	FGGY								
D9_2_304_R1_peak_12215	chr15	89093973	89094170	+	36	NA	intron (ABHD2, intron 2 of 14)	NA	5921	ABHD2								
D9_2_304_R1_peak_31809	chr7	87855452	87855613	+	36	NA	intron (SLC25A40, intron 4 of 9)	NA	20836	SLC25A40								
D9_2_304_R1_peak_14877	chr17	57851290	57851486	+	36	NA	Intergenic	NA	-1316	MRPS23								
D9_2_304_R1_peak_9516	chr13	48492193	48492469	+	36	NA	intron (RCBTB2, intron 11 of 11)	NA	40747	RCBTB2								
D9_2_304_R1_peak_24122	chr3	69078198	69078364	+	36	NA	intron (UBA3, intron 1 of 16)	NA	2092	UBA3								
D9_2_304_R1_peak_32870	chr8	28622552	28622713	+	36	NA	Intergenic	NA	78832	EXTL3-AS1								
D9_2_304_R1_peak_33317	chr8	73976054	73976261	+	36	NA	promoter-TSS (TMEM70)	NA	15	TMEM70								
D9_2_304_R1_peak_472	chr1	24930356	24930510	+	36	NA	promoter-TSS (RUNX3)	NA	-161	RUNX3								
D9_2_304_R1_peak_24521	chr3	127768575	127768776	+	36	NA	intron (MGLL, intron 3 of 6)	NA	-32377	MGLL								
D9_2_304_R1_peak_8710	chr12	104570269	104570424	+	36	NA	intron (CHST11, intron 1 of 2)	NA	-21348	MIR3922								
D9_2_304_R1_peak_21096	chr20	10486278	10486453	+	36	NA	intron (SLX4IP, intron 2 of 7)	NA	51062	SLX4IP								
D9_2_304_R1_peak_34603	chr9	83599144	83599337	+	36	NA	Intergenic	NA	-24009	IDNK								
D9_2_304_R1_peak_33396	chr8	92945335	92945490	+	36	NA	intron (TRIQK, intron 1 of 4)	NA	20732	TRIQK								
D9_2_304_R1_peak_9226	chr13	24278871	24279061	+	36	NA	intron (SPATA13, intron 2 of 10)	NA	-24527	SPATA13-AS1								
D9_2_304_R1_peak_1391	chr1	66563581	66563742	+	36	NA	intron (SGIP1, intron 2 of 21)	NA	29705	SGIP1								
D9_2_304_R1_peak_27985	chr5	132497825	132498008	+	36	NA	Intergenic	NA	-7143	IRF1								
D9_2_304_R1_peak_15701	chr18	10269177	10269434	+	36	NA	Intergenic	NA	145065	RP11-243E13.1								
D9_2_304_R1_peak_20583	chr2	224926208	224926390	+	36	NA	intron (DOCK10, intron 2 of 56)	NA	56224	DOCK10								
D9_2_304_R1_peak_6752	chr11	85269229	85269387	+	36	NA	intron (DLG2, intron 4 of 27)	NA	-359265	TMEM126B								
D9_2_304_R1_peak_31931	chr7	100082536	100082757	+	36	NA	promoter-TSS (ZNF3)	NA	-882	ZNF3								
D9_2_304_R1_peak_31362	chr7	36162131	36162285	+	36	NA	intron (EEPD1, intron 2 of 7)	NA	8981	EEPD1								
D9_2_304_R1_peak_21674	chr20	49785925	49786090	+	36	NA	Intergenic	NA	-26706	SLC9A8								
D9_2_304_R1_peak_1183	chr1	52141041	52141195	+	36	NA	promoter-TSS (ZFYVE9)	NA	-976	ZFYVE9								
D9_2_304_R1_peak_23410	chr3	15458465	15458628	+	36	NA	intron (COLQ, intron 11 of 15)	NA	30989	EAF1								
D9_2_304_R1_peak_1312	chr1	61255065	61255222	+	36	NA	intron (NFIA, intron 2 of 10)	NA	-1625	RP5-833A20.1								
D9_2_304_R1_peak_31703	chr7	75872302	75872487	+	36	NA	Intergenic	NA	-6605	RHBDD2								
D9_2_304_R1_peak_15848	chr18	32044512	32044702	+	36	NA	intron (RNF125, intron 3 of 5)	NA	26125	RNF125								
D9_2_304_R1_peak_1992	chr1	148371718	148371876	+	36	NA	Intergenic	NA	-9264	RNVU1-10								
D9_2_304_R1_peak_17919	chr19	56121532	56121715	+	36	NA	promoter-TSS (ZNF787)	NA	-343	ZNF787								
D9_2_304_R1_peak_31860	chr7	92724084	92724296	+	36	NA	intron (CDK6, intron 3 of 3)	NA	-22376	RNU6-10P								
D9_2_304_R1_peak_4960	chr10	99656003	99656296	+	36	NA	intron (SLC25A28, intron 1 of 4)	NA	3137	SLC25A28								
D9_2_304_R1_peak_26576	chr4	139504967	139505140	+	36	NA	TTS (SETD7)	NA	-50993	LOC101927451								
D9_2_304_R1_peak_2531	chr1	167548461	167548762	+	36	NA	intron (CREG1, intron 1 of 3)	NA	5208	CREG1								
D9_2_304_R1_peak_7549	chr12	10364639	10364857	+	36	NA	intron (RP11-277P12.20, intron 1 of 3)	NA	979	RP11-277P12.20								
D9_2_304_R1_peak_35631	chrX	1507649	1507873	+	36	NA	intron (P2RY8, intron 1 of 1)	NA	-40453	P2RY8								
D9_2_304_R1_peak_28251	chr5	148766743	148766948	+	36	NA	Intergenic	NA	-59748	ADRB2								
D9_2_304_R1_peak_17497	chr19	45424256	45424466	+	36	NA	promoter-TSS (ERCC1)	NA	-442	ERCC1								
D9_2_304_R1_peak_17108	chr19	34677476	34677670	+	36	NA	promoter-TSS (ZNF302)	NA	-66	ZNF302								
D9_2_304_R1_peak_4013	chr10	22134020	22134174	+	36	NA	Intergenic	NA	75886	EBLN1								
D9_2_304_R1_peak_25100	chr3	177201833	177201987	+	36	NA	Intergenic	NA	-5475	TBL1XR1								
D9_2_304_R1_peak_20076	chr2	177166219	177166409	+	36	NA	Intergenic	NA	-46380	HNRNPA3								
D9_2_304_R1_peak_23830	chr3	47513378	47513565	+	36	NA	promoter-TSS (ELP6)	NA	-33	ELP6								
D9_2_304_R1_peak_19114	chr2	86195432	86195603	+	36	NA	promoter-TSS (IMMT)	NA	253	IMMT								
D9_2_304_R1_peak_24851	chr3	151404402	151404557	+	36	NA	intron (MED12L, intron 37 of 42)	NA	-63624	P2RY12								
D9_2_304_R1_peak_4036	chr10	23449347	23449637	+	36	NA	Intergenic	NA	10223	OTUD1								
D9_2_304_R1_peak_112	chr1	8524686	8524842	+	36	NA	intron (RERE, intron 8 of 23)	NA	99970	LOC102724552								
D9_2_304_R1_peak_23833	chr3	47802958	47803112	+	36	NA	promoter-TSS (DHX30)	NA	126	DHX30								
D9_2_304_R1_peak_24468	chr3	122497466	122497666	+	36	NA	intron (KPNA1, intron 1 of 13)	NA	17373	KPNA1								
D9_2_304_R1_peak_19560	chr2	127294045	127294311	+	36	NA	promoter-TSS (ERCC3)	NA	-33	ERCC3								
D9_2_304_R1_peak_14363	chr17	33637642	33637802	+	36	NA	intron (ASIC2, intron 1 of 9)	NA	103612	LOC147004								
D9_2_304_R1_peak_21686	chr20	49999259	49999469	+	36	NA	Intergenic	NA	16388	SNAI1								
D9_2_304_R1_peak_3982	chr10	17230981	17231135	+	36	NA	intron (VIM, intron 2 of 8)	NA	3123	VIM								
D9_2_304_R1_peak_25743	chr4	25233816	25233972	+	36	NA	promoter-TSS (PI4K2B)	NA	-139	PI4K2B								
D9_2_304_R1_peak_20576	chr2	224570449	224570605	+	36	NA	promoter-TSS (CUL3)	NA	14870	CUL3								
D9_2_304_R1_peak_6042	chr11	57390613	57390789	+	36	NA	promoter-TSS (PRG2)	NA	-44	PRG2								
D9_2_304_R1_peak_17770	chr19	51761116	51761270	+	36	NA	promoter-TSS (FPR2)	NA	-2196	FPR2								
D9_2_304_R1_peak_25278	chr3	187789896	187790140	+	36	NA	Intergenic	NA	-48762	BCL6								
D9_2_304_R1_peak_34286	chr9	33025864	33026019	+	36	NA	intron (DNAJA1, intron 1 of 8)	NA	730	DNAJA1								
D9_2_304_R1_peak_3648	chr1	241531169	241531323	+	36	NA	promoter-TSS (KMO)	NA	-888	KMO								
D9_2_304_R1_peak_33190	chr8	61041824	61042009	+	36	NA	Intergenic	NA	-74168	LOC100130298								
D9_2_304_R1_peak_33654	chr8	118099804	118100116	+	36	NA	intron (EXT1, intron 1 of 10)	NA	11859	EXT1								
D9_2_304_R1_peak_32449	chr7	143386388	143386655	+	36	NA	intron (ZYX, intron 5 of 9)	NA	3835	MIR6892								
D9_2_304_R1_peak_1512	chr1	87869249	87869403	+	36	NA	Intergenic	NA	-90112	LOC101927871								
D9_2_304_R1_peak_8828	chr12	110281200	110281370	+	36	NA	promoter-TSS (ATP2A2)	NA	-499	ATP2A2								
D9_2_304_R1_peak_34485	chr9	73147632	73147839	+	36	NA	Intergenic	NA	-4130	ANXA1								
D9_2_304_R1_peak_3013	chr1	202976096	202976264	+	36	NA	Intergenic	NA	-8904	CYB5R1								
D9_2_304_R1_peak_5419	chr11	833294	833448	+	36	NA	intron (CD151, intron 1 of 7)	NA	419	CD151								
D9_2_304_R1_peak_29977	chr6	63801505	63801675	+	36	NA	intron (EYS, intron 37 of 42)	NA	155064	PHF3								
D9_2_304_R1_peak_23010	chr22	42892225	42892379	+	36	NA	intron (PACSIN2, intron 2 of 9)	NA	20864	LOC101927393								
D9_2_304_R1_peak_19212	chr2	98833794	98833989	+	36	NA	intron (KIAA1211L, intron 5 of 11)	NA	-61655	LOC101927070								
D9_2_304_R1_peak_3496	chr1	231557248	231557516	+	36	NA	intron (TSNAX-DISC1, intron 4 of 15)	NA	28729	TSNAX-DISC1								
D9_2_304_R1_peak_8717	chr12	104649493	104649737	+	36	NA	intron (CHST11, intron 2 of 2)	NA	57921	MIR3922								
D9_2_304_R1_peak_26714	chr4	154483304	154483478	+	35	NA	intron (DCHS2, intron 1 of 7)	NA	67042	PLRG1								
D9_2_304_R1_peak_36399	chrY	3003558	3003772	+	35	NA	intron (LINC00278, intron 1 of 3)	NA	669	LINC00278								
D9_2_304_R1_peak_24893	chr3	154844903	154845057	+	35	NA	Intergenic	NA	-234667	MME								
D9_2_304_R1_peak_28835	chr6	2989001	2989164	+	35	NA	exon (LINC01011, exon 2 of 2)	NA	1115	LINC01011								
D9_2_304_R1_peak_16007	chr18	50359832	50359986	+	35	NA	Intergenic	NA	-15113	SKA1								
D9_2_304_R1_peak_24275	chr3	101689334	101689642	+	35	NA	Intergenic	NA	-2769	RPL24								
D9_2_304_R1_peak_35734	chrX	15505616	15505782	+	35	NA	intron (BMX, intron 1 of 18)	NA	-1609	BMX								
D9_2_304_R1_peak_32953	chr8	33565168	33565391	+	35	NA	intron (RNF122, intron 1 of 5)	NA	1849	RNF122								
D9_2_304_R1_peak_18198	chr2	25650131	25650285	+	35	NA	promoter-TSS (DTNB)	NA	23439	DTNB								
D9_2_304_R1_peak_36300	chrX	148494836	148495135	+	35	NA	Intergenic	NA	-5634	AFF2								
D9_2_304_R1_peak_21877	chr20	62136910	62137064	+	35	NA	intron (PSMA7, intron 6 of 6)	NA	6471	PSMA7								
D9_2_304_R1_peak_6919	chr11	110069176	110069330	+	35	NA	Intergenic	NA	-23694	ZC3H12C								
D9_2_304_R1_peak_10271	chr14	50667836	50668143	+	35	NA	exon (SAV1, exon 1 of 5)	NA	364	SAV1								
D9_2_304_R1_peak_10636	chr14	74127488	74127642	+	35	NA	intron (LIN52, intron 5 of 5)	NA	42612	LIN52								
D9_2_304_R1_peak_11032	chr14	100015492	100015679	+	35	NA	Intergenic	NA	-58884	EVL								
D9_2_304_R1_peak_35345	chr9	129577117	129577290	+	35	NA	Intergenic	NA	43573	C9orf50								
D9_2_304_R1_peak_23135	chr22	50244995	50245195	+	35	NA	promoter-TSS (TUBGCP6)	NA	-71	TUBGCP6								
D9_2_304_R1_peak_2834	chr1	185568501	185568755	+	35	NA	intron (GS1-204I12.1, intron 2 of 3)	NA	59874	GS1-204I12.1								
D9_2_304_R1_peak_22178	chr21	35603095	35603250	+	35	NA	Intergenic	NA	-22408	LOC100506403								
D9_2_304_R1_peak_27947	chr5	131514893	131515047	+	35	NA	intron (RAPGEF6, intron 7 of 17)	NA	63947	LOC101927670								
D9_2_304_R1_peak_3188	chr1	207873337	207873491	+	35	NA	Intergenic	NA	37924	CD34								
D9_2_304_R1_peak_1328	chr1	63605054	63605208	+	35	NA	intron (PGM1, intron 1 of 10)	NA	11322	PGM1								
D9_2_304_R1_peak_19556	chr2	127061552	127061723	+	35	NA	intron (BIN1, intron 10 of 14)	NA	20219	BIN1								
D9_2_304_R1_peak_19615	chr2	134212550	134212704	+	35	NA	intron (MGAT5, intron 1 of 16)	NA	-40601	MGAT5								
D9_2_304_R1_peak_28868	chr6	5832415	5832577	+	35	NA	Intergenic	NA	-137224	RP1-256G22.2								
D9_2_304_R1_peak_22059	chr21	32612775	32612929	+	35	NA	promoter-TSS (C21orf59)	NA	-244	C21orf59								
D9_2_304_R1_peak_3991	chr10	19825043	19825197	+	35	NA	intron (PLXDC2, intron 1 of 12)	NA	8677	PLXDC2								
D9_2_304_R1_peak_36347	chrX	153971193	153971464	+	35	NA	promoter-TSS (HCFC1)	NA	505	HCFC1								
D9_2_304_R1_peak_24725	chr3	141738144	141738412	+	35	NA	promoter-TSS (RNF7)	NA	69	RNF7								
D9_2_304_R1_peak_3004	chr1	202698701	202698864	+	35	NA	intron (SYT2, intron 1 of 8)	NA	11641	SYT2								
D9_2_304_R1_peak_14445	chr17	37824874	37825051	+	35	NA	Intergenic	NA	59781	YWHAEP7								
D9_2_304_R1_peak_14104	chr17	17281345	17281499	+	35	NA	promoter-TSS (COPS3)	NA	-145	COPS3								
D9_2_304_R1_peak_11620	chr15	62059700	62059854	+	35	NA	promoter-TSS (LOC101928907)	NA	688	VPS13C								
D9_2_304_R1_peak_5242	chr10	119872035	119872259	+	35	NA	intron (MCMBP, intron 1 of 15)	NA	736	MCMBP								
D9_2_304_R1_peak_18243	chr2	27370395	27370745	+	35	NA	promoter-TSS (SNX17)	NA	74	SNX17								
D9_2_304_R1_peak_9347	chr13	33355294	33355759	+	35	NA	intron (STARD13, intron 2 of 14)	NA	4953	LOC102723425								
D9_2_304_R1_peak_32907	chr8	30026190	30026344	+	35	NA	Intergenic	NA	56941	TMEM66								
D9_2_304_R1_peak_16621	chr19	10425438	10425625	+	35	NA	intron (PDE4A, intron 1 of 14)	NA	-5319	PDE4A								
D9_2_304_R1_peak_20831	chr20	330605	330759	+	35	NA	TTS (SOX12)	NA	5111	SOX12								
D9_2_304_R1_peak_28553	chr5	172765348	172765602	+	35	NA	Intergenic	NA	5725	DUSP1								
D9_2_304_R1_peak_6562	chr11	73142941	73143235	+	35	NA	promoter-TSS (FCHSD2)	NA	-990	FCHSD2								
D9_2_304_R1_peak_14576	chr17	42400029	42400208	+	35	NA	Intergenic	NA	-11623	STAT3								
D9_2_304_R1_peak_14301	chr17	30378548	30378746	+	35	NA	promoter-TSS (CPD)	NA	-1831	CPD								
D9_2_304_R1_peak_18045	chr2	8574859	8575101	+	35	NA	intron (AC011747.4, intron 4 of 5)	NA	8812	AC011747.4								
D9_2_304_R1_peak_21544	chr20	44979082	44979236	+	35	NA	intron (STK4, intron 3 of 10)	NA	4415	STK4								
D9_2_304_R1_peak_5937	chr11	44917178	44917361	+	35	NA	intron (TSPAN18, intron 4 of 8)	NA	34037	TP53I11								
D9_2_304_R1_peak_35988	chrX	53442317	53442471	+	35	NA	Intergenic	NA	-8018	HSD17B10								
D9_2_304_R1_peak_27443	chr5	69189438	69189604	+	35	NA	promoter-TSS (CENPH)	NA	-27	CENPH								
D9_2_304_R1_peak_21286	chr20	31538032	31538186	+	35	NA	intron (HM13, intron 2 of 2)	NA	-9273	PSIMCT-1								
D9_2_304_R1_peak_33798	chr8	127457311	127457465	+	35	NA	intron (CASC8, intron 4 of 4)	NA	24751	CASC8								
D9_2_304_R1_peak_26307	chr4	88960632	88960826	+	35	NA	intron (FAM13A, intron 3 of 22)	NA	96466	FAM13A								
D9_2_304_R1_peak_4204	chr10	35521157	35521329	+	35	NA	intron (CCNY, intron 6 of 11)	NA	-84167	GJD4								
D9_2_304_R1_peak_35688	chrX	11130699	11130853	+	35	NA	Intergenic	NA	19490	HCCS								
D9_2_304_R1_peak_24978	chr3	167480385	167480708	+	35	NA	intron (WDR49, intron 14 of 14)	NA	-6414	SERPINI2								
D9_2_304_R1_peak_12432	chr15	99512490	99512672	+	35	NA	Intergenic	NA	-53119	MEF2A								
D9_2_304_R1_peak_14923	chr17	58526995	58527155	+	35	NA	promoter-TSS (SEPT4)	NA	1865	RP11-112H10.4								
D9_2_304_R1_peak_1338	chr1	64769534	64769820	+	35	NA	intron (RAVER2, intron 2 of 11)	NA	24582	RAVER2								
D9_2_304_R1_peak_10852	chr14	90697641	90697804	+	35	NA	intron (TTC7B, intron 1 of 17)	NA	55093	RP11-1078H9.5								
D9_2_304_R1_peak_25578	chr4	5019449	5019603	+	35	NA	promoter-TSS (CYTL1)	NA	-56	CYTL1								
D9_2_304_R1_peak_24141	chr3	71069868	71070022	+	35	NA	intron (FOXP1, intron 2 of 13)	NA	234815	FOXP1								
D9_2_304_R1_peak_3833	chr10	6200252	6200472	+	35	NA	intron (PFKFB3, intron 1 of 14)	NA	-2515	PFKFB3								
D9_2_304_R1_peak_36370	chrX	154516239	154516446	+	35	NA	promoter-TSS (FAM3A)	NA	-153	FAM3A								
D9_2_304_R1_peak_20718	chr2	233086588	233086742	+	35	NA	intron (INPP5D, intron 2 of 26)	NA	26339	INPP5D								
D9_2_304_R1_peak_18545	chr2	44149097	44149347	+	35	NA	Intergenic	NA	18240	LOC102723904								
D9_2_304_R1_peak_16119	chr18	63936100	63936283	+	35	NA	TTS (SERPINB10)	NA	-13163	HMSD								
D9_2_304_R1_peak_35070	chr9	114921855	114922022	+	35	NA	intron (TNFSF8, intron 1 of 3)	NA	7306	TNFSF8								
D9_2_304_R1_peak_20425	chr2	208395334	208395488	+	35	NA	intron (PTH2R, intron 1 of 12)	NA	35566	PTH2R								
D9_2_304_R1_peak_14606	chr17	43006678	43006834	+	35	NA	promoter-TSS (IFI35)	NA	12	IFI35								
D9_2_304_R1_peak_21598	chr20	46366337	46366491	+	35	NA	exon (ELMO2, exon 22 of 22)	NA	-1956	SLC35C2								
D9_2_304_R1_peak_36214	chrX	129961336	129961597	+	35	NA	Intergenic	NA	-43722	BCORL1								
D9_2_304_R1_peak_12752	chr16	15571751	15571920	+	35	NA	intron (C16orf45, intron 3 of 5)	NA	39217	MIR6506								
D9_2_304_R1_peak_7013	chr11	117823578	117823732	+	35	NA	intron (FXYD6-FXYD2, intron 6 of 9)	NA	1089	FXYD2								
D9_2_304_R1_peak_8160	chr12	55676665	55676829	+	35	NA	Intergenic	NA	-4799	METTL7B								
D9_2_304_R1_peak_35795	chrX	21438932	21439103	+	35	NA	intron (CNKSR2, intron 3 of 21)	NA	64599	CNKSR2								
D9_2_304_R1_peak_6171	chr11	62371045	62371199	+	35	NA	intron (ASRGL1, intron 3 of 5)	NA	33820	ASRGL1								
D9_2_304_R1_peak_34995	chr9	112063836	112063990	+	35	NA	intron (SUSD1, intron 12 of 17)	NA	111384	SUSD1								
D9_2_304_R1_peak_7053	chr11	118771973	118772178	+	35	NA	intron (DDX6, intron 4 of 13)	NA	18872	DDX6								
D9_2_304_R1_peak_5603	chr11	9869003	9869157	+	35	NA	intron (SBF2, intron 17 of 39)	NA	30004	RP11-1H15.2								
D9_2_304_R1_peak_25173	chr3	183285809	183286113	+	35	NA	intron (MCF2L2, intron 14 of 29)	NA	32717	B3GNT5								
D9_2_304_R1_peak_27405	chr5	66144615	66144769	+	35	NA	promoter-TSS (SREK1)	NA	474	SREK1								
D9_2_304_R1_peak_22499	chr22	21951997	21952154	+	35	NA	intron (PPM1F, intron 1 of 7)	NA	803	PPM1F								
D9_2_304_R1_peak_28848	chr6	3251461	3251706	+	35	NA	Intergenic	NA	-7345	PSMG4								
D9_2_304_R1_peak_23304	chr3	12191254	12191408	+	35	NA	TTS (SYN2)	NA	-31980	TIMP4								
D9_2_304_R1_peak_12358	chr15	92820273	92820507	+	35	NA	Intergenic	NA	-10056	LOC101926994								
D9_2_304_R1_peak_24435	chr3	120678297	120678451	+	35	NA	intron (HGD, intron 1 of 13)	NA	4197	HGD								
D9_2_304_R1_peak_34463	chr9	71911742	71911896	+	35	NA	promoter-TSS (ABHD17B)	NA	312	C9orf85								
D9_2_304_R1_peak_15886	chr18	35523891	35524054	+	35	NA	Intergenic	NA	-26328	INO80C								
D9_2_304_R1_peak_21176	chr20	19867992	19868146	+	35	NA	intron (RIN2, intron 2 of 12)	NA	-109508	LOC100287166								
D9_2_304_R1_peak_5426	chr11	1309850	1310069	+	35	NA	promoter-TSS (TOLLIP)	NA	251	TOLLIP-AS1								
D9_2_304_R1_peak_31682	chr7	74890632	74890875	+	35	NA	promoter-TSS (PMS2P5)	NA	-15	PMS2P5								
D9_2_304_R1_peak_28079	chr5	139342135	139342337	+	35	NA	promoter-TSS (PAIP2)	NA	404	PAIP2								
D9_2_304_R1_peak_8215	chr12	56480569	56480728	+	35	NA	intron (GLS2, intron 1 of 17)	NA	7766	GLS2								
D9_2_304_R1_peak_788	chr1	33070765	33070919	+	35	NA	Intergenic	NA	-10310	ADC								
D9_2_304_R1_peak_24244	chr3	94972136	94972304	+	35	NA	intron (LINC00879, intron 3 of 7)	NA	33957	LINC00879								
D9_2_304_R1_peak_11884	chr15	70348924	70349121	+	35	NA	Intergenic	NA	237584	LOC101929151								
D9_2_304_R1_peak_10060	chr14	23034902	23035144	+	35	NA	exon (PSMB5, exon 1 of 4)	NA	122	PSMB5								
D9_2_304_R1_peak_33448	chr8	96262647	96262908	+	35	NA	intron (PTDSS1, intron 1 of 12)	NA	838	PTDSS1								
D9_2_304_R1_peak_12308	chr15	90856807	90856961	+	35	NA	Intergenic	NA	-11771	FURIN								
D9_2_304_R1_peak_2151	chr1	153670978	153671264	+	35	NA	promoter-TSS (ILF2)	NA	-93	ILF2								
D9_2_304_R1_peak_10311	chr14	52325268	52325437	+	35	NA	intron (PTGER2, intron 1 of 1)	NA	11054	PTGER2								
D9_2_304_R1_peak_4122	chr10	30392580	30392835	+	35	NA	Intergenic	NA	-24042	MIR7162								
D9_2_304_R1_peak_4504	chr10	71846885	71847108	+	35	NA	intron (PSAP, intron 1 of 14)	NA	4329	PSAP								
D9_2_304_R1_peak_26424	chr4	108619901	108620055	+	35	NA	promoter-TSS (RPL34)	NA	479	RPL34-AS1								
D9_2_304_R1_peak_545	chr1	26520016	26520192	+	35	NA	Intergenic	NA	-10641	RPS6KA1								
D9_2_304_R1_peak_33966	chr8	134043724	134043879	+	35	NA	Intergenic	NA	157305	RP11-157E21.1								
D9_2_304_R1_peak_27486	chr5	74938754	74938921	+	35	NA	Intergenic	NA	-72450	FAM169A								
D9_2_304_R1_peak_32501	chr7	151017925	151018079	+	35	NA	exon (ATG9B, exon 8 of 18)	NA	6497	ATG9B								
D9_2_304_R1_peak_5613	chr11	10302794	10303033	+	35	NA	Intergenic	NA	-2182	ADM								
D9_2_304_R1_peak_12893	chr16	25729502	25729656	+	35	NA	intron (HS3ST4, intron 1 of 1)	NA	37553	HS3ST4								
D9_2_304_R1_peak_23379	chr3	14439688	14439896	+	35	NA	intron (SLC6A6, intron 1 of 13)	NA	7122	SLC6A6								
D9_2_304_R1_peak_22386	chr21	45892260	45892455	+	35	NA	intron (PCBP3, intron 1 of 12)	NA	42396	PCBP3								
D9_2_304_R1_peak_16883	chr19	17267334	17267530	+	35	NA	promoter-TSS (BABAM1)	NA	56	BABAM1								
D9_2_304_R1_peak_31063	chr7	5190091	5190245	+	35	NA	promoter-TSS (WIPI2)	NA	-36	WIPI2								
D9_2_304_R1_peak_34911	chr9	107674725	107674891	+	35	NA	Intergenic	NA	-185042	KLF4								
D9_2_304_R1_peak_605	chr1	27490107	27490337	+	35	NA	promoter-TSS (WASF2)	NA	-55	WASF2								
D9_2_304_R1_peak_7216	chr11	128568351	128568516	+	35	NA	intron (ETS1, intron 2 of 9)	NA	42291	RP11-1007G5.2								
