PeakID (cmd=annotatePeaks.pl OCIAML2_1_168_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OCIAML2_1_168_R1_peak_2956	chr15	69760428	69760671	+	51	NA	Intergenic	NA	-74685	LINC00593								
OCIAML2_1_168_R1_peak_280	chr1	67339661	67339831	+	51	NA	intron (IL12RB2, intron 8 of 13)	NA	32382	IL12RB2								
OCIAML2_1_168_R1_peak_6755	chr5	74433546	74433680	+	51	NA	Intergenic	NA	111127	LOC101929082								
OCIAML2_1_168_R1_peak_3693	chr17	74637403	74637610	+	51	NA	Intergenic	NA	-13748	CD300E								
OCIAML2_1_168_R1_peak_4632	chr2	120257632	120257760	+	51	NA	intron (RALB, intron 1 of 4)	NA	4857	RALB								
OCIAML2_1_168_R1_peak_3364	chr16	89487984	89488131	+	51	NA	intron (ANKRD11, intron 1 of 13)	NA	17019	LOC101927863								
OCIAML2_1_168_R1_peak_2783	chr14	103119117	103119256	+	51	NA	Intergenic	NA	-2166	LOC102723726								
OCIAML2_1_168_R1_peak_1237	chr10	87837512	87837678	+	51	NA	intron (CFL1P1, intron 3 of 3)	NA	19282	CFL1P1								
OCIAML2_1_168_R1_peak_8743	chr9	7976393	7976686	+	51	NA	Intergenic	NA	-176740	TMEM261								
OCIAML2_1_168_R1_peak_780	chr1	217673429	217673568	+	51	NA	intron (SPATA17, intron 4 of 10)	NA	42152	SPATA17								
OCIAML2_1_168_R1_peak_1299	chr10	103471346	103471519	+	51	NA	Intergenic	NA	7808	CALHM3								
OCIAML2_1_168_R1_peak_3007	chr15	78988714	78988842	+	51	NA	intron (RASGRF1, intron 22 of 24)	NA	16882	RASGRF1								
OCIAML2_1_168_R1_peak_7873	chr7	38123573	38123765	+	51	NA	Intergenic	NA	-54571	STARD3NL								
OCIAML2_1_168_R1_peak_235	chr1	48245184	48245322	+	51	NA	intron (SLC5A9, intron 13 of 13)	NA	22568	SLC5A9								
OCIAML2_1_168_R1_peak_1952	chr12	42084254	42084417	+	51	NA	exon (GXYLT1, exon 8 of 8)	NA	60536	GXYLT1								
OCIAML2_1_168_R1_peak_6477	chr4	129093414	129093639	+	51	NA	promoter-TSS (C4orf33)	NA	53	SCLT1								
OCIAML2_1_168_R1_peak_2108	chr12	92971078	92971231	+	51	NA	Intergenic	NA	-41823	EEA1								
OCIAML2_1_168_R1_peak_3675	chr17	69098805	69098944	+	51	NA	promoter-TSS (MIR4524B)	NA	-668	MIR4524B								
OCIAML2_1_168_R1_peak_8778	chr9	33024986	33025275	+	51	NA	promoter-TSS (DNAJA1)	NA	-81	DNAJA1								
OCIAML2_1_168_R1_peak_1088	chr10	30600128	30600303	+	51	NA	Intergenic	NA	29503	LYZL2								
OCIAML2_1_168_R1_peak_2610	chr14	50953616	50953763	+	51	NA	Intergenic	NA	-9159	PYGL								
OCIAML2_1_168_R1_peak_6042	chr3	170867288	170867432	+	51	NA	intron (RPL22L1, intron 3 of 3)	NA	2896	RPL22L1								
OCIAML2_1_168_R1_peak_7533	chr6	111724620	111724796	+	51	NA	intron (FYN, intron 3 of 13)	NA	34373	FYN								
OCIAML2_1_168_R1_peak_2317	chr13	28621587	28621738	+	51	NA	Intergenic	NA	-37342	POMP								
OCIAML2_1_168_R1_peak_5578	chr3	13012391	13012589	+	51	NA	intron (IQSEC1, intron 1 of 13)	NA	-45030	IQSEC1								
OCIAML2_1_168_R1_peak_5191	chr20	54132929	54133064	+	51	NA	Intergenic	NA	40981	CYP24A1								
OCIAML2_1_168_R1_peak_3707	chr17	75764748	75764911	+	51	NA	intron (GALK1, intron 1 of 7)	NA	370	GALK1								
OCIAML2_1_168_R1_peak_5430	chr22	34080588	34080789	+	51	NA	Intergenic	NA	-160212	LARGE								
OCIAML2_1_168_R1_peak_6103	chr3	187000724	187000912	+	51	NA	intron (ST6GAL1, intron 3 of 8)	NA	-8658	LOC101929079								
OCIAML2_1_168_R1_peak_1958	chr12	43480312	43480525	+	51	NA	intron (ADAMTS20, intron 7 of 38)	NA	71503	ADAMTS20								
OCIAML2_1_168_R1_peak_817	chr1	223180882	223181010	+	51	NA	Intergenic	NA	-37682	TLR5								
OCIAML2_1_168_R1_peak_4129	chr19	39398467	39398656	+	51	NA	exon (MED29, exon 4 of 4)	NA	7238	MED29								
OCIAML2_1_168_R1_peak_7693	chr6	155418563	155418691	+	51	NA	intron (NOX3, intron 10 of 13)	NA	37276	NOX3								
OCIAML2_1_168_R1_peak_7098	chr6	2958437	2958581	+	51	NA	promoter-TSS (SERPINB6)	NA	12229	SERPINB6								
OCIAML2_1_168_R1_peak_2125	chr12	96456768	96456898	+	51	NA	Intergenic	NA	-32744	C12orf55								
OCIAML2_1_168_R1_peak_5444	chr22	36373269	36373489	+	51	NA	intron (MYH9, intron 1 of 40)	NA	14639	MYH9								
OCIAML2_1_168_R1_peak_2934	chr15	67017375	67017513	+	51	NA	intron (LOC102723493, intron 2 of 4)	NA	-29797	LOC102723493								
OCIAML2_1_168_R1_peak_3080	chr15	101194814	101194968	+	51	NA	intron (CHSY1, intron 2 of 2)	NA	57041	CHSY1								
OCIAML2_1_168_R1_peak_5796	chr3	71759509	71759698	+	51	NA	Intergenic	NA	5553	GPR27								
OCIAML2_1_168_R1_peak_2802	chr15	29102323	29102452	+	51	NA	intron (APBA2, intron 8 of 12)	NA	106634	APBA2								
OCIAML2_1_168_R1_peak_3504	chr17	31888091	31888261	+	51	NA	intron (UTP6, intron 6 of 17)	NA	13534	UTP6								
OCIAML2_1_168_R1_peak_5707	chr3	47362791	47362948	+	50	NA	Intergenic	NA	-18024	PTPN23								
OCIAML2_1_168_R1_peak_6083	chr3	183587468	183587596	+	50	NA	Intergenic	NA	-31821	KLHL6								
OCIAML2_1_168_R1_peak_585	chr1	178284203	178284340	+	50	NA	intron (RASAL2, intron 2 of 17)	NA	-57258	RASAL2								
OCIAML2_1_168_R1_peak_4343	chr2	16657166	16657361	+	50	NA	intron (FAM49A, intron 1 of 11)	NA	8603	FAM49A								
OCIAML2_1_168_R1_peak_8861	chr9	87722428	87722654	+	50	NA	Intergenic	NA	-4825	CTSL								
OCIAML2_1_168_R1_peak_5220	chr20	62954205	62954383	+	50	NA	intron (SLC17A9, intron 1 of 12)	NA	1647	SLC17A9								
OCIAML2_1_168_R1_peak_7578	chr6	129710171	129710326	+	50	NA	promoter-TSS (ARHGAP18)	NA	-23	ARHGAP18								
OCIAML2_1_168_R1_peak_7127	chr6	10434267	10434436	+	50	NA	exon (LINC00518, exon 2 of 3)	NA	471	LINC00518								
OCIAML2_1_168_R1_peak_8823	chr9	75142345	75142484	+	50	NA	intron (OSTF1, intron 8 of 8)	NA	53932	OSTF1								
OCIAML2_1_168_R1_peak_8981	chr9	120592361	120592522	+	50	NA	Intergenic	NA	-12271	CDK5RAP2								
OCIAML2_1_168_R1_peak_2037	chr12	56775709	56775902	+	50	NA	intron (HSD17B6, intron 3 of 5)	NA	23352	HSD17B6								
OCIAML2_1_168_R1_peak_556	chr1	169803121	169803260	+	50	NA	promoter-TSS (C1orf112)	NA	8210	C1orf112								
OCIAML2_1_168_R1_peak_525	chr1	161307440	161307599	+	50	NA	intron (MPZ, intron 1 of 5)	NA	2453	MPZ								
OCIAML2_1_168_R1_peak_6940	chr5	142837234	142837403	+	50	NA	intron (ARHGAP26, intron 1 of 22)	NA	31592	ARHGAP26-AS1								
OCIAML2_1_168_R1_peak_877	chr1	231751067	231751240	+	50	NA	TTS (TSNAX-DISC1)	NA	67364	DISC2								
OCIAML2_1_168_R1_peak_7058	chr5	177510755	177510920	+	50	NA	promoter-TSS (DOK3)	NA	-411	DOK3								
OCIAML2_1_168_R1_peak_4146	chr19	41264099	41264268	+	50	NA	promoter-TSS (HNRNPUL1)	NA	-261	HNRNPUL1								
OCIAML2_1_168_R1_peak_2779	chr14	101876668	101876796	+	50	NA	intron (PPP2R5C, intron 2 of 11)	NA	-87796	DYNC1H1								
OCIAML2_1_168_R1_peak_3912	chr18	77209021	77209191	+	50	NA	Intergenic	NA	-40946	GALR1								
OCIAML2_1_168_R1_peak_2337	chr13	30715215	30715343	+	50	NA	intron (ALOX5AP, intron 1 of 5)	NA	-20229	ALOX5AP								
OCIAML2_1_168_R1_peak_5863	chr3	112611912	112612110	+	50	NA	intron (CCDC80, intron 4 of 6)	NA	-10042	LOC100506621								
OCIAML2_1_168_R1_peak_8760	chr9	21833144	21833299	+	49	NA	intron (MTAP, intron 4 of 7)	NA	30585	MTAP								
OCIAML2_1_168_R1_peak_8588	chr8	123178988	123179141	+	49	NA	promoter-TSS (FAM83A)	NA	17	FAM83A								
OCIAML2_1_168_R1_peak_8157	chr8	6972019	6972224	+	49	NA	Intergenic	NA	-3008	DEFA10P								
OCIAML2_1_168_R1_peak_2801	chr15	26457392	26457520	+	49	NA	Intergenic	NA	315620	GABRB3								
OCIAML2_1_168_R1_peak_7787	chr7	7578004	7578172	+	49	NA	intron (MIOS, intron 3 of 9)	NA	11127	MIOS								
OCIAML2_1_168_R1_peak_5540	chr3	4495437	4495565	+	49	NA	intron (ITPR1, intron 2 of 58)	NA	2153	ITPR1								
OCIAML2_1_168_R1_peak_5045	chr20	19015331	19015489	+	49	NA	Intergenic	NA	-33463	LOC102724734								
OCIAML2_1_168_R1_peak_1332	chr10	117350997	117351181	+	49	NA	intron (PDZD8, intron 1 of 4)	NA	24337	PDZD8								
OCIAML2_1_168_R1_peak_9242	chrX	127556087	127556268	+	49	NA	Intergenic	NA	496226	ACTRT1								
OCIAML2_1_168_R1_peak_6056	chr3	172530712	172530872	+	49	NA	Intergenic	NA	-7317	TNFSF10								
OCIAML2_1_168_R1_peak_6533	chr4	153466535	153466668	+	49	NA	intron (KIAA0922, intron 1 of 34)	NA	255	KIAA0922								
OCIAML2_1_168_R1_peak_4232	chr19	50488728	50488949	+	49	NA	promoter-TSS (LOC100506114)	NA	-840	LOC100506114								
OCIAML2_1_168_R1_peak_5	chr1	2112545	2112676	+	49	NA	intron (PRKCZ, intron 1 of 14)	NA	32669	LOC101929017								
OCIAML2_1_168_R1_peak_8033	chr7	108535418	108535546	+	49	NA	Intergenic	NA	-7321	PNPLA8								
OCIAML2_1_168_R1_peak_5978	chr3	148319286	148319425	+	49	NA	Intergenic	NA	241208	LOC100507461								
OCIAML2_1_168_R1_peak_2284	chr12	131949852	131949994	+	49	NA	promoter-TSS (EP400)	NA	3	EP400								
OCIAML2_1_168_R1_peak_8265	chr8	27368798	27369008	+	49	NA	intron (PTK2B, intron 1 of 30)	NA	43401	PTK2B								
OCIAML2_1_168_R1_peak_491	chr1	158809361	158809530	+	49	NA	Intergenic	NA	-21933	MNDA								
OCIAML2_1_168_R1_peak_8049	chr7	118502404	118502532	+	49	NA	Intergenic	NA	242607	LOC102724495								
OCIAML2_1_168_R1_peak_7358	chr6	43369631	43369842	+	49	NA	promoter-TSS (ZNF318)	NA	-293	ZNF318								
OCIAML2_1_168_R1_peak_3102	chr16	6862457	6862594	+	49	NA	intron (RBFOX1, intron 1 of 13)	NA	-470320	RBFOX1								
OCIAML2_1_168_R1_peak_6588	chr4	183674228	183674356	+	49	NA	intron (TRAPPC11, intron 5 of 30)	NA	15025	TRAPPC11								
OCIAML2_1_168_R1_peak_6549	chr4	159455788	159455929	+	49	NA	Intergenic	NA	-327023	MIR3688-1								
OCIAML2_1_168_R1_peak_2477	chr13	87653587	87653715	+	49	NA	intron (MIR4500HG, intron 1 of 5)	NA	17312	MIR4500HG								
OCIAML2_1_168_R1_peak_4426	chr2	51890055	51890193	+	49	NA	intron (AC007682.1, intron 7 of 10)	NA	812491	MIR4431								
OCIAML2_1_168_R1_peak_8599	chr8	124254859	124255038	+	49	NA	Intergenic	NA	-7550	RP11-37N22.1								
OCIAML2_1_168_R1_peak_7795	chr7	13057554	13057682	+	49	NA	Intergenic	NA	370791	ARL4A								
OCIAML2_1_168_R1_peak_2793	chr14	105075463	105075636	+	49	NA	Intergenic	NA	-9999	GPR132								
OCIAML2_1_168_R1_peak_5063	chr20	22675407	22675535	+	49	NA	Intergenic	NA	-67954	LOC101929685								
OCIAML2_1_168_R1_peak_6684	chr5	37379143	37379271	+	49	NA	promoter-TSS (WDR70)	NA	-103	WDR70								
OCIAML2_1_168_R1_peak_5950	chr3	136595250	136595422	+	49	NA	intron (STAG1, intron 4 of 32)	NA	157053	STAG1								
OCIAML2_1_168_R1_peak_7031	chr5	174409150	174409299	+	49	NA	Intergenic	NA	-117004	LOC101928176								
OCIAML2_1_168_R1_peak_3666	chr17	68312711	68312891	+	49	NA	intron (ARSG, intron 2 of 8)	NA	-34375	SLC16A6								
OCIAML2_1_168_R1_peak_8494	chr8	94072173	94072301	+	49	NA	Intergenic	NA	145066	CDH17								
OCIAML2_1_168_R1_peak_8864	chr9	87974272	87974404	+	49	NA	intron (CDK20, intron 1 of 6)	NA	442	CDK20								
OCIAML2_1_168_R1_peak_9167	chrX	39897847	39898008	+	49	NA	Intergenic	NA	60366	MIR1587								
OCIAML2_1_168_R1_peak_7662	chr6	145156008	145156158	+	49	NA	Intergenic	NA	-26640	TRNAQ32								
OCIAML2_1_168_R1_peak_8759	chr9	21754428	21754600	+	49	NA	Intergenic	NA	-48122	MTAP								
OCIAML2_1_168_R1_peak_88	chr1	24737510	24737638	+	49	NA	Intergenic	NA	-7695	CLIC4								
OCIAML2_1_168_R1_peak_6933	chr5	141960927	141961135	+	49	NA	Intergenic	NA	-1969	PCDH12								
OCIAML2_1_168_R1_peak_2939	chr15	67825565	67825707	+	49	NA	intron (SKOR1, intron 4 of 14)	NA	5932	SKOR1								
OCIAML2_1_168_R1_peak_4396	chr2	36699062	36699195	+	49	NA	intron (VIT, intron 1 of 14)	NA	2438	VIT								
OCIAML2_1_168_R1_peak_5259	chr21	26708710	26708859	+	49	NA	Intergenic	NA	-135500	CYYR1								
OCIAML2_1_168_R1_peak_6406	chr4	101981956	101982101	+	49	NA	intron (BANK1, intron 7 of 16)	NA	168202	BANK1								
OCIAML2_1_168_R1_peak_729	chr1	206824422	206824588	+	49	NA	intron (IL19, intron 1 of 5)	NA	-4372	IL19								
OCIAML2_1_168_R1_peak_3676	chr17	69300342	69300523	+	49	NA	intron (ABCA5, intron 9 of 38)	NA	15201	ABCA5								
OCIAML2_1_168_R1_peak_9143	chrX	17374958	17375142	+	49	NA	promoter-TSS (NHS)	NA	-370	NHS								
OCIAML2_1_168_R1_peak_8119	chr7	154505494	154505635	+	49	NA	intron (DPP6, intron 3 of 25)	NA	-422953	PAXIP1-AS2								
OCIAML2_1_168_R1_peak_1770	chr11	121418584	121418712	+	49	NA	Intergenic	NA	-33555	SORL1								
OCIAML2_1_168_R1_peak_797	chr1	221046340	221046558	+	49	NA	Intergenic	NA	-31389	LOC101929750								
OCIAML2_1_168_R1_peak_2910	chr15	63190444	63190580	+	49	NA	intron (RAB8B, intron 1 of 7)	NA	983	RAB8B								
OCIAML2_1_168_R1_peak_6546	chr4	158189502	158189711	+	49	NA	Intergenic	NA	-8617	LOC101928007								
OCIAML2_1_168_R1_peak_8020	chr7	105825445	105825577	+	49	NA	intron (ATXN7L1, intron 2 of 10)	NA	-137714	CDHR3								
OCIAML2_1_168_R1_peak_8429	chr8	65951998	65952129	+	49	NA	Intergenic	NA	-69493	DNAJC5B								
OCIAML2_1_168_R1_peak_5717	chr3	49340160	49340359	+	49	NA	promoter-TSS (USP4)	NA	-156	USP4								
OCIAML2_1_168_R1_peak_9153	chrX	30910340	30910468	+	49	NA	Intergenic	NA	-21010	TAB3								
OCIAML2_1_168_R1_peak_5546	chr3	4978863	4979011	+	49	NA	promoter-TSS (BHLHE40)	NA	-475	BHLHE40								
OCIAML2_1_168_R1_peak_8104	chr7	144997595	144997778	+	49	NA	Intergenic	NA	-161291	TPK1								
OCIAML2_1_168_R1_peak_1307	chr10	106760455	106760585	+	49	NA	intron (SORCS1, intron 5 of 23)	NA	404188	SORCS1								
OCIAML2_1_168_R1_peak_6402	chr4	101459102	101459233	+	49	NA	Intergenic	NA	111390	FLJ20021								
OCIAML2_1_168_R1_peak_2656	chr14	65549581	65549730	+	49	NA	intron (FUT8, intron 3 of 11)	NA	78539	MIR625								
OCIAML2_1_168_R1_peak_5552	chr3	8266974	8267102	+	49	NA	intron (LMCD1-AS1, intron 3 of 3)	NA	-31000	LOC102723609								
OCIAML2_1_168_R1_peak_574	chr1	174008388	174008516	+	49	NA	Intergenic	NA	-15380	RC3H1								
OCIAML2_1_168_R1_peak_4424	chr2	47906645	47906774	+	49	NA	promoter-TSS (LOC100506235)	NA	-2	LOC100506235								
OCIAML2_1_168_R1_peak_6237	chr4	14767253	14767439	+	49	NA	Intergenic	NA	234699	CPEB2-AS1								
OCIAML2_1_168_R1_peak_8726	chr9	2263725	2263862	+	49	NA	Intergenic	NA	106113	SMARCA2								
OCIAML2_1_168_R1_peak_3	chr1	1573928	1574073	+	49	NA	intron (SSU72, intron 1 of 2)	NA	882	SSU72								
OCIAML2_1_168_R1_peak_6663	chr5	32582650	32582790	+	49	NA	Intergenic	NA	-2779	SUB1								
OCIAML2_1_168_R1_peak_188	chr1	39845720	39845859	+	48	NA	intron (TRIT1, intron 8 of 10)	NA	37715	TRIT1								
OCIAML2_1_168_R1_peak_7643	chr6	139429935	139430067	+	48	NA	Intergenic	NA	44595	RP11-12A2.3								
OCIAML2_1_168_R1_peak_8847	chr9	82554083	82554235	+	48	NA	Intergenic	NA	-491818	SPATA31B1								
OCIAML2_1_168_R1_peak_7239	chr6	30453697	30453869	+	48	NA	Intergenic	NA	-35623	HLA-E								
OCIAML2_1_168_R1_peak_1392	chr11	1792560	1792706	+	48	NA	Intergenic	NA	-28641	CTSD								
OCIAML2_1_168_R1_peak_9071	chr9	134276550	134276706	+	48	NA	Intergenic	NA	57525	LOC101928384								
OCIAML2_1_168_R1_peak_5223	chr20	63567919	63568047	+	48	NA	promoter-TSS (HELZ2)	NA	6256	HELZ2								
OCIAML2_1_168_R1_peak_4754	chr2	179234964	179235094	+	48	NA	intron (SESTD1, intron 1 of 16)	NA	29571	SESTD1								
OCIAML2_1_168_R1_peak_1522	chr11	46676945	46677076	+	48	NA	TTS (ATG13)	NA	23655	ARHGAP1								
OCIAML2_1_168_R1_peak_767	chr1	212752688	212752858	+	48	NA	intron (NSL1, intron 4 of 5)	NA	39024	NSL1								
OCIAML2_1_168_R1_peak_1113	chr10	44948882	44949023	+	48	NA	intron (TMEM72-AS1, intron 1 of 7)	NA	10737	TMEM72-AS1								
OCIAML2_1_168_R1_peak_3629	chr17	61750802	61751044	+	48	NA	intron (BRIP1, intron 14 of 19)	NA	112636	BRIP1								
OCIAML2_1_168_R1_peak_4963	chr20	582302	582448	+	48	NA	Intergenic	NA	27891	TCF15								
OCIAML2_1_168_R1_peak_6514	chr4	144338334	144338498	+	48	NA	Intergenic	NA	-197665	GYPA								
OCIAML2_1_168_R1_peak_9007	chr9	124242931	124243086	+	48	NA	Intergenic	NA	-48963	NEK6								
OCIAML2_1_168_R1_peak_326	chr1	93751104	93751232	+	48	NA	intron (BCAR3, intron 2 of 13)	NA	57085	LOC102723480								
OCIAML2_1_168_R1_peak_6471	chr4	127501265	127501414	+	48	NA	Intergenic	NA	-131593	INTU								
OCIAML2_1_168_R1_peak_8950	chr9	111662414	111662542	+	48	NA	intron (GNG10, intron 1 of 2)	NA	907	GNG10								
OCIAML2_1_168_R1_peak_8150	chr8	5336423	5336551	+	48	NA	Intergenic	NA	-341681	CSMD1								
OCIAML2_1_168_R1_peak_6955	chr5	148343681	148343809	+	48	NA	intron (LOC102546294, intron 2 of 4)	NA	8186	SPINK9								
OCIAML2_1_168_R1_peak_5704	chr3	47285151	47285285	+	48	NA	intron (KLHL18, intron 1 of 9)	NA	2378	KLHL18								
OCIAML2_1_168_R1_peak_3424	chr17	7990043	7990222	+	48	NA	Intergenic	NA	-12538	GUCY2D								
OCIAML2_1_168_R1_peak_5975	chr3	147705944	147706112	+	48	NA	Intergenic	NA	52464	LOC102724145								
OCIAML2_1_168_R1_peak_4987	chr20	3430541	3430689	+	48	NA	Intergenic	NA	-40403	ATRN								
OCIAML2_1_168_R1_peak_572	chr1	173688357	173688600	+	48	NA	Intergenic	NA	-18616	ANKRD45								
OCIAML2_1_168_R1_peak_2347	chr13	32047917	32048047	+	48	NA	intron (FRY, intron 1 of 60)	NA	-12904	FRY								
OCIAML2_1_168_R1_peak_7191	chr6	17907461	17907682	+	48	NA	intron (KIF13A, intron 2 of 38)	NA	80052	KIF13A								
OCIAML2_1_168_R1_peak_3284	chr16	68479026	68479154	+	48	NA	Intergenic	NA	-60201	ZFP90								
OCIAML2_1_168_R1_peak_6024	chr3	160982581	160982712	+	48	NA	intron (PPM1L, intron 2 of 3)	NA	122494	B3GALNT1								
OCIAML2_1_168_R1_peak_3973	chr19	6057311	6057455	+	48	NA	intron (RFX2, intron 1 of 17)	NA	-10570	LOC101928872								
OCIAML2_1_168_R1_peak_2139	chr12	103697998	103698155	+	48	NA	intron (STAB2, intron 33 of 61)	NA	70798	LOC101930305								
OCIAML2_1_168_R1_peak_4830	chr2	215793814	215793959	+	48	NA	intron (LINC00607, intron 1 of 9)	NA	49650	LINC00607								
OCIAML2_1_168_R1_peak_6317	chr4	48899224	48899352	+	48	NA	intron (OCIAD2, intron 2 of 5)	NA	7540	OCIAD2								
OCIAML2_1_168_R1_peak_2556	chr14	22311721	22311855	+	48	NA	intron (LOC102724753, intron 2 of 2)	NA	167106	LOC102724753								
OCIAML2_1_168_R1_peak_5402	chr22	28802993	28803154	+	47	NA	Intergenic	NA	-2501	XBP1								
OCIAML2_1_168_R1_peak_2415	chr13	50587233	50587383	+	47	NA	Intergenic	NA	-128089	LOC102723697								
OCIAML2_1_168_R1_peak_1974	chr12	48216863	48217055	+	47	NA	Intergenic	NA	-13667	OR10AD1								
OCIAML2_1_168_R1_peak_8651	chr8	133076324	133076459	+	47	NA	intron (SLA, intron 1 of 8)	NA	26675	SLA								
OCIAML2_1_168_R1_peak_1341	chr10	119321148	119321312	+	47	NA	intron (GRK5, intron 1 of 14)	NA	-56745	MIR4681								
OCIAML2_1_168_R1_peak_7262	chr6	31614486	31614614	+	47	NA	promoter-TSS (AIF1)	NA	-658	AIF1								
OCIAML2_1_168_R1_peak_1920	chr12	25556255	25556397	+	47	NA	intron (IFLTD1, intron 2 of 9)	NA	28148	IFLTD1								
OCIAML2_1_168_R1_peak_557	chr1	170377950	170378087	+	47	NA	Intergenic	NA	-93810	LINC01142								
OCIAML2_1_168_R1_peak_8988	chr9	121249633	121249784	+	47	NA	Intergenic	NA	35822	GSN-AS1								
OCIAML2_1_168_R1_peak_3406	chr17	4764760	4764922	+	47	NA	Intergenic	NA	-7051	TM4SF5								
OCIAML2_1_168_R1_peak_4377	chr2	27409575	27409778	+	47	NA	promoter-TSS (PPM1G)	NA	7	PPM1G								
OCIAML2_1_168_R1_peak_2724	chr14	88045742	88045935	+	47	NA	intron (LINC01146, intron 2 of 3)	NA	-19526	RP11-300J18.1								
OCIAML2_1_168_R1_peak_7681	chr6	151452191	151452337	+	47	NA	promoter-TSS (RMND1)	NA	6	C6orf211								
OCIAML2_1_168_R1_peak_6846	chr5	114418849	114419046	+	47	NA	intron (KCNN2, intron 3 of 8)	NA	56628	KCNN2								
OCIAML2_1_168_R1_peak_7433	chr6	75619652	75619785	+	47	NA	intron (SENP6, intron 1 of 24)	NA	17838	SENP6								
OCIAML2_1_168_R1_peak_3492	chr17	29560460	29560637	+	47	NA	TTS (ABHD15)	NA	6476	ABHD15								
OCIAML2_1_168_R1_peak_2057	chr12	66379743	66379872	+	47	NA	intron (GRIP1, intron 19 of 24)	NA	77252	HELB								
OCIAML2_1_168_R1_peak_5289	chr21	33383604	33383732	+	47	NA	Intergenic	NA	-19769	IFNGR2								
OCIAML2_1_168_R1_peak_2428	chr13	55815567	55815739	+	47	NA	Intergenic	NA	641179	MIR5007								
OCIAML2_1_168_R1_peak_8800	chr9	35937325	35937453	+	47	NA	Intergenic	NA	20765	OR2S2								
OCIAML2_1_168_R1_peak_333	chr1	96362848	96362977	+	47	NA	intron (RP5-898J17.1, intron 1 of 5)	NA	11213	RP5-898J17.1								
OCIAML2_1_168_R1_peak_5077	chr20	31053613	31053746	+	47	NA	Intergenic	NA	-203985	DEFB115								
OCIAML2_1_168_R1_peak_4344	chr2	16663646	16663785	+	47	NA	intron (FAM49A, intron 1 of 11)	NA	2151	FAM49A								
OCIAML2_1_168_R1_peak_796	chr1	221045901	221046051	+	47	NA	Intergenic	NA	-31862	LOC101929750								
OCIAML2_1_168_R1_peak_2313	chr13	28355870	28356012	+	47	NA	intron (FLT1, intron 15 of 29)	NA	123440	RNU6-82P								
OCIAML2_1_168_R1_peak_7786	chr7	6635180	6635320	+	46	NA	Intergenic	NA	-2596	ZNF316								
OCIAML2_1_168_R1_peak_8463	chr8	76599330	76599458	+	46	NA	Intergenic	NA	-81886	ZFHX4								
OCIAML2_1_168_R1_peak_926	chr1	238568751	238568981	+	46	NA	Intergenic	NA	-82849	LINC01139								
OCIAML2_1_168_R1_peak_4742	chr2	172437834	172437977	+	46	NA	intron (ITGA6, intron 1 of 24)	NA	10319	ITGA6								
OCIAML2_1_168_R1_peak_984	chr10	987033	987163	+	46	NA	Intergenic	NA	-1311	GTPBP4								
OCIAML2_1_168_R1_peak_7992	chr7	98202515	98202647	+	46	NA	intron (LMTK2, intron 11 of 13)	NA	-9673	BHLHA15								
OCIAML2_1_168_R1_peak_3939	chr19	1407193	1407355	+	46	NA	promoter-TSS (DAZAP1)	NA	-295	DAZAP1								
OCIAML2_1_168_R1_peak_316	chr1	89847315	89847445	+	46	NA	intron (LRRC8D, intron 2 of 2)	NA	58576	LOC101927975								
OCIAML2_1_168_R1_peak_6504	chr4	140027299	140027461	+	46	NA	intron (MAML3, intron 1 of 4)	NA	-31605	LOC101927544								
OCIAML2_1_168_R1_peak_8385	chr8	55880643	55880807	+	46	NA	intron (LYN, intron 1 of 12)	NA	-53509	LYN								
OCIAML2_1_168_R1_peak_7341	chr6	41940735	41940887	+	46	NA	intron (CCND3, intron 1 of 4)	NA	19584	BYSL								
OCIAML2_1_168_R1_peak_197	chr1	40531471	40531661	+	46	NA	promoter-TSS (ZNF684)	NA	5	ZNF684								
OCIAML2_1_168_R1_peak_4365	chr2	26008889	26009184	+	46	NA	Intergenic	NA	24097	LOC102723485								
OCIAML2_1_168_R1_peak_1235	chr10	86957621	86957749	+	46	NA	promoter-TSS (SNCG)	NA	-17	MMRN2								
OCIAML2_1_168_R1_peak_5684	chr3	45012083	45012276	+	46	NA	TTS (EXOSC7)	NA	-17956	CLEC3B								
OCIAML2_1_168_R1_peak_6698	chr5	41925066	41925333	+	46	NA	promoter-TSS (FBXO4)	NA	-55	FBXO4								
OCIAML2_1_168_R1_peak_5511	chr22	44116778	44116913	+	46	NA	TTS (LOC102723940)	NA	2642	LOC102723940								
OCIAML2_1_168_R1_peak_8630	chr8	128251191	128251343	+	46	NA	Intergenic	NA	101140	MIR1208								
OCIAML2_1_168_R1_peak_4236	chr19	51139391	51139519	+	46	NA	TTS (SIGLEC9)	NA	-2846	SIGLEC7								
OCIAML2_1_168_R1_peak_4871	chr2	223959818	223959967	+	46	NA	exon (MRPL44, exon 2 of 4)	NA	2488	MRPL44								
OCIAML2_1_168_R1_peak_7489	chr6	105219309	105219446	+	46	NA	Intergenic	NA	-39394	POPDC3								
