PeakID (cmd=annotatePeaks.pl D9_1_156_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_1_156_R1_peak_102	chr1	43172400	43172568	+	54	NA	promoter-TSS (MIR6733)	NA	1	WDR65								
D9_1_156_R1_peak_1689	chr22	29388513	29388721	+	54	NA	promoter-TSS (AP1B1)	NA	-34	AP1B1								
D9_1_156_R1_peak_1772	chr3	44976066	44976229	+	53	NA	promoter-TSS (ZDHHC3)	NA	35	ZDHHC3								
D9_1_156_R1_peak_212	chr10	931765	932025	+	53	NA	promoter-TSS (LOC101927762)	NA	-930	LOC101927762								
D9_1_156_R1_peak_1530	chr2	218568285	218568490	+	53	NA	promoter-TSS (USP37)	NA	-42	USP37								
D9_1_156_R1_peak_1088	chr19	796960	797143	+	53	NA	promoter-TSS (PTBP1)	NA	-1007	PTBP1								
D9_1_156_R1_peak_1673	chr22	20117323	20117522	+	53	NA	promoter-TSS (TRMT2A)	NA	-127	TRMT2A								
D9_1_156_R1_peak_1666	chr22	19122436	19122632	+	53	NA	promoter-TSS (DGCR2)	NA	-80	DGCR2								
D9_1_156_R1_peak_750	chr16	15643115	15643282	+	53	NA	promoter-TSS (MIR484)	NA	-82	KIAA0430								
D9_1_156_R1_peak_451	chr12	52023718	52023918	+	53	NA	intron (NR4A1, intron 1 of 7)	NA	986	NR4A1								
D9_1_156_R1_peak_1695	chr22	30969066	30969222	+	53	NA	promoter-TSS (MORC2)	NA	-504	TUG1								
D9_1_156_R1_peak_2210	chr8	102239140	102239389	+	53	NA	promoter-TSS (RRM2B)	NA	-146	RRM2B								
D9_1_156_R1_peak_827	chr16	68085213	68085369	+	53	NA	promoter-TSS (NFATC3)	NA	-75	NFATC3								
D9_1_156_R1_peak_2162	chr7	152436523	152436848	+	53	NA	promoter-TSS (KMT2C)	NA	-210	FABP5P3								
D9_1_156_R1_peak_345	chr11	59616081	59616256	+	53	NA	promoter-TSS (LOC101927226)	NA	-12	LOC101927226								
D9_1_156_R1_peak_558	chr14	24136067	24136247	+	53	NA	promoter-TSS (PSME1)	NA	-1	PSME1								
D9_1_156_R1_peak_657	chr15	74614642	74614831	+	53	NA	promoter-TSS (CLK3)	NA	-258	CLK3								
D9_1_156_R1_peak_1917	chr4	173334396	173334737	+	53	NA	promoter-TSS (HMGB2)	NA	-122	HMGB2								
D9_1_156_R1_peak_892	chr17	5282113	5282269	+	53	NA	promoter-TSS (RABEP1)	NA	-72	RABEP1								
D9_1_156_R1_peak_2001	chr6	11537338	11537638	+	53	NA	promoter-TSS (TMEM170B)	NA	-739	TMEM170B								
D9_1_156_R1_peak_1323	chr19	43935244	43935400	+	53	NA	promoter-TSS (ZNF45)	NA	-63	ZNF45								
D9_1_156_R1_peak_2318	chr9	129202874	129203137	+	53	NA	Intergenic	NA	-24744	IER5L								
D9_1_156_R1_peak_1813	chr3	126476148	126476319	+	53	NA	promoter-TSS (ZXDC)	NA	-303	ZXDC								
D9_1_156_R1_peak_806	chr16	50025076	50025233	+	53	NA	promoter-TSS (CNEP1R1)	NA	-52	CNEP1R1								
D9_1_156_R1_peak_587	chr14	81220904	81221085	+	53	NA	promoter-TSS (GTF2A1)	NA	-42	GTF2A1								
D9_1_156_R1_peak_268	chr10	109923445	109923637	+	52	NA	promoter-TSS (XPNPEP1)	NA	6	XPNPEP1								
D9_1_156_R1_peak_533	chr13	30617763	30617919	+	52	NA	promoter-TSS (USPL1)	NA	-58	USPL1								
D9_1_156_R1_peak_1141	chr19	4910007	4910163	+	52	NA	promoter-TSS (UHRF1)	NA	-469	UHRF1								
D9_1_156_R1_peak_552	chr13	114234799	114234957	+	52	NA	promoter-TSS (CDC16)	NA	-9	CDC16								
D9_1_156_R1_peak_1522	chr2	203238845	203239032	+	52	NA	promoter-TSS (CYP20A1)	NA	497	CYP20A1								
D9_1_156_R1_peak_501	chr12	121467467	121467631	+	52	NA	promoter-TSS (KDM2B)	NA	-23197	MIR7107								
D9_1_156_R1_peak_1705	chr22	38700986	38701142	+	52	NA	promoter-TSS (JOSD1)	NA	-610	JOSD1								
D9_1_156_R1_peak_1685	chr22	27919395	27919553	+	52	NA	promoter-TSS (PITPNB)	NA	98	TTC28-AS1								
D9_1_156_R1_peak_1526	chr2	210171317	210171500	+	52	NA	promoter-TSS (KANSL1L)	NA	-686	KANSL1L								
D9_1_156_R1_peak_976	chr17	49764202	49764371	+	52	NA	promoter-TSS (FAM117A)	NA	-130	FAM117A								
D9_1_156_R1_peak_1652	chr21	43718982	43719138	+	52	NA	promoter-TSS (PDXK)	NA	-14533	PDXK								
D9_1_156_R1_peak_703	chr16	1493152	1493519	+	52	NA	promoter-TSS (TELO2)	NA	-16	TELO2								
D9_1_156_R1_peak_2140	chr7	101165577	101165733	+	52	NA	promoter-TSS (VGF)	NA	1926	VGF								
D9_1_156_R1_peak_1021	chr17	79797047	79797291	+	52	NA	promoter-TSS (CBX8)	NA	-53	CBX8								
D9_1_156_R1_peak_2048	chr6	108074691	108074889	+	52	NA	promoter-TSS (OSTM1)	NA	-71	OSTM1								
D9_1_156_R1_peak_1179	chr19	10333527	10333780	+	52	NA	promoter-TSS (RAVER1)	NA	-15	RAVER1								
D9_1_156_R1_peak_535	chr13	48232991	48233167	+	52	NA	promoter-TSS (ITM2B)	NA	-59	ITM2B								
D9_1_156_R1_peak_1188	chr19	10835604	10835760	+	52	NA	promoter-TSS (C19orf38)	NA	625	TMED1								
D9_1_156_R1_peak_1474	chr2	64751023	64751485	+	52	NA	promoter-TSS (SERTAD2)	NA	-97342	SERTAD2								
D9_1_156_R1_peak_537	chr13	51584330	51584519	+	52	NA	promoter-TSS (WDFY2)	NA	-33	WDFY2								
D9_1_156_R1_peak_126	chr1	93909392	93909548	+	52	NA	promoter-TSS (GCLM)	NA	128	GCLM								
D9_1_156_R1_peak_2075	chr7	5486936	5487134	+	52	NA	intron (FBXL18, intron 4 of 4)	NA	8822	MIR589								
D9_1_156_R1_peak_894	chr17	7214521	7214776	+	52	NA	intron (DLG4, intron 3 of 20)	NA	-4756	ACADVL								
D9_1_156_R1_peak_896	chr17	7281504	7281720	+	52	NA	promoter-TSS (SLC2A4)	NA	-123	SLC2A4								
D9_1_156_R1_peak_828	chr16	69187006	69187204	+	52	NA	promoter-TSS (SNTB2)	NA	-42	SNTB2								
D9_1_156_R1_peak_987	chr17	58332485	58332644	+	52	NA	intron (BZRAP1-AS1, intron 1 of 3)	NA	-1261	MIR142								
D9_1_156_R1_peak_2106	chr7	66075675	66075870	+	52	NA	promoter-TSS (ASL)	NA	-75	ASL								
D9_1_156_R1_peak_158	chr1	159925430	159925646	+	52	NA	promoter-TSS (TAGLN2)	NA	-1821	TAGLN2								
D9_1_156_R1_peak_645	chr15	66386710	66386869	+	52	NA	promoter-TSS (MAP2K1)	NA	-84	MAP2K1								
D9_1_156_R1_peak_337	chr11	46846263	46846419	+	52	NA	promoter-TSS (CKAP5)	NA	-33	CKAP5								
D9_1_156_R1_peak_508	chr12	122896178	122896334	+	52	NA	promoter-TSS (VPS37B)	NA	-240	VPS37B								
D9_1_156_R1_peak_1797	chr3	58433831	58434125	+	52	NA	promoter-TSS (PDHB)	NA	-126	PDHB								
D9_1_156_R1_peak_1061	chr18	23503318	23503546	+	52	NA	promoter-TSS (C18orf8)	NA	-38	C18orf8								
D9_1_156_R1_peak_1443	chr2	19348199	19348399	+	52	NA	promoter-TSS (MIR4757)	NA	-177	MIR4757								
D9_1_156_R1_peak_1339	chr19	45995194	45995504	+	51	NA	promoter-TSS (CCDC61)	NA	-1025	CCDC61								
D9_1_156_R1_peak_1717	chr22	41382166	41382370	+	51	NA	intron (TEF, intron 1 of 3)	NA	13186	LOC100996598								
D9_1_156_R1_peak_1113	chr19	2042071	2042345	+	51	NA	intron (MKNK2, intron 10 of 13)	NA	9036	MKNK2								
D9_1_156_R1_peak_1781	chr3	49021492	49021648	+	51	NA	promoter-TSS (DALRD3)	NA	385	NDUFAF3								
D9_1_156_R1_peak_380	chr11	66480191	66480412	+	51	NA	exon (DPP3, exon 1 of 17)	NA	101	LOC101928069								
D9_1_156_R1_peak_2052	chr6	110815757	110816034	+	51	NA	promoter-TSS (CDK19)	NA	-58889	AMD1								
D9_1_156_R1_peak_861	chr16	89701640	89701799	+	51	NA	promoter-TSS (SPATA2L)	NA	-6	SPATA2L								
D9_1_156_R1_peak_1211	chr19	13795195	13795351	+	51	NA	promoter-TSS (ZSWIM4)	NA	-171	ZSWIM4								
D9_1_156_R1_peak_981	chr17	51153464	51153656	+	51	NA	promoter-TSS (NME1)	NA	1	NME1								
D9_1_156_R1_peak_2007	chr6	26520759	26520926	+	51	NA	promoter-TSS (HCG11)	NA	-366	TRNAL26								
D9_1_156_R1_peak_2340	chr9	136665600	136665756	+	51	NA	promoter-TSS (EGFL7)	NA	2751	EGFL7								
D9_1_156_R1_peak_412	chr11	107928190	107928456	+	51	NA	promoter-TSS (RAB39A)	NA	-228	RAB39A								
D9_1_156_R1_peak_131	chr1	113904876	113905295	+	51	NA	promoter-TSS (AP4B1)	NA	-182	AP4B1								
D9_1_156_R1_peak_336	chr11	46700656	46700871	+	51	NA	promoter-TSS (ZNF408)	NA	-4	ZNF408								
D9_1_156_R1_peak_1690	chr22	29603382	29603609	+	51	NA	promoter-TSS (NF2)	NA	-61	NF2								
D9_1_156_R1_peak_668	chr15	80059445	80059667	+	51	NA	promoter-TSS (ZFAND6)	NA	-38860	ZFAND6								
D9_1_156_R1_peak_2107	chr7	66628669	66629069	+	51	NA	promoter-TSS (KCTD7)	NA	-12	KCTD7								
D9_1_156_R1_peak_2211	chr8	102810756	102810955	+	51	NA	Intergenic	NA	53314	AZIN1								
D9_1_156_R1_peak_1608	chr20	50510068	50510297	+	51	NA	promoter-TSS (PTPN1)	NA	-139	PTPN1								
D9_1_156_R1_peak_1488	chr2	99490012	99490217	+	51	NA	promoter-TSS (REV1)	NA	-96	REV1								
D9_1_156_R1_peak_1037	chr17	82037726	82037926	+	51	NA	promoter-TSS (DCXR)	NA	-129	DCXR								
D9_1_156_R1_peak_2412	chrX	154378654	154378917	+	51	NA	promoter-TSS (EMD)	NA	-452	EMD								
D9_1_156_R1_peak_1607	chr20	50190495	50190656	+	51	NA	promoter-TSS (CEBPB)	NA	-8	CEBPB								
D9_1_156_R1_peak_2061	chr6	162727775	162727931	+	51	NA	promoter-TSS (PACRG)	NA	-51	PARK2								
D9_1_156_R1_peak_1514	chr2	195884355	195884550	+	51	NA	intron (DNAH7, intron 35 of 64)	NA	184360	DNAH7								
D9_1_156_R1_peak_574	chr14	58199862	58200066	+	51	NA	promoter-TSS (ACTR10)	NA	-151	ACTR10								
D9_1_156_R1_peak_269	chr10	110007774	110008046	+	51	NA	promoter-TSS (ADD3)	NA	471	ADD3-AS1								
D9_1_156_R1_peak_526	chr13	19958553	19958709	+	51	NA	promoter-TSS (ZMYM2)	NA	-368	ZMYM2								
D9_1_156_R1_peak_1642	chr21	36060438	36060594	+	50	NA	promoter-TSS (SETD4)	NA	-172	SETD4								
D9_1_156_R1_peak_747	chr16	14974986	14975148	+	50	NA	promoter-TSS (PDXDC1)	NA	264	PDXDC1								
D9_1_156_R1_peak_1947	chr5	95961852	95962008	+	50	NA	promoter-TSS (ELL2)	NA	-64	CTD-2337A12.1								
D9_1_156_R1_peak_1322	chr19	43668349	43669000	+	50	NA	promoter-TSS (PLAUR)	NA	1494	PLAUR								
D9_1_156_R1_peak_566	chr14	50312209	50312375	+	50	NA	promoter-TSS (L2HGDH)	NA	-63	L2HGDH								
D9_1_156_R1_peak_316	chr11	6473931	6474122	+	50	NA	promoter-TSS (TRIM3)	NA	-42	TRIM3								
D9_1_156_R1_peak_2174	chr8	12754013	12754172	+	50	NA	intron (LONRF1, intron 1 of 11)	NA	1352	LONRF1								
D9_1_156_R1_peak_559	chr14	24147194	24147421	+	50	NA	promoter-TSS (RNF31)	NA	9	PSME2								
D9_1_156_R1_peak_2221	chr8	143334824	143334987	+	50	NA	promoter-TSS (TOP1MT)	NA	25074	TOP1MT								
D9_1_156_R1_peak_443	chr12	45727603	45727810	+	50	NA	exon (LINC00938, exon 1 of 1)	NA	215	LINC00938								
D9_1_156_R1_peak_951	chr17	41786764	41786920	+	50	NA	promoter-TSS (JUP)	NA	-10808	JUP								
D9_1_156_R1_peak_1704	chr22	38570308	38570512	+	50	NA	promoter-TSS (DMC1)	NA	-124	DMC1								
D9_1_156_R1_peak_410	chr11	96389887	96390043	+	50	NA	promoter-TSS (CCDC82)	NA	-29	JRKL								
D9_1_156_R1_peak_661	chr15	75367974	75368130	+	50	NA	intron (MAN2C1, intron 2 of 25)	NA	575	MAN2C1								
D9_1_156_R1_peak_628	chr15	41332535	41332770	+	50	NA	promoter-TSS (NUSAP1)	NA	-31	OIP5								
D9_1_156_R1_peak_2261	chr9	37422587	37422744	+	50	NA	promoter-TSS (GRHPR)	NA	-31	GRHPR								
D9_1_156_R1_peak_1266	chr19	29811518	29811679	+	50	NA	promoter-TSS (CCNE1)	NA	-300	CCNE1								
D9_1_156_R1_peak_871	chr17	1562714	1562877	+	50	NA	promoter-TSS (PITPNA)	NA	21	PITPNA								
D9_1_156_R1_peak_1905	chr4	109730077	109730307	+	50	NA	promoter-TSS (PLA2G12A)	NA	-106	PLA2G12A								
D9_1_156_R1_peak_1843	chr3	196739864	196740020	+	49	NA	promoter-TSS (PAK2)	NA	85	PAK2								
D9_1_156_R1_peak_2127	chr7	77798366	77798550	+	49	NA	promoter-TSS (PHTF2)	NA	-28	TMEM60								
D9_1_156_R1_peak_1315	chr19	42268394	42268585	+	49	NA	Intergenic	NA	-14591	ERF								
D9_1_156_R1_peak_2283	chr9	112750551	112750815	+	49	NA	promoter-TSS (SNX30)	NA	-171	SNX30								
D9_1_156_R1_peak_874	chr17	1684866	1685117	+	49	NA	promoter-TSS (PRPF8)	NA	-109	PRPF8								
D9_1_156_R1_peak_798	chr16	46389599	46389771	+	49	NA	Intergenic	NA	179412	ANKRD26P1								
D9_1_156_R1_peak_2293	chr9	125241417	125241623	+	49	NA	promoter-TSS (HSPA5)	NA	-133	HSPA5								
D9_1_156_R1_peak_921	chr17	19977785	19977953	+	49	NA	promoter-TSS (AKAP10)	NA	-32	AKAP10								
D9_1_156_R1_peak_1856	chr4	1793071	1793346	+	49	NA	promoter-TSS (FGFR3)	NA	-104	FGFR3								
D9_1_156_R1_peak_477	chr12	104138169	104138372	+	49	NA	promoter-TSS (NFYB)	NA	-811	NFYB								
D9_1_156_R1_peak_280	chr10	125719523	125719679	+	49	NA	promoter-TSS (EDRF1)	NA	73	EDRF1								
D9_1_156_R1_peak_1940	chr5	69234711	69234867	+	49	NA	promoter-TSS (CDK7)	NA	-49	CDK7								
D9_1_156_R1_peak_1279	chr19	36054030	36054216	+	49	NA	promoter-TSS (WDR62)	NA	632	THAP8								
D9_1_156_R1_peak_209	chr1	244451979	244452249	+	49	NA	promoter-TSS (ADSS)	NA	20	ADSS								
D9_1_156_R1_peak_2128	chr7	77798645	77798879	+	49	NA	promoter-TSS (PHTF2)	NA	-332	TMEM60								
D9_1_156_R1_peak_9	chr1	1308283	1308661	+	49	NA	promoter-TSS (ACAP3)	NA	-110	PUSL1								
D9_1_156_R1_peak_2347	chr9	136886296	136886477	+	49	NA	promoter-TSS (MIR4479)	NA	-127	TRAF2								
D9_1_156_R1_peak_444	chr12	47905000	47905156	+	49	NA	promoter-TSS (VDR)	NA	-47	VDR								
D9_1_156_R1_peak_230	chr10	41315503	41315660	+	49	NA	Intergenic	NA	-926942	LOC101929373								
D9_1_156_R1_peak_1171	chr19	8592428	8592629	+	49	NA	promoter-TSS (ADAMTS10)	NA	-15081	MYO1F								
D9_1_156_R1_peak_1427	chr19	55605065	55605324	+	49	NA	Intergenic	NA	4830	ZNF524								
D9_1_156_R1_peak_1368	chr19	49118935	49119244	+	49	NA	promoter-TSS (C19orf73)	NA	51	C19orf73								
D9_1_156_R1_peak_2169	chr8	1763243	1763399	+	49	NA	promoter-TSS (CLN8)	NA	13	LOC101927752								
D9_1_156_R1_peak_1372	chr19	49580522	49580688	+	48	NA	promoter-TSS (PRRG2)	NA	-39	PRRG2								
D9_1_156_R1_peak_1547	chr2	238426588	238426744	+	48	NA	promoter-TSS (ASB1)	NA	-319	ASB1								
D9_1_156_R1_peak_174	chr1	201480577	201480835	+	48	NA	Intergenic	NA	-11535	PHLDA3								
D9_1_156_R1_peak_89	chr1	36385823	36385979	+	48	NA	promoter-TSS (STK40)	NA	26	STK40								
D9_1_156_R1_peak_309	chr11	2400393	2400549	+	48	NA	promoter-TSS (TSSC4)	NA	-1822	TSSC4								
D9_1_156_R1_peak_876	chr17	2050047	2050203	+	48	NA	promoter-TSS (MIR132)	NA	-139	MIR132								
D9_1_156_R1_peak_2130	chr7	94658083	94658311	+	48	NA	intron (PEG10, intron 1 of 1)	NA	1827	PEG10								
D9_1_156_R1_peak_882	chr17	2402038	2402271	+	47	NA	Intergenic	NA	-1190	MNT								
D9_1_156_R1_peak_375	chr11	65890527	65890683	+	47	NA	exon (CCDC85B, exon 1 of 1)	NA	201	CCDC85B								
D9_1_156_R1_peak_964	chr17	44775699	44775942	+	47	NA	intron (ADAM11, intron 17 of 26)	NA	8481	LOC102724278								
D9_1_156_R1_peak_1803	chr3	113696153	113696360	+	47	NA	intron (KIAA2018, intron 1 of 6)	NA	379	KIAA2018								
D9_1_156_R1_peak_1280	chr19	36054285	36054687	+	47	NA	promoter-TSS (WDR62)	NA	269	THAP8								
D9_1_156_R1_peak_1206	chr19	12919357	12919523	+	47	NA	promoter-TSS (SYCE2)	NA	-168	SYCE2								
D9_1_156_R1_peak_672	chr15	82540528	82540684	+	47	NA	promoter-TSS (RPS17)	NA	-149	RPS17								
D9_1_156_R1_peak_1783	chr3	49856600	49856756	+	47	NA	promoter-TSS (TRAIP)	NA	-119	TRAIP								
D9_1_156_R1_peak_1345	chr19	47230354	47230510	+	47	NA	intron (BBC3, intron 1 of 3)	NA	352	BBC3								
D9_1_156_R1_peak_100	chr1	42816991	42817147	+	47	NA	promoter-TSS (ERMAP)	NA	319	CCDC23								
D9_1_156_R1_peak_1721	chr22	41832804	41833128	+	47	NA	promoter-TSS (SREBF2)	NA	-113	SREBF2								
D9_1_156_R1_peak_2341	chr9	136687409	136687581	+	47	NA	promoter-TSS (AGPAT2)	NA	-36	AGPAT2								
D9_1_156_R1_peak_1669	chr22	19432375	19432539	+	47	NA	promoter-TSS (HIRA)	NA	-92	MRPL40								
D9_1_156_R1_peak_113	chr1	50960200	50960370	+	47	NA	promoter-TSS (FAF1)	NA	-21	FAF1								
D9_1_156_R1_peak_2302	chr9	127785853	127786071	+	47	NA	promoter-TSS (CDK9)	NA	-9	MIR2861								
D9_1_156_R1_peak_188	chr1	225924273	225924471	+	47	NA	promoter-TSS (PYCR2)	NA	-32	PYCR2								
D9_1_156_R1_peak_227	chr10	31760210	31760415	+	47	NA	Intergenic	NA	157357	LOC646034								
D9_1_156_R1_peak_1198	chr19	11766915	11767071	+	47	NA	promoter-TSS (ZNF441)	NA	-7	ZNF441								
D9_1_156_R1_peak_897	chr17	7394501	7394657	+	47	NA	exon (PLSCR3, exon 1 of 8)	NA	264	PLSCR3								
D9_1_156_R1_peak_824	chr16	67806605	67806761	+	47	NA	promoter-TSS (TSNAXIP1)	NA	-123	RANBP10								
D9_1_156_R1_peak_1214	chr19	14006143	14006446	+	47	NA	promoter-TSS (RFX1)	NA	28	RFX1								
D9_1_156_R1_peak_420	chr11	126211600	126211756	+	47	NA	promoter-TSS (RPUSD4)	NA	14	RPUSD4								
D9_1_156_R1_peak_1825	chr3	150408131	150408298	+	47	NA	promoter-TSS (TSC22D2)	NA	-100	TSC22D2								
D9_1_156_R1_peak_2022	chr6	34249063	34249235	+	47	NA	promoter-TSS (C6orf1)	NA	-41	C6orf1								
D9_1_156_R1_peak_1426	chr19	55599462	55599713	+	47	NA	promoter-TSS (ZNF524)	NA	-25	FIZ1								
D9_1_156_R1_peak_1676	chr22	20495822	20495978	+	47	NA	promoter-TSS (KLHL22)	NA	-33	LOC101928824								
D9_1_156_R1_peak_2241	chr8	144755458	144755673	+	47	NA	promoter-TSS (ZNF251)	NA	38	ZNF251								
D9_1_156_R1_peak_2005	chr6	24721112	24721333	+	47	NA	promoter-TSS (C6orf62)	NA	-2047	C6orf62								
D9_1_156_R1_peak_358	chr11	64240872	64241066	+	47	NA	promoter-TSS (FKBP2)	NA	-465	FKBP2								
D9_1_156_R1_peak_1161	chr19	7870313	7870506	+	47	NA	exon (FLJ22184, exon 5 of 6)	NA	4032	FLJ22184								
D9_1_156_R1_peak_63	chr1	27322053	27322256	+	47	NA	promoter-TSS (TMEM222)	NA	9	TMEM222								
D9_1_156_R1_peak_1292	chr19	38899633	38899949	+	47	NA	promoter-TSS (SIRT2)	NA	-139	NFKBIB								
D9_1_156_R1_peak_124	chr1	74198120	74198277	+	47	NA	promoter-TSS (FPGT-TNNI3K)	NA	-14	FPGT-TNNI3K								
D9_1_156_R1_peak_2159	chr7	151028235	151028434	+	47	NA	promoter-TSS (ABCB8)	NA	-88	ABCB8								
D9_1_156_R1_peak_1506	chr2	135531252	135531459	+	47	NA	promoter-TSS (R3HDM1)	NA	-111	R3HDM1								
D9_1_156_R1_peak_272	chr10	110919308	110919465	+	47	NA	promoter-TSS (BBIP1)	NA	-20	BBIP1								
D9_1_156_R1_peak_424	chr12	752468	752634	+	47	NA	promoter-TSS (WNK1)	NA	-42	WNK1								
D9_1_156_R1_peak_1295	chr19	39391111	39391321	+	47	NA	promoter-TSS (MED29)	NA	-21	PAF1								
D9_1_156_R1_peak_960	chr17	44186682	44186896	+	47	NA	promoter-TSS (TMUB2)	NA	-72	ASB16-AS1								
D9_1_156_R1_peak_974	chr17	48107436	48107598	+	47	NA	promoter-TSS (SNX11)	NA	-41	SNX11								
D9_1_156_R1_peak_679	chr15	92809249	92809456	+	47	NA	intron (LOC101926994, intron 1 of 3)	NA	982	LOC101926994								
D9_1_156_R1_peak_2025	chr6	35688884	35689110	+	47	NA	promoter-TSS (FKBP5)	NA	-55	FKBP5								
D9_1_156_R1_peak_1448	chr2	27071715	27071871	+	47	NA	promoter-TSS (OST4)	NA	-94	OST4								
D9_1_156_R1_peak_811	chr16	54929153	54929364	+	47	NA	promoter-TSS (CRNDE)	NA	-69	CRNDE								
D9_1_156_R1_peak_711	chr16	2267954	2268430	+	47	NA	promoter-TSS (RNPS1)	NA	220	RNPS1								
D9_1_156_R1_peak_372	chr11	65652544	65652717	+	47	NA	TTS (RELA)	NA	3438	MIR4489								
D9_1_156_R1_peak_933	chr17	28743753	28744040	+	47	NA	promoter-TSS (TRAF4)	NA	-109	TRAF4								
D9_1_156_R1_peak_837	chr16	81077245	81077402	+	47	NA	promoter-TSS (C16orf46)	NA	-79	C16orf46								
D9_1_156_R1_peak_1384	chr19	49929868	49930145	+	47	NA	promoter-TSS (IL4I1)	NA	-490	NUP62								
D9_1_156_R1_peak_1118	chr19	2475944	2476188	+	47	NA	promoter-TSS (GADD45B)	NA	-59	GADD45B								
D9_1_156_R1_peak_1999	chr6	5003957	5004131	+	47	NA	promoter-TSS (RPP40)	NA	19	RPP40								
D9_1_156_R1_peak_1912	chr4	152536100	152536408	+	47	NA	promoter-TSS (MIR4453)	NA	-10	DKFZP434I0714								
D9_1_156_R1_peak_2110	chr7	67302360	67302564	+	47	NA	promoter-TSS (PMS2P4)	NA	-20	PMS2P4								
D9_1_156_R1_peak_469	chr12	68332317	68332601	+	47	NA	promoter-TSS (MDM1)	NA	-78	MDM1								
D9_1_156_R1_peak_941	chr17	36486516	36486739	+	47	NA	promoter-TSS (ZNHIT3)	NA	0	ZNHIT3								
D9_1_156_R1_peak_1972	chr5	157265971	157266155	+	47	NA	promoter-TSS (CYFIP2)	NA	-18	CYFIP2								
D9_1_156_R1_peak_2103	chr7	48089048	48089215	+	47	NA	promoter-TSS (UPP1)	NA	528	UPP1								
D9_1_156_R1_peak_2301	chr9	127785346	127785545	+	47	NA	promoter-TSS (CDK9)	NA	-434	MIR3960								
D9_1_156_R1_peak_2016	chr6	32176080	32176236	+	47	NA	promoter-TSS (AGPAT1)	NA	-19	AGPAT1								
D9_1_156_R1_peak_1763	chr3	19946971	19947127	+	47	NA	promoter-TSS (RAB5A)	NA	-31	RAB5A								
D9_1_156_R1_peak_1093	chr19	991495	991841	+	46	NA	intron (WDR18, intron 7 of 9)	NA	7340	WDR18								
D9_1_156_R1_peak_1963	chr5	138753214	138753434	+	46	NA	promoter-TSS (CTNNA1)	NA	-94	CTNNA1								
D9_1_156_R1_peak_695	chr16	660883	661058	+	46	NA	intron (WDR90, intron 28 of 39)	NA	-7162	RHOT2								
D9_1_156_R1_peak_674	chr15	84748429	84748670	+	46	NA	promoter-TSS (ZNF592)	NA	-47	ZNF592								
D9_1_156_R1_peak_1362	chr19	48635442	48635613	+	46	NA	exon (DBP, exon 2 of 3)	NA	1855	DBP								
D9_1_156_R1_peak_2410	chrX	154097791	154097947	+	46	NA	promoter-TSS (MECP2)	NA	-229	MECP2								
D9_1_156_R1_peak_1334	chr19	45584842	45585034	+	46	NA	promoter-TSS (OPA3)	NA	17270	GPR4								
D9_1_156_R1_peak_5	chr1	1040920	1041098	+	46	NA	promoter-TSS (AGRN)	NA	-18706	LOC100288175								
D9_1_156_R1_peak_799	chr16	46393000	46393187	+	46	NA	Intergenic	NA	176004	ANKRD26P1								
D9_1_156_R1_peak_1496	chr2	113756318	113756482	+	46	NA	exon (SLC35F5, exon 1 of 11)	NA	293	SLC35F5								
D9_1_156_R1_peak_171	chr1	200669806	200670004	+	46	NA	promoter-TSS (DDX59)	NA	2	DDX59								
D9_1_156_R1_peak_899	chr17	7404434	7404620	+	46	NA	promoter-TSS (TMEM256)	NA	-396	TMEM256								
D9_1_156_R1_peak_8	chr1	1307991	1308148	+	46	NA	promoter-TSS (ACAP3)	NA	-180	ACAP3								
D9_1_156_R1_peak_251	chr10	91220428	91220695	+	46	NA	promoter-TSS (PCGF5)	NA	57560	PCGF5								
D9_1_156_R1_peak_1618	chr20	62065753	62066072	+	46	NA	promoter-TSS (TAF4)	NA	-102	TAF4								
D9_1_156_R1_peak_1391	chr19	52189771	52189927	+	46	NA	promoter-TSS (PPP2R1A)	NA	47	PPP2R1A								
D9_1_156_R1_peak_229	chr10	38578889	38579046	+	46	NA	Intergenic	NA	-117629	ACTR3BP5								
D9_1_156_R1_peak_311	chr11	2885951	2886155	+	45	NA	promoter-TSS (CDKN1C)	NA	-288	CDKN1C								
D9_1_156_R1_peak_2147	chr7	108526146	108526347	+	45	NA	promoter-TSS (PNPLA8)	NA	72	PNPLA8								
D9_1_156_R1_peak_1858	chr4	2262102	2262258	+	45	NA	promoter-TSS (MXD4)	NA	-168	MXD4								
D9_1_156_R1_peak_1432	chr19	58278688	58278886	+	45	NA	promoter-TSS (ZNF8)	NA	-165	ZNF8								
D9_1_156_R1_peak_935	chr17	29615565	29615739	+	45	NA	TTS (ANKRD13B)	NA	7256	CORO6								
D9_1_156_R1_peak_1065	chr18	47930840	47930996	+	45	NA	promoter-TSS (SMAD2)	NA	275	SMAD2								
D9_1_156_R1_peak_429	chr12	6689514	6689718	+	45	NA	promoter-TSS (ZNF384)	NA	-660	ZNF384								
D9_1_156_R1_peak_1229	chr19	16572387	16572544	+	45	NA	promoter-TSS (SLC35E1)	NA	-83	SLC35E1								
