PeakID (cmd=annotatePeaks.pl D9_1_155_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_1_155_R1_peak_17709	chr4	74632725	74632949	+	57	NA	Intergenic	NA	161829	BTC								
D9_1_155_R1_peak_5623	chr12	89840521	89840774	+	57	NA	Intergenic	NA	131692	LINC00936								
D9_1_155_R1_peak_5611	chr12	89393209	89393939	+	57	NA	Intergenic	NA	-41055	DUSP6								
D9_1_155_R1_peak_18564	chr5	40411039	40411220	+	57	NA	Intergenic	NA	-269822	PTGER4								
D9_1_155_R1_peak_18730	chr5	62538179	62538409	+	57	NA	intron (IPO11, intron 24 of 29)	NA	-40441	LRRC70								
D9_1_155_R1_peak_15371	chr22	38872203	38872498	+	57	NA	promoter-TSS (CBX6)	NA	-58	CBX6								
D9_1_155_R1_peak_5674	chr12	94266500	94266732	+	57	NA	intron (PLXNC1, intron 2 of 11)	NA	117893	PLXNC1								
D9_1_155_R1_peak_4261	chr11	68840701	68840972	+	57	NA	intron (CPT1A, intron 1 of 18)	NA	-1152	CPT1A								
D9_1_155_R1_peak_3987	chr11	57403816	57404068	+	57	NA	Intergenic	NA	-13285	PRG2								
D9_1_155_R1_peak_4736	chr11	128836176	128836357	+	57	NA	Intergenic	NA	31107	KCNJ1								
D9_1_155_R1_peak_7650	chr15	40594067	40594419	+	57	NA	promoter-TSS (CASC5)	NA	-6	CASC5								
D9_1_155_R1_peak_23583	chr9	6703973	6704252	+	57	NA	Intergenic	NA	-53529	KDM4C								
D9_1_155_R1_peak_8240	chr15	84735035	84735428	+	57	NA	Intergenic	NA	-13365	ZNF592								
D9_1_155_R1_peak_7657	chr15	40953216	40953404	+	57	NA	promoter-TSS (CHAC1)	NA	-128	CHAC1								
D9_1_155_R1_peak_14929	chr21	36173876	36174102	+	57	NA	intron (DOPEY2, intron 2 of 36)	NA	17202	DOPEY2								
D9_1_155_R1_peak_2369	chr1	244157848	244158088	+	57	NA	Intergenic	NA	93354	LOC440742								
D9_1_155_R1_peak_21531	chr7	32892648	32892900	+	57	NA	promoter-TSS (KBTBD2)	NA	-1063	KBTBD2								
D9_1_155_R1_peak_18178	chr4	153471876	153472066	+	57	NA	intron (KIAA0922, intron 2 of 32)	NA	5625	KIAA0922								
D9_1_155_R1_peak_3621	chr11	3905520	3905725	+	57	NA	intron (STIM1, intron 1 of 11)	NA	49560	MIR4687								
D9_1_155_R1_peak_14592	chr20	48787835	48788041	+	57	NA	intron (PREX1, intron 1 of 39)	NA	-131343	PREX1								
D9_1_155_R1_peak_6638	chr13	95676119	95676320	+	57	NA	promoter-TSS (DNAJC3)	NA	607	DNAJC3-AS1								
D9_1_155_R1_peak_19024	chr5	108859103	108859304	+	57	NA	intron (FER, intron 4 of 18)	NA	111381	FER								
D9_1_155_R1_peak_8539	chr16	3457472	3457746	+	57	NA	promoter-TSS (NAA60)	NA	13922	NAA60								
D9_1_155_R1_peak_3901	chr11	43751929	43752124	+	57	NA	intron (HSD17B12, intron 2 of 10)	NA	71433	HSD17B12								
D9_1_155_R1_peak_8495	chr16	2214914	2215149	+	57	NA	promoter-TSS (PGP)	NA	-233	PGP								
D9_1_155_R1_peak_11850	chr19	49813567	49813779	+	57	NA	promoter-TSS (FUZ)	NA	-363	FUZ								
D9_1_155_R1_peak_7644	chr15	40350800	40350981	+	57	NA	promoter-TSS (PHGR1)	NA	-143	PHGR1								
D9_1_155_R1_peak_21775	chr7	73308729	73309000	+	57	NA	promoter-TSS (NSUN5)	NA	-20	NSUN5								
D9_1_155_R1_peak_10515	chr18	3016632	3016849	+	57	NA	Intergenic	NA	-33842	LPIN2								
D9_1_155_R1_peak_13889	chr2	223457426	223457607	+	57	NA	Intergenic	NA	144983	SCG2								
D9_1_155_R1_peak_289	chr1	22052545	22052871	+	57	NA	promoter-TSS (CDC42)	NA	81	CDC42								
D9_1_155_R1_peak_9556	chr17	17045305	17045486	+	57	NA	intron (MPRIP, intron 1 of 23)	NA	2919	MPRIP								
D9_1_155_R1_peak_7687	chr15	42276071	42276348	+	57	NA	intron (GANC, intron 1 of 23)	NA	2041	GANC								
D9_1_155_R1_peak_23725	chr9	35658726	35658965	+	57	NA	promoter-TSS (RMRP)	NA	555	CCDC107								
D9_1_155_R1_peak_22414	chr7	155361099	155361338	+	57	NA	intron (BLACE, intron 3 of 5)	NA	6715	BLACE								
D9_1_155_R1_peak_21626	chr7	41550197	41550378	+	57	NA	Intergenic	NA	-143629	INHBA-AS1								
D9_1_155_R1_peak_8182	chr15	79933356	79933593	+	57	NA	Intergenic	NA	-10152	ST20								
D9_1_155_R1_peak_17422	chr4	16661348	16661529	+	57	NA	intron (LDB2, intron 4 of 9)	NA	237272	LDB2								
D9_1_155_R1_peak_20842	chr6	119078626	119078927	+	57	NA	promoter-TSS (FAM184A)	NA	-129	FAM184A								
D9_1_155_R1_peak_1029	chr1	92463701	92463899	+	57	NA	Intergenic	NA	21152	GFI1								
D9_1_155_R1_peak_8814	chr16	30571648	30571857	+	57	NA	promoter-TSS (ZNF688)	NA	655	ZNF688								
D9_1_155_R1_peak_22780	chr8	54101719	54102018	+	57	NA	promoter-TSS (LYPLA1)	NA	149	LYPLA1								
D9_1_155_R1_peak_15271	chr22	31638442	31638746	+	57	NA	promoter-TSS (PISD)	NA	-9284	PISD								
D9_1_155_R1_peak_10933	chr18	77081432	77081762	+	57	NA	intron (MBP, intron 1 of 5)	NA	23689	MBP								
D9_1_155_R1_peak_22555	chr8	21919157	21919624	+	57	NA	promoter-TSS (XPO7)	NA	-279	XPO7								
D9_1_155_R1_peak_13115	chr2	121189057	121189263	+	57	NA	Intergenic	NA	96036	TFCP2L1								
D9_1_155_R1_peak_14269	chr20	17681194	17681458	+	57	NA	intron (RRBP1, intron 1 of 25)	NA	957	RRBP1								
D9_1_155_R1_peak_14492	chr20	38304765	38305143	+	57	NA	intron (BPI, intron 1 of 13)	NA	771	BPI								
D9_1_155_R1_peak_3377	chr10	109886210	109886435	+	57	NA	exon (XPNPEP1, exon 8 of 21)	NA	37225	XPNPEP1								
D9_1_155_R1_peak_10617	chr18	12606949	12607148	+	57	NA	intron (SPIRE1, intron 2 of 16)	NA	51000	SPIRE1								
D9_1_155_R1_peak_3671	chr11	9460684	9460947	+	57	NA	promoter-TSS (ZNF143)	NA	-117	LOC644656								
D9_1_155_R1_peak_16189	chr3	59772823	59773118	+	57	NA	intron (FHIT, intron 5 of 6)	NA	593262	LOC102724718								
D9_1_155_R1_peak_12431	chr2	46438816	46439164	+	57	NA	intron (LOC101805491, intron 1 of 3)	NA	9800	LOC101805491								
D9_1_155_R1_peak_84	chr1	8204616	8204885	+	57	NA	intron (LOC102724539, intron 1 of 3)	NA	1986	LOC102724539								
D9_1_155_R1_peak_5683	chr12	96054037	96054230	+	57	NA	Intergenic	NA	18112	TRNAD12								
D9_1_155_R1_peak_16590	chr3	129627894	129628270	+	57	NA	Intergenic	NA	-21343	PLXND1								
D9_1_155_R1_peak_13749	chr2	206765778	206766030	+	57	NA	promoter-TSS (MDH1B)	NA	516	FASTKD2								
D9_1_155_R1_peak_23866	chr9	77244466	77244683	+	57	NA	intron (VPS13A, intron 19 of 71)	NA	-66657	VPS13A-AS1								
D9_1_155_R1_peak_11582	chr19	38681191	38681377	+	57	NA	intron (ACTN4, intron 1 of 20)	NA	33668	ACTN4								
D9_1_155_R1_peak_20752	chr6	109772939	109773148	+	57	NA	intron (FIG4, intron 13 of 20)	NA	81780	FIG4								
D9_1_155_R1_peak_5175	chr12	41399953	41400150	+	56	NA	intron (PDZRN4, intron 3 of 9)	NA	-37688	PDZRN4								
D9_1_155_R1_peak_8519	chr16	3024225	3024406	+	56	NA	promoter-TSS (HCFC1R1)	NA	-29	HCFC1R1								
D9_1_155_R1_peak_11133	chr19	6736654	6736853	+	56	NA	promoter-TSS (MIR6791)	NA	20	MIR6791								
D9_1_155_R1_peak_4533	chr11	110093152	110093333	+	56	NA	promoter-TSS (ZC3H12C)	NA	294	ZC3H12C								
D9_1_155_R1_peak_8675	chr16	19111497	19111726	+	56	NA	Intergenic	NA	-2321	ITPRIPL2								
D9_1_155_R1_peak_10006	chr17	56913927	56914124	+	56	NA	promoter-TSS (TRIM25)	NA	23	TRIM25								
D9_1_155_R1_peak_22362	chr7	148941580	148941761	+	56	NA	TTS (RNY5)	NA	182	RNY5								
D9_1_155_R1_peak_16072	chr3	50088762	50088969	+	56	NA	promoter-TSS (RBM5)	NA	-54	RBM5								
D9_1_155_R1_peak_10960	chr19	528418	528667	+	56	NA	Intergenic	NA	-3178	CDC34								
D9_1_155_R1_peak_484	chr1	31956050	31956361	+	56	NA	Intergenic	NA	-17826	PTP4A2								
D9_1_155_R1_peak_1963	chr1	203861420	203861611	+	56	NA	promoter-TSS (SNRPE)	NA	-97	SNRPE								
D9_1_155_R1_peak_11332	chr19	14683585	14683820	+	56	NA	Intergenic	NA	-6356	ZNF333								
D9_1_155_R1_peak_13149	chr2	126681629	126681820	+	56	NA	intron (GYPC, intron 2 of 4)	NA	25872	GYPC								
D9_1_155_R1_peak_13830	chr2	218166960	218167147	+	56	NA	promoter-TSS (CXCR1)	NA	-60	CXCR1								
D9_1_155_R1_peak_15239	chr22	30183754	30184196	+	56	NA	Intergenic	NA	62876	LIF								
D9_1_155_R1_peak_4760	chr12	562320	562523	+	56	NA	TTS (B4GALNT3)	NA	79069	NINJ2								
D9_1_155_R1_peak_8739	chr16	27243235	27243437	+	56	NA	intron (NSMCE1, intron 2 of 7)	NA	-24869	FLJ21408								
D9_1_155_R1_peak_8418	chr15	100520429	100520748	+	56	NA	intron (CERS3, intron 3 of 12)	NA	23705	CERS3								
D9_1_155_R1_peak_15500	chr22	46267702	46267916	+	56	NA	promoter-TSS (TTC38)	NA	-174	TTC38								
D9_1_155_R1_peak_24027	chr9	92765027	92765404	+	56	NA	promoter-TSS (BICD2)	NA	-414	BICD2								
D9_1_155_R1_peak_13479	chr2	173884373	173884570	+	56	NA	Intergenic	NA	81231	SP3								
D9_1_155_R1_peak_5502	chr12	66407674	66407865	+	56	NA	intron (GRIP1, intron 14 of 22)	NA	105202	HELB								
D9_1_155_R1_peak_9065	chr16	70524146	70524425	+	56	NA	promoter-TSS (COG4)	NA	497	SF3B3								
D9_1_155_R1_peak_7086	chr14	60242516	60242735	+	56	NA	exon (LOC101927702, exon 2 of 2)	NA	3028	LOC101927702								
D9_1_155_R1_peak_1014	chr1	89843573	89843754	+	56	NA	exon (LRRC8D, exon 2 of 3)	NA	54859	LOC101927975								
D9_1_155_R1_peak_14981	chr21	38927795	38928010	+	56	NA	Intergenic	NA	-25975	FLJ45139								
D9_1_155_R1_peak_14082	chr20	460800	460983	+	56	NA	intron (TBC1D20, intron 1 of 7)	NA	1652	TBC1D20								
D9_1_155_R1_peak_12995	chr2	102889078	102889336	+	56	NA	Intergenic	NA	127176	TMEM182								
D9_1_155_R1_peak_2096	chr1	220274385	220274571	+	56	NA	Intergenic	NA	-1977	RAB3GAP2								
D9_1_155_R1_peak_20421	chr6	43774857	43775063	+	56	NA	intron (VEGFA, intron 2 of 7)	NA	4751	VEGFA								
D9_1_155_R1_peak_1761	chr1	182396699	182396977	+	56	NA	Intergenic	NA	3778	TEDDM1								
D9_1_155_R1_peak_19997	chr6	18155165	18155385	+	56	NA	promoter-TSS (KDM1B)	NA	-132	TPMT								
D9_1_155_R1_peak_4493	chr11	103109275	103109724	+	56	NA	promoter-TSS (DYNC2H1)	NA	68	DYNC2H1								
D9_1_155_R1_peak_1874	chr1	197917873	197918106	+	56	NA	exon (LHX9, exon 1 of 5)	NA	762	LHX9								
D9_1_155_R1_peak_9683	chr17	31568828	31569009	+	56	NA	Intergenic	NA	-6408	MIR4725								
D9_1_155_R1_peak_12192	chr2	27380711	27380914	+	56	NA	promoter-TSS (ZNF513)	NA	-1866	ZNF513								
D9_1_155_R1_peak_7668	chr15	41417422	41417639	+	56	NA	intron (RTF1, intron 1 of 17)	NA	426	RTF1								
D9_1_155_R1_peak_10456	chr17	82400812	82401164	+	56	NA	intron (OGFOD3, intron 7 of 9)	NA	5192	LOC102723806								
D9_1_155_R1_peak_12219	chr2	28392365	28392988	+	56	NA	promoter-TSS (FOSL2)	NA	-236	FOSL2								
D9_1_155_R1_peak_7735	chr15	45653877	45654113	+	56	NA	intron (SQRDL, intron 1 of 9)	NA	22847	SQRDL								
D9_1_155_R1_peak_8773	chr16	29013208	29013398	+	56	NA	Intergenic	NA	28237	LAT								
D9_1_155_R1_peak_24064	chr9	96522379	96522584	+	56	NA	intron (CDC14B, intron 12 of 13)	NA	72326	HABP4								
D9_1_155_R1_peak_10644	chr18	21703327	21703520	+	56	NA	intron (ABHD3, intron 2 of 7)	NA	1382	ABHD3								
D9_1_155_R1_peak_5212	chr12	46384780	46385016	+	56	NA	intron (RP11-96H19.1, intron 1 of 2)	NA	1168	RP11-96H19.1								
D9_1_155_R1_peak_14894	chr21	33542764	33542959	+	56	NA	promoter-TSS (GART)	NA	28	GART								
D9_1_155_R1_peak_24351	chr9	125261630	125262121	+	56	NA	promoter-TSS (GAPVD1)	NA	-1807	GAPVD1								
D9_1_155_R1_peak_10342	chr17	78254511	78254743	+	56	NA	Intergenic	NA	17901	TMEM235								
D9_1_155_R1_peak_18443	chr5	16936354	16936943	+	56	NA	promoter-TSS (MYO10)	NA	-372	MYO10								
D9_1_155_R1_peak_18990	chr5	100889201	100889390	+	56	NA	intron (ST8SIA4, intron 2 of 4)	NA	13990	ST8SIA4								
D9_1_155_R1_peak_24528	chr9	134917849	134918039	+	56	NA	promoter-TSS (FCN1)	NA	16	FCN1								
D9_1_155_R1_peak_21571	chr7	37509967	37510179	+	56	NA	Intergenic	NA	-20536	GPR141								
D9_1_155_R1_peak_22731	chr8	41961189	41961414	+	56	NA	intron (KAT6A, intron 9 of 17)	NA	90686	KAT6A								
D9_1_155_R1_peak_8075	chr15	73992235	73992438	+	56	NA	promoter-TSS (STOML1)	NA	-1316	STOML1								
D9_1_155_R1_peak_13517	chr2	177245130	177245355	+	56	NA	intron (NFE2L2, intron 1 of 4)	NA	10764	MIR3128								
D9_1_155_R1_peak_16576	chr3	129225073	129225453	+	56	NA	Intergenic	NA	-24347	COPG1								
D9_1_155_R1_peak_6502	chr13	54029816	54030021	+	56	NA	Intergenic	NA	102953	LINC00458								
D9_1_155_R1_peak_290	chr1	22053204	22053581	+	56	NA	intron (CDC42, intron 1 of 5)	NA	765	CDC42								
D9_1_155_R1_peak_479	chr1	31891385	31891610	+	56	NA	Intergenic	NA	46882	PTP4A2								
D9_1_155_R1_peak_13852	chr2	218733676	218733955	+	56	NA	intron (TTLL4, intron 1 of 18)	NA	22980	TTLL4								
D9_1_155_R1_peak_9069	chr16	70804521	70804744	+	56	NA	Intergenic	NA	-3461	VAC14								
D9_1_155_R1_peak_19402	chr5	151060402	151060630	+	56	NA	intron (TNIP1, intron 4 of 17)	NA	20481	TNIP1								
D9_1_155_R1_peak_5863	chr12	111402958	111403186	+	56	NA	Intergenic	NA	-2876	SH2B3								
D9_1_155_R1_peak_13245	chr2	138503067	138503257	+	56	NA	intron (SPOPL, intron 1 of 10)	NA	1382	SPOPL								
D9_1_155_R1_peak_3215	chr10	92847293	92847546	+	56	NA	intron (EXOC6, intron 2 of 23)	NA	17134	EXOC6								
D9_1_155_R1_peak_1380	chr1	151281220	151281493	+	56	NA	promoter-TSS (ZNF687)	NA	573	LOC100507670								
D9_1_155_R1_peak_5661	chr12	94123906	94124097	+	56	NA	Intergenic	NA	-24722	PLXNC1								
D9_1_155_R1_peak_722	chr1	51519118	51519543	+	56	NA	promoter-TSS (EPS15)	NA	-97209	EPS15								
D9_1_155_R1_peak_5663	chr12	94148196	94148604	+	56	NA	promoter-TSS (PLXNC1)	NA	-323	PLXNC1								
D9_1_155_R1_peak_18418	chr5	10682244	10682586	+	56	NA	intron (DAP, intron 3 of 3)	NA	78860	DAP								
D9_1_155_R1_peak_2459	chr10	1068682	1068975	+	56	NA	intron (WDR37, intron 1 of 13)	NA	11992	WDR37								
D9_1_155_R1_peak_15509	chr22	46622402	46622609	+	56	NA	intron (GRAMD4, intron 1 of 18)	NA	45278	GRAMD4								
D9_1_155_R1_peak_16966	chr3	172149133	172149385	+	56	NA	intron (FNDC3B, intron 3 of 25)	NA	-32586	LOC101928615								
D9_1_155_R1_peak_12503	chr2	55281915	55282422	+	56	NA	promoter-TSS (PRORSD1P)	NA	-151	PRORSD1P								
D9_1_155_R1_peak_5259	chr12	49090386	49090615	+	56	NA	intron (DHH, intron 2 of 2)	NA	4319	DHH								
D9_1_155_R1_peak_9739	chr17	36108241	36108493	+	56	NA	Intergenic	NA	4540	CCL4								
D9_1_155_R1_peak_16837	chr3	155806251	155806510	+	56	NA	promoter-TSS (C3orf33)	NA	-2310	C3orf33								
D9_1_155_R1_peak_13270	chr2	144508564	144508829	+	56	NA	intron (ZEB2, intron 2 of 9)	NA	8972	ZEB2								
D9_1_155_R1_peak_22223	chr7	130441212	130441500	+	56	NA	promoter-TSS (CEP41)	NA	-146	CEP41								
D9_1_155_R1_peak_5420	chr12	57752547	57752784	+	56	NA	promoter-TSS (CDK4)	NA	-218	CDK4								
D9_1_155_R1_peak_19490	chr5	163360715	163360896	+	56	NA	Intergenic	NA	-76766	CCNG1								
D9_1_155_R1_peak_11446	chr19	19320708	19320931	+	56	NA	promoter-TSS (SUGP1)	NA	132	MAU2								
D9_1_155_R1_peak_19407	chr5	151132973	151133167	+	56	NA	intron (ANXA6, intron 9 of 24)	NA	24812	ANXA6								
D9_1_155_R1_peak_4011	chr11	59729782	59730086	+	56	NA	Intergenic	NA	-16089	OR10V1								
D9_1_155_R1_peak_17609	chr4	48780090	48780622	+	56	NA	promoter-TSS (FRYL)	NA	-50687	OCIAD1								
D9_1_155_R1_peak_23977	chr9	89477993	89478194	+	56	NA	intron (SEMA4D, intron 1 of 16)	NA	1499	SEMA4D								
D9_1_155_R1_peak_24331	chr9	124322713	124322954	+	56	NA	intron (NEK6, intron 5 of 9)	NA	-30640	LOC100129034								
D9_1_155_R1_peak_11215	chr19	10568410	10568605	+	56	NA	intron (CDKN2D, intron 2 of 2)	NA	472	CDKN2D								
D9_1_155_R1_peak_12934	chr2	101002118	101002344	+	56	NA	promoter-TSS (RPL31)	NA	2	RPL31								
D9_1_155_R1_peak_4363	chr11	77637577	77637923	+	56	NA	promoter-TSS (CLNS1A)	NA	56	CLNS1A								
D9_1_155_R1_peak_14215	chr20	8073239	8073697	+	56	NA	Intergenic	NA	-53722	TMX4								
D9_1_155_R1_peak_6647	chr13	96221072	96221292	+	56	NA	intron (HS6ST3, intron 1 of 1)	NA	130343	HS6ST3								
D9_1_155_R1_peak_15850	chr3	36393543	36393914	+	56	NA	intron (STAC, intron 1 of 10)	NA	13378	STAC								
D9_1_155_R1_peak_1490	chr1	156726682	156726881	+	56	NA	intron (ISG20L2, intron 2 of 3)	NA	1646	ISG20L2								
D9_1_155_R1_peak_9612	chr17	27294513	27294781	+	56	NA	promoter-TSS (MIR4522)	NA	567	WSB1								
D9_1_155_R1_peak_13822	chr2	216485610	216486180	+	56	NA	TTS (LOC100507554)	NA	12872	LOC100507554								
D9_1_155_R1_peak_16955	chr3	172066510	172066702	+	56	NA	intron (FNDC3B, intron 1 of 25)	NA	26052	FNDC3B								
D9_1_155_R1_peak_459	chr1	30913010	30913194	+	56	NA	Intergenic	NA	-4469	SDC3								
D9_1_155_R1_peak_16761	chr3	150763326	150763577	+	56	NA	promoter-TSS (SIAH2)	NA	25	SIAH2								
D9_1_155_R1_peak_6087	chr12	131819282	131819583	+	56	NA	Intergenic	NA	-8964	MMP17								
D9_1_155_R1_peak_15464	chr22	43110530	43110714	+	56	NA	promoter-TSS (BIK)	NA	-126	BIK								
D9_1_155_R1_peak_10118	chr17	63699311	63699581	+	56	NA	promoter-TSS (LOC729683)	NA	687	LIMD2								
D9_1_155_R1_peak_20004	chr6	18412111	18412297	+	56	NA	intron (RNF144B, intron 2 of 6)	NA	24856	RNF144B								
D9_1_155_R1_peak_23458	chr8	141234350	141234600	+	56	NA	intron (SLC45A4, intron 2 of 7)	NA	3359	SLC45A4								
D9_1_155_R1_peak_6150	chr13	24541606	24541905	+	56	NA	exon (LOC101927375, exon 1 of 4)	NA	191	LOC101927375								
D9_1_155_R1_peak_5701	chr12	98614868	98615053	+	56	NA	intron (IKBIP, intron 1 of 1)	NA	15325	SNORA53								
D9_1_155_R1_peak_17855	chr4	88284687	88284884	+	56	NA	promoter-TSS (PPM1K)	NA	46	PPM1K								
D9_1_155_R1_peak_11719	chr19	44722395	44722659	+	56	NA	Intergenic	NA	-20290	BCL3								
D9_1_155_R1_peak_1796	chr1	184746009	184746319	+	56	NA	intron (EDEM3, intron 2 of 19)	NA	8724	EDEM3								
D9_1_155_R1_peak_4281	chr11	70470244	70470467	+	56	NA	exon (SHANK2, exon 16 of 16)	NA	71849	CTTN								
D9_1_155_R1_peak_24184	chr9	110316382	110316972	+	56	NA	intron (TXNDC8, intron 4 of 5)	NA	21207	TXNDC8								
D9_1_155_R1_peak_21397	chr7	13991381	13991564	+	56	NA	promoter-TSS (ETV1)	NA	-1455	ETV1								
D9_1_155_R1_peak_590	chr1	39451363	39451653	+	56	NA	intron (MACF1, intron 78 of 91)	NA	-40138	BMP8A								
D9_1_155_R1_peak_19215	chr5	135999341	135999636	+	56	NA	Intergenic	NA	-29407	TGFBI								
D9_1_155_R1_peak_13303	chr2	151347986	151348169	+	56	NA	intron (LOC101929319, intron 2 of 2)	NA	-9515	TNFAIP6								
D9_1_155_R1_peak_19433	chr5	154648851	154649062	+	56	NA	Intergenic	NA	-36871	MIR1303								
D9_1_155_R1_peak_7023	chr14	52552355	52552742	+	56	NA	promoter-TSS (TXNDC16)	NA	35	TXNDC16								
D9_1_155_R1_peak_23460	chr8	141245340	141245584	+	56	NA	intron (SLC45A4, intron 2 of 7)	NA	-7628	SLC45A4								
D9_1_155_R1_peak_21455	chr7	24787022	24787265	+	56	NA	Intergenic	NA	-29123	DFNA5								
D9_1_155_R1_peak_10910	chr18	75247316	75247500	+	56	NA	intron (TSHZ1, intron 1 of 1)	NA	-33340	TSHZ1								
D9_1_155_R1_peak_11840	chr19	49506651	49506856	+	56	NA	Intergenic	NA	-5884	FCGRT								
D9_1_155_R1_peak_2666	chr10	22321188	22321422	+	56	NA	promoter-TSS (BMI1)	NA	95	BMI1								
D9_1_155_R1_peak_18216	chr4	159271908	159272118	+	56	NA	intron (RAPGEF2, intron 1 of 23)	NA	-143119	MIR3688-1								
D9_1_155_R1_peak_22481	chr8	8244586	8244986	+	56	NA	TTS (FAM86B3P)	NA	16216	FAM86B3P								
D9_1_155_R1_peak_2131	chr1	223153508	223153712	+	56	NA	Intergenic	NA	-10360	TLR5								
D9_1_155_R1_peak_5622	chr12	89789997	89790202	+	56	NA	Intergenic	NA	81144	LINC00936								
D9_1_155_R1_peak_24189	chr9	111662445	111662714	+	56	NA	intron (GNG10, intron 1 of 2)	NA	1008	GNG10								
D9_1_155_R1_peak_14603	chr20	49654169	49654386	+	56	NA	intron (B4GALT5, intron 2 of 8)	NA	59607	B4GALT5								
D9_1_155_R1_peak_7337	chr14	85416825	85417138	+	56	NA	intron (LINC00911, intron 2 of 2)	NA	23102	LINC00911								
D9_1_155_R1_peak_15133	chr22	21641877	21642112	+	56	NA	promoter-TSS (SDF2L1)	NA	-259	SDF2L1								
D9_1_155_R1_peak_5199	chr12	46220024	46220230	+	56	NA	intron (SLC38A1, intron 5 of 16)	NA	49298	SLC38A1								
D9_1_155_R1_peak_8958	chr16	58000554	58000917	+	56	NA	promoter-TSS (USB1)	NA	-638	USB1								
D9_1_155_R1_peak_12345	chr2	39216804	39217017	+	56	NA	intron (CDKL4, intron 3 of 5)	NA	12622	CDKL4								
D9_1_155_R1_peak_23875	chr9	77910257	77910512	+	56	NA	intron (GNAQ, intron 2 of 6)	NA	121065	GNAQ								
D9_1_155_R1_peak_14512	chr20	43556235	43556500	+	56	NA	Intergenic	NA	-8748	SGK2								
D9_1_155_R1_peak_10628	chr18	13216364	13216590	+	56	NA	promoter-TSS (LOC101927582)	NA	-110	LOC101927582								
D9_1_155_R1_peak_6143	chr13	23847639	23847837	+	56	NA	intron (MIPEP, intron 10 of 18)	NA	41710	MIPEP								
D9_1_155_R1_peak_17212	chr3	196170037	196170252	+	56	NA	Intergenic	NA	27508	LINC00885								
D9_1_155_R1_peak_9584	chr17	19398510	19398893	+	56	NA	Intergenic	NA	-11482	MFAP4								
D9_1_155_R1_peak_24801	chrX	37753209	37753752	+	56	NA	Intergenic	NA	-26537	CYBB								
D9_1_155_R1_peak_14843	chr21	28992514	28992969	+	56	NA	intron (LTN1, intron 1 of 13)	NA	215	LTN1								
D9_1_155_R1_peak_10571	chr18	9494779	9495008	+	56	NA	intron (RALBP1, intron 1 of 9)	NA	19361	RALBP1								
D9_1_155_R1_peak_22533	chr8	18084687	18084977	+	56	NA	promoter-TSS (ASAH1)	NA	-765	ASAH1								
D9_1_155_R1_peak_6051	chr12	124498458	124498710	+	56	NA	intron (NCOR2, intron 2 of 47)	NA	68880	NCOR2								
D9_1_155_R1_peak_16638	chr3	136543375	136543617	+	56	NA	intron (STAG1, intron 5 of 32)	NA	208907	STAG1								
D9_1_155_R1_peak_7881	chr15	59689891	59690201	+	56	NA	promoter-TSS (BNIP2)	NA	-603	BNIP2								
D9_1_155_R1_peak_11770	chr19	46786536	46786717	+	56	NA	intron (SLC1A5, intron 1 of 7)	NA	662	SLC1A5								
D9_1_155_R1_peak_8376	chr15	94305193	94305429	+	56	NA	intron (MCTP2, intron 2 of 22)	NA	-50826	MCTP2								
D9_1_155_R1_peak_1614	chr1	167234931	167235116	+	56	NA	intron (POU2F1, intron 1 of 14)	NA	14194	POU2F1								
D9_1_155_R1_peak_2892	chr10	58266327	58266595	+	56	NA	intron (IPMK, intron 1 of 5)	NA	1473	IPMK								
D9_1_155_R1_peak_13910	chr2	224852575	224852958	+	56	NA	intron (DOCK10, intron 17 of 56)	NA	94299	DOCK10								
D9_1_155_R1_peak_23325	chr8	127458306	127458524	+	56	NA	intron (CASC8, intron 4 of 4)	NA	23724	CASC8								
D9_1_155_R1_peak_9926	chr17	47649543	47649996	+	56	NA	promoter-TSS (KPNB1)	NA	477	LOC101929046								
D9_1_155_R1_peak_11647	chr19	41755488	41755687	+	56	NA	promoter-TSS (CEACAM6)	NA	97	CEACAM6								
D9_1_155_R1_peak_5201	chr12	46222641	46222899	+	56	NA	intron (SLC38A1, intron 5 of 16)	NA	46655	SLC38A1								
D9_1_155_R1_peak_10615	chr18	12307400	12307581	+	56	NA	promoter-TSS (TUBB6)	NA	-750	TUBB6								
D9_1_155_R1_peak_19525	chr5	170268979	170269250	+	56	NA	intron (LCP2, intron 7 of 20)	NA	28704	LCP2								
D9_1_155_R1_peak_23916	chr9	81776577	81776775	+	56	NA	exon (RP11-154D17.1, exon 4 of 4)	NA	86963	RP11-154D17.1								
D9_1_155_R1_peak_21032	chr6	139711738	139711958	+	56	NA	Intergenic	NA	-59225	LOC100132735								
D9_1_155_R1_peak_23283	chr8	124629800	124630080	+	56	NA	intron (MTSS1, intron 3 of 13)	NA	90838	NDUFB9								
D9_1_155_R1_peak_7946	chr15	65902382	65902657	+	56	NA	intron (MEGF11, intron 21 of 22)	NA	33060	RAB11A								
