GENE,mr571-MV411-DMSO_coculture_12h-r1_tcount,mr572-MV411-DMSO_coculture_12h-r2_tcount,mr573-MV411-DMSO_coculture_12h-r3_tcount,mr574-MV411-DMSO_coculture_12h-r4_tcount,mr575-MV411-DMSO_coculture_12h-r5_tcount,mr576-MV411-VHL_coculture_12h-r1_tcount,mr577-MV411-VHL_coculture_12h-r2_tcount,mr578-MV411-VHL_coculture_12h-r3_tcount,mr579-MV411-VHL_coculture_12h-r4_tcount,mr580-MV411-VHL_coculture_12h-r5_tcount,mr581-MV411-MYB-dTAG-DMSO_coculture_12h-r1_tcount,mr582-MV411-MYB-dTAG-DMSO_coculture_12h-r2_tcount,mr583-MV411-MYB-dTAG-DMSO_coculture_12h-r3_tcount,mr584-MV411-MYB-dTAG-DMSO_coculture_12h-r4_tcount,mr585-MV411-MYB-dTAG-VHL_coculture_12h-r1_tcount,mr586-MV411-MYB-dTAG-VHL_coculture_12h-r2_tcount,mr587-MV411-MYB-dTAG-VHL_coculture_12h-r3_tcount,mr588-MV411-MYB-dTAG-VHL_coculture_12h-r4_tcount,mr589-MV411-MYB-dTAG-VHL_coculture_12h-r5_tcount
TSTD2,49,37,34,63,38,68,85,31,50,48,58,59,79,43,102,59,52,26,91
ZNF782,4,10,6,9,11,14,20,11,17,14,14,11,25,9,27,19,4,2,12
PRUNE2,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
USP27X-AS1,0,0,0,0,2,2,6,4,0,0,0,0,2,0,4,5,0,0,1
FAAH2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
ZXDB,15,11,6,19,9,21,28,10,6,8,20,24,29,23,43,18,14,13,26
MOSPD2,13,13,2,19,12,8,19,8,16,13,3,14,20,6,25,14,16,7,20
RIBC1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
RHOXF1,1,1,2,1,0,0,2,1,0,0,1,0,2,1,1,0,0,0,0
NKAPP1,35,27,31,56,26,36,48,23,28,23,76,45,59,39,51,27,19,16,49
CXorf65,1,1,1,1,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0
ZDHHC15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP51,7,1,8,4,2,3,2,1,3,10,5,0,5,0,11,0,1,5,5
158960,4,2,0,0,0,0,1,1,1,0,0,1,0,1,2,0,2,1,1
CXorf38,39,29,18,26,15,62,38,27,22,34,37,38,50,27,75,43,66,33,88
FAM122B,44,22,18,33,24,34,37,22,26,28,44,42,52,37,64,49,50,33,65
FAM122C,7,5,8,7,3,11,2,7,9,3,14,12,20,6,17,17,23,14,25
USP54,8,17,6,11,16,28,27,16,14,9,9,10,19,18,25,6,12,2,12
SLC35G1,6,8,4,6,2,11,6,6,4,7,3,5,7,2,8,3,1,2,9
CFAP58,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
LDHAL6A,0,1,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
TMTC2,0,0,0,0,0,1,1,2,0,0,1,2,2,0,0,1,0,0,0
CLEC12A,6,2,5,6,2,2,1,2,3,3,1,1,4,0,3,0,1,0,0
CLECL1,48,48,20,57,37,61,92,54,47,51,55,54,83,44,165,67,51,43,92
TMTC3,26,11,16,18,12,24,37,22,14,11,13,12,39,11,46,16,9,10,34
ALDH1L2,46,62,12,48,35,61,99,50,58,61,25,46,46,26,57,27,10,8,32
DENND5B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1
TAMALIN,0,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0
PPTC7,60,74,26,95,51,132,124,78,54,70,83,74,173,69,171,119,81,19,134
DGKH,52,70,15,66,30,79,137,61,67,58,63,109,226,59,293,113,104,51,212
CCDC122,0,0,0,0,2,0,0,1,0,5,0,0,0,1,3,0,1,1,0
GPR180,61,59,25,63,29,50,52,30,42,47,38,43,64,27,94,37,26,19,59
FAM71D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM229B,0,3,2,2,3,4,7,1,0,3,0,1,0,0,3,4,6,3,2
ACTN1-AS1,0,0,0,0,0,0,2,0,2,0,0,7,1,0,2,0,0,0,0
SYNE3,0,1,0,1,1,2,4,0,0,7,0,0,1,1,4,1,0,2,3
REM2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMD15,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
NOP9,27,46,26,42,15,39,44,30,27,34,38,33,50,34,44,41,27,22,40
EML5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DNAAF4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161635,1,3,0,4,1,0,4,2,1,0,2,1,4,2,7,1,6,2,3
ODF3L1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0,0,0,0
PGBD4,0,0,0,1,0,1,4,1,0,1,1,3,2,0,0,1,0,0,1
ADAL,6,6,4,11,0,4,11,4,4,3,9,5,13,6,8,6,5,6,5
FSIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZFPM1,3,0,8,0,3,0,4,1,0,3,3,1,2,0,0,1,0,1,2
ITPRIPL2,2,0,3,2,0,4,2,0,2,0,0,1,1,0,0,3,0,0,1
ZFP1,79,79,26,71,52,117,112,62,95,102,93,140,170,68,159,62,95,38,146
MFSD6L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SLFN5,2,0,1,4,0,11,3,7,2,7,6,6,7,6,10,12,8,1,15
RETREG3,23,30,15,20,11,26,41,13,29,17,24,32,30,15,51,33,28,20,52
TMEM92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHOSPHO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHBDL3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0
FBXO39,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
162632,0,0,0,0,0,13,4,1,0,1,22,17,35,15,34,10,16,6,28
ZNF519,13,18,4,14,5,17,15,15,9,7,12,15,17,4,18,12,4,8,13
C18orf54,17,20,6,15,12,24,16,9,12,16,11,27,28,7,28,18,9,14,28
ZNF610,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0
ZNF320,2,3,4,3,0,4,0,0,1,3,3,3,3,1,4,2,3,5,6
ZNF497,6,6,0,0,0,2,2,1,2,1,7,3,1,1,5,1,1,1,0
ZNF550,0,1,3,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
ZNF296,5,1,2,1,1,4,8,8,6,6,5,6,6,6,2,1,0,8,7
DEDD2,19,30,23,24,4,36,26,24,17,29,23,35,44,24,36,35,5,40,32
OR7D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF579,8,7,8,7,6,4,10,7,3,6,7,5,9,9,10,13,0,15,10
ZNF791,58,43,43,35,30,74,72,37,32,47,53,48,82,40,119,69,59,79,100
ZNF564,44,43,50,62,20,37,53,27,26,36,64,39,52,31,74,56,41,46,59
ZNF709,3,2,1,0,0,0,0,0,0,2,0,3,0,2,1,0,2,2,1
ZNF114,18,12,15,16,7,11,18,7,17,14,10,13,23,10,12,10,12,11,12
ZNF567,11,3,1,7,4,13,1,2,4,4,5,9,15,13,15,5,10,6,7
ZNF383,0,7,2,0,0,10,2,3,2,2,2,4,8,3,11,6,8,4,10
ZNF781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EID2,37,12,22,44,9,31,28,14,20,22,30,24,51,14,72,45,25,49,47
ZNF780B,20,23,7,25,9,36,53,19,18,18,42,55,86,24,107,71,28,15,67
PRR22,1,1,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,1,0
ZNF100,30,31,7,37,8,12,47,21,18,32,18,33,35,8,48,19,16,4,34
DENND1B,83,70,28,105,32,133,131,59,67,75,112,157,286,107,240,96,118,49,193
TOR1AIP2,80,125,49,146,81,159,169,89,74,123,106,133,170,86,241,152,116,79,172
CITED4,35,28,37,27,15,20,31,23,23,31,46,34,25,15,25,23,9,32,11
LEXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SASS6,35,42,20,32,19,36,25,26,27,21,37,31,39,11,47,35,23,24,24
SDE2,43,57,24,58,30,46,58,37,37,41,54,55,80,47,103,42,39,35,79
CNST,67,59,28,62,29,64,75,23,54,43,61,51,72,32,65,42,47,31,57
PAQR7,0,0,0,3,2,0,0,3,0,1,2,1,6,0,4,3,5,6,6
CCDC116,0,3,0,0,0,0,0,0,0,2,3,0,4,0,1,3,2,3,0
CABP7,0,0,2,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1
TMPRSS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOBEC3H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LONRF2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,1,0,2
CCDC138,6,8,8,6,3,5,1,1,6,6,8,9,2,4,10,7,5,7,5
ADGRF3,0,2,1,0,1,0,1,4,1,0,0,2,1,0,0,0,0,0,0
OXER1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
UBXN2A,20,8,7,11,17,11,12,15,14,12,17,9,21,3,16,9,9,7,13
DQX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PARP15,0,4,1,3,2,11,2,4,0,0,3,6,5,6,10,7,4,1,3
GPR156,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
RNF168,50,53,36,45,23,79,69,46,45,38,46,46,90,20,97,63,36,41,75
SPATA5,48,39,24,37,18,64,55,23,34,42,48,47,51,22,66,43,12,30,42
BBS12,1,4,2,1,1,6,2,2,0,3,1,1,1,11,6,5,1,3,3
ADGRA3,6,0,3,4,2,3,2,1,5,2,5,1,2,4,3,0,4,0,5
MMAA,13,4,3,7,5,13,4,6,7,9,13,13,14,10,15,6,4,19,17
ZBTB49,0,0,1,0,3,2,0,0,4,1,0,6,3,2,1,1,6,6,3
TIGD2,3,2,6,0,3,2,7,2,1,1,7,0,5,0,6,2,4,17,3
SGMS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIER3,37,31,11,21,31,49,43,29,24,24,33,48,79,28,97,46,58,50,57
UGT3A2,2,2,0,1,0,0,1,0,0,0,3,2,2,2,0,0,0,0,0
TENT2,49,60,21,33,31,47,38,25,35,36,39,50,75,29,97,58,46,46,49
DCP2,113,112,50,101,36,172,140,79,98,114,117,131,173,72,251,133,165,93,238
LIX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ZNF366,1,0,0,0,1,1,1,0,1,0,0,0,0,2,3,0,0,1,1
FAM151B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
PRSS35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LCA5,0,2,0,0,0,2,1,2,0,0,3,3,8,3,9,2,1,1,6
TXLNB,1,0,0,2,2,2,0,2,1,1,2,0,0,0,3,2,0,0,0
ZNF92,133,105,83,158,70,172,116,52,123,115,166,145,241,84,299,121,133,121,189
THAP5,22,20,15,32,25,35,31,23,23,32,31,31,52,20,73,42,32,31,68
CCDC71L,26,16,21,29,16,42,21,17,21,23,26,20,42,17,60,36,33,46,42
ZNF800,44,44,27,56,23,85,55,25,39,49,40,48,69,28,110,54,47,43,54
TMEM64,36,13,13,22,9,41,28,22,16,28,21,21,38,25,32,11,9,15,19
ZNF596,15,9,11,19,10,30,22,8,18,17,24,21,22,9,30,19,16,12,15
STKLD1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
QSOX2,24,27,18,28,11,26,45,26,18,15,32,22,33,17,37,32,21,23,31
ZNF169,1,6,0,9,2,2,9,3,5,4,1,2,11,0,10,5,4,0,8
TCEANC,3,3,5,10,4,17,19,3,11,15,23,17,14,8,28,10,9,19,13
ARX,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,2,0
TMEM273,2,2,5,4,1,5,5,1,1,2,6,3,5,3,9,8,6,14,7
FUT11,10,3,4,10,1,10,15,0,5,7,6,5,15,10,18,10,3,6,19
170393,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
PWWP2B,5,6,10,2,2,8,6,6,13,9,9,8,13,13,10,2,4,1,5
SSBP4,8,12,6,9,4,6,6,8,9,8,10,4,12,5,7,4,7,10,5
170487,1,0,3,3,1,0,1,1,2,0,1,0,3,2,0,1,1,4,2
DHX36,24,19,11,17,9,16,27,9,17,15,18,24,20,6,43,15,14,16,11
GIMAP1,4,9,6,4,9,7,9,7,5,1,5,5,10,1,8,6,16,5,9
S100Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMD6,11,15,11,15,14,7,7,6,10,20,14,9,8,3,30,14,10,14,9
ADAMTS17,0,0,0,1,0,1,0,1,0,1,0,0,0,5,1,0,0,2,0
PPP1R18,39,47,31,60,22,43,73,33,35,33,47,26,52,47,83,46,38,56,73
ZNF431,52,38,18,38,26,39,60,28,30,31,44,44,84,35,79,47,29,25,49
ZNF721,9,9,11,9,2,38,19,6,10,6,80,58,103,32,76,57,58,34,56
ANKRD24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF384,71,79,52,80,38,74,51,63,68,75,71,59,71,45,100,69,60,59,86
171022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASXL1,33,26,16,28,21,44,41,9,32,33,53,32,43,13,39,25,17,26,31
SYNPO2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPACA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHOV,1,1,1,3,0,2,2,3,1,2,0,0,0,0,1,2,2,0,0
DSTNP2,5,8,7,6,0,13,8,4,4,10,10,8,5,4,13,16,4,5,14
NLRP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP006621.3,2,2,1,0,1,3,2,1,0,4,0,2,1,0,0,7,1,0,2
ZNF675,20,24,4,27,10,18,19,12,18,15,21,18,36,10,35,22,21,13,12
CLYBL,0,3,1,2,2,2,5,3,2,4,0,3,2,2,0,3,0,0,2
SPTSSA,46,38,35,58,41,58,44,23,44,36,53,33,68,29,83,51,39,37,64
PTCRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR3H,31,29,29,36,24,35,38,33,28,42,16,15,31,36,37,21,9,19,15
ABHD3,7,4,2,4,1,11,11,0,12,11,4,6,13,1,12,4,6,3,7
PGAM5,50,51,35,47,42,56,54,34,32,44,41,33,55,38,46,55,21,27,32
HIGD2A,25,21,21,17,8,17,24,10,17,30,12,12,25,10,23,10,1,12,18
AGO3,0,1,2,4,0,5,3,9,4,2,3,1,2,0,12,2,0,2,4
AGO4,29,27,16,27,21,41,33,26,22,30,34,22,55,31,73,33,38,16,52
SCAMP5,3,4,4,4,5,12,3,5,4,5,2,1,3,2,11,9,6,3,12
LINC00189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRXL2C,27,9,9,22,10,27,17,7,22,20,16,25,33,13,29,11,24,10,29
ZNF367,233,216,85,260,116,279,266,129,206,206,277,273,415,174,474,258,226,154,342
METTL15,25,14,13,38,9,26,21,12,23,26,21,11,19,6,38,23,6,19,26
MPZL3,15,22,11,17,10,19,17,6,12,11,7,10,14,8,56,28,46,20,48
IMMP1L,4,0,1,0,0,0,0,1,3,0,4,1,0,0,0,0,0,2,1
RILPL2,218,189,179,227,136,190,241,152,174,236,173,134,169,129,231,171,70,140,130
AMN1,19,6,3,12,6,12,6,5,6,11,10,5,9,6,22,20,19,11,11
METTL7B,2,0,2,1,4,0,2,0,0,6,2,0,1,0,3,0,0,2,4
ZFC3H1,86,78,64,94,48,93,113,56,61,49,108,83,99,40,129,92,80,108,100
PLBD2,0,0,0,2,4,1,4,1,0,2,0,2,3,5,2,4,1,0,5
EEF2KMT,21,19,11,35,11,16,36,20,12,9,24,19,20,13,15,7,6,9,11
PIANP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCP1B,20,31,7,29,27,57,60,17,19,31,22,36,42,23,45,49,29,26,39
ANO6,75,71,22,67,44,96,97,43,75,70,64,72,126,46,134,77,87,53,104
ARID2,88,69,48,72,26,122,87,57,77,79,94,89,122,39,193,116,101,97,151
PAOX,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
LINC00638,0,2,0,0,1,3,5,0,2,2,1,3,3,0,9,8,1,4,0
ADCY4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
196913,0,0,0,0,0,0,0,0,2,2,0,0,0,0,7,0,0,0,3
FAM227B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNM1P46,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
LCTL,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
UBR1,34,38,16,43,16,75,52,23,26,41,54,52,84,20,85,50,63,30,85
PATL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
SNAI3-AS1,2,8,3,1,1,7,1,2,1,8,1,0,0,6,5,3,0,5,2
LDHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCSK,7,4,6,1,2,5,1,0,1,1,1,1,0,0,1,3,2,1,4
MLKL,15,14,10,16,16,21,33,10,12,19,24,13,12,5,24,18,7,13,22
ZNF778,5,2,0,2,0,10,5,4,4,2,3,5,6,0,10,6,2,3,9
ACSF3,1,7,3,4,2,3,3,3,4,1,4,1,1,7,6,1,6,5,5
WDR90,3,3,4,3,0,0,2,0,2,1,2,0,0,4,3,1,2,3,1
EME2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRC3,18,31,18,12,12,23,32,23,19,16,26,30,42,22,67,31,36,25,42
NSMCE1,6,2,2,1,0,3,4,0,3,0,2,4,1,2,3,1,0,3,7
ZNF48,11,2,4,7,0,13,10,6,14,8,9,4,7,9,13,12,10,6,13
MCEMP1,4,7,3,3,0,6,9,3,3,2,7,1,5,1,3,1,0,4,3
ZNF627,130,126,87,136,81,159,161,104,130,131,187,194,245,128,213,158,155,96,248
DAND5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
ZNF585A,47,35,20,39,24,91,41,39,34,39,52,45,65,37,96,65,57,40,71
CADM4,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,1
THAP8,3,3,1,1,1,2,0,1,1,0,5,5,3,2,4,3,2,3,6
U2AF1L4,16,11,10,20,4,23,28,12,15,24,17,11,22,11,30,16,9,7,22
NIBAN3,0,0,0,0,0,1,0,0,0,0,6,2,5,1,3,3,3,2,7
ADM5,6,4,3,1,0,4,2,0,2,0,0,0,1,0,5,1,0,4,0
ALG14,5,5,11,1,4,12,6,1,4,6,4,7,2,3,2,6,6,12,7
FAM76A,6,8,11,11,3,11,8,6,12,3,19,12,20,5,25,10,20,20,7
TMEM201,16,12,14,18,9,16,29,17,16,22,23,8,20,15,16,10,3,8,17
FAAP20,3,2,4,6,0,11,8,6,5,6,5,9,4,1,9,3,3,2,6
CC2D1B,8,17,8,12,3,17,24,13,10,12,6,17,10,12,28,34,12,12,29
NBPF11,37,24,16,22,11,34,54,11,26,31,38,38,38,27,45,42,31,34,55
NUDT17,3,0,1,1,0,0,4,1,3,1,1,3,0,0,3,3,1,3,3
TXLNA,103,125,63,112,76,148,179,89,99,128,111,108,192,117,193,145,86,59,211
C1orf100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAG17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLFNL1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
KRTCAP2,4,3,1,0,4,1,4,3,3,6,6,1,2,3,3,2,0,1,2
CRTC2,9,7,7,9,4,7,3,7,7,3,14,3,5,6,10,12,3,9,7
TMEM51-AS1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IBA57,24,31,22,16,19,27,36,16,19,21,30,25,48,32,41,36,34,24,34
FAM209A,0,2,0,0,0,0,1,0,1,1,1,0,0,0,1,2,1,0,2
LINC00656,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,1,0,0
LINC00528,13,19,20,12,7,34,23,11,18,20,21,18,38,8,34,23,32,19,37
RNF215,1,1,0,1,0,1,1,0,0,0,1,1,0,2,0,2,2,0,0
APOBEC3A,6,0,5,5,2,8,6,6,2,3,3,6,8,7,8,19,4,16,8
APOBEC3F,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0
ALMS1P1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
TET3,55,85,30,60,45,106,126,51,74,56,96,79,153,85,173,104,101,48,170
ANKRD23,0,6,0,1,0,2,6,0,1,1,4,3,1,0,0,0,3,0,0
APLF,4,4,5,3,0,4,2,0,1,5,3,2,13,1,4,4,3,4,3
PIKFYVE,76,93,29,79,56,139,125,60,74,83,101,123,195,78,213,90,81,37,128
KRTCAP3,3,0,0,5,0,0,1,0,0,1,4,0,1,0,0,0,0,1,1
TMEM17,1,10,1,1,0,2,5,4,4,2,5,3,4,6,3,1,0,0,5
SPRED2,24,34,17,44,22,46,55,22,26,36,63,65,66,37,89,49,34,11,74
TIGD1,2,0,3,1,0,1,0,1,0,2,4,0,3,0,0,0,1,0,4
ALG1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCTD6,14,13,15,9,15,14,15,14,17,3,5,5,16,9,27,16,8,14,13
ARL13B,22,11,6,12,8,18,12,8,7,11,6,10,14,6,23,20,23,11,14
DHFR2,48,58,32,52,33,50,84,34,53,57,55,49,92,29,74,54,28,42,75
RPL22L1,391,302,366,395,239,290,363,189,305,310,358,260,426,147,369,189,181,261,211
SLC51A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO45,229,201,103,250,97,214,258,141,206,153,196,202,248,146,298,169,144,153,208
KLHDC8B,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
MUC20,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CEP112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TVP23C,2,2,2,2,0,5,5,0,0,4,1,14,4,1,9,2,2,0,4
CENPV,23,26,48,39,18,28,39,26,19,43,48,20,28,21,24,14,6,46,18
FLCN,12,13,5,18,8,20,14,10,9,12,15,5,7,5,9,16,9,9,9
PLD6,210,193,113,231,112,170,262,153,174,208,185,136,206,140,190,94,94,67,114
ARHGAP27,20,20,12,15,12,46,27,21,16,21,23,21,37,24,53,48,31,13,27
ZNF385C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
SAMD14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYRM9,0,1,0,0,0,1,3,0,0,1,1,0,0,0,2,3,0,0,1
SLC16A13,0,0,1,1,1,0,0,0,1,0,2,0,1,0,1,1,0,1,0
CENPX,8,7,13,8,5,8,10,4,8,6,0,6,6,10,5,2,2,5,3
LRRC45,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
SLC39A11,32,28,18,26,16,22,45,16,29,25,20,14,39,21,23,24,13,21,21
AMZ2P1,6,4,3,7,1,5,13,3,7,13,5,10,6,3,13,11,8,13,6
TRIM65,49,42,41,46,55,44,72,38,37,51,64,44,64,49,51,23,21,42,34
UNC13D,4,0,3,1,1,1,5,3,2,1,4,1,0,1,1,3,3,2,6
RDM1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,1,1,2
SPNS3,3,0,5,0,0,3,3,0,1,0,2,2,1,4,2,0,3,8,4
FBXO15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
RAB12,38,16,14,28,21,30,29,7,22,24,21,19,19,7,59,27,38,36,25
ZBTB7C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF584,95,92,55,78,51,69,105,59,76,70,65,66,101,46,81,52,68,32,50
HACD2,2,0,0,1,2,6,2,2,3,7,1,1,9,2,9,7,2,1,1
STT3B,121,90,34,96,52,98,79,54,80,91,89,74,125,60,152,74,82,71,102
PDE12,37,35,17,41,23,50,51,28,24,27,42,42,71,34,95,46,41,26,61
DENND6A,28,21,13,38,24,67,55,19,23,26,47,43,62,24,76,43,44,35,55
C4orf46,82,76,31,81,55,87,91,59,62,72,73,59,106,57,122,67,48,41,84
TMEM154,36,44,7,46,14,50,75,29,45,36,44,61,83,40,89,37,40,14,55
LINC00504,1,0,4,0,0,1,1,0,0,1,5,4,3,1,3,1,3,2,3
SMIM14,2,6,2,8,0,6,7,2,4,1,7,7,6,2,15,6,9,4,8
TMEM192,56,39,44,71,41,54,70,49,63,44,54,40,60,42,71,56,32,41,68
RWDD4,6,7,9,8,7,15,10,7,7,5,15,3,10,5,13,6,10,13,7
PRIMPOL,1,2,0,0,0,4,3,0,0,0,0,2,1,0,2,0,1,3,0
TAPT1,23,23,7,13,9,23,12,5,11,20,23,22,21,6,44,21,20,25,28
202020,0,4,0,2,0,9,2,2,1,1,6,0,1,1,4,2,0,0,1
SPATA24,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC18,13,10,7,8,3,5,21,9,8,14,3,7,11,10,15,15,5,10,10
202181,13,14,5,18,3,25,24,22,13,28,22,34,37,22,28,29,9,10,45
CCDC125,20,22,9,18,7,12,23,8,10,24,9,14,17,9,23,17,13,8,15
GAPT,3,3,0,4,0,8,3,0,6,4,3,6,8,2,13,8,8,6,15
CMYA5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTCP1,0,2,2,1,0,0,0,1,2,0,0,2,0,0,0,3,0,0,2
TRIM39-RPP21,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,1,1,0,0
PAXIP1-AS1,33,37,27,37,19,34,73,28,26,32,51,44,56,30,62,39,32,56,49
TMEM184A,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ADCK5,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0
TSNARE1,10,12,9,8,9,9,3,15,8,15,14,10,10,1,8,10,4,5,8
TUBB,482,450,429,649,341,671,846,440,462,467,909,554,895,597,842,713,413,544,841
R3HCC1,2,7,11,4,3,5,3,1,6,10,3,11,14,6,8,5,4,5,3
HTRA4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0
TMEM268,12,17,3,10,9,26,15,10,8,13,11,16,26,13,34,21,7,7,33
C9orf72,49,39,31,44,28,41,58,27,36,34,34,50,66,25,80,24,42,26,44
CCDC171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAIF1,38,20,12,18,8,33,24,20,25,24,29,17,20,15,34,34,13,33,20
FAM219A,12,0,3,1,4,3,6,3,6,5,5,3,9,3,10,6,4,3,2
CCDC107,13,18,13,18,10,22,31,4,7,12,24,16,23,15,24,13,3,25,21
ANKS6,15,16,7,16,14,16,24,16,17,18,25,21,28,19,25,26,13,15,22
SUSD3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1
