GENE,mr371-MV411-IRF2BP2-dTAG-DMSO_3h-r1_tcount,mr372-MV411-IRF2BP2-dTAG-DMSO_3h-r2_tcount,mr373-MV411-IRF2BP2-dTAG-DMSO_3h-r3_tcount,mr374-MV411-IRF2BP2-dTAG-DMSO_3h-r4_tcount,mr375-MV411-IRF2BP2-dTAG-VHL_3h-r1_tcount,mr376-MV411-IRF2BP2-dTAG-VHL_3h-r2_tcount,mr377-MV411-IRF2BP2-dTAG-VHL_3h-r3_tcount,mr378-MV411-IRF2BP2-dTAG-VHL_3h-r4_tcount,mr379-MV411-IRF2BP2-dTAG-DMSO_6h-r1_tcount,mr380-MV411-IRF2BP2-dTAG-DMSO_6h-r2_tcount,mr381-MV411-IRF2BP2-dTAG-DMSO_6h-r3_tcount,mr382-MV411-IRF2BP2-dTAG-DMSO_6h-r4_tcount,mr383-MV411-IRF2BP2-dTAG-VHL_6h-r1_tcount,mr384-MV411-IRF2BP2-dTAG-VHL_6h-r2_tcount,mr385-MV411-IRF2BP2-dTAG-VHL_6h-r3_tcount,mr386-MV411-IRF2BP2-dTAG-VHL_6h-r4_tcount
REPS1,19,11,4,4,3,0,1,2,0,6,1,1,1,1,3,3
TMEM60,34,14,4,4,2,3,3,1,3,2,0,0,1,2,5,0
ARRDC1-AS1,82,72,29,26,10,18,22,11,15,11,3,5,7,8,33,7
SMIM3,416,292,134,85,119,185,182,85,46,56,23,18,42,49,76,23
SNHG12,374,302,150,88,68,86,94,64,103,120,45,51,60,54,109,45
H2BC12,8,7,4,1,0,3,3,0,4,4,0,1,3,1,2,0
COL27A1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FBF1,2,7,1,1,1,1,2,2,2,0,2,1,0,1,0,0
PPIL4,46,33,7,6,5,2,4,3,3,8,5,2,1,2,5,1
PAQR8,28,21,12,10,3,6,0,0,7,4,3,4,7,3,6,3
LGALS12,32,11,12,6,1,10,3,3,1,0,1,0,1,2,5,2
SHANK3,5,5,0,1,0,2,1,0,0,0,2,0,0,0,3,1
DGCR6L,2,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0
SYDE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM5,50,34,12,9,9,6,11,3,1,3,1,6,9,4,4,1
ZCCHC3,757,500,218,157,114,129,145,68,75,105,40,55,64,47,106,25
ALG2,491,274,153,105,67,99,86,39,36,46,23,20,27,32,45,14
MYLK2,2,1,0,1,0,4,2,0,0,0,0,0,0,0,0,1
STRIP1,47,31,15,15,5,17,11,10,13,8,2,1,4,4,9,2
85371,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0
MICALL1,109,69,32,26,6,19,29,15,10,10,2,5,12,5,23,4
TUBGCP6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1671,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
85388,36,28,12,5,7,5,4,1,8,13,3,7,4,3,2,3
SNORD14C,44,24,11,3,1,7,7,7,3,5,5,6,0,3,3,1
SNORD14D,30,25,15,7,6,10,8,3,9,9,0,7,1,2,1,0
SNORD14E,21,13,2,5,3,9,3,0,3,5,0,3,2,1,2,1
FAM207A,15,7,2,4,0,2,4,0,0,0,0,0,1,0,1,0
RGS8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
EAF1,529,364,158,116,94,102,82,53,83,96,33,22,53,45,80,16
DNAJC14,102,69,32,26,14,19,21,13,15,20,6,4,11,15,24,8
NKD1,19,20,6,8,1,3,0,2,5,1,0,3,2,0,4,0
NKD2,5,2,2,1,0,0,0,1,0,0,0,2,0,0,0,0
SLC22A16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
SLC45A3,10,6,4,1,1,2,1,1,7,3,0,0,0,2,3,0
RHPN2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCRB1,25,15,11,6,5,2,2,4,3,8,5,4,0,1,2,11
STON2,219,199,90,32,36,30,39,16,16,20,22,11,18,14,29,9
DOCK7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELZ2,23,11,9,2,5,1,5,2,2,1,0,2,1,2,8,4
KNDC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRCC1,5,5,1,1,0,1,0,0,0,0,0,0,2,1,0,0
ZFHX2,1,5,0,2,2,3,0,0,0,1,1,1,0,2,5,1
ITPRIP,483,327,177,94,61,119,99,66,100,122,36,43,50,42,101,15
UNK,26,21,9,7,6,7,6,4,4,3,4,0,4,4,5,4
DISP2,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0
TNKS1BP1,15,12,4,4,3,2,8,4,1,0,3,1,0,3,5,2
CIPC,91,69,31,23,20,26,14,13,17,9,5,14,7,13,32,4
DIXDC1,30,26,6,2,2,8,1,1,4,8,4,5,4,4,10,2
CEP295,1,2,2,0,1,0,2,0,2,1,1,1,2,1,1,0
TANC1,22,25,9,16,4,9,3,2,2,4,1,2,2,2,4,0
FHDC1,5,7,4,0,1,2,1,1,0,1,0,0,1,3,1,0
ZC3H12C,10,4,1,0,0,5,1,0,2,2,0,0,3,0,6,0
SSH2,246,164,84,41,31,34,32,25,32,30,11,24,18,13,52,3
SELENOI,396,346,113,71,56,81,57,39,50,45,43,27,28,31,53,15
LBX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFM1,74,48,22,16,7,8,12,4,4,8,0,2,8,7,4,9
CCDC65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC5B,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
85495,11,4,4,3,5,4,6,0,3,1,1,3,0,0,1,0
SCRT2,6,2,2,1,0,1,3,1,0,2,0,0,0,0,0,0
GTPBP10,111,75,33,23,5,9,15,8,5,15,6,9,8,15,16,2
PNPT1,116,78,17,26,16,18,22,7,7,13,8,11,9,13,11,10
GGACT,3,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
ANKRD13A,114,71,35,20,21,15,13,11,15,7,4,2,3,6,15,5
RRP36,197,173,68,45,31,35,57,21,34,34,16,22,21,10,45,17
TRIM4,93,73,25,20,14,16,17,7,11,12,0,8,11,4,24,5
HPS4,129,91,42,35,27,30,28,8,22,23,15,9,13,8,27,14
LMLN,54,64,24,19,12,22,11,6,6,12,3,6,4,5,14,3
SIGLEC10,15,11,9,3,0,2,5,2,1,2,1,3,1,3,3,3
NAV3,10,8,2,0,0,4,2,0,1,3,4,1,1,1,3,0
NAV1,8,9,1,2,1,4,1,1,1,2,0,0,1,0,4,1
NAV2,6,4,6,1,0,3,2,0,0,1,0,0,1,1,0,0
PPP1R3F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KCNK17,3,4,1,0,0,1,0,0,0,2,0,0,0,0,0,0
ULK4P3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ARHGAP11B,2,5,0,1,2,0,1,1,0,0,1,3,0,0,1,0
ABCC10,6,6,6,2,0,3,3,1,1,2,2,0,1,0,0,2
FGD3,14,9,8,3,1,1,5,2,3,3,1,4,3,3,7,2
FCHSD1,7,7,3,2,4,5,2,0,4,0,3,0,0,1,2,0
ATG16L2,2,2,0,2,0,1,0,0,1,0,0,0,0,0,2,0
MVB12B,149,117,48,43,14,29,24,7,30,32,17,14,18,3,35,8
KLHL6,69,58,30,16,19,23,19,8,16,10,3,6,8,9,17,1
SIGLEC12,53,29,12,14,2,6,10,2,8,11,7,6,5,2,5,2
SEC16B,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LHX4,2,4,1,2,0,0,0,2,0,0,0,0,0,0,0,0
SLAMF9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF628,5,4,2,2,4,0,1,0,2,1,1,1,0,2,0,2
KBTBD6,69,40,13,12,3,3,15,5,2,8,6,5,6,7,8,3
DYNC2I2,1,1,2,1,0,0,2,0,0,0,4,0,1,1,2,1
TMEM116,18,3,4,1,0,4,5,1,3,2,0,0,1,0,5,1
UBE3B,65,25,7,14,10,8,11,2,6,19,3,5,4,7,18,3
PAPLN,10,8,3,4,0,1,2,1,0,0,1,1,0,1,2,0
RHOT2,26,23,9,5,14,10,11,5,6,4,7,2,2,5,12,7
GLB1L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KLC4,4,2,0,0,0,0,0,0,1,0,1,2,1,2,1,0
SAPCD2,368,284,145,101,48,96,101,43,50,63,38,40,41,33,90,30
RSPRY1,105,90,25,27,13,5,10,7,10,10,4,3,3,5,6,2
DPH6,8,10,3,2,0,0,0,0,1,1,0,1,2,0,0,0
MIDN,1480,1120,383,297,197,314,353,177,154,183,70,83,130,119,224,81
90011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90024,0,1,1,3,1,1,2,0,2,0,1,0,1,0,0,0
UBE3D,6,2,0,1,2,0,5,0,0,0,1,0,1,0,1,1
TMEM250,144,116,61,36,17,44,37,22,19,33,16,11,21,18,48,17
TSR2,80,54,23,20,5,14,15,5,8,15,6,6,5,11,17,7
BTBD6,17,10,4,6,2,3,3,1,5,1,1,3,1,1,4,2
TSPAN18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB11,17,12,5,1,2,5,2,1,3,4,1,1,1,0,4,4
EMILIN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYS1,87,67,30,16,10,13,17,13,19,18,8,15,8,8,13,13
SNX21,3,5,0,0,7,0,3,1,1,1,1,0,0,2,1,0
ZSWIM1,68,44,22,12,10,14,16,11,16,14,5,10,6,9,14,6
UCN2,18,10,7,5,0,2,4,3,2,3,2,1,2,0,2,3
KIAA2013,122,76,24,15,14,15,23,14,8,19,5,7,16,3,23,6
ZNF551,423,281,129,65,73,78,96,40,49,45,28,26,37,26,51,5
UNC5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTULIN,430,310,110,82,51,67,54,30,30,38,20,23,31,15,44,20
EFCAB12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53I13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ZNF616,318,209,105,56,45,43,39,14,26,22,18,16,30,27,50,6
ZNF766,733,520,222,151,88,144,125,81,94,129,68,56,60,63,127,85
CCDC97,261,180,86,53,33,60,65,23,37,38,9,19,31,22,65,21
THAP3,31,24,19,10,6,12,11,5,8,10,7,3,10,2,15,5
90332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF468,31,26,20,9,8,12,3,7,3,4,2,5,5,1,6,0
ZNF160,1,1,0,0,0,0,0,0,0,2,1,0,1,1,3,2
CTU1,28,19,13,9,6,5,11,6,6,2,2,1,2,6,6,2
MACIR,125,56,27,20,18,8,5,9,9,12,7,5,9,10,8,2
FAM110B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAMD1,49,43,13,13,8,9,10,7,7,7,3,2,0,0,9,0
DCAF15,37,42,21,7,8,5,11,3,9,12,3,6,10,7,6,0
TICRR,101,63,33,28,13,26,22,10,17,28,8,6,16,3,27,12
MED30,17,8,3,6,0,2,5,4,0,2,5,3,2,4,2,2
TMEM41A,266,157,74,35,31,39,27,35,30,42,22,17,26,20,32,15
IFT20,14,3,2,1,0,2,0,1,2,0,3,0,0,0,2,0
MCFD2,407,315,134,82,51,60,74,19,29,38,12,15,25,17,46,9
CCDC32,100,66,27,27,9,19,20,9,21,19,9,7,6,3,11,2
KNSTRN,152,110,62,33,19,25,21,16,15,20,13,12,19,12,31,7
ATP6V1E2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMF,522,415,184,132,88,139,158,92,71,74,41,39,76,50,165,26
ZNF622,57,39,16,16,11,11,15,6,12,13,7,11,6,6,7,7
ERI1,192,137,34,30,23,24,24,12,17,27,8,6,10,6,21,9
GADD45GIP1,11,10,6,3,7,7,4,3,6,4,1,1,6,3,7,3
TMEM263,11,14,6,6,3,3,2,2,2,0,4,5,0,5,3,5
LRRC46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCRN2,2,5,5,2,0,1,1,0,0,0,0,0,1,0,4,0
YIF1B,4,8,3,2,3,0,0,1,0,0,0,0,0,0,0,4
SHF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STPG1,4,6,2,1,0,2,0,0,0,1,0,0,0,0,3,0
MCU,96,67,33,11,10,8,12,6,20,26,4,8,12,5,14,0
CCDC74A,4,1,1,3,3,0,0,0,1,3,0,0,0,1,1,0
TIMM29,97,74,27,24,13,12,23,7,7,8,13,8,8,4,16,4
ZNF700,64,47,21,15,10,7,16,1,4,7,6,7,5,4,14,3
LYRM7,112,83,30,16,21,16,5,10,14,7,11,7,14,10,19,3
ERVH48-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4BP2L1,340,222,91,60,48,52,67,31,15,29,18,10,33,17,43,20
ZFAND2A,11,7,2,4,7,2,1,0,1,1,3,2,0,1,2,4
COX19,238,193,80,71,45,70,54,42,56,67,29,37,35,28,62,19
PPP1R3E,126,100,41,21,22,28,16,10,32,28,17,10,12,20,39,4
LRSAM1,2,3,3,1,1,3,3,0,1,0,0,1,1,1,3,0
CCDC126,10,4,4,0,5,4,1,0,0,0,1,3,0,0,0,0
SEC11C,4,6,4,3,1,4,0,1,0,2,0,0,0,3,0,0
FAM104B,7,5,0,0,2,1,4,0,0,1,0,0,1,1,1,1
PYGO2,232,173,70,38,29,24,40,17,33,40,10,10,14,16,43,10
90784,79,67,29,23,17,20,29,23,4,16,7,5,12,14,31,6
CEP95,21,19,9,15,4,6,7,4,3,4,0,3,2,3,5,4
ANGEL2,142,100,49,23,15,25,26,3,15,11,7,6,14,14,18,7
PIP4P1,115,101,49,33,20,23,13,12,11,19,6,6,3,8,18,12
PRMT9,6,12,5,0,1,1,1,0,2,1,0,0,0,1,2,0
CCDC189,4,7,1,0,1,1,2,1,2,1,1,1,0,2,1,2
TCEAL8,19,12,0,3,7,0,1,0,1,5,4,4,5,1,2,2
ZNF598,69,44,26,14,17,13,15,3,10,7,6,4,13,11,14,8
JPT2,434,314,107,60,48,56,63,33,28,24,9,14,24,30,36,11
SPSB3,10,8,3,5,8,5,0,0,1,2,0,0,4,0,3,0
DMAC1,64,40,18,10,11,6,5,2,7,16,7,4,3,13,5,5
ZNF697,101,69,20,18,8,10,13,12,18,12,10,6,18,13,11,4
TRIM41,73,70,22,9,4,12,8,7,10,3,4,7,4,5,14,6
ESAM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ADCK2,2,1,4,1,0,1,0,0,0,0,2,1,1,0,2,0
DHX57,23,7,8,4,1,2,4,2,4,4,4,2,0,1,1,4
ZNF251,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFC2,17,14,8,5,2,1,2,4,1,2,1,2,4,5,2,5
CREB3L1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMNL3,72,69,20,21,8,8,10,2,1,2,0,0,3,2,6,1
CERS5,112,82,47,24,12,17,24,13,6,18,19,9,8,8,13,11
DPP9,133,113,51,25,27,40,29,16,17,30,9,13,18,9,19,18
CCDC149,2,5,1,1,0,0,1,0,1,0,0,0,0,0,1,0
AP5B1,664,527,217,141,87,162,149,71,89,106,32,40,67,50,110,24
CCDC34,10,3,0,0,2,1,2,0,1,0,0,0,0,0,0,0
SLC25A46,116,63,13,19,8,11,7,6,3,5,8,3,6,10,13,0
TMEM67,7,1,1,1,0,2,0,0,1,1,1,0,2,0,2,1
SCARF2,3,7,4,1,4,1,1,0,1,4,0,0,0,0,2,0
SLC39A13,19,20,9,4,5,11,5,3,1,2,3,2,7,2,3,3
BOD1,112,78,34,23,34,29,34,11,25,19,14,10,9,19,23,9
MSANTD3,38,32,18,7,6,9,17,5,10,7,11,4,3,0,8,3
LMF2,11,10,9,4,4,2,1,1,1,3,2,3,1,0,5,3
C12orf29,35,18,3,5,5,4,3,4,2,3,1,0,1,4,1,0
R3HDM4,111,95,24,29,13,21,32,13,15,18,11,4,13,17,22,6
TMEM259,109,99,52,40,20,45,37,21,12,36,7,11,16,26,46,17
GUSBP11,20,11,8,5,6,1,2,1,1,2,2,4,1,0,4,0
DERL3,4,5,0,0,0,1,0,0,2,1,1,0,1,0,0,0
DDX60L,5,2,0,0,2,0,2,0,1,0,0,0,1,0,1,0
LRP5L,26,9,9,6,4,5,9,0,3,4,2,1,1,2,4,3
CDKN2AIPNL,30,17,8,8,3,6,4,6,1,7,3,2,0,2,6,1
ANKRD40,343,258,91,55,39,64,49,23,23,33,9,14,27,17,45,14
UAP1L1,5,7,3,2,1,3,3,2,0,0,1,0,0,0,2,0
SNORD107,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
SESTD1,63,50,23,10,3,9,9,2,2,2,7,0,3,4,4,0
BTF3L4,264,202,54,36,25,36,29,16,27,32,15,9,17,18,26,5
ATP23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCCD1,79,64,29,21,14,14,9,11,8,15,8,6,12,5,20,5
FAAP24,31,26,14,8,6,5,13,6,3,7,6,3,5,2,7,9
RNF185,144,80,44,29,16,17,33,12,20,18,12,15,7,8,11,2
91450,2,0,2,0,0,4,2,0,1,0,1,0,0,0,1,0
ACBD5,34,35,16,13,4,6,7,6,2,6,1,6,3,9,4,6
COL23A1,24,29,14,6,1,6,9,4,4,0,2,0,4,2,2,4
ANKRD44,200,129,33,31,22,20,27,24,16,20,12,2,10,16,15,4
RSAD2,1,1,2,0,0,0,1,1,0,1,1,0,4,1,6,2
UBXN11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12orf65,127,72,43,27,16,13,15,14,19,25,17,10,12,13,25,24
RPS19BP1,123,55,41,33,23,30,39,25,22,36,11,14,15,14,32,12
PLXNA4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF830,58,48,35,16,7,6,20,9,5,10,9,5,5,10,7,9
SLFN11,401,287,122,59,39,57,57,30,24,24,17,22,28,10,43,12
RASL10B,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CHURC1,327,225,79,58,30,43,42,38,21,40,25,17,27,21,46,11
DEPDC7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NEXN,18,26,5,2,6,3,4,0,1,4,2,0,0,2,1,1
ATPAF2,2,5,1,3,0,0,0,0,1,2,2,1,2,0,3,1
BOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF765,1,2,0,0,0,0,0,1,1,1,0,1,2,3,3,0
NLRP12,2,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1
MYADM,1862,1262,501,327,303,449,419,247,494,635,210,286,193,193,429,157
ZNF845,27,14,4,5,3,3,7,0,7,3,5,4,4,9,10,2
SYT12,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
CENPL,83,60,20,15,8,17,16,3,12,11,4,6,2,3,11,0
LONRF1,77,43,24,15,10,20,12,11,3,3,4,6,8,6,7,11
RRP7BP,200,179,66,43,26,47,64,22,11,29,9,17,23,13,45,8
ACY3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IDI2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YTHDC1,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3
MIDEAS,932,677,284,166,197,296,224,115,185,207,89,85,133,101,251,32
MFSD4B,34,14,8,9,2,3,3,1,3,3,3,2,3,0,4,1
LIN52,61,68,28,20,21,21,17,6,12,20,14,6,11,7,11,2
ZNF804A,3,5,2,0,0,0,0,0,0,1,2,2,0,0,1,1
NEK9,84,59,40,17,11,15,16,8,13,13,8,3,10,11,15,10
CABLES1,142,114,48,18,21,28,35,13,24,24,6,12,8,12,22,4
NXPE3,27,14,2,1,1,9,3,0,4,4,0,0,0,0,3,1
CHMP7,191,154,77,29,15,31,37,23,33,28,16,12,16,7,43,10
ALKBH8,59,44,8,4,1,9,2,8,6,10,11,1,6,0,10,4
MYLK3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WDR20,214,172,89,60,34,39,51,29,32,24,12,10,17,16,36,14
CALML4,171,136,67,52,21,27,36,16,10,17,12,7,13,14,13,4
RFT1,26,24,11,5,4,13,5,4,2,7,1,3,4,8,5,4
TTC5,21,14,5,7,1,6,5,2,3,2,2,2,0,2,6,0
FDXACB1,66,60,28,16,12,13,15,7,19,17,5,14,9,8,14,4
NDUFAF2,3,0,4,0,0,0,1,0,2,1,0,0,0,1,0,0
ARRDC4,889,695,240,159,114,141,126,66,38,62,39,21,45,25,54,8
COG7,7,7,1,1,0,2,7,0,1,2,0,1,3,0,0,3
EOLA1,16,17,7,5,2,2,5,1,2,4,0,2,0,1,4,2
ZNF300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPGS1,1,1,0,0,0,0,3,1,1,0,0,1,0,0,1,0
CCNQ,24,10,9,6,1,6,9,2,1,4,0,4,4,0,4,2
SLC25A51,17,7,14,2,4,6,2,2,4,2,0,0,0,2,3,0
SNX29,47,31,12,3,6,15,11,4,10,9,5,5,5,3,2,0
ZC3HAV1L,32,16,8,8,1,4,8,0,0,1,0,0,0,1,3,0
TTC30A,1,2,0,1,0,0,0,1,0,1,1,2,0,0,0,0
INTS4,14,9,6,1,0,0,5,0,2,6,2,0,1,2,4,0
OXNAD1,11,6,7,6,3,2,2,1,2,2,1,1,1,0,1,1
MTDH,565,401,165,96,88,59,94,47,40,66,49,52,58,53,51,39
MTSS2,118,85,39,28,21,27,37,12,7,9,11,11,15,12,25,2
TMEM88,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0
MTG1,6,3,1,2,2,0,3,0,0,2,3,1,0,0,0,0
UBTD2,96,55,26,19,8,12,12,3,6,8,5,14,5,7,4,10
RCSD1,219,146,74,49,32,36,23,14,30,35,21,16,25,7,28,5
LINC01278,44,39,19,7,7,9,14,1,6,3,2,5,1,2,7,0
LMBRD2,9,6,3,5,2,2,2,0,2,0,0,0,3,0,2,3
ATP6AP1L,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ZNF461,6,3,2,0,0,0,0,1,0,0,0,0,0,1,1,0
ZNF585B,60,49,27,13,6,7,6,3,5,6,2,2,3,1,8,2
TMEM129,33,35,9,11,3,11,11,1,3,2,5,2,4,8,14,3
MEX3A,120,94,47,21,17,35,23,22,19,28,11,15,16,18,25,9
STRADA,89,77,31,26,12,16,26,14,9,13,8,5,5,8,17,4
PRR29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METTL18,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
GORAB,47,28,11,6,3,3,4,0,3,5,3,1,9,3,3,1
NAF1,3,4,3,0,2,0,1,0,1,0,0,0,0,1,0,0
PXYLP1,29,20,16,7,3,1,5,4,1,0,2,0,1,0,0,0
MRRF,62,47,18,21,10,16,13,5,11,9,4,5,2,4,12,3
RBM18,273,181,75,39,38,35,38,17,33,23,9,10,17,25,19,10
BBIP1,23,21,6,11,2,7,11,1,3,7,4,4,2,3,3,4
SPECC1,70,41,21,11,7,10,22,7,15,24,9,7,16,5,21,4
BICDL1,64,34,17,18,10,12,14,1,4,4,3,3,5,1,7,1
G6PC3,21,11,6,3,3,10,5,3,6,7,1,1,7,6,5,0
ASB16,3,5,1,1,1,0,1,1,5,1,3,0,1,0,2,1
ZNF764,118,54,30,19,17,21,25,9,13,29,8,6,9,5,20,3
MOB1B,149,98,37,23,18,10,21,4,2,13,10,1,8,11,15,2
TIMM50,177,115,79,39,46,36,54,24,15,22,9,14,20,12,35,24
TIFA,86,48,18,9,5,10,5,0,9,8,7,2,14,1,3,3
MAFG-DT,24,14,11,12,5,5,6,2,1,0,1,1,2,1,3,1
MGME1,81,65,38,10,20,14,14,5,15,15,15,9,14,6,19,12
DTD1,23,20,6,3,3,7,9,0,5,0,3,3,1,2,11,2
TMEM169,6,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
TMEM183A,42,32,12,9,7,8,9,2,3,7,2,5,2,2,6,1
ARRDC1,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1
DPH7,21,18,9,6,0,16,7,3,4,4,3,1,0,2,9,2
SLC38A5,7,4,4,4,1,2,1,1,2,2,0,1,5,1,2,2
HELB,8,5,2,1,0,1,0,1,0,0,0,0,0,2,1,1
SHKBP1,8,15,1,4,2,3,5,0,3,0,3,0,3,2,4,2
CENPBD1,84,57,17,30,10,19,21,3,15,13,7,3,4,7,14,10
H2AW,8,8,2,2,4,6,5,3,2,1,0,1,0,1,4,0
ZNF276,269,240,100,56,43,70,66,47,28,34,19,16,23,27,61,6
REEP6,1,3,0,1,0,0,1,0,0,0,2,0,0,1,2,0
IMP4,260,159,70,41,31,53,46,24,23,25,15,22,26,14,35,8
HNRNPLL,12,8,1,1,0,0,1,2,1,1,1,0,1,0,0,1
UBE2Q2,135,85,34,17,10,16,15,8,9,8,9,6,13,6,11,2
CCDC102A,30,16,12,3,4,4,5,4,2,3,2,2,0,0,7,0
MARS2,177,111,59,28,18,19,24,11,19,21,9,12,19,20,22,5
PEX11G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARCHF9,0,0,1,1,0,0,2,0,1,0,0,1,0,0,2,0
ZBTB47,8,1,0,0,1,2,0,0,1,0,0,1,0,2,0,0
B3GNT7,842,622,291,201,147,275,256,131,170,204,77,113,101,98,188,70
COQ10A,31,11,11,11,1,1,7,0,1,3,3,4,3,4,1,2
TEX30,44,36,13,10,2,8,4,2,3,4,7,10,6,6,5,4
TMEM44,17,7,8,6,3,5,3,6,1,2,0,2,1,1,4,1
ORAI3,110,70,41,22,15,11,24,17,17,16,6,9,8,11,14,7
ZNF561,295,248,116,59,41,46,55,34,30,32,11,11,29,19,36,1
OLFM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGM,91,64,23,11,9,8,16,4,9,11,2,6,10,8,6,9
IGSF8,2,2,0,0,1,0,2,0,1,1,0,0,0,0,1,1
PGAP3,9,19,12,10,11,5,13,8,2,13,4,0,6,3,7,0
HAUS8,24,12,11,3,3,4,5,1,3,7,7,0,3,2,9,3
MVB12A,1,3,1,1,0,2,2,1,0,4,0,0,3,0,1,0
SP140L,29,31,7,9,1,5,10,2,4,7,3,2,11,7,7,2
MMGT1,122,96,38,11,18,14,12,11,12,16,9,13,12,4,10,3
ARMC6,49,38,21,15,8,10,17,6,6,9,1,4,6,7,13,6
ZNF670,136,75,39,29,13,19,10,19,15,21,10,2,15,10,17,5
MAPK1IP1L,628,411,131,98,68,61,73,32,52,54,29,33,45,36,40,14
TPTE2,4,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1
ZFAND4,10,10,4,1,7,2,3,3,3,2,1,1,1,1,3,0
TRMT10A,17,10,3,1,1,2,3,0,0,2,0,0,1,1,1,0
CACNA2D4,246,188,95,61,37,66,47,26,49,43,20,28,36,23,49,19
TBC1D31,8,2,2,0,0,2,2,1,2,7,1,1,0,1,1,3
FBXO44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRFAP1,614,406,168,113,69,80,122,45,72,94,44,58,58,29,71,45
TADA2B,178,117,53,29,17,31,31,13,18,19,10,7,7,11,18,1
TBCK,8,7,0,0,0,1,3,0,0,2,4,0,1,2,1,1
TJAP1,57,43,12,10,7,5,6,4,8,5,5,4,4,7,6,5
MYOCD,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ACP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST7-AS1,2,0,0,0,0,3,0,2,0,0,1,0,0,1,2,0
