GENE,VHL_3h,DMSO_3h,VHL_6h,DMSO_6h
RTL5,120.0,159.0,105.0,145.0
ZC3H12B,75.0,120.0,25.0,27.0
SATL1,142.5,164.5,154.5,212.0
LIPM,2.0,2.5,1.0,4.0
NANOS1,498.0,577.0,367.0,465.5
HMX3,51.5,63.5,21.0,43.0
TMC3,0.5,1.0,0.5,3.5
ZNF774,1.5,2.0,1.0,3.5
ZKSCAN2,179.5,252.5,159.0,209.0
ATXN1L,832.0,1356.0,431.5,824.0
NACA2,1361.0,1471.0,1067.5,1180.0
ZNF850,84.5,225.5,86.0,158.5
ZNF404,2.0,4.5,4.0,2.5
ZNF284,2.0,5.5,3.5,7.5
C19orf81,14.5,25.0,18.5,21.0
ZSCAN22,118.5,208.5,114.5,150.0
CCDC18,12.5,24.0,24.0,25.0
TCTEX1D4,4.5,5.0,4.0,6.5
CRACDL,2.0,1.5,1.0,2.0
PRORSD1P,26.5,42.5,25.0,36.0
SH3RF3,30.5,34.0,2.5,0.5
DUBR,8.0,7.0,7.0,9.0
NMRAL2P,29.5,43.0,70.5,64.5
AC098591.2,242.0,277.0,288.5,352.0
LRIT3,3.5,5.0,2.5,2.5
MSANTD1,3.5,1.5,0.0,0.0
HSD17B13,6.5,10.0,8.0,10.0
ZNF879,14.0,19.0,19.5,22.5
FAM174A,49.5,75.0,44.0,73.0
MTX3,642.0,931.0,487.0,678.0
RSPH4A,3.0,4.0,2.0,4.0
ECT2L,8.5,16.0,8.0,7.0
EYS,8.0,11.0,0.5,3.0
ZNF391,73.0,106.0,70.5,84.0
MACC1,5.0,4.0,11.5,5.0
FAM71F2,24.0,49.0,14.5,20.5
KIF24,348.5,434.0,263.5,416.0
CAVIN4,1.5,6.0,5.0,7.0
ZNF81,195.0,343.0,149.5,173.0
LANCL3,9.5,15.0,5.0,9.5
SOWAHD,80.0,79.5,61.0,89.0
RAB41,4.0,11.5,5.5,6.0
SNORD64,12.5,10.5,4.0,1.5
CATSPER3,2.0,1.5,0.5,1.0
SLC35B2,664.5,967.0,613.5,734.0
SERINC2,7.5,18.5,43.5,37.5
NME9,27.5,36.0,19.0,30.5
C6orf52,4.5,11.0,4.5,5.5
GATD1,1153.0,1767.5,722.0,1094.5
ANKDD1A,169.5,224.5,112.5,103.5
ACSM2B,0.0,0.0,0.0,2.5
CTU2,67.5,85.0,98.0,96.5
SKA2,4892.0,6518.5,2940.0,3863.0
MCRIP1,236.0,309.5,150.5,182.5
ZNF530,82.5,131.5,55.0,99.5
GEN1,1467.5,2050.5,1333.5,1736.5
348738,72.0,118.0,38.0,41.5
FTCDNL1,116.5,102.5,87.5,109.0
WDR53,5.5,15.0,4.0,9.0
LNP1,11.0,14.5,6.5,9.0
CFAP100,0.5,1.0,1.0,1.0
ANKRD18DP,2.0,2.5,2.0,1.0
FAM86EP,81.5,119.5,102.0,105.5
NUP43,2984.0,3792.0,2507.5,3070.0
ZNF713,15.0,32.0,18.5,22.0
DPY19L2P2,165.0,229.5,99.5,158.5
NMNAT3,18.5,18.0,10.5,14.0
PLET1,1.5,4.0,0.5,2.5
RTN4RL2,49.0,70.0,54.5,62.0
DNAAF3,12.5,21.5,6.5,16.0
CASTOR3,171.5,239.5,108.5,168.0
ZNF429,7.5,10.5,6.5,8.5
RILPL1,19.5,27.5,17.5,27.5
TBC1D26,3.0,2.5,2.0,7.0
ZACN,146.0,185.0,115.0,158.0
SLCO4C1,127.5,180.0,58.5,59.5
ZNF445,824.0,1302.5,776.5,1307.5
ANKRD37,39.5,38.0,26.0,24.5
ZNF233,6.0,7.5,6.5,9.5
TICAM2,45.5,56.0,63.5,63.5
BMP8A,61.5,84.5,44.5,57.5
359821,63.0,99.0,54.0,71.5
RFLNB,10799.0,14992.5,6043.0,8978.5
IRF2BP2,19766.0,12392.0,23267.5,14641.5
ZBTB41,362.0,541.0,319.0,413.0
CYCSP52,0.0,1.0,0.5,0.5
TMPRSS9,32.0,45.5,33.0,29.5
PRAC2,8.0,14.5,4.5,5.5
GSTK1,463.0,601.0,381.0,448.5
USP50,78.0,97.5,70.0,95.0
DND1,230.5,287.0,264.0,288.5
CDRT1,3.5,2.5,4.5,2.5
NDUFS7,190.0,201.5,166.0,206.0
NHLRC2,150.0,300.0,115.5,165.0
GALNT18,11.0,18.5,13.5,17.5
NCR3LG1,2616.5,4030.0,976.0,1040.5
FAM111B,856.0,1066.5,633.5,967.0
TMEM179B,327.5,419.0,322.5,356.5
TBC1D10C,46.5,69.5,18.0,15.5
DNAJB13,3.0,7.0,0.5,1.0
AC010186.2,387.5,468.5,127.0,205.5
TEX9,6.5,6.0,5.0,2.5
374650,7.5,10.5,4.0,7.0
KIF7,11.0,17.0,12.0,14.5
ZNF710,311.5,519.0,254.5,363.5
HDDC3,585.0,634.0,536.5,642.0
EFCAB5,1.0,2.0,0.5,3.5
LRRC37A3,3.5,7.5,4.5,8.5
ATP9B,62.0,89.5,76.5,78.5
PEAK3,54.5,119.0,74.5,93.0
HSD11B1L,39.5,51.0,44.0,37.5
ZNF699,50.0,88.5,37.5,82.5
TMEM205,70.0,87.0,42.5,62.5
YJEFN3,6.0,12.5,7.0,3.5
ZNF829,8.5,9.5,15.5,23.5
ZNF568,0.0,3.5,10.0,12.0
B3GNT8,16.5,31.5,11.0,16.0
ZSWIM9,66.5,133.0,62.0,76.0
ZNF773,244.0,393.0,255.0,395.0
SVBP,199.0,234.5,126.5,152.0
MIGA1,190.0,263.5,141.0,257.0
NEXN-AS1,2.0,7.0,5.0,4.0
SFT2D2,106.0,176.0,51.5,81.5
MIA3,389.0,592.0,453.0,518.5
FAM89A,214.0,293.0,237.5,266.5
375133,58.0,81.5,41.5,67.5
PFN4,4.0,11.0,4.5,6.5
FAM228B,35.5,60.5,23.0,20.5
375260,56.5,99.0,36.0,61.0
RBM43,66.5,68.5,60.5,54.0
CERKL,1398.5,1548.5,779.5,1073.0
RBM44,2.5,2.5,5.0,3.0
LHFPL4,5.0,10.5,2.0,1.5
C3orf62,129.0,236.5,112.5,101.0
STIMATE,812.0,1182.0,823.0,1033.5
NRROS,392.5,545.5,225.0,346.5
C5orf34,0.5,8.5,2.5,2.5
MAST4,14.5,10.0,5.5,8.0
SIMC1,70.0,98.0,72.5,109.5
375513,51.0,96.5,56.0,72.0
SLC26A5,2.5,5.5,1.5,2.0
LHFPL3,3.0,3.0,1.0,0.0
KCP,5.0,5.0,8.5,6.0
WASH5P,4.0,7.5,2.5,4.0
ENHO,14.5,22.0,8.5,17.0
PTAR1,1113.0,1575.5,770.0,952.0
ERCC6L2,365.5,466.5,313.0,435.0
SWI5,113.5,134.5,113.5,126.5
PNPLA7,5.5,8.0,3.5,6.0
AGRN,917.5,1421.0,1111.5,1269.5
CYSRT1,4.5,8.5,2.5,0.5
RAB15,20.5,42.5,16.0,26.0
RNF126P1,121.0,152.0,64.5,91.0
SLC27A1,342.5,523.5,179.0,244.0
ZC3H6,173.5,214.0,98.5,151.0
CA13,73.5,123.5,26.0,78.0
ENTPD8,0.5,0.0,0.5,0.5
RN7SL2,9.0,31.5,16.0,24.0
CENPS,296.0,354.5,287.0,349.0
LINC-PINT,143.5,142.5,99.5,87.0
MALAT1,64571.5,80526.5,58489.5,71120.5
379013,1190.0,1311.0,821.0,1063.5
PSMA3-AS1,2370.5,2933.0,1660.5,2257.5
386593,1151.0,1514.5,1315.0,1426.5
GRASLND,6.0,11.0,3.0,6.0
SAP30L-AS1,35.0,53.5,24.0,38.5
AMIGO3,117.0,186.5,68.0,63.5
ZNF582-AS1,56.5,74.5,45.5,51.0
ZKSCAN4,98.5,171.5,91.5,152.5
GUSBP2,12.0,19.0,11.0,14.5
387066,616.0,762.5,471.5,563.5
SUMO4,0.5,4.0,0.0,4.0
CENPW,163.5,213.5,183.5,240.5
SOGA3,25.5,39.0,19.0,24.5
CEP85L,17.5,26.5,21.0,36.0
387254,33.5,63.5,17.5,25.5
C6orf120,6800.5,7817.0,4761.5,5957.5
NSUN4,632.0,818.0,668.0,748.5
RASL11A,2.5,7.0,6.0,9.0
GPR153,114.0,185.5,130.0,194.5
PEDS1,788.0,1124.5,855.0,1072.0
PEDS1-UBE2V1,5322.0,6208.5,4511.0,4981.5
387646,58.5,69.5,34.5,45.0
WASHC2A,117.5,136.0,127.5,164.5
CC2D2B,0.5,3.0,1.0,1.0
ENO4,4.0,6.0,2.0,1.5
C10orf143,29.5,44.5,20.0,28.5
IFITM5,1.5,7.5,0.5,0.0
GVINP1,216.5,264.5,110.5,106.5
C11orf96,4.5,11.0,4.0,7.5
LIPT2,17.5,22.5,21.5,28.5
RPL13AP20,121.0,131.0,62.5,78.0
C12orf75,4532.5,4589.0,2550.0,3732.0
CFAP73,411.5,604.5,511.5,591.0
TMEM233,59.5,105.0,57.5,87.5
KMT5A,864.5,1118.5,692.5,855.5
C1QTNF9B,3.0,3.0,2.5,5.0
NHLRC3,125.5,173.0,96.0,137.5
TOMM20L,28.5,32.0,27.5,32.5
CCDC9B,16.0,22.5,14.5,14.0
TNFAIP8L3,112.5,132.0,89.5,114.0
UBE2Q2P1,46.0,69.0,24.0,32.0
388182,8.0,19.0,10.0,22.0
SBK1,195.5,267.5,117.0,173.5
C16orf87,254.0,365.0,220.5,390.5
C16orf86,6.0,4.5,3.0,1.5
INCA1,6.0,12.0,3.5,5.5
SCIMP,1017.5,1241.5,463.0,432.0
C17orf100,19.0,18.0,18.5,32.0
TMEM220,49.5,71.5,29.5,33.0
LRRC75A,67.0,102.0,71.0,88.0
CCDC103,19.0,33.5,30.0,25.5
YPEL2,69.0,83.0,45.0,98.0
388499,81.5,129.0,66.5,108.5
CLEC17A,1.0,3.5,1.0,5.0
RGS9BP,110.5,148.0,41.5,61.5
ZNF790,8.5,18.0,9.0,12.0
CEACAM22P,2.0,4.5,1.0,0.5
BLOC1S3,322.0,550.5,284.0,495.0
BHMG1,4.5,6.0,3.5,0.5
ZNF888,52.0,91.0,57.0,80.0
ZNF761,0.0,0.0,11.0,14.0
TMEM238,14.0,15.5,11.5,13.5
ZNF749,136.0,186.5,121.5,154.5
ZNF324B,97.0,176.5,106.0,158.0
RNF207,51.5,49.5,58.0,71.0
TRNP1,63.0,90.5,58.0,67.0
C1orf146,1.0,3.0,0.5,2.5
DIPK1A,70.5,150.0,33.0,59.0
NOTCH2NLA,11.0,15.0,5.0,6.0
388685,195.5,244.0,136.0,178.5
LYSMD1,60.5,131.0,54.0,83.0
C1orf189,0.5,2.0,0.0,1.5
C1orf53,5.5,5.5,5.0,5.5
TMEM81,11.0,21.0,18.5,32.5
COA6,244.5,366.5,256.0,300.0
388780,0.0,1.0,1.0,0.0
SNHG17,421.0,629.5,354.0,439.5
LRRC75B,2.0,3.0,0.0,0.5
388906,2.0,5.0,4.0,4.0
BOLA3,195.5,197.0,225.0,259.0
C2orf81,21.0,19.5,12.5,18.5
C2orf68,812.0,964.5,539.0,763.0
PLEKHM3,328.0,552.0,237.0,461.5
C2orf80,2.5,1.5,0.5,0.5
INKA1,3.5,7.5,3.5,4.0
MUSTN1,8.0,16.0,9.0,15.5
LEKR1,5.5,5.5,2.5,4.0
TMEM212,3.0,1.5,0.5,1.0
SMIM20,606.5,621.5,417.5,531.0
389247,9.0,20.5,16.0,15.0
ANXA2R,20.5,29.0,13.0,20.0
PROB1,4.0,10.5,2.5,4.5
PSMG4,58.0,87.0,47.5,65.5
LIN28B,83.5,110.0,31.5,53.0
389458,19.0,23.0,9.5,14.0
GTF2IRD2B,7.0,9.5,10.0,13.5
389538,392.5,487.0,320.0,384.5
LAMTOR4,461.5,466.0,437.0,484.0
XKR5,2.5,6.0,0.0,0.5
AC100861.1,248.0,316.0,202.0,265.0
NUGGC,0.5,1.0,1.5,2.0
ALKAL1,1.5,2.5,1.5,9.0
RBM12B,329.5,540.0,239.5,358.5
MAFA,4.5,7.0,12.5,7.0
GLIDR,12.0,12.0,6.5,10.0
C9orf153,2.0,3.0,1.5,3.5
389791,2.0,2.5,1.0,2.0
IER5L,14.0,18.0,22.5,22.5
AJM1,73.0,122.0,48.0,57.0
LRRC26,12.0,10.5,13.5,14.5
MG910336.1,77.5,107.0,53.5,96.0
389834,1.5,2.5,1.0,2.5
MAP3K15,265.5,348.5,206.0,215.5
USP27X,21.5,39.0,14.5,14.5
UBE2NL,22.0,29.0,21.5,26.0
389906,216.0,326.5,132.0,235.0
C1QL3,95.0,143.0,52.0,57.5
LRRC10B,3.0,6.5,1.5,3.0
390213,0.5,1.0,1.0,0.0
UBAP1L,0.0,2.0,1.0,1.0
SKOR1,5.0,6.0,7.5,6.5
ANKRD34C,53.0,74.5,12.0,11.0
PABPN1L,1.5,3.0,0.5,1.0
ONECUT3,6.0,5.0,2.0,3.5
NUDT19,1057.0,1472.5,946.0,1361.0
ZNF793,2.0,5.0,2.0,4.5
ZNF805,153.5,371.0,174.5,295.5
PLA2G2C,10.0,9.5,4.5,6.0
FRRS1,16.0,27.5,6.5,12.0
391257,137.5,171.5,80.0,98.0
391322,1.0,2.5,1.5,3.0
PTRHD1,259.0,258.0,178.5,234.0
FAM221B,1.5,2.5,0.0,0.0
NHSL2,1440.5,1881.0,1205.0,1346.5
ELFN1,11.0,21.0,15.0,17.0
SPRED3,7.5,25.0,4.5,5.5
TMEM200B,367.5,454.0,347.5,389.5
SLC25A35,599.5,784.5,507.0,626.0
MEX3D,533.5,912.0,390.5,583.0
FAM102A,162.5,208.0,160.0,193.5
ZNF321P,126.0,187.5,87.0,122.5
MYO18A,284.0,378.0,312.5,288.0
MIR1915HG,14.0,25.0,4.0,5.0
BMS1P1,3.5,3.5,0.5,1.5
EEF1AKMT2,656.5,709.0,497.5,602.0
EDRF1-DT,82.5,89.5,72.5,88.0
LINC01164,1.5,3.5,1.0,3.0
399833,0.0,4.0,1.0,1.5
PCNX3,181.0,280.0,180.0,181.5
PATE2,3.5,6.0,2.0,3.0
PATE4,1.0,2.5,0.5,0.0
399972,105.0,112.0,95.0,89.0
SNX19,1155.5,1445.5,955.0,1257.0
CLEC12A-AS1,6.5,7.0,1.5,3.0
400027,916.5,1116.5,449.5,633.5
400058,93.0,141.0,72.0,122.0
C12orf76,128.0,148.0,106.5,143.5
400110,7.0,10.0,1.0,1.5
ATP11AUN,2.0,2.5,2.0,3.5
FOXN3-AS1,38.0,42.5,23.5,23.0
DICER1-AS1,15.0,18.5,11.0,14.5
400322,218.0,318.5,242.5,336.0
400410,64.5,93.0,50.5,76.5
FAM174B,2.0,3.5,1.5,5.5
KNOP1,307.0,409.0,351.5,432.0
AC009060.1,145.0,175.5,71.0,98.5
C17orf97,12.0,13.0,15.0,23.5
MED11,157.0,198.5,167.5,204.5
TOB1-AS1,12.5,18.0,9.0,17.5
LINC00511,3.5,6.5,4.5,8.0
LINC01973,1.5,0.5,1.5,2.0
TEX19,124.5,187.0,214.5,204.0
400657,305.5,359.0,283.0,356.0
ZNF516-DT,14.0,20.5,6.0,13.0
PRSS57,978.0,1227.0,973.5,955.0
VMAC,158.5,194.0,112.5,159.0
AC007773.1,7.0,8.5,7.0,9.5
AC010624.1,3.0,4.0,2.5,3.0
ZNF772,183.5,262.5,172.5,274.0
LRRC8C-DT,77.5,104.0,28.0,37.5
C1orf220,0.5,1.0,0.5,1.5
NBPF9,23.5,31.0,19.0,22.5
C20orf202,1.5,3.5,2.5,3.0
LINC01721,1.0,3.5,0.0,1.5
CHCHD10,1.5,1.5,0.5,2.5
400927,15.5,20.0,7.5,10.5
MIRLET7BHG,68.5,150.5,45.0,64.0
LINC01376,1.0,3.5,0.5,1.0
C2orf91,2.5,4.0,0.0,1.0
EML6,4.5,3.0,5.5,7.0
400955,1060.0,1298.5,665.0,931.5
LINC02245,5.0,9.0,2.0,0.5
PCBP1-AS1,133.0,146.0,59.0,81.0
PAIP2B,28.0,33.5,11.5,22.5
ANKRD36C,2.5,3.0,1.0,1.0
400999,8.0,17.0,8.0,11.5
401010,305.5,428.5,307.5,409.0
TEX41,6.0,6.5,5.0,4.5
401052,112.5,171.5,112.0,136.5
MBNL1-AS1,1197.5,1686.0,803.0,1003.5
C3orf80,584.0,749.0,481.0,534.5
LINC00885,4.0,2.5,4.0,4.0
C4orf48,45.0,58.5,77.5,69.5
401149,27.0,43.5,14.5,28.0
C4orf3,1937.5,2447.0,1121.0,1238.5
C5orf63,0.5,0.0,2.0,2.0
401233,87.5,159.0,115.5,111.5
SAPCD1,2.5,6.5,2.0,2.5
RAB44,182.0,277.5,203.5,301.5
401260,4.0,5.5,2.0,4.0
TRAM2-AS1,111.0,123.5,61.0,94.0
401320,255.5,358.0,174.5,226.0
401331,62.0,72.5,52.5,64.5
SMIM30,1855.0,2008.0,1480.5,1634.5
POT1-AS1,9.0,7.0,6.5,14.5
PRRT4,27.5,31.0,32.5,31.0
ATP6V0E2-AS1,2.5,4.0,1.5,0.0
RBIS,2536.5,2909.0,2199.5,2770.0
SAMD12,2.5,2.5,19.5,15.0
VLDLR-AS1,199.0,193.0,43.5,63.5
HACD4,603.5,711.5,311.0,337.5
TMEM215,1.5,2.5,0.0,3.0
TOMM5,2178.0,2540.5,2103.0,2615.5
401509,5.5,9.5,8.0,10.0
CENPP,247.0,355.0,220.5,285.5
C9orf152,1.0,1.5,0.5,1.5
SNX30,1172.5,1740.0,534.5,956.5
WDR38,55.5,69.0,57.0,54.0
GPRACR,4.5,9.5,6.0,5.5
401561,22.0,35.0,9.0,11.0
C9orf139,89.0,200.5,44.0,87.0
FAM166A,839.5,1119.5,942.0,1266.0
CD99P1,123.0,154.0,71.0,94.5
401585,4.0,10.5,4.5,7.5
401588,89.5,129.0,68.5,97.5
SLC25A53,1.0,2.0,2.0,3.0
GOLGA7B,45.0,72.0,49.0,45.0
401884,25.0,29.5,19.5,24.5
LDLRAD2,447.5,720.0,332.0,372.5
SRRD,158.0,207.5,193.0,217.0
402176,11.5,10.5,11.0,14.5
C7orf61,4.0,7.5,3.0,3.0
IGLON5,6.5,9.5,6.5,6.5
UFSP1,5.0,5.5,6.0,6.5
PLPP6,248.5,368.5,246.5,343.0
CIBAR1P2,49.5,46.5,42.5,52.0
403340,87.0,116.0,49.0,64.0
ZBTB34,322.5,499.0,249.5,510.0
HAPLN4,83.0,99.5,24.0,59.0
CUEDC1,20.0,17.5,19.5,23.5
CTXN1,47.5,62.5,58.5,48.5
C6orf201,17.5,25.5,16.5,17.5
HOXB-AS3,4.0,9.5,3.0,6.0
YY2,57.5,63.0,41.0,38.0
C16orf74,297.0,334.5,145.5,218.0
DENND10,863.0,755.0,715.5,863.5
CACTIN-AS1,336.5,513.5,234.0,377.0
GTF2H5,323.0,330.0,295.5,346.5
ANKHD1-EIF4EBP3,342.5,385.0,232.5,239.5
MIRLET7B,2.0,9.5,2.5,2.0
MIRLET7D,4.0,12.0,2.0,9.0
MIR106B,1.0,2.5,1.5,1.5
MIR124-1,5.0,6.0,1.0,4.5
MIR130B,2.0,4.5,0.0,0.5
MIR135A1,4.0,3.0,3.0,2.5
MIR142,23.0,52.5,13.5,23.0
MIR155,37.5,29.0,27.0,26.0
MIR181B1,12.5,15.5,5.5,8.5
MIR186,3.5,9.0,3.0,2.5
MIR191,3.0,5.0,1.5,2.0
MIR197,0.5,2.0,0.0,1.0
MIR198,1.0,2.5,0.0,1.0
MIR199A1,0.0,3.0,0.0,0.5
MIR181A1,0.0,2.5,1.0,0.0
MIR221,7.0,15.0,2.0,9.0
MIR223,38.0,53.0,16.0,28.5
MIR24-2,1.0,1.5,0.5,1.0
MIR25,12.0,19.0,16.5,32.5
MIR29C,0.5,1.0,0.0,1.5
MIR302A,0.5,0.5,1.0,1.5
MIR7-1,2.0,6.5,5.0,5.5
MIR92A1,1.5,6.0,1.5,2.5
MIR93,2.0,6.0,1.5,2.0
TNFSF12-TNFSF13,1129.5,1506.0,1135.0,1356.0
ACBD7,43.5,49.5,13.5,23.5
C10orf105,9.5,14.5,5.0,1.5
AGAP6,37.0,53.0,42.0,55.5
CELF2-AS1,15.0,24.5,6.5,12.0
ZNF32-AS1,71.5,82.5,84.0,107.0
ZNF32-AS2,26.5,41.0,22.5,37.0
AGAP12P,1.0,3.0,0.0,1.5
C10orf55,111.5,130.0,67.0,106.5
414241,4.5,2.5,2.0,2.5
DNAJC9-AS1,91.5,128.0,92.5,131.0
IDNK,10.0,15.0,4.5,6.5
HCG18,7.0,15.0,8.5,8.0
DENND6B,20.5,39.0,10.0,17.5
C8orf82,662.5,890.0,559.5,692.5
PIM3,631.5,853.0,554.5,760.0
432369,1263.0,1347.0,1390.0,1613.5
MXRA7,607.5,663.0,510.5,618.0
THAP7-AS1,67.0,88.5,48.5,69.0
TMEM41B,877.0,1242.0,719.5,761.0
LINC02709,28.5,35.0,26.0,35.5
440044,21.5,46.5,9.5,16.0
IQSEC3,179.5,272.0,68.5,72.5
440078,5.0,11.0,3.0,3.5
440081,403.5,619.0,308.5,454.0
H3-5,4.5,12.0,3.5,6.5
440101,4.0,3.5,0.5,0.5
TMEM198B,504.5,785.5,276.0,385.5
ALG11,437.0,621.5,424.5,526.5
MZT1,712.5,935.0,569.5,890.0
CCDC88C,319.0,379.5,215.5,250.5
GOLGA8B,419.5,509.5,305.5,350.0
EIF2AK4,331.0,385.0,298.0,350.0
CATSPER2P1,11.0,10.5,3.5,5.5
UBL7-AS1,338.0,362.0,199.5,308.5
GOLGA6L9,2.5,3.0,2.5,3.5
440311,3586.0,4906.0,2544.5,2948.5
440354,51.0,68.5,19.0,35.0
CDIPTOSP,0.5,1.5,1.5,2.0
440359,1334.5,1511.0,1074.5,1183.5
RNASEK,655.0,824.0,620.0,689.5
CCDC144NL-AS1,161.5,161.5,152.0,202.5
440434,7.0,10.0,5.5,7.0
440456,117.0,195.0,73.5,96.5
BAIAP2-DT,433.5,646.5,273.5,332.5
HSBP1L1,11.5,13.5,4.5,9.5
PLIN5,3.0,5.0,3.0,2.0
ZNF506,407.5,618.0,204.0,320.0
AC092329.3,9.0,22.5,4.0,5.0
UQCRHL,712.0,740.5,674.0,805.0
MICOS10,413.5,534.0,423.5,505.0
SLC2A1-AS1,4.0,4.0,4.0,5.0
RBM15-AS1,28.0,31.5,18.0,22.5
BCL2L15,14.5,34.5,10.0,15.5
H2BC18,3.0,4.0,2.5,4.0
AL451074.1,2.0,5.0,1.0,0.5
RHEX,3.0,1.5,20.0,25.0
TRIM67,5.5,5.5,2.5,1.5
MIAT,19.5,37.5,22.0,26.5
ODF3B,23.5,25.5,47.5,30.0
THUMPD3-AS1,648.0,847.0,534.5,707.0
EIF1B-AS1,29.5,31.0,34.0,33.0
SMIM4,141.5,221.5,113.5,127.0
440993,1.5,6.5,2.5,1.5
MTHFD2L,25.0,34.0,50.0,33.0
TMEM150C,1.0,2.5,1.0,2.0
441081,2.0,4.0,1.0,5.5
441089,445.0,549.5,558.5,681.0
441108,5.0,8.5,2.5,4.5
441124,81.5,104.5,66.5,101.0
C6orf226,33.5,53.0,23.0,25.0
TMEM151B,0.5,2.5,0.0,1.5
441155,10.5,13.0,10.0,15.0
CALHM6,4.0,5.0,3.0,4.5
RP9P,97.0,120.5,85.0,78.0
AC073107.1,61.0,94.5,52.5,73.5
TYW1B,83.0,125.0,114.5,137.0
DTX2P1-UPK3BP1-PMS2P11,19.5,37.5,12.0,19.0
SPDYE3,111.0,144.0,57.5,68.0
441307,39.5,64.5,17.5,37.5
441374,0.5,3.0,1.0,0.5
AARD,12.5,16.0,4.0,3.5
LRRC24,32.0,47.0,18.5,26.5
NUTM2G,5.0,9.5,1.0,5.0
NRARP,862.5,1299.0,619.0,858.0
PGAM4,2.0,3.0,1.0,1.5
CDNF,13.0,18.0,6.5,9.0
TSPAN11,1.0,0.5,0.0,0.0
441687,5.5,7.0,1.5,3.0
441733,268.5,486.0,232.0,309.5
WBP11P1,403.0,572.5,291.5,410.5
ZFAS1,5454.5,5972.5,3791.0,4281.5
442245,28.0,24.0,9.0,14.5
442454,2423.0,2718.0,2645.5,3076.0
442459,11.5,21.0,10.5,14.0
DPY19L2P3,8.0,11.5,2.0,3.0
442578,118.0,221.5,71.0,90.0
442582,435.5,686.0,237.5,364.5
SPDYE5,9.5,20.5,5.5,6.5
EIF3IP1,170.5,192.5,216.0,263.0
MIR302B,1.0,2.5,0.0,1.5
MIR302D,0.0,2.0,1.5,1.0
MIR324,11.5,16.5,12.0,17.0
MIR328,0.5,1.0,0.0,0.5
MIR367,0.5,4.5,2.0,2.5
MIR196B,27.0,48.5,19.5,23.0
SULT1A4,27.5,40.5,35.0,33.5
TRGC1,1349.5,1319.0,1510.5,1527.5
TRIM6-TRIM34,66.0,77.5,29.5,53.0
PALM2AKAP2,5265.5,5714.5,3296.0,3803.5
GGNBP1,1.5,1.0,0.0,0.5
SPIN2B,2.0,10.5,2.5,2.5
GIMAP6,61.5,101.0,33.0,61.5
F8A3,3.0,4.5,3.0,2.5
492303,57.0,79.0,55.0,79.5
IGIP,4.0,4.5,4.5,7.5
COA5,413.0,493.5,363.0,513.5
493754,971.5,1169.0,703.5,854.0
CISD2,719.5,914.0,770.0,818.5
CCDC73,2471.5,2574.0,2067.0,2678.5
EID3,0.0,1.0,0.5,1.0
TMEM9B-AS1,32.5,45.5,10.0,13.5
PHOSPHO2,6.5,9.5,2.0,6.5
RBMXL1,749.0,866.0,520.5,749.0
494127,98.0,135.5,42.0,87.0
CHAC2,123.0,150.0,135.5,173.0
MIR423,1.0,5.0,2.0,2.0
MIR425,1.0,4.0,0.5,0.5
PJVK,1.0,1.0,1.0,0.5
TYMSOS,311.5,348.0,131.0,256.0
TIFAB,145.5,136.0,306.0,122.0
BDNF-AS,65.5,91.5,46.0,68.5
C18orf32,838.0,984.0,685.0,846.5
A1BG-AS1,22.0,31.0,26.0,26.5
SPRN,71.0,128.5,72.0,93.5
RGMB-AS1,0.5,1.5,0.5,0.0
503640,5.0,7.5,3.0,3.5
503645,8.0,18.5,9.0,8.5
LOH12CR2,18.0,20.5,13.0,12.5
MIR4435-2HG,867.0,936.0,955.0,1022.5
541473,9.5,23.0,5.5,10.5
C8orf58,101.5,158.0,85.5,100.5
EOLA2,68.0,75.5,54.0,74.0
SLX1A,2.0,1.0,3.0,1.5
POLR2J3,118.5,175.0,127.0,130.5
DNAJC25,124.5,144.0,131.5,135.0
550112,306.0,430.0,226.5,298.5
CCDC157,24.0,30.5,19.0,18.5
ATXN7L3B,2565.5,3687.0,1709.5,2590.5
DNAJC25-GNG10,248.5,289.0,214.5,225.0
BOLA2B,6.0,8.5,8.0,8.5
MIR3936HG,4.5,6.0,5.0,12.5
PEF1,669.0,827.5,747.0,874.0
AC133552.2,6.0,9.5,6.5,14.5
ASPDH,0.0,4.0,0.0,0.5
FBXO48,33.0,44.5,34.5,49.0
LINC00862,1.5,1.5,1.5,1.0
FAM72C,35.5,49.5,28.0,41.0
SNORA6,38.0,92.5,32.0,49.0
SNORA10,44.0,86.5,42.0,55.0
OBSCN-AS1,10.0,15.0,4.5,5.5
IBA57-DT,2.5,7.0,2.0,2.0
SNORD101,10.5,24.5,7.5,19.5
SNORD100,4.0,19.5,4.0,8.0
SNORA33,10.5,36.0,11.5,22.0
ZFAT-AS1,52.0,83.5,48.5,61.0
595097,82.5,107.0,75.5,104.5
SNORD18A,2.5,14.0,1.0,3.0
SNORD18B,2.5,8.5,3.5,2.5
SNORD18C,6.5,16.5,9.0,14.5
SMG1P5,17.5,19.0,5.5,10.5
PGM5P2,81.5,120.5,61.5,71.5
CYB5RL,113.0,169.5,93.5,143.5
606551,2145.5,2994.0,1769.5,2389.0
NPIPB13,10.5,23.0,8.5,6.5
CYP51A1-AS1,4.5,9.5,5.5,3.5
AL079338.1,17.0,13.0,1.0,4.0
SERINC4,179.5,258.0,111.0,162.0
619190,8.5,22.0,11.5,14.0
