GENE,VHL_3h,DMSO_3h,VHL_6h,DMSO_6h
PAQR7,2.5,9.5,2.5,1.0
APCDD1L,0.0,0.0,0.0,0.0
CCDC116,0.0,0.5,0.0,0.0
CABP7,0.5,2.5,0.0,0.0
TMPRSS6,0.0,0.0,0.0,0.0
APOBEC3H,0.0,0.0,0.0,0.0
CCDC138,0.5,2.0,0.0,1.0
ADGRF3,0.0,1.0,0.0,0.0
OXER1,0.5,0.0,0.0,0.0
UBXN2A,3.0,22.5,3.0,3.0
DQX1,0.0,0.0,0.0,0.0
PARP15,0.5,8.0,0.0,0.5
GPR156,0.0,0.5,0.0,0.0
XIRP1,1.5,1.5,0.0,0.0
RNF168,27.0,136.0,15.0,28.5
SPATA5,6.5,30.0,4.5,10.0
BBS12,0.0,1.5,0.0,0.0
ADGRA3,0.0,0.0,0.0,0.0
MMAA,2.0,13.5,1.5,2.5
ZBTB49,0.5,1.5,0.0,2.0
TIGD2,1.0,4.5,0.5,0.5
SGMS2,1.0,4.0,0.0,0.0
MIER3,14.5,63.5,6.0,9.5
CDC20B,0.0,1.0,0.0,0.0
TENT2,9.0,46.0,8.5,8.5
DCP2,43.0,203.0,24.0,28.0
LIX1,0.0,0.0,0.0,0.0
ZNF366,1.0,1.0,3.0,0.5
FAM151B,0.0,0.0,0.0,0.0
LCA5,0.0,0.0,0.0,0.0
TXLNB,0.5,0.0,0.0,0.0
ZNF92,30.5,156.0,18.0,31.5
THAP5,11.0,61.5,9.5,7.5
CCDC71L,20.0,55.5,9.5,11.5
ZNF467,0.0,0.5,0.0,0.0
ZNF800,14.5,80.0,5.5,7.5
TMEM64,4.5,25.5,5.0,4.5
ZNF596,0.0,1.0,0.0,0.5
STKLD1,0.0,0.0,0.0,0.0
QSOX2,21.0,68.0,8.5,13.5
ZNF169,1.0,8.5,0.0,2.0
TCEANC,2.0,11.0,1.0,4.0
ARX,0.0,0.0,0.0,0.0
TMEM273,2.0,5.5,1.0,0.0
FUT11,6.0,22.5,1.0,3.5
170393,0.0,0.0,0.0,0.0
PWWP2B,8.5,20.0,2.5,6.0
SSBP4,9.0,16.0,6.0,3.5
170487,1.5,2.0,1.0,2.5
DHX36,0.0,0.5,0.0,0.0
GIMAP1,0.5,0.5,0.5,0.5
COMMD6,0.0,1.0,0.5,0.0
ADAMTS17,0.0,0.5,0.0,0.0
ZNF525,0.0,0.0,1.5,2.0
ZNF431,32.0,139.0,17.0,18.5
ZNF721,4.5,27.5,3.0,2.0
ANKRD24,0.0,0.0,0.0,0.0
ZNF384,37.5,148.5,25.0,21.0
ASXL1,17.0,65.0,6.5,12.5
RHOV,0.0,2.5,1.0,0.5
DSTNP2,42.0,58.5,43.5,51.5
NLRP6,2.5,8.0,1.0,0.5
AP006621.3,1.0,3.5,0.5,0.0
ZNF675,7.5,35.5,3.5,1.5
CLYBL,0.0,0.0,0.0,0.0
SPTSSA,8.0,37.0,9.0,5.5
PTCRA,0.0,0.0,0.0,0.0
POLR3H,32.0,106.5,20.5,12.5
ABHD3,0.5,3.0,0.5,1.5
PGAM5,64.0,147.0,20.5,27.0
HIGD2A,4.0,16.0,4.0,2.5
AGO3,1.5,9.0,0.0,0.0
AGO4,20.0,65.0,6.5,10.0
SCAMP5,6.0,19.0,4.5,3.5
PRXL2C,1.5,16.5,2.0,3.5
ZNF367,67.0,302.5,51.0,70.0
METTL15,7.0,21.5,6.0,6.5
MPZL3,4.5,30.0,3.5,7.5
IMMP1L,0.0,0.0,0.0,0.0
RILPL2,94.5,252.0,55.5,75.0
AMN1,1.5,8.0,0.0,0.0
METTL7B,3.0,6.5,1.0,0.0
ZFC3H1,17.5,74.5,12.0,13.0
PLBD2,4.0,14.0,2.0,0.5
EEF2KMT,6.0,24.0,7.5,3.5
PIANP,0.0,0.0,0.0,0.0
DCP1B,14.5,36.0,9.0,6.5
ANO6,10.0,43.5,7.5,8.0
ARID2,26.0,126.0,14.5,12.0
PAOX,0.0,0.5,0.5,0.0
FAM24B,5.5,10.0,1.0,2.0
LINC00638,2.0,4.5,3.5,1.0
ADCY4,0.0,0.0,0.0,0.0
196913,0.0,1.0,0.0,0.0
FAM227B,0.0,0.0,0.0,0.0
DNM1P46,0.0,0.0,0.0,0.0
LCTL,0.0,0.5,0.0,0.0
UBR1,6.5,31.0,5.0,10.0
PATL2,0.0,0.0,0.0,0.0
SNAI3-AS1,2.0,3.5,0.5,0.0
LDHD,0.0,0.0,0.0,0.0
FCSK,0.0,1.0,0.5,1.0
MLKL,2.0,7.0,0.5,1.5
ZNF778,2.0,18.0,0.5,1.0
ACSF3,7.0,16.5,6.0,6.0
WDR90,0.5,2.5,0.5,0.5
EME2,0.0,0.0,0.0,0.0
NLRC3,8.5,74.5,5.0,2.0
NSMCE1,0.0,1.0,0.5,1.0
ZNF48,9.0,21.5,4.0,3.0
LKAAEAR1,0.0,0.0,0.0,0.0
MCEMP1,0.0,1.5,1.5,1.0
ZNF627,58.5,240.0,36.0,46.5
ZNF585A,15.5,62.0,9.5,5.0
CADM4,0.0,2.0,0.5,0.0
THAP8,1.5,4.0,0.0,0.0
U2AF1L4,14.0,37.5,6.5,9.5
NIBAN3,0.0,0.0,0.0,0.0
ADM5,2.5,4.0,0.0,0.0
ALG14,0.5,4.0,0.0,1.0
FAM76A,3.0,16.0,2.5,2.5
TMEM201,41.0,96.0,24.0,30.0
FAAP20,5.5,8.0,3.5,4.0
CC2D1B,10.0,42.0,7.0,8.0
NBPF11,8.5,37.5,3.5,5.0
NUDT17,0.5,2.0,1.0,0.0
TXLNA,122.0,368.5,52.5,53.0
TCTEX1D1,0.0,0.0,0.0,0.0
C1orf100,0.0,0.0,0.0,0.0
SPAG17,0.0,0.0,0.0,0.0
SLFNL1,0.0,0.0,0.0,0.0
KRTCAP2,3.5,5.5,1.0,1.0
CRTC2,5.5,22.5,5.0,1.5
TMEM51-AS1,0.0,0.0,0.0,0.0
IBA57,41.0,140.5,17.5,21.5
FAM209A,0.5,0.0,0.0,0.0
LINC00656,0.0,0.5,0.0,0.0
LINC00528,10.0,18.0,3.5,7.0
RNF215,0.0,1.0,0.0,0.0
APOBEC3F,0.0,0.0,0.0,0.0
TET3,111.5,377.0,42.5,53.0
ANKRD23,1.0,4.0,0.5,1.5
APLF,0.0,1.0,0.5,0.5
PIKFYVE,65.5,251.0,33.5,37.5
KRTCAP3,0.5,1.0,0.0,1.0
TMEM17,0.0,0.0,0.0,0.0
SPRED2,36.0,133.5,16.0,22.5
TIGD1,0.0,3.0,0.0,0.0
ALG1L,0.0,0.0,0.0,0.0
KCTD6,1.0,14.0,2.0,4.0
ARL13B,2.5,15.0,1.5,2.0
DHFR2,17.0,59.0,10.0,14.5
RPL22L1,27.5,119.5,39.0,48.0
SLC51A,0.0,0.0,0.0,0.0
FBXO45,110.5,443.5,47.0,73.0
TVP23C,4.0,19.0,0.0,2.5
CENPV,7.0,21.0,1.5,5.5
FLCN,11.0,46.0,5.0,6.5
PLD6,103.5,311.5,37.5,59.5
ARHGAP27,0.0,1.0,0.0,0.0
ZNF385C,0.0,0.0,0.0,0.0
SAMD14,0.0,0.0,0.0,0.0
LYRM9,0.0,0.0,0.0,0.0
SLC16A13,0.0,1.5,0.0,0.0
CENPX,7.0,17.5,2.5,2.5
LRRC45,1.0,1.0,1.5,0.0
SLC39A11,8.0,26.0,10.5,11.0
AMZ2P1,1.0,5.5,1.0,0.5
TRIM65,31.5,111.5,24.0,21.5
UNC13D,0.5,4.5,1.5,1.0
SPNS3,0.0,0.5,0.0,0.0
FBXO15,0.0,0.0,0.0,0.0
RAB12,15.5,56.5,11.0,6.5
ZNF584,41.5,105.0,16.0,18.5
HACD2,5.5,16.5,0.5,1.5
STT3B,24.5,98.5,10.5,15.0
PDE12,33.5,141.0,14.0,16.0
DENND6A,12.0,64.0,9.0,13.0
C4orf46,32.0,116.5,17.0,22.0
TMEM154,15.0,61.0,8.0,10.0
LINC00504,0.5,0.0,0.0,0.0
SMIM14,1.0,2.5,0.5,0.5
TMEM192,24.0,101.5,15.5,19.0
RWDD4,0.5,5.0,0.0,1.0
PRIMPOL,0.0,0.5,0.0,0.0
TAPT1,4.0,29.0,4.0,6.0
202020,0.0,2.0,0.0,0.0
SPATA24,0.0,0.0,0.0,0.0
DNAJC18,0.5,5.5,0.5,1.0
202181,9.5,34.5,3.5,6.5
CCDC125,0.0,1.5,0.5,0.0
GAPT,0.0,0.0,0.0,0.0
OSTCP1,0.0,1.0,1.5,0.0
PAXIP1-AS1,22.5,50.0,12.5,13.0
TMEM184A,0.0,0.0,0.0,0.0
ADCK5,0.0,0.5,0.0,0.0
TSNARE1,6.0,14.0,3.0,1.5
TUBB,65.0,171.5,32.0,48.0
R3HCC1,4.5,10.5,1.5,1.5
LGI3,0.0,0.5,0.0,0.0
TMEM268,14.0,44.5,6.5,5.5
C9orf72,7.5,36.0,7.5,9.5
CCDC171,0.0,0.0,0.0,0.0
NAIF1,15.5,57.5,11.5,7.0
FAM219A,5.0,14.5,3.0,3.0
CCDC107,19.5,69.5,8.5,9.5
ANKS6,9.0,18.5,3.5,4.5
SUSD3,1.5,2.5,1.0,0.0
SLC25A43,4.5,14.5,2.0,1.0
RTL3,0.0,1.5,0.0,0.0
INTS6L,4.5,15.5,4.0,2.5
ZNF449,1.0,9.0,1.5,0.0
VMA21,36.0,177.5,18.0,32.5
ANO5,0.0,0.5,0.0,0.0
NLRP11,0.0,0.0,0.0,0.0
HIPK1,68.5,273.0,41.0,67.0
MTLN,4.5,6.0,4.0,4.0
C2orf69,26.0,121.0,16.0,25.0
DIPK2A,15.5,85.0,13.5,15.5
SENP5,71.0,276.5,36.0,35.5
USF3,21.5,119.0,9.0,15.5
SLC36A1,18.5,82.5,12.0,17.0
DHRSX,2.0,4.0,1.0,3.0
SAMD9L,0.0,1.5,1.0,0.0
USP12,49.0,217.5,15.5,25.5
219347,0.0,0.0,0.0,0.0
PLAC9,0.0,0.0,0.0,0.0
MTIF3,1.0,3.0,1.0,1.5
SMTNL1,0.0,0.0,0.0,0.0
YPEL4,0.0,0.0,0.0,1.0
MED19,10.5,33.5,4.0,7.5
ZCCHC24,23.5,118.0,13.5,16.0
UNC5B,4.5,27.5,1.5,2.0
STOX1,0.0,0.0,0.0,0.0
FAM241B,0.0,0.0,0.0,0.0
TYSND1,6.5,32.5,6.5,3.5
ZNF25,2.5,7.0,2.0,2.0
CCNY,7.0,31.5,3.5,3.5
RTKN2,0.0,0.0,0.0,0.0
C11orf45,0.0,0.5,0.0,0.0
HYLS1,9.5,50.0,6.0,7.0
TMEM218,3.5,15.0,3.0,3.0
SLC37A2,4.0,15.5,4.5,4.0
TBCEL,4.0,24.0,2.5,6.0
MRPL21,1.0,6.0,1.0,0.5
TPCN2,5.5,17.5,4.0,3.5
MPEG1,0.0,9.0,1.5,1.0
PATL1,29.0,102.0,14.0,18.5
CYB561A3,5.5,13.5,8.5,5.0
PPP1R32,0.0,0.0,0.5,0.0
GDPD4,0.0,0.0,0.0,0.0
DDIAS,4.0,13.0,3.0,1.5
LTO1,16.5,60.5,10.5,13.5
LRTOMT,0.0,1.5,0.0,0.0
FAM124A,0.0,0.0,0.0,0.0
SKA1,1.5,2.0,0.0,0.5
OTUD1,1.0,7.5,4.5,2.5
OAF,4.5,20.5,2.0,3.0
TIGD3,0.0,1.0,1.0,1.0
220429,0.0,1.0,0.0,0.0
220594,0.0,0.5,0.0,0.0
AC132008.2,10.0,45.5,4.0,5.5
FABP5P3,0.0,1.0,0.0,0.0
CBWD5,0.0,0.0,0.0,0.0
220906,10.0,40.5,22.0,15.0
ZNF438,3.0,15.5,2.0,4.5
SLC16A9,1.0,3.5,0.0,0.0
ZNF22-AS1,0.5,4.0,0.5,0.0
TMEM72-AS1,0.0,0.0,0.0,0.0
HNRNPA3,184.0,688.5,103.5,144.5
ZNF485,0.0,6.5,2.5,1.0
RASGEF1A,0.0,0.0,0.0,0.0
REEP3,14.0,73.5,6.5,7.0
JMJD1C,168.0,597.0,68.0,42.5
RPP38-DT,0.0,0.0,0.0,0.0
NSUN6,0.5,3.0,0.0,0.0
ARL5B,7.5,34.5,1.5,4.5
LRRN4CL,0.0,0.5,0.0,0.5
HNRNPUL2,28.0,135.0,18.5,21.5
ALKBH3,0.5,5.5,1.0,1.0
EEF1AKMT1,7.5,24.0,7.0,4.5
SKA3,11.5,69.0,9.5,9.5
MICU2,4.5,23.0,4.0,5.5
SPATA13,28.5,110.0,25.0,24.5
CPNE2,0.0,4.5,0.5,0.0
ADGRG5,65.0,248.5,25.0,27.5
AK9,0.0,1.5,0.5,0.0
NT5DC1,1.0,1.5,0.0,0.0
ZUP1,1.0,1.5,0.0,0.0
TBC1D32,0.5,2.5,0.0,0.0
BEND6,2.5,7.0,2.0,5.0
C6orf223,2.5,6.0,0.5,0.0
RSPH9,0.0,0.0,0.0,0.0
ADCY10P1,0.5,11.5,0.0,1.0
OARD1,11.0,40.0,5.0,15.5
AL353579.1,0.0,0.0,0.0,0.0
FGD2,5.5,12.0,2.5,2.0
C6orf89,51.5,182.5,24.5,29.5
SMIM29,1.0,1.0,1.0,1.0
LEMD2,39.5,95.0,19.0,14.5
ZBTB9,0.0,0.5,0.0,0.0
KDM1B,6.0,23.5,3.0,3.0
RNF182,0.0,0.0,0.0,0.0
PHACTR1,1.5,8.5,0.0,0.0
SMIM13,10.5,34.5,8.0,4.0
221718,0.0,0.0,0.0,0.0
ZSCAN25,25.0,81.0,13.5,15.0
FAM200A,1.0,7.5,3.0,0.5
POLR1F,29.0,109.5,19.0,18.5
HOXA11-AS,0.0,1.5,0.5,0.0
JAZF1,0.0,5.0,0.5,0.0
PPP1R35,2.5,8.5,1.5,4.0
GPC2,0.5,2.0,0.0,0.0
BRAT1,2.0,6.5,1.5,0.5
SDK1,0.0,0.5,0.0,0.0
FOXK1,117.0,363.0,44.5,52.5
DAGLB,26.5,63.5,12.5,19.5
CCZ1B,0.0,2.0,0.0,0.5
THSD7A,1.0,0.5,0.0,0.0
TMED4,26.0,98.5,16.0,19.5
MTURN,0.0,1.5,0.0,0.0
SRRM3,0.0,0.5,0.0,0.0
RSBN1L,4.0,9.0,1.5,1.5
LRWD1,1.0,1.5,0.0,0.0
FAM185A,0.0,0.5,0.0,0.0
FBXL13,1.5,2.5,1.5,1.5
NAPEPLD,0.0,0.0,0.0,0.0
ATXN7L1,7.0,28.0,3.5,9.5
LNX2,8.0,54.0,7.5,9.0
ADGRG3,0.0,0.0,0.0,0.0
UNC5CL,0.5,3.0,0.0,0.5
KCTD20,66.5,264.0,45.0,45.0
SCUBE3,0.0,0.0,0.0,0.0
ZSCAN23,0.0,0.5,0.0,0.0
NKAPL,0.5,1.5,0.0,0.5
222699,2.5,7.5,3.5,3.0
222901,16.5,38.5,14.5,7.0
SLC29A4,0.0,1.5,0.0,0.5
ZNRF2,7.0,24.0,1.5,1.5
SEMA3D,0.0,0.5,0.0,0.0
SPDYA,0.0,0.0,0.0,0.0
CNPY4,0.0,1.5,0.5,0.5
ATP6V0D2,0.0,0.0,0.0,0.0
ATP6V1C2,1.0,0.0,0.0,1.0
CNOT6L,15.0,60.5,9.0,12.5
246181,7.0,40.0,7.5,6.5
RNASEH1,25.0,64.0,9.5,14.5
AFG1L,0.0,2.5,0.0,0.5
C21orf91-OT1,3.0,1.5,0.5,0.5
STAC3,4.5,16.0,3.0,3.0
PELI3,4.5,13.0,6.0,5.5
POLR2J2,2.0,8.5,2.0,0.5
246754,3.0,1.0,1.0,1.0
TMEM9,5.0,14.5,5.5,6.5
ZNF396,0.0,4.5,0.0,1.0
NEIL2,1.5,9.0,2.5,1.5
STXBP4,5.5,9.5,1.5,1.0
FNDC5,0.0,0.0,0.0,0.0
CUTALP,11.0,21.5,3.5,2.5
PRR14L,84.5,288.0,47.5,60.0
SERHL2,0.0,0.0,0.0,0.0
RICTOR,33.0,131.0,21.5,23.0
IPMK,10.5,33.0,8.0,6.0
ZBTB38,1.5,6.0,1.5,1.0
SLC25A30,23.0,89.0,7.0,15.0
LCLAT1,13.0,62.5,7.5,7.5
GPATCH11,40.5,154.0,19.5,24.5
ZNF620,0.5,3.5,0.5,0.0
ANKRD18A,0.0,0.0,0.0,0.0
MMS22L,19.0,70.0,8.0,13.5
253724,0.0,3.0,0.0,0.5
WASHC2C,2.0,9.5,1.5,3.5
EBF3,4.5,16.0,3.0,4.0
WDR27,0.0,1.5,0.0,0.5
CERS6,26.5,115.0,12.0,30.0
MSRB3,0.0,0.0,0.0,0.0
ZDHHC20,47.5,192.5,20.5,28.0
253868,0.5,0.0,0.0,0.0
YTHDF3,70.5,333.0,30.5,36.0
RALGAPA1,2.0,5.0,1.0,1.0
KCTD13,22.0,61.0,7.5,9.0
ASPHD1,0.0,2.5,0.0,0.0
ETFBKMT,0.0,0.0,0.0,0.0
METAP1D,1.0,7.5,1.5,1.0
UBN2,38.0,163.5,15.0,19.0
BRWD3,6.5,31.0,5.0,4.0
254100,3.0,3.0,1.0,0.0
EHBP1L1,0.5,0.5,0.5,0.0
NIFK-AS1,5.0,19.0,5.0,2.5
FBXO33,21.0,83.0,16.0,16.0
TSGA10IP,0.0,0.0,0.0,0.0
RNF169,59.0,197.5,29.5,29.0
LCORL,6.0,24.0,2.5,4.0
CNIH2,0.0,0.5,0.0,0.5
ZDHHC24,1.0,4.0,1.0,0.5
MCM9,7.5,39.5,4.5,6.0
PROSER2,2.5,7.0,1.0,0.0
SLC41A1,5.0,21.0,3.5,3.0
LPCAT4,2.5,2.5,1.0,1.5
NUDT8,0.0,0.5,0.5,0.0
MIR9-3HG,5.5,28.0,1.0,3.5
LYG2,0.0,0.0,0.0,0.0
TMEM256,0.5,0.5,0.0,0.0
ZDHHC23,0.0,12.0,0.5,1.0
AC107959.4,0.0,0.0,0.0,0.0
CALHM1,0.0,0.0,0.0,0.0
MPV17L,0.5,2.0,0.0,0.5
TMEM86B,4.5,24.5,4.5,5.5
CBARP,0.0,0.0,0.0,0.0
TAC4,0.0,0.0,0.0,0.0
CASC2,0.0,0.0,0.0,0.0
TMCO4,2.0,4.5,1.0,2.5
IGFBP7-AS1,0.0,0.0,0.0,0.0
255167,0.0,0.0,0.0,0.0
CSNK1G2-AS1,0.0,0.0,0.0,0.0
MCOLN2,2.0,10.5,0.5,0.5
LRRC57,11.0,38.5,5.5,5.5
EPGN,0.0,0.5,0.0,0.0
MBLAC1,0.5,0.5,0.0,0.0
TCP11L2,0.0,0.5,0.0,0.0
ZNF718,0.0,2.5,1.0,0.0
TEX49,0.0,0.0,0.0,0.0
RNF144B,0.0,0.0,0.0,0.0
TOLLIP-AS1,0.0,1.5,1.0,1.0
ELMOD2,3.5,27.5,3.5,4.0
COL24A1,0.0,1.5,0.0,0.5
255649,0.0,0.0,0.0,0.0
TCTEX1D2,0.0,0.0,0.0,0.0
PDZD9,0.0,0.0,0.0,0.0
INAFM1,1.5,11.0,1.5,1.5
C19orf38,0.5,2.0,0.5,0.0
SDHAP1,10.5,37.0,7.5,9.5
CNEP1R1,9.5,48.0,8.0,6.5
PAN3,152.0,565.5,77.0,62.5
LINC01619,0.0,0.5,0.0,0.0
ZNF549,15.0,62.5,8.5,12.5
SYCE2,0.0,0.0,0.0,0.0
NAPSB,14.0,40.0,7.5,8.0
NUDT14,0.0,1.5,0.5,0.5
NATD1,3.5,11.0,1.5,3.5
256355,3.0,5.0,2.0,2.5
GK5,10.0,42.0,8.5,10.5
EML3,0.5,1.0,0.5,0.0
ST6GALNAC3,0.0,0.5,0.0,0.0
MFSD8,9.0,27.5,3.5,3.0
LYSMD2,2.5,14.0,2.5,2.0
BCLAF3,6.5,40.0,5.0,5.0
MAP7D2,0.0,0.0,0.0,0.0
NPB,0.0,0.0,0.0,0.0
KANK3,0.0,0.0,0.0,0.0
SUN3,0.0,0.0,0.0,0.0
SERINC5,58.0,136.5,41.0,52.5
257000,3.5,11.0,1.0,2.0
FRMD3,0.0,0.0,0.0,0.0
ARHGAP30,30.0,127.5,25.0,20.0
GCSAM,0.0,0.5,0.0,0.0
RNF214,1.0,9.5,1.0,1.0
C9orf43,0.0,0.0,0.0,0.0
CFAP126,0.0,0.0,0.0,0.0
NEGR1,0.0,0.0,0.0,0.0
DSCR9,2.0,1.5,0.5,0.5
SHPRH,5.0,29.0,2.0,4.0
CCDC96,0.0,4.0,0.5,0.0
SNX33,0.5,2.0,0.5,2.5
AC008966.1,0.0,0.5,1.0,0.0
TAB3,12.5,50.0,6.0,5.0
FAM133B,14.0,67.0,10.5,16.0
SVIP,2.5,13.5,1.5,1.0
ALS2CL,0.0,0.0,0.0,0.0
NCR3,0.0,0.0,0.0,0.0
SGMS1,1.0,3.5,1.0,1.0
TMIE,0.0,0.5,0.0,0.0
ASPM,1.5,6.0,1.0,2.0
BOD1L1,7.0,26.0,7.5,2.5
IL4I1,17.0,24.5,12.5,5.0
NSUN5P2,14.5,47.0,5.0,9.0
MAGI3,1.5,3.5,1.0,1.5
TIPRL,12.5,50.0,7.5,7.0
NPHP4,9.0,26.5,2.0,2.0
MDGA1,1.5,4.0,0.0,0.0
NPAS4,1.5,1.0,0.0,0.0
NAP1L5,2.0,10.0,0.5,3.0
266971,18.0,65.5,12.0,11.0
PGBD2,3.5,14.0,2.0,2.5
267004,0.0,0.5,0.0,0.0
RNU12,0.0,0.0,0.0,0.0
SELENOH,15.5,60.0,15.0,24.0
282566,0.0,0.5,0.0,0.0
AQP11,0.0,0.5,0.0,0.0
POC1B,4.5,21.0,3.0,2.5
FUOM,2.0,4.0,1.0,0.0
JAKMIP3,0.0,0.0,0.0,0.0
STK32C,7.5,21.0,10.0,3.5
BLOC1S2,13.5,44.0,10.5,15.0
282997,0.5,3.0,0.0,0.5
283011,0.0,2.0,0.0,1.0
AL158835.1,1.0,0.0,0.0,0.0
283050,4.0,6.5,1.5,0.0
SBF2-AS1,2.0,4.0,1.0,0.5
CSNK2A3,0.0,0.0,0.0,0.0
SLC25A45,0.5,0.0,0.0,0.5
LINC02762,0.0,0.0,0.0,0.5
283143,3.5,9.5,10.0,3.0
BCL9L,10.0,34.0,5.0,5.0
283174,0.0,0.0,0.0,0.0
PGM2L1,0.0,2.5,0.5,1.0
KLHL35,0.0,0.0,0.0,0.0
KCTD21,3.0,10.5,1.0,1.5
TMEM80,4.0,10.5,3.5,6.5
CCDC88B,1.0,3.5,1.5,0.0
TTC9C,5.0,16.0,3.5,2.0
RCOR2,0.5,0.5,0.0,0.0
HARBI1,2.5,6.5,0.5,1.5
IGSF22,0.0,0.0,0.0,0.0
C1RL-AS1,2.5,7.0,1.0,1.5
CD163L1,1.5,6.0,1.0,1.5
AC068888.1,0.0,0.0,0.0,0.0
ZNF740,51.0,186.5,25.0,28.5
RASSF3,19.5,72.5,10.5,13.0
B4GALNT3,0.0,0.0,0.0,0.0
ANKRD52,56.0,185.5,26.0,26.5
SLC39A5,0.0,0.0,0.0,0.0
SPRYD4,20.5,43.0,13.0,10.5
ADGRD1,0.5,1.0,0.0,0.0
MORN3,0.0,0.5,0.0,0.0
283416,0.0,0.5,0.0,0.0
GAS2L3,1.5,10.5,2.0,2.5
HECTD4,4.5,14.0,3.0,2.5
GATC,57.0,165.0,28.0,28.0
MUC19,0.0,0.5,0.0,0.0
GXYLT1,16.5,66.0,8.0,7.0
FGF14-AS2,1.0,2.0,0.5,2.0
CHAMP1,15.0,52.0,8.0,9.0
SUGT1P3,0.0,0.0,0.0,0.0
KCNRG,0.5,4.0,0.0,1.5
SLC46A3,13.0,49.0,9.5,11.5
LINC01588,1.5,3.0,1.5,1.0
GPR137C,0.0,0.0,0.0,0.0
PROX2,0.0,0.0,0.0,0.0
TMED8,38.5,174.5,27.5,26.5
283596,17.0,37.5,9.0,18.0
LINC00641,19.5,64.0,6.0,11.0
TSSK4,0.0,0.0,0.0,0.0
FAM177A1,0.5,7.5,0.5,1.5
CEP170B,0.5,4.0,0.0,0.5
TEDC1,1.5,4.5,2.5,1.5
SLC24A5,0.0,0.0,0.0,0.0
LINC00926,4.0,18.5,1.0,2.0
CPEB1-AS1,0.0,0.0,1.5,1.0
ACTG1P17,0.5,1.0,0.0,0.0
SAXO2,0.0,0.0,0.0,0.0
FAM98B,6.0,28.0,2.5,3.5
283788,10.0,26.5,6.0,4.0
GOLGA8IP,0.0,0.5,0.0,0.0
FBXL22,0.0,1.0,1.0,1.5
LINC00304,0.0,1.0,0.0,0.0
BRICD5,0.0,0.0,0.0,0.0
PGP,8.0,36.5,9.0,5.5
LINC02175,0.0,2.0,1.0,0.5
IL21R-AS1,0.0,0.0,0.0,0.0
C16orf54,80.5,223.0,51.5,94.5
INO80E,8.5,27.0,6.5,4.5
283922,3.5,12.5,1.0,1.0
NUDT7,0.5,4.5,0.0,1.0
FBXL19-AS1,5.5,20.0,5.0,7.0
NHLRC4,0.0,1.5,1.0,0.5
C16orf91,13.0,47.0,11.5,13.0
283970,7.5,36.5,7.5,5.5
TSEN54,3.0,11.5,3.5,2.0
UBALD2,89.0,183.0,50.5,42.5
CCDC57,6.0,13.5,6.5,2.5
HEXD,0.0,0.0,0.0,0.0
284009,1.5,4.5,0.5,0.5
C17orf58,11.5,38.5,6.0,8.0
MILR1,4.5,22.0,2.0,2.5
RNF227,19.0,55.5,8.0,9.0
LINC00324,1.0,5.0,2.0,1.0
CDRT4,1.0,18.5,3.0,1.0
KANSL1,0.0,0.0,0.0,0.0
CFAP97D1,0.0,0.0,0.0,0.0
FAM171A2,0.0,0.0,0.0,0.0
MEIOC,0.0,0.0,0.0,0.0
NEK8,0.5,1.0,0.0,0.5
PIGW,0.5,1.0,0.0,0.0
CISD3,0.0,0.0,0.0,0.0
TMEM102,0.0,0.5,0.0,0.0
284124,0.5,0.0,0.0,0.0
SLC26A11,1.5,2.5,0.0,0.0
ENDOV,2.0,9.0,1.0,0.5
GDPD1,0.0,0.0,0.0,0.0
NDUFAF8,6.5,16.5,3.0,5.0
METRNL,0.0,0.5,0.5,0.0
KCTD1,0.0,2.0,1.0,0.5
ZADH2,28.0,120.5,15.0,18.0
LINC00683,0.0,0.0,0.0,0.0
SSC5D,0.0,0.0,0.0,0.0
ZNF547,1.5,11.5,1.5,2.5
ZIK1,0.0,1.0,0.0,0.0
ZNF776,61.5,224.0,39.0,36.0
ZNF780A,19.5,98.0,9.0,10.0
C19orf54,6.0,19.5,6.0,8.0
PRR19,0.0,0.0,0.0,0.0
TMEM145,0.0,0.0,0.0,0.0
ZNF575,0.5,1.0,0.5,0.0
ZNF283,0.0,4.5,0.5,0.0
PPP1R37,8.5,18.0,3.5,2.0
NKPD1,0.0,0.0,0.0,0.0
MAMSTR,0.0,1.0,0.0,1.0
IZUMO1,0.0,0.0,0.0,0.0
EMC10,15.5,52.5,5.5,8.0
LINC01869,0.0,0.0,0.0,0.0
SIGLEC17P,1.5,20.5,2.0,1.5
SIGLECL1,0.0,1.0,0.0,0.0
ZNF615,7.0,32.0,4.0,6.0
284385,4.0,5.0,1.0,1.0
ZNF763,1.0,5.0,2.5,1.5
SCGB2B2,0.0,2.0,0.0,0.0
WDR62,1.0,2.5,1.5,1.5
ZNF790-AS1,3.5,18.0,1.5,1.5
284412,0.0,0.0,0.0,0.0
TMEM150B,2.5,7.0,1.5,0.0
SMIM24,1.0,0.0,0.0,0.0
SLC25A41,0.0,0.0,0.0,0.0
SLC25A42,3.0,9.5,1.0,1.5
284440,0.0,1.0,0.0,0.0
284454,41.0,56.0,45.0,88.5
ZNF875,12.5,38.0,5.5,6.0
C1orf167,0.0,0.0,0.0,0.0
284551,0.5,2.5,1.0,0.0
NBPF15,0.0,0.0,0.0,0.0
FAM102B,29.0,112.5,11.0,14.0
CYB561D1,39.5,131.0,17.0,18.0
