,MOLM-13_DMSO,MOLM-13_JQ1+6nM_NVP-2,MOLM-13_6nM_NVP-2,MOLM-13_60nM_NVP-2,MOLM-13_JQ1
C4orf33,1.0,1.0,0.0,0.0,3.5
LIN54,19.0,1.0,5.0,4.0,7.5
FAM241A,0.0,0.0,4.0,0.0,0.5
TMPRSS11B,0.0,0.0,0.0,0.0,0.0
GNPDA2,1.0,0.0,3.0,0.0,0.5
CPEB2,57.0,20.0,26.0,17.0,38.5
AASDH,8.0,5.0,14.0,7.0,10.0
SLC9B2,1.0,0.0,3.0,0.0,0.5
SETD9,0.0,0.0,3.0,0.0,0.0
IL31RA,0.0,0.0,0.0,0.0,0.0
EMB,51.0,2.0,19.0,4.5,11.5
PPARGC1B,29.0,9.0,9.0,10.0,9.5
PRRC1,43.0,11.0,13.0,1.0,14.0
NADK2,12.0,3.0,8.0,2.0,6.0
JMY,15.0,0.0,8.0,1.0,2.0
CCDC127,10.0,0.0,7.0,0.0,2.0
ATPSCKMT,0.0,0.0,0.0,0.0,0.0
DNAJC21,7.0,0.0,1.0,0.0,3.5
GRPEL2,24.0,2.0,12.0,0.0,6.0
LSM11,23.0,3.0,4.0,2.5,6.0
POC5,1.0,0.0,0.0,0.0,0.0
STARD4,6.0,0.0,0.0,0.0,1.0
WDR36,33.0,6.0,20.0,4.0,6.5
NUDCD2,17.0,0.0,7.0,0.0,6.0
UBLCP1,18.0,2.0,6.0,0.0,5.0
SHROOM1,2.0,0.0,0.0,1.0,0.0
C5orf24,122.0,44.0,60.0,10.5,57.0
ADAT2,56.0,0.0,34.0,3.0,8.0
STXBP5,21.0,12.0,11.0,15.0,14.0
NCOA7,10.0,8.0,1.0,0.0,2.5
HINT3,9.0,0.0,3.0,0.0,2.0
SDHAF4,0.0,0.0,0.0,0.0,1.5
CD109,0.0,0.0,1.0,0.5,0.0
RAET1E,0.0,0.0,0.0,1.5,0.0
PM20D2,76.0,8.0,46.0,6.0,17.5
HUS1B,0.0,0.0,0.0,0.0,0.0
ZNF786,4.0,0.0,0.0,0.0,0.0
MTPN,77.0,39.0,66.0,22.0,63.5
MPLKIP,16.0,7.0,12.0,3.0,8.0
C7orf31,0.0,0.0,0.0,0.0,0.0
CCDC26,20.0,10.0,15.0,17.0,16.5
FAM92A,0.0,0.0,0.0,0.0,0.0
VPS37A,21.0,8.0,13.0,5.5,15.0
NDUFAF6,5.0,0.0,5.0,0.0,5.0
TMEM68,22.0,14.0,11.0,2.0,13.5
UBXN2B,9.0,0.0,7.0,1.0,4.5
GPAT4,54.0,12.0,52.0,15.5,27.5
LETM2,4.0,0.0,0.0,0.0,0.0
HGSNAT,1.0,0.0,2.0,3.5,3.0
RNF183,0.0,0.0,0.0,0.0,0.0
NACC2,33.0,10.0,23.0,7.5,10.0
C9orf116,0.0,0.0,0.0,0.0,0.0
CARNMT1,11.0,0.0,11.0,0.5,3.0
C9orf85,6.0,0.0,0.0,0.0,0.5
DIPK1B,0.0,0.0,0.0,0.0,0.0
PTRH1,1.0,0.0,0.0,0.0,0.0
PTPDC1,0.0,0.0,0.0,1.5,0.0
RPP25L,22.0,3.0,16.0,0.0,10.0
SLITRK4,9.0,0.0,6.0,0.0,0.0
BEND2,0.0,0.0,0.0,3.0,0.0
MAP2K4P1,0.0,0.0,0.0,0.5,0.0
FAM199X,4.0,1.0,0.0,0.0,3.0
AMER1,3.0,0.0,0.0,0.0,0.0
APOOL,12.0,2.0,5.0,9.5,2.0
FUNDC1,2.0,0.0,2.0,0.0,0.0
UPRT,4.0,0.0,0.0,0.0,0.0
GAB3,9.0,0.0,4.0,2.5,0.5
DOCK11,1.0,0.0,0.0,0.0,0.0
SPIN4,104.0,1.0,65.0,3.0,10.5
ASB6,11.0,2.0,1.0,0.0,5.5
ASB7,9.0,0.0,1.0,0.5,2.5
ASB8,12.0,0.0,2.0,3.5,1.0
ASB9,0.0,0.0,0.0,0.0,0.0
MYL6B,0.0,0.0,0.0,0.0,0.0
NEK7,2.0,1.0,5.0,0.0,1.0
C20orf96,8.0,8.0,9.0,1.0,14.5
ZBTB46,0.0,0.0,0.0,0.0,0.0
NOL4L,21.0,8.0,6.0,3.0,7.5
SAMD10,12.0,0.0,12.0,0.0,3.5
BRI3BP,7.0,0.0,4.0,1.5,1.0
SOGA1,20.0,6.0,4.0,4.0,8.0
MACROD2,0.0,0.0,0.0,0.0,0.0
DYNLL2,10.0,8.0,10.0,0.0,17.0
UBE2F,1.0,0.0,0.0,0.0,0.0
SMCR8,6.0,0.0,3.0,0.0,5.5
SRXN1,76.0,17.0,37.0,3.0,32.0
ROMO1,5.0,1.0,8.0,0.0,2.5
ZSWIM3,14.0,1.0,4.0,3.5,5.0
NANP,17.0,3.0,6.0,0.0,4.5
ZNF280B,15.0,0.0,13.0,0.0,5.0
SIRPA,35.0,12.0,25.0,15.5,19.5
SREK1,81.0,34.0,43.0,25.5,47.5
STK35,42.0,40.0,39.0,19.5,41.0
DCANP1,4.0,0.0,0.0,0.0,0.0
MIB2,0.0,0.0,0.0,0.0,0.0
DUSP19,0.0,0.0,0.0,0.0,0.0
SAMD8,2.0,0.0,1.0,0.0,1.0
CFL1P1,0.0,0.0,0.0,0.0,0.0
TRUB1,21.0,2.0,18.0,3.5,12.0
VTI1A,4.0,6.0,1.0,2.0,7.5
EIF5AL1,6.0,0.0,0.0,1.0,1.5
FGFBP3,9.0,6.0,3.0,0.0,6.5
CACUL1,30.0,24.0,24.0,17.0,28.0
LDLRAD3,56.0,89.0,63.0,31.5,71.5
XRRA1,3.0,3.0,4.0,1.0,2.5
FAM76B,21.0,5.0,15.0,0.0,21.5
SESN3,0.0,0.0,5.0,1.0,0.5
PIWIL4,10.0,9.0,7.0,0.0,11.0
KBTBD3,0.0,0.0,0.0,0.0,0.0
CWF19L2,0.0,0.0,0.0,0.0,0.0
POGLUT3,1.0,0.0,0.0,0.0,2.0
SPINDOC,7.0,0.0,0.0,0.0,2.0
SPTY2D1,16.0,4.0,17.0,0.0,11.5
DNHD1,0.0,0.0,0.0,0.0,0.0
PRICKLE1,18.0,10.0,23.0,5.5,16.0
SLC2A14,0.0,0.0,0.0,1.0,0.0
BCDIN3D,8.0,5.0,9.0,2.0,19.0
ALG10B,14.0,0.0,4.0,1.5,6.0
ZNF664,2.0,0.0,0.0,0.0,0.0
ETFRF1,2.0,0.0,0.0,0.0,0.0
CPNE8,1.0,1.0,4.0,0.0,2.5
TMEM120B,19.0,26.0,9.0,11.5,17.5
WDR66,0.0,0.0,0.0,0.0,0.0
E2F7,10.0,4.0,5.0,4.0,4.5
SOCS2-AS1,1.0,0.0,0.0,0.0,1.0
C12orf66,3.0,0.0,4.0,0.0,0.0
PHETA1,0.0,0.0,0.0,0.0,0.5
LACC1,19.0,0.0,1.0,0.0,2.5
HNRNPA1L2,3.0,0.0,0.0,0.0,5.0
B3GLCT,0.0,4.0,0.0,3.0,3.5
SLC38A6,0.0,0.0,0.0,0.0,0.0
FRMD6-AS1,3.0,0.0,0.0,0.0,0.0
PTGR2,3.0,0.0,2.0,0.0,0.0
CEP128,0.0,0.0,0.0,0.0,0.0
MDP1,0.0,0.0,0.0,0.0,0.5
145694,0.0,0.0,0.0,0.0,0.0
LYSMD4,0.0,0.0,0.0,0.0,1.5
GCOM1,15.0,10.0,14.0,1.0,11.0
145783,0.0,0.0,0.0,0.0,0.0
C15orf61,54.0,1.0,41.0,0.0,5.0
MESP2,0.0,0.0,0.0,0.0,0.0
NRG4,4.0,0.0,8.0,1.0,0.0
ZSCAN29,35.0,2.0,19.0,3.0,18.5
TTBK2,10.0,11.0,13.0,9.0,10.5
CDAN1,0.0,0.0,0.0,0.0,1.5
ZFP90,1.0,0.0,0.0,0.0,1.5
CMTM4,9.0,13.0,14.0,9.5,12.5
ZNF597,2.0,0.0,0.0,0.0,4.0
TMED6,3.0,0.0,0.0,0.0,3.0
ZNF785,1.0,0.0,0.0,0.0,0.0
ZNF688,3.0,0.0,3.0,0.0,0.0
TOM1L2,2.0,2.0,1.0,1.0,3.5
TEPSIN,2.0,4.0,16.0,0.5,6.0
B3GNTL1,2.0,8.0,11.0,1.0,10.5
CD300LF,5.0,0.0,0.0,0.0,0.0
SLFN13,12.0,1.0,4.0,1.0,6.0
ARHGAP27P1,16.0,3.0,16.0,0.5,8.5
KIF18B,17.0,6.0,10.0,0.5,6.5
RUNDC1,11.0,2.0,10.0,3.0,6.5
EME1,7.0,0.0,4.0,1.0,1.0
TMEM199,16.0,6.0,15.0,0.0,11.5
PROCA1,0.0,0.0,0.0,0.0,0.0
DHRS13,0.0,0.0,3.0,0.0,1.5
KCTD11,1.0,0.0,0.0,0.0,0.0
TMC8,4.0,1.0,1.0,0.0,0.5
TRIM16L,0.0,0.0,0.0,0.0,0.0
WIPF2,41.0,7.0,18.0,13.5,17.5
TMEM99,0.0,0.0,0.0,0.0,0.0
C18orf25,15.0,1.0,11.0,0.0,6.5
LINC00526,0.0,0.0,0.0,0.0,0.0
VSIG10L,0.0,0.0,0.0,0.0,0.0
SPACA6,11.0,0.0,11.0,0.5,5.5
ZNF480,37.0,11.0,6.0,0.0,21.5
ZNF534,1.0,0.0,2.0,0.5,0.5
ZNF578,0.0,0.0,0.0,0.0,0.0
ZNF417,5.0,0.0,6.0,0.0,0.0
ZNF548,9.0,1.0,12.0,1.0,3.5
PPM1N,0.0,0.0,0.0,0.0,0.0
ILF3-DT,31.0,6.0,31.0,0.0,15.5
TPM3P9,12.0,5.0,2.0,2.5,9.5
ZNF524,3.0,0.0,0.0,0.0,0.5
ZNF784,71.0,1.0,25.0,0.0,17.5
SPC24,17.0,0.0,7.0,0.0,6.0
DACT3,4.0,0.0,5.0,0.0,1.5
SIX5,2.0,0.0,3.0,0.0,1.0
ZNF420,22.0,6.0,5.0,2.5,11.0
ZNF565,2.0,0.0,0.0,4.0,1.0
ZNF583,0.0,0.0,0.0,0.0,0.0
FAM98C,2.0,0.0,0.0,0.0,0.0
CAPN12,0.0,0.0,1.0,0.0,0.0
DPY19L3,7.0,5.0,4.0,4.5,9.0
TICAM1,17.0,4.0,34.0,6.0,13.5
CILP2,8.0,0.0,0.0,0.0,0.0
ZNF558,7.0,7.0,6.0,4.0,10.0
LINC00662,2.0,8.0,0.0,0.0,3.0
ZNF714,22.0,4.0,11.0,3.5,15.0
C19orf25,45.0,33.0,20.0,0.5,39.0
ATP8B3,0.0,0.0,0.0,0.0,0.0
DIRAS1,0.0,0.0,0.0,0.0,0.0
ZNF555,11.0,0.0,4.0,0.0,5.5
ZNF569,29.0,12.0,12.0,8.5,14.5
ZNF570,2.0,2.0,3.0,1.0,3.0
C1orf74,19.0,1.0,6.0,0.5,9.0
CREB3L4,3.0,0.0,0.0,0.0,0.5
BROX,11.0,0.0,1.0,1.0,3.0
MRPL20-AS1,18.0,0.0,5.0,0.0,7.0
SAMD13,1.0,4.0,3.0,2.5,6.5
C1orf52,37.0,7.0,12.0,0.0,18.0
PHF13,25.0,1.0,9.0,0.5,7.5
ANKRD35,0.0,0.0,0.0,0.0,0.0
B3GALNT2,8.0,8.0,3.0,3.5,12.0
GCSAML,3.0,0.0,0.0,4.5,0.0
GCSAML-AS1,0.0,0.0,0.0,0.0,0.0
SLC30A7,19.0,1.0,9.0,5.5,5.5
ZNF436-AS1,0.0,0.0,0.0,0.0,0.0
MOB3C,20.0,0.0,10.0,0.0,5.5
NBPF12,0.0,0.0,0.0,1.5,0.0
RC3H1,66.0,15.0,30.0,15.0,49.0
ZNF362,9.0,23.0,7.0,0.5,21.5
MANEAL,0.0,0.0,0.0,0.0,0.0
IL23R,2.0,0.0,0.0,0.0,0.0
EXOC8,34.0,6.0,22.0,0.0,17.0
PDIK1L,14.0,0.0,2.0,0.0,4.0
CCDC17,0.0,0.0,0.0,0.0,0.0
RNF187,25.0,4.0,15.0,2.0,11.5
SHLD1,1.0,0.0,0.0,1.0,0.0
NCOR1P1,0.0,0.0,0.0,0.0,0.0
COMMD7,6.0,0.0,5.0,0.0,1.0
LSM14B,11.0,5.0,4.0,1.0,6.0
SIK1,3.0,0.0,3.0,1.5,1.0
LINC00896,1.0,0.0,0.0,0.0,0.0
YDJC,39.0,2.0,18.0,0.5,6.0
HSCB,1.0,0.0,0.0,0.0,0.0
CCDC117,37.0,15.0,23.0,5.0,23.5
DUSP18,4.0,0.0,1.0,0.5,2.5
MEI1,0.0,0.0,0.0,0.5,0.0
PHETA2,0.0,0.0,0.0,0.0,0.0
NFAM1,0.0,0.0,0.0,0.0,0.0
CDPF1,6.0,0.0,6.0,0.0,0.0
TTL,17.0,1.0,6.0,2.0,7.0
CKAP2L,51.0,8.0,19.0,5.0,18.0
COPS9,11.0,0.0,2.0,0.0,3.5
COMMD1,0.0,0.0,0.0,0.0,0.0
FBXO41,3.0,0.0,3.0,1.0,1.0
LINC00342,16.0,19.0,14.0,7.0,29.5
150776,131.0,47.0,106.0,49.0,81.0
FAM117B,3.0,0.0,0.0,1.0,0.0
GAREM2,10.0,0.0,1.0,0.0,0.0
PUS10,1.0,0.0,0.0,0.0,0.0
LINC01963,0.0,5.0,0.0,2.0,2.0
LINC01106,0.0,0.0,0.0,0.0,0.0
KANSL1L,3.0,0.0,5.0,0.5,3.0
PLB1,0.0,0.0,0.0,0.0,0.0
LINC02610,5.0,0.0,5.0,0.5,1.0
ERFE,0.0,0.0,0.0,0.0,0.0
ARL6IP6,0.0,0.0,0.0,0.5,1.5
METTL21A,7.0,0.0,2.0,0.0,0.5
CCNYL1,21.0,1.0,11.0,7.5,5.0
KLHL23,0.0,0.0,0.0,0.0,0.0
SGO2,10.0,0.0,12.0,5.5,9.5
FAHD2B,0.0,0.0,0.0,0.0,0.0
RMDN2,0.0,0.0,0.0,0.0,0.0
MSL3P1,24.0,5.0,11.0,5.0,3.5
WDSUB1,2.0,0.0,0.0,0.5,0.0
GPR155,0.0,0.0,0.0,0.0,0.0
TTC14,135.0,20.0,30.0,0.5,63.5
DTX3L,42.0,3.0,18.0,1.0,7.5
SGO1,5.0,0.0,5.0,0.5,1.0
PPM1L,11.0,20.0,6.0,0.5,11.0
LRRC34,0.0,0.0,0.0,0.0,0.0
CCDC12,45.0,22.0,14.0,6.5,28.0
MB21D2,1.0,0.0,0.0,0.0,0.0
PPP4R2,58.0,10.0,20.0,14.0,21.0
XXYLT1,20.0,4.0,2.0,4.0,6.5
RNF38,6.0,4.0,1.0,5.5,5.0
GLIPR2,2.0,1.0,1.0,1.0,4.0
CMC1,1.0,3.0,0.0,0.0,3.0
CCDC50,12.0,2.0,2.0,3.5,4.5
SPICE1,4.0,0.0,2.0,0.0,0.0
CIDECP1,4.0,0.0,0.0,0.0,0.0
CNTN4,0.0,0.0,0.0,0.0,0.0
NFXL1,19.0,1.0,2.0,0.0,10.5
PAQR3,1.0,0.0,0.0,0.0,0.0
SHISA3,0.0,0.0,0.0,0.0,0.0
SCFD2,8.0,2.0,6.0,2.5,1.5
THAP6,6.0,0.0,1.0,0.0,0.0
FAM53A,0.0,0.0,0.0,0.0,1.0
PPM1K,6.0,1.0,8.0,0.0,1.5
TRMT44,5.0,0.0,3.0,0.0,0.5
SLC38A9,2.0,0.0,4.0,1.5,0.0
CREBRF,31.0,6.0,12.0,7.5,8.0
CEP120,17.0,0.0,15.0,3.0,5.5
TMEM167A,86.0,12.0,77.0,13.5,38.0
MBLAC2,6.0,3.0,8.0,0.0,7.0
TMEM161B,82.0,24.0,35.0,14.5,35.5
SRFBP1,12.0,1.0,0.0,0.0,3.0
ZMAT2,93.0,24.0,64.0,4.0,54.5
ARSK,0.0,0.0,0.0,0.0,0.5
CCDC112,4.0,0.0,8.0,0.0,1.5
PRELID2,2.0,0.0,0.0,0.0,0.0
RNF145,56.0,23.0,32.0,14.0,37.0
SNRNP48,27.0,4.0,6.0,0.0,10.0
CNKSR3,1.0,0.0,1.0,2.0,0.0
MBOAT1,3.0,0.0,7.0,0.0,0.0
PNLDC1,0.0,0.0,0.0,0.0,0.5
CCDC167,1.0,0.0,0.0,1.0,0.5
BMT2,25.0,25.0,8.0,12.5,21.0
FMC1,44.0,6.0,13.0,0.0,8.0
VKORC1L1,8.0,4.0,5.0,4.0,6.5
KCTD7,0.0,0.0,2.0,0.0,4.0
ZNF425,0.0,0.0,0.0,0.0,0.0
155060,0.0,0.0,0.0,0.0,0.0
ZNF746,17.0,0.0,4.0,4.0,3.0
RBM33,21.0,36.0,33.0,35.0,46.0
157247,6.0,6.0,3.0,3.5,9.5
PRAG1,47.0,8.0,39.0,11.5,14.5
CDCA2,33.0,6.0,9.0,2.5,23.0
TMEM65,6.0,0.0,0.0,0.5,0.5
RDH10,1.0,6.0,2.0,1.0,8.0
ANKRD46,5.0,0.0,2.0,3.0,3.5
ESCO2,5.0,0.0,3.0,1.5,4.0
FBXO16,0.0,0.0,0.0,0.0,0.0
LINC00599,27.0,0.0,4.0,2.0,0.0
LRATD2,0.0,0.0,0.0,0.0,0.0
C8orf37,8.0,0.0,0.0,0.0,3.0
VPS13B,1.0,6.0,0.0,4.0,7.0
ERICH1,2.0,0.0,0.0,1.0,0.0
FAM91A1,54.0,26.0,42.0,15.5,30.5
C8orf48,2.0,0.0,0.0,0.0,0.0
CAMSAP1,19.0,5.0,8.0,2.0,7.5
DOCK8-AS1,5.0,0.0,1.0,0.5,0.5
C9orf163,0.0,0.0,7.0,0.0,2.0
TTLL11,6.0,5.0,2.0,0.0,5.0
HSD17B7P2,0.0,2.0,0.0,0.0,1.5
TTC39B,0.0,0.0,0.0,0.0,0.0
TRMT10B,2.0,0.0,3.0,1.0,0.5
FAM120AOS,19.0,1.0,5.0,0.0,10.0
KIAA2026,3.0,0.0,1.0,4.0,1.0
ZNF483,0.0,0.0,0.0,0.0,0.0
KIAA1958,3.0,4.0,2.0,0.0,4.5
TSTD2,15.0,6.0,9.0,4.5,7.0
ZXDB,6.0,0.0,0.0,0.0,0.0
MOSPD2,2.0,0.0,5.0,0.0,0.5
NKAPP1,4.0,4.0,6.0,3.5,3.5
USP51,4.0,0.0,0.0,0.0,0.0
158960,0.0,0.0,0.0,0.0,0.0
CXorf38,15.0,5.0,11.0,0.5,9.5
FAM122B,11.0,0.0,4.0,0.0,4.0
FAM122C,1.0,0.0,1.0,0.0,0.0
USP54,4.0,16.0,3.0,0.0,3.5
SLC35G1,0.0,0.0,0.0,0.0,0.0
LDHAL6A,0.0,0.0,0.0,0.0,0.0
TMTC2,1.0,0.0,0.0,1.0,0.5
CLEC12A,8.0,0.0,2.0,0.0,0.0
CLECL1,45.0,9.0,29.0,10.0,8.5
TMTC3,2.0,0.0,2.0,0.0,0.5
ALDH1L2,8.0,0.0,3.0,0.0,0.0
DENND5B,1.0,7.0,5.0,1.0,6.5
PPTC7,7.0,1.0,0.0,0.0,2.0
DGKH,35.0,12.0,26.0,9.0,16.5
GPR180,9.0,0.0,3.0,0.5,4.0
TMEM229B,0.0,0.0,2.0,0.0,0.0
NOP9,27.0,1.0,10.0,0.0,7.5
SPRED1,8.0,0.0,1.0,1.0,2.5
PGBD4,0.0,0.0,0.0,0.0,0.0
ADAL,9.0,0.0,0.0,0.0,0.5
ZFPM1,0.0,0.0,0.0,0.0,0.0
ITPRIPL2,14.0,2.0,9.0,0.0,3.0
ZFP1,8.0,2.0,5.0,1.5,2.0
SLFN5,0.0,0.0,0.0,0.0,0.0
RETREG3,10.0,4.0,0.0,0.0,5.0
TRPV3,0.0,0.0,0.0,0.0,0.0
USP32P1,0.0,0.0,0.0,0.0,0.0
ZNF519,4.0,0.0,3.0,0.5,1.5
C18orf54,2.0,0.0,0.0,0.0,0.0
ZNF497,0.0,0.0,0.0,0.0,0.0
ZNF550,12.0,3.0,4.0,1.5,6.5
ZNF296,10.0,1.0,7.0,0.0,1.5
DEDD2,15.0,0.0,9.0,1.5,5.0
ZNF579,5.0,0.0,3.0,0.0,0.5
ZNF791,18.0,14.0,11.0,1.0,11.0
ZNF564,12.0,1.0,8.0,1.0,4.0
ZNF114,2.0,0.0,6.0,1.0,0.5
ZNF383,1.0,0.0,0.0,0.0,0.0
EID2,10.0,1.0,12.0,0.0,6.0
ZNF780B,5.0,1.0,0.0,3.0,4.0
PRR22,0.0,0.0,0.0,0.0,0.0
ZNF100,14.0,0.0,1.0,1.0,3.5
ZNF540,0.0,0.0,0.0,0.0,0.0
DENND1B,32.0,16.0,42.0,24.0,26.5
TOR1AIP2,43.0,32.0,7.0,1.0,53.0
IFNLR1,0.0,0.0,0.0,0.0,0.0
CITED4,21.0,2.0,22.0,0.0,17.0
SASS6,9.0,2.0,5.0,1.5,6.0
SDE2,10.0,1.0,2.0,0.0,4.5
CNST,1.0,5.0,5.0,2.5,3.0
PAQR7,1.0,0.0,0.0,0.5,0.0
CCDC138,2.0,0.0,0.0,0.0,0.0
ADGRF3,0.0,0.0,0.0,0.0,0.0
OXER1,0.0,0.0,0.0,0.0,0.0
UBXN2A,1.0,1.0,0.0,2.5,3.0
PARP15,0.0,0.0,0.0,0.0,0.0
RNF168,4.0,6.0,8.0,3.0,6.0
CHST13,1.0,0.0,0.0,0.0,0.0
SPATA5,28.0,33.0,11.0,12.0,29.0
BBS12,1.0,0.0,0.0,0.0,0.0
MMAA,1.0,0.0,0.0,0.0,0.0
ZBTB49,6.0,1.0,4.0,0.0,5.5
TIGD2,4.0,0.0,5.0,0.0,1.5
MIER3,0.0,0.0,2.0,3.0,0.0
TENT2,5.0,1.0,8.0,2.5,4.0
DCP2,33.0,7.0,8.0,1.0,12.5
FAM151B,0.0,0.0,0.0,0.0,0.0
ZNF92,15.0,8.0,13.0,4.0,19.0
THAP5,37.0,2.0,19.0,1.5,12.5
CCDC71L,8.0,0.0,0.0,0.0,4.0
ZNF467,0.0,0.0,3.0,0.0,0.0
ZNF800,36.0,2.0,7.0,0.0,5.5
TMEM64,5.0,0.0,6.0,0.0,6.5
ZNF596,3.0,0.0,0.0,2.0,1.5
OLFML2A,0.0,0.0,0.0,1.0,0.0
QSOX2,3.0,2.0,0.0,0.0,3.5
SPIN3,14.0,0.0,0.0,0.0,0.0
TCEANC,4.0,2.0,2.0,0.0,2.5
FUT11,0.0,0.0,0.0,0.0,0.5
PWWP2B,34.0,1.0,16.0,1.0,1.5
SSBP4,2.0,0.0,2.0,2.5,1.5
ACTL10,0.0,0.0,0.0,0.0,0.0
DHX36,2.0,0.0,0.0,0.0,0.5
GIMAP1,2.0,0.0,0.0,0.0,0.0
COMMD6,14.0,5.0,11.0,0.5,14.5
ADAMTS17,0.0,0.0,0.0,0.0,0.0
PPP1R18,34.0,6.0,21.0,5.0,5.0
ZNF431,6.0,5.0,0.0,0.0,3.5
ZNF721,0.0,0.0,0.0,0.0,0.0
ZNF384,5.0,3.0,2.0,0.0,4.0
ASXL1,14.0,7.0,18.0,3.0,8.5
SYNPO2,13.0,3.0,3.0,3.0,6.5
RHOV,4.0,0.0,0.0,0.0,0.0
DSTNP2,1.0,0.0,0.0,0.5,1.0
ZNF675,1.0,0.0,0.0,0.0,0.0
CLYBL,0.0,0.0,0.0,0.0,0.0
SPTSSA,17.0,5.0,6.0,4.0,14.0
POLR3H,3.0,1.0,0.0,0.0,1.0
ABHD3,0.0,0.0,0.0,0.0,0.0
PGAM5,10.0,12.0,10.0,4.5,12.5
HIGD2A,14.0,8.0,5.0,0.5,12.0
AGO3,3.0,0.0,0.0,1.0,1.5
AGO4,35.0,5.0,41.0,5.0,10.0
SCAMP5,0.0,0.0,0.0,0.0,0.0
PRXL2C,4.0,0.0,0.0,0.0,0.0
ZNF367,52.0,9.0,30.0,13.5,32.0
METTL15,10.0,8.0,11.0,4.0,8.5
MPZL3,0.0,0.0,0.0,0.0,0.0
IMMP1L,5.0,1.0,1.0,0.0,0.5
RILPL2,81.0,25.0,58.0,11.0,36.5
AMN1,0.0,0.0,2.0,0.0,0.0
METTL7B,1.0,0.0,1.0,0.0,0.0
ZFC3H1,5.0,1.0,3.0,0.0,6.5
EEF2KMT,5.0,0.0,2.0,0.0,0.0
DCP1B,12.0,0.0,12.0,6.0,3.0
ANO6,1.0,1.0,6.0,2.5,2.5
ARID2,32.0,21.0,15.0,12.5,34.0
PAOX,0.0,0.0,0.0,0.0,0.0
FAM24B,14.0,0.0,3.0,2.0,5.5
LINC00638,0.0,0.0,0.0,0.0,0.0
DNM1P46,0.0,0.0,0.0,0.5,0.0
UBR1,8.0,6.0,0.0,4.5,7.0
SNAI3-AS1,0.0,6.0,0.0,0.5,5.0
FCSK,0.0,0.0,0.0,0.0,0.0
MLKL,4.0,0.0,2.0,0.0,0.0
ZNF778,0.0,0.0,0.0,0.0,0.0
ACSF3,0.0,0.0,0.0,0.0,0.0
WDR90,18.0,6.0,41.0,13.0,9.0
NLRC3,0.0,0.0,0.0,1.0,0.0
NSMCE1,0.0,6.0,2.0,2.0,3.5
ZNF48,12.0,1.0,5.0,0.0,5.0
DZIP1L,0.0,0.0,0.0,0.0,0.5
MCEMP1,9.0,0.0,0.0,0.0,0.0
ZNF627,22.0,0.0,13.0,1.5,17.0
ZNF585A,4.0,0.0,0.0,0.0,0.0
THAP8,0.0,0.0,0.0,0.0,0.0
U2AF1L4,5.0,0.0,4.0,0.0,0.0
ADM5,1.0,0.0,0.0,2.0,0.0
ALG14,3.0,0.0,0.0,0.0,0.0
FAM76A,0.0,2.0,0.0,0.5,1.5
TMEM201,5.0,0.0,3.0,4.5,4.0
FAAP20,0.0,0.0,0.0,2.0,0.0
CC2D1B,4.0,0.0,0.0,1.0,1.5
NBPF11,52.0,18.0,16.0,18.5,19.0
TXLNA,35.0,16.0,17.0,0.0,18.5
TCTEX1D1,11.0,5.0,2.0,4.5,6.5
KRTCAP2,3.0,0.0,0.0,0.0,0.0
CRTC2,4.0,0.0,2.0,0.0,7.0
IBA57,15.0,6.0,2.0,1.5,12.5
LINC00528,13.0,0.0,10.0,0.0,5.0
APOBEC3F,0.0,0.0,0.0,0.0,0.0
ALMS1P1,0.0,0.0,0.0,0.0,2.0
TET3,21.0,3.0,4.0,4.5,3.0
ANKRD23,0.0,0.0,0.0,0.0,0.0
PIKFYVE,14.0,3.0,8.0,11.5,5.0
KRTCAP3,0.0,0.0,0.0,0.0,0.0
TMEM17,0.0,0.0,0.0,0.0,0.0
SPRED2,4.0,8.0,1.0,3.0,3.0
TIGD1,1.0,0.0,0.0,0.0,0.0
KCTD6,0.0,0.0,0.0,0.0,0.0
ARL13B,0.0,0.0,0.0,0.0,0.0
DHFR2,16.0,3.0,5.0,0.0,6.0
RPL22L1,129.0,56.0,119.0,4.0,144.0
FBXO45,94.0,4.0,31.0,5.0,46.0
KLHDC8B,0.0,0.0,0.0,0.0,0.0
TVP23C,0.0,0.0,0.0,0.0,0.0
CENPV,62.0,29.0,40.0,9.5,23.5
FLCN,18.0,6.0,19.0,2.0,8.0
PLD6,31.0,4.0,18.0,1.0,7.5
ARHGAP27,13.0,0.0,0.0,1.0,0.5
CENPX,5.0,0.0,0.0,0.0,0.5
LRRC45,0.0,0.0,0.0,0.0,0.0
SLC39A11,68.0,55.0,47.0,12.5,63.5
AMZ2P1,1.0,0.0,0.0,0.0,0.0
TRIM65,34.0,4.0,13.0,2.5,9.0
UNC13D,0.0,0.0,0.0,0.0,0.0
RDM1,0.0,0.0,0.0,0.0,0.0
SPNS3,1.0,3.0,9.0,0.5,3.0
FBXO15,3.0,0.0,0.0,0.0,0.0
RAB12,87.0,36.0,31.0,7.5,36.5
ZNF584,18.0,0.0,17.0,0.0,4.5
STT3B,28.0,0.0,9.0,4.5,10.5
PDE12,12.0,2.0,2.0,0.0,8.5
DENND6A,8.0,1.0,0.0,3.5,6.0
C4orf46,35.0,3.0,24.0,0.5,17.0
TMEM154,4.0,0.0,1.0,4.5,0.0
