GENE,mr371-MV411-IRF2BP2-dTAG-DMSO_3h-r1_tcount,mr372-MV411-IRF2BP2-dTAG-DMSO_3h-r2_tcount,mr373-MV411-IRF2BP2-dTAG-DMSO_3h-r3_tcount,mr374-MV411-IRF2BP2-dTAG-DMSO_3h-r4_tcount,mr375-MV411-IRF2BP2-dTAG-VHL_3h-r1_tcount,mr376-MV411-IRF2BP2-dTAG-VHL_3h-r2_tcount,mr377-MV411-IRF2BP2-dTAG-VHL_3h-r3_tcount,mr378-MV411-IRF2BP2-dTAG-VHL_3h-r4_tcount,mr379-MV411-IRF2BP2-dTAG-DMSO_6h-r1_tcount,mr380-MV411-IRF2BP2-dTAG-DMSO_6h-r2_tcount,mr381-MV411-IRF2BP2-dTAG-DMSO_6h-r3_tcount,mr382-MV411-IRF2BP2-dTAG-DMSO_6h-r4_tcount,mr383-MV411-IRF2BP2-dTAG-VHL_6h-r1_tcount,mr384-MV411-IRF2BP2-dTAG-VHL_6h-r2_tcount,mr385-MV411-IRF2BP2-dTAG-VHL_6h-r3_tcount,mr386-MV411-IRF2BP2-dTAG-VHL_6h-r4_tcount
GPR155,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
TTC14,827,651,196,146,109,120,131,49,107,109,59,45,63,53,110,25
DTX3L,304,226,104,55,41,55,59,31,24,23,11,21,28,25,69,11
SGO1,79,76,24,19,15,9,15,5,4,6,5,3,6,2,7,2
PP2D1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPM1L,270,232,73,62,28,45,52,17,15,16,8,7,16,8,18,4
WDR49,3,5,2,1,1,2,0,0,0,0,0,0,0,0,0,0
LRRC34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CPNE9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CCDC80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC12,127,125,56,39,28,38,37,14,26,50,6,10,20,18,37,18
MB21D2,62,45,16,3,3,2,4,3,2,8,0,3,4,6,5,4
PPP4R2,390,261,75,42,33,31,37,20,17,18,30,22,35,18,30,18
XXYLT1,175,119,63,48,17,28,32,23,20,33,18,9,21,13,34,16
RNF38,309,195,62,42,35,31,20,13,15,36,14,22,15,9,22,8
GLIPR2,25,20,8,8,4,4,2,1,6,2,3,3,3,4,6,3
ZCWPW2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMC1,6,3,4,3,0,1,1,1,0,0,0,0,0,0,0,0
CCDC50,26,7,2,6,0,3,4,4,2,2,0,2,2,1,1,0
SPICE1,10,4,2,1,2,2,2,0,0,3,2,3,0,1,0,2
NUDT16P1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0
LINC02085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152302,53,45,23,16,11,13,21,8,5,16,4,4,2,4,10,0
CNTN4,69,50,16,16,10,4,2,4,4,4,3,0,4,4,1,3
SH3D19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFXL1,73,50,15,19,6,14,9,11,0,5,8,7,4,8,4,4
NIPAL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAQR3,41,27,10,4,3,3,5,1,4,2,5,1,0,1,3,3
SHISA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCFD2,13,11,4,6,3,0,3,0,1,1,0,2,1,1,6,0
WWC2-AS2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
THAP6,106,65,21,15,5,10,12,6,5,17,1,7,10,10,12,7
ODAPH,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
KLB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM53A,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0
PPM1K,27,15,8,4,4,5,1,0,3,6,5,1,6,1,3,6
TRMT44,12,15,6,5,3,4,6,5,2,3,0,2,3,1,6,3
RASGEF1B,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,5
DAB2IP,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SLC38A9,35,23,11,9,1,2,4,3,4,3,4,1,4,3,3,0
CREBRF,58,39,13,11,6,6,4,3,1,8,9,6,8,5,6,1
CEP120,71,37,20,10,7,4,6,3,5,7,7,5,9,3,10,6
TMEM167A,452,335,126,63,64,63,73,30,35,52,32,22,35,30,31,12
MBLAC2,51,37,17,6,5,9,6,3,6,6,3,5,9,3,6,4
TMEM161B,128,96,32,20,17,12,7,8,6,12,4,6,5,8,6,4
SRFBP1,43,20,11,4,7,3,3,4,6,2,2,6,3,0,6,0
ZMAT2,154,81,37,26,16,27,19,16,18,28,4,9,24,16,25,7
BTNL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARSK,7,4,0,0,0,1,1,0,1,1,0,1,0,0,0,0
TTC23L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC112,5,4,1,0,0,0,1,0,0,1,2,0,1,0,2,0
PRELID2,4,2,1,0,0,0,1,0,2,1,1,0,0,0,0,0
PLAC8L1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RNF145,139,89,43,27,10,17,31,7,3,17,9,9,8,7,18,5
SNRNP48,77,48,20,8,7,8,7,7,12,13,6,5,2,0,6,0
CNKSR3,4,4,4,0,1,0,0,1,1,0,2,1,0,0,1,4
SLC2A12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MBOAT1,20,16,5,6,2,5,4,2,0,3,1,4,0,2,5,0
BVES-AS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC167,5,5,5,4,1,5,2,1,2,3,2,0,1,2,1,1
RUNDC3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMT2,65,30,15,5,9,9,6,2,4,13,5,9,4,1,2,4
AC099548.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMC1,3,1,2,2,0,0,1,2,1,5,0,2,3,0,0,2
AMOT,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
VKORC1L1,285,206,75,47,28,42,46,25,22,17,8,6,18,14,32,8
AMOTL1,40,36,9,6,4,2,7,0,4,2,2,3,4,2,2,0
IQUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCTD7,20,12,4,0,3,1,2,3,2,4,0,2,3,4,0,4
GIMAP8,33,17,11,6,1,4,0,2,0,2,0,3,1,0,3,1
ZNF425,8,5,0,0,1,1,1,0,2,0,2,0,0,0,1,1
155060,73,74,36,15,9,19,18,9,15,6,3,3,6,4,10,1
ZNF746,217,137,53,49,34,40,43,20,31,32,12,14,23,11,41,13
ATP6V0E2,4,11,3,1,1,2,1,2,0,2,0,0,0,2,1,1
AMZ1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
VPS37D,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
RBM33,498,419,148,89,62,95,83,43,85,73,51,36,46,32,84,11
157247,229,199,85,50,29,42,39,20,24,31,10,12,17,16,31,9
AC022784.1,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0
PRAG1,85,47,24,16,5,14,9,2,8,11,2,2,10,6,7,2
CDCA2,591,405,188,137,60,75,70,48,52,73,28,28,27,26,29,23
TMEM65,46,21,14,4,5,1,1,4,4,2,3,2,0,3,1,2
RDH10,57,37,16,3,7,8,5,2,2,4,5,6,7,2,7,3
ANKRD46,113,85,29,17,15,16,9,6,13,14,7,10,11,11,17,7
ESCO2,111,76,20,15,4,8,6,3,5,12,6,8,11,5,6,3
FBXO16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR124-1HG,1709,1484,654,353,249,458,448,232,400,453,174,186,237,189,406,69
LRATD2,5,4,1,1,0,0,0,2,1,3,0,0,2,0,2,0
C8orf37,22,13,7,1,2,2,3,4,1,1,1,2,0,1,2,0
VPS13B,65,54,15,9,6,14,12,3,12,15,3,4,5,5,6,2
FAM87A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERICH1,38,32,12,4,1,4,3,3,2,1,3,1,3,3,1,6
FAM91A1,309,195,72,43,28,23,29,21,19,28,24,13,33,22,26,8
MCMDC2,2,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0
CLVS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBSPON,3,0,3,0,1,1,1,0,0,0,1,0,1,0,1,2
CAMSAP1,127,84,40,29,17,19,23,9,13,16,16,8,12,7,14,2
157983,5,4,1,3,1,2,3,1,2,3,0,0,2,0,3,0
C9orf163,1,2,1,0,1,0,1,1,0,2,2,0,0,1,1,4
MAMDC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTLL11,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0
HSD17B7P2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TTC39B,1,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0
TRMT10B,24,20,8,3,3,4,5,6,3,1,0,2,7,2,3,6
TTC16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM120AOS,418,238,129,87,53,73,61,34,91,78,26,38,38,30,103,14
KIAA2026,25,8,3,1,0,2,2,1,3,0,0,1,1,1,5,0
KIAA1958,109,74,19,14,12,14,11,7,10,9,2,10,4,6,8,0
TSTD2,179,160,50,32,27,27,28,19,20,39,20,14,8,7,33,7
ZNF782,24,18,11,8,6,2,2,5,7,0,1,2,3,3,1,1
PRUNE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP27X-AS1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ZXDB,73,59,12,9,11,9,9,1,13,10,0,5,10,4,11,1
MOSPD2,41,26,4,5,0,4,3,4,4,4,6,2,4,0,2,0
RIBC1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHOXF1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKAPP1,97,77,21,21,21,30,22,13,33,27,17,17,14,11,18,5
CXorf65,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USP51,5,8,2,0,0,2,0,0,3,1,1,0,1,0,1,0
158960,2,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0
CXorf38,158,160,42,31,35,44,33,20,22,27,7,19,22,16,32,7
FAM122B,123,71,23,10,11,10,9,6,9,10,13,5,12,2,12,6
FAM122C,15,8,10,6,1,3,3,2,1,3,2,1,5,5,3,0
USP54,80,58,25,17,6,17,20,5,2,11,3,5,5,8,13,1
SLC35G1,14,8,0,2,0,2,2,0,0,1,0,0,0,5,1,3
CFAP58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDHAL6A,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
TMTC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC12A,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLECL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TMTC3,45,19,12,6,2,2,2,1,3,5,1,2,2,3,2,0
ALDH1L2,135,115,45,35,21,42,26,11,25,33,21,10,30,22,33,3
TAMALIN,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
PPTC7,375,270,91,62,25,59,52,29,24,27,23,15,19,17,37,6
DGKH,64,51,23,13,10,19,7,6,4,7,2,3,3,1,3,1
CCDC122,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GPR180,44,35,9,14,10,4,3,2,2,8,1,1,5,3,1,2
TMEM229B,17,17,5,2,2,8,4,1,0,1,0,1,1,3,3,4
ACTN1-AS1,1,1,1,1,0,2,1,0,1,2,0,0,0,0,2,0
SYNE3,17,12,6,1,0,3,2,1,2,0,1,1,2,1,0,0
REM2,1,2,1,0,1,0,0,0,3,3,0,0,0,1,0,0
SAMD15,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NOP9,226,151,64,55,20,36,40,33,22,26,15,10,17,13,39,8
EML5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DNAAF4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161635,15,5,0,3,4,1,3,0,1,0,0,0,3,2,0,0
ODF3L1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
PGBD4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ADAL,15,11,5,5,2,3,3,0,2,1,5,1,2,2,2,2
FSIP1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFPM1,12,4,5,3,0,3,4,2,2,0,0,1,7,1,7,6
ITPRIPL2,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,1
ZFP1,219,160,64,51,35,48,31,20,27,23,13,16,15,10,23,6
SLFN5,8,9,10,1,1,2,2,0,2,2,0,3,1,3,7,2
NAGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RETREG3,152,111,57,26,22,19,27,16,12,30,14,7,13,14,23,4
TMEM92,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PHOSPHO1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RHBDL3,281,214,88,64,45,76,72,45,14,11,8,9,12,8,13,5
FBXO39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162632,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF519,75,50,28,16,10,4,5,4,8,14,1,2,8,4,11,0
C18orf54,41,37,5,6,4,5,1,3,1,2,1,0,1,1,3,0
ZNF497,7,3,2,1,1,3,2,1,0,0,0,0,0,0,0,1
ZNF550,143,87,42,22,18,27,27,7,19,18,4,10,16,12,16,2
ZNF296,28,24,20,10,6,18,12,5,10,15,2,3,1,5,13,1
DEDD2,86,70,57,32,21,25,31,14,17,29,9,7,11,4,21,7
ZNF579,66,32,26,10,3,17,15,1,7,11,6,6,4,9,8,6
ZNF791,278,216,70,39,31,41,38,18,21,25,13,15,22,19,31,21
ZNF564,89,62,20,16,13,13,12,9,13,27,7,15,19,11,14,4
ZNF709,1,1,0,0,0,2,0,0,0,0,0,0,0,2,1,0
ZNF114,6,6,4,0,2,3,3,0,0,5,1,0,1,0,2,0
ZNF567,36,19,7,3,4,0,1,3,2,2,1,2,5,3,3,1
ZNF383,14,3,2,1,0,0,1,0,0,0,1,2,0,0,1,0
EID2,97,53,14,8,7,12,11,1,12,15,6,3,7,2,8,4
ZNF780B,151,106,42,32,14,19,15,8,6,6,6,7,8,4,9,2
PRR22,0,1,0,0,0,1,0,0,0,0,1,0,1,2,3,0
ZNF100,77,73,15,8,13,11,10,4,3,3,4,4,4,6,5,1
DENND2C,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GBP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENND1B,133,122,33,21,23,17,13,9,15,14,8,3,11,5,18,4
TOR1AIP2,394,276,92,59,40,62,63,30,44,36,22,18,35,26,47,9
CITED4,120,91,51,42,35,40,49,26,26,51,19,9,21,20,27,14
SASS6,55,39,18,5,5,8,9,5,2,6,3,2,5,2,5,2
SDE2,250,214,55,42,24,35,35,18,22,23,13,8,19,17,37,3
CNST,164,99,34,30,20,25,28,15,16,16,14,16,22,9,20,9
PAQR7,10,21,6,9,1,4,5,1,3,2,0,0,2,2,3,3
APCDD1L,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CCDC116,0,0,1,2,0,1,0,0,0,1,0,0,2,0,0,0
CABP7,5,4,0,1,1,1,0,0,0,0,0,1,0,2,0,0
TMPRSS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOBEC3H,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CCDC138,11,3,1,1,5,0,1,0,0,1,1,2,0,1,0,0
ADGRF3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OXER1,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0
UBXN2A,43,29,16,9,2,8,4,2,0,5,6,1,6,3,3,1
DQX1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARP15,8,10,8,1,0,3,1,0,0,3,1,0,2,0,0,0
GPR156,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
XIRP1,2,1,3,0,1,2,2,1,0,1,0,0,0,0,0,0
RNF168,258,209,64,41,20,43,35,20,35,47,16,22,15,13,35,15
SPATA5,64,38,23,12,6,7,2,7,11,28,9,2,4,5,19,4
BBS12,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRA3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
MMAA,30,21,3,6,3,1,3,0,0,3,3,2,2,0,4,1
ZBTB49,2,3,1,1,0,2,1,0,3,4,0,1,0,0,3,0
TIGD2,11,9,0,0,3,2,0,0,0,1,2,0,2,0,1,0
SGMS2,6,6,0,2,2,1,1,0,0,0,0,0,0,0,0,0
MIER3,108,94,33,17,18,15,14,9,8,11,10,9,13,5,7,4
CDC20B,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TENT2,87,69,24,7,8,14,6,10,9,14,5,8,8,12,9,6
DCP2,438,306,102,61,42,44,54,26,33,48,20,23,18,30,34,16
LIX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF366,3,2,0,0,0,2,0,2,1,0,2,0,6,5,2,0
FAM151B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCA5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0
TXLNB,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0
ZNF92,338,246,66,39,34,28,33,17,35,29,34,18,21,21,15,12
THAP5,145,91,30,32,12,13,10,10,9,14,5,6,9,9,19,1
CCDC71L,97,85,26,13,18,22,28,2,17,14,9,6,6,9,12,10
ZNF467,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF800,177,119,42,17,12,22,17,8,5,10,11,5,13,5,6,5
TMEM64,70,38,10,13,6,3,6,0,3,6,7,0,7,1,5,5
ZNF596,2,1,1,1,0,0,2,0,1,0,0,2,0,0,1,0
STKLD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QSOX2,131,97,39,24,16,26,27,12,12,23,7,15,12,5,23,5
ZNF169,18,15,1,2,2,1,1,1,2,0,3,2,0,0,2,0
TCEANC,21,19,3,2,1,10,1,3,3,7,5,0,1,2,1,1
ARX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM273,7,5,6,0,0,2,4,2,0,1,0,0,1,1,0,1
FUT11,35,34,11,5,10,4,8,1,4,5,3,1,3,1,1,0
170393,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PWWP2B,41,24,19,17,8,11,9,8,9,6,4,6,1,2,11,3
SSBP4,28,21,8,11,11,7,11,0,4,3,2,5,6,5,10,6
170487,9,4,0,0,2,4,0,1,4,3,0,2,2,0,2,0
DHX36,79,67,25,8,15,9,12,8,8,13,9,6,11,9,9,4
GIMAP1,0,2,0,1,0,0,1,2,1,0,0,1,1,0,1,0
COMMD6,5,2,0,0,1,0,0,0,0,0,0,2,0,0,1,1
ADAMTS17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R18,875,599,266,193,113,182,211,80,81,75,20,28,63,42,105,39
ZNF525,0,0,0,0,0,1,0,0,0,4,3,1,2,1,3,0
ZNF431,220,210,70,44,31,35,33,19,20,17,21,14,22,15,19,14
ZNF721,37,38,18,15,4,5,8,2,2,7,0,2,2,7,4,2
ANKRD24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZNF384,259,196,102,63,34,41,54,26,27,41,15,13,29,21,44,17
ASXL1,113,96,34,28,15,19,25,6,13,16,12,8,6,4,30,7
RHOV,5,3,2,0,0,0,0,0,0,1,0,1,0,1,2,1
DSTNP2,92,50,63,54,59,2,54,30,66,3,49,54,0,44,43,50
NLRP6,15,11,5,2,3,5,2,2,0,3,1,0,2,0,4,0
AP006621.3,1,5,4,3,1,1,1,0,0,2,0,0,0,0,1,1
ZNF675,61,56,15,5,9,6,12,4,3,1,1,2,7,5,2,0
CLYBL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPTSSA,65,56,18,13,5,13,9,7,5,6,3,6,13,7,11,0
PTCRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR3H,213,151,62,39,26,43,38,24,14,22,11,9,27,14,37,11
ABHD3,3,7,3,1,1,0,2,0,0,2,3,1,2,0,1,0
PGAM5,307,186,108,71,56,73,75,37,39,35,16,20,26,15,43,14
HIGD2A,18,24,14,9,4,4,12,1,3,4,2,2,1,3,7,5
AGO3,14,15,4,1,1,5,2,0,2,0,0,0,0,0,0,0
AGO4,143,99,31,23,23,24,17,11,13,14,7,7,8,5,19,3
SCAMP5,29,26,12,9,5,7,5,7,6,5,2,2,5,4,11,1
PRXL2C,19,16,17,6,6,1,1,2,6,5,1,2,3,1,0,3
ZNF367,664,455,151,70,63,85,71,42,76,90,65,47,57,45,60,14
METTL15,60,38,13,12,7,9,4,8,4,8,7,10,6,7,11,2
MPZL3,48,45,16,4,2,6,7,3,10,11,5,5,5,0,13,2
IMMP1L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RILPL2,493,346,158,95,63,126,130,50,83,97,36,67,59,52,103,34
AMN1,16,11,4,5,2,4,0,1,0,0,0,0,0,0,3,0
METTL7B,6,8,7,1,2,6,3,3,0,0,2,0,1,0,3,1
ZFC3H1,122,107,43,14,11,25,19,16,13,19,12,13,16,9,15,3
PLBD2,21,21,7,6,3,5,5,1,4,1,0,0,2,2,4,0
EEF2KMT,56,36,16,14,5,6,9,7,13,3,6,3,8,8,22,7
PIANP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCP1B,92,48,24,22,14,15,20,12,8,18,5,5,11,7,29,3
ANO6,89,73,14,9,9,19,11,6,7,15,9,3,6,9,16,3
ARID2,258,184,70,51,31,24,28,20,11,22,10,13,20,11,18,5
PAOX,0,3,1,0,0,1,0,0,0,0,0,0,0,0,2,1
FAM24B,14,8,12,0,4,7,8,3,2,5,1,2,1,0,1,3
LINC00638,8,6,3,3,1,3,3,0,1,2,1,0,1,0,9,6
ADCY4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196913,2,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0
FAM227B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNM1P46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCTL,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UBR1,60,43,19,11,13,3,9,4,13,19,7,7,6,2,18,4
PATL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAI3-AS1,3,5,4,3,2,3,2,1,0,3,0,0,1,0,3,0
LDHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCSK,2,4,0,0,0,3,0,0,1,1,0,1,1,3,0,0
MLKL,15,8,6,2,0,2,6,2,3,2,0,1,0,1,3,0
ZNF778,25,24,12,5,4,2,2,0,1,1,1,1,0,1,7,0
ACSF3,24,26,9,7,8,6,9,5,8,8,4,2,7,5,10,4
WDR90,2,3,3,2,2,0,0,1,0,1,0,2,0,0,4,1
EME2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRC3,119,96,54,30,15,5,10,7,2,2,2,7,6,4,6,2
NSMCE1,1,1,0,1,0,0,0,1,4,2,0,0,0,1,4,0
ZNF48,44,25,18,6,13,5,13,3,5,4,2,2,0,3,8,5
LKAAEAR1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MCEMP1,3,1,0,2,0,0,0,0,3,2,0,0,0,3,4,0
ZNF627,498,330,150,103,45,74,73,33,51,75,42,26,30,42,59,20
ZNF585A,122,86,39,26,20,14,18,9,3,10,7,1,10,9,15,6
CADM4,2,3,0,2,0,0,1,0,0,0,1,0,0,1,1,0
THAP8,5,5,3,0,2,1,2,1,0,0,1,0,0,0,1,0
U2AF1L4,68,55,20,20,14,13,25,14,10,18,9,7,5,6,23,7
NIBAN3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ADM5,6,6,0,2,1,4,4,1,0,2,0,0,0,0,0,0
ALG14,9,6,2,1,1,1,0,0,0,2,0,2,0,0,1,0
FAM76A,33,23,9,8,3,3,6,2,4,0,3,2,2,2,3,7
TMEM201,194,144,50,47,30,66,49,33,38,44,22,19,28,20,50,20
FAAP20,11,18,5,5,3,6,10,5,2,10,6,0,4,0,5,3
CC2D1B,69,59,25,24,8,12,15,7,9,7,3,9,6,8,13,3
NBPF11,83,78,32,28,15,14,17,8,16,9,3,8,9,5,8,4
NUDT17,1,5,0,3,0,0,2,1,2,0,0,0,1,0,1,2
TXLNA,706,497,242,177,93,152,164,82,67,99,37,40,65,40,124,28
TCTEX1D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAG17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLFNL1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
KRTCAP2,10,9,2,2,1,5,5,2,1,3,0,1,1,1,1,1
CRTC2,29,30,12,16,4,10,7,0,2,3,1,1,7,6,4,4
TMEM51-AS1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IBA57,210,215,73,47,35,48,47,25,24,26,9,19,15,20,30,14
FAM209A,1,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0
LINC00656,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
LINC00528,37,21,15,4,11,12,9,3,11,9,3,5,2,5,19,2
RNF215,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
APOBEC3A,12,8,5,3,2,2,1,1,2,5,2,2,4,5,5,3
APOBEC3F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXD4L1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ALMS1P1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TET3,758,551,203,129,108,147,116,59,75,73,27,34,38,47,70,12
ANKRD23,5,8,3,2,0,1,5,1,3,4,0,0,0,1,6,0
APLF,5,2,0,0,0,1,0,0,0,3,0,1,0,0,1,3
PIKFYVE,487,384,120,76,62,69,72,39,38,45,37,18,28,39,42,9
KRTCAP3,2,0,1,1,0,2,1,0,1,2,0,1,0,1,0,0
TMEM17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
SPRED2,234,191,77,62,38,54,35,17,35,30,12,15,18,14,33,4
TIGD1,6,4,2,1,0,0,0,1,3,0,0,0,0,0,2,0
ALG1L,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCTD6,36,22,4,6,1,1,8,1,2,3,5,6,3,0,6,1
ARL13B,30,19,11,9,3,0,5,2,0,3,3,1,5,1,2,0
DHFR2,116,93,27,18,13,21,21,9,23,16,13,9,10,10,19,3
RPL22L1,267,183,58,23,26,31,43,23,65,64,36,31,42,36,72,34
SLC51A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO45,914,679,210,143,115,140,107,60,86,98,55,60,57,37,86,26
MUC20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TVP23C,36,35,9,7,0,5,4,5,3,4,1,4,0,1,4,0
CENPV,30,30,12,8,5,10,9,3,9,10,2,2,0,1,2,7
