GENE,VHL_6h,VHL_3h,DMSO_3h,DMSO_6h
FFAR4,0.5,0.0,0.0,0.0
ST8SIA6,0.0,0.0,0.0,0.0
KCNQ1-AS1,0.0,0.0,0.0,0.0
CENATAC,0.0,1.0,2.5,0.0
ANKRD13D,1.0,3.0,6.5,1.0
ANKRD42,3.0,3.0,18.0,1.5
CSTF3-DT,0.5,0.5,1.0,1.0
338758,2.0,0.0,0.5,1.5
C1QL4,0.0,0.0,0.5,0.0
338799,12.0,15.5,31.0,11.5
TAFA2,0.0,0.0,0.0,0.0
LINC01252,0.0,0.0,0.5,0.0
PRSS53,0.5,0.5,1.0,0.5
RAB43,4.0,9.0,34.0,2.0
JMJD8,11.0,21.5,24.5,4.5
METTL2A,5.5,9.5,23.5,7.5
ASB16-AS1,5.5,6.5,31.5,8.0
C17orf67,0.5,0.0,0.0,0.0
OXLD1,26.0,28.0,61.5,25.0
CCDC137,46.0,62.5,187.0,32.5
ARL16,11.0,9.0,32.5,3.0
LINC02693,14.0,22.5,102.0,23.0
MSL1,20.0,42.5,184.5,27.0
LINC00667,10.5,19.5,66.0,15.0
ZNF181,2.0,2.5,11.5,0.5
ZNF260,30.5,44.5,178.0,22.5
ZNF546,2.0,3.0,6.5,4.0
MYPOP,6.0,8.5,40.5,2.5
NANOS2,0.0,0.0,0.0,0.0
ADAMTSL5,1.5,0.5,4.0,0.5
ANKRD45,0.0,0.0,0.0,0.0
C1orf174,7.0,12.5,40.0,8.0
KLHL17,2.5,2.5,8.5,0.0
TMEM240,0.0,0.0,0.0,0.0
TMEM52,0.0,0.0,0.0,0.0
339483,0.0,0.0,0.0,0.0
ZBTB8OS,5.5,9.5,8.0,5.5
TFAP2E,0.5,2.5,9.0,1.5
ZNF678,8.0,16.0,83.5,12.0
ARMH1,8.5,8.5,19.0,7.5
ZFP69,0.5,2.0,7.0,1.0
LINC01692,0.0,0.0,0.0,0.0
SLC35E4,0.0,0.5,1.0,0.5
AL021937.1,0.0,0.0,0.0,0.0
339674,0.5,0.0,1.5,0.0
SPOPL,13.0,11.5,75.0,10.5
MAP3K20-AS1,0.0,0.0,0.5,0.0
MROH2A,0.0,0.0,0.0,0.0
LINC00299,0.0,0.0,0.0,0.0
AC016747.1,6.0,4.0,9.5,6.0
C2orf74,3.0,1.0,9.0,1.5
CCDC39,0.0,0.0,0.0,0.0
339862,0.0,2.5,11.5,0.5
AC010210.1,0.5,0.0,1.0,0.0
C3orf35,0.0,0.0,1.0,0.0
EHHADH-AS1,0.0,0.0,0.0,0.0
LPP-AS2,0.5,1.5,3.0,0.0
339975,1.5,1.0,3.5,0.0
NAT8L,6.5,22.5,70.0,6.0
340037,2.0,2.0,4.0,4.5
STING1,4.0,12.0,34.5,5.0
ZC3H12D,6.5,6.0,27.0,6.5
MYLK4,0.0,0.5,1.0,0.0
TREML1,0.0,2.0,1.5,0.0
340206,0.5,0.0,1.0,0.0
ZNF680,3.5,6.0,33.5,2.0
FAM183BP,0.0,0.0,0.5,0.0
TSPAN33,0.0,0.5,1.5,0.0
NRBP2,0.5,4.0,13.0,1.5
ZNF517,0.5,4.5,8.0,2.0
TMEM249,0.5,1.0,4.0,1.0
ZDHHC21,0.0,1.5,7.5,0.0
ACER2,0.0,0.5,7.0,1.0
RTL5,2.0,2.0,6.5,6.0
ZC3H12B,0.0,0.0,0.0,0.0
SATL1,0.0,0.0,0.0,0.0
LIPM,0.0,0.0,0.0,0.0
NANOS1,6.5,12.5,41.5,5.0
HMX3,0.5,3.5,6.0,2.5
TMC3,0.0,0.0,0.0,0.0
ZNF774,0.0,0.0,0.0,0.0
FMN1,0.0,0.0,1.0,0.0
ZKSCAN2,8.5,8.0,41.5,7.0
ATXN1L,30.5,93.5,319.5,46.5
NACA2,3.5,3.0,17.5,2.5
ZNF850,19.5,19.0,100.0,18.0
ZNF404,0.0,0.0,0.0,0.0
ZNF284,0.0,0.0,1.0,0.0
C19orf81,0.0,0.0,0.0,0.0
ZSCAN22,11.5,18.5,62.0,6.5
CCDC18,0.0,0.0,0.0,0.0
TCTEX1D4,0.0,0.0,0.0,0.0
CRACDL,0.0,0.0,0.0,0.0
PRORSD1P,4.5,4.0,14.5,6.5
SH3RF3,0.0,1.5,1.5,0.0
DUBR,0.5,0.0,1.0,0.0
NMRAL2P,4.0,5.5,15.0,3.5
AC098591.2,0.0,1.0,3.5,0.0
LRIT3,0.0,0.5,0.5,0.0
MSANTD1,0.0,0.5,0.0,0.0
HSD17B13,0.0,0.0,3.0,0.5
ZNF879,0.0,0.5,2.5,0.5
FAM174A,0.5,1.0,2.5,3.0
MTX3,11.5,24.5,130.0,12.5
RSPH4A,0.0,0.0,0.0,0.0
ECT2L,0.0,0.0,0.0,0.0
EYS,0.0,0.0,0.0,0.0
ZNF391,2.0,2.5,12.0,1.0
MACC1,0.0,0.0,0.0,0.0
FAM71F2,0.0,2.0,8.5,1.0
KIF24,11.5,11.5,41.0,7.5
CAVIN4,0.0,0.0,0.5,0.0
ZNF81,3.0,6.0,26.0,2.0
LANCL3,0.0,0.0,0.0,0.0
SOWAHD,5.0,8.0,19.5,5.5
RAB41,0.0,0.0,0.0,0.0
SNORD64,0.0,0.0,0.0,0.0
CATSPER3,0.0,0.0,0.0,0.0
SLC35B2,5.0,11.5,40.5,6.5
SERINC2,0.0,0.0,0.0,0.0
NME9,0.0,0.0,0.0,0.0
C6orf52,0.0,0.0,0.0,0.0
GATD1,33.5,89.5,254.5,35.5
ANKDD1A,2.5,2.5,5.5,0.5
ACSM2B,0.0,0.0,0.0,0.0
CTU2,0.0,2.0,2.5,1.0
SKA2,20.0,37.0,172.5,24.5
MCRIP1,1.5,1.0,3.5,0.5
ZNF530,5.5,15.0,44.0,4.5
GEN1,17.0,25.5,120.5,10.0
348738,1.5,5.5,19.5,1.5
FTCDNL1,0.0,0.5,0.5,0.0
WDR53,0.0,0.0,2.5,0.0
LNP1,0.0,0.0,0.0,0.0
CFAP100,0.0,0.0,0.0,0.0
ANKRD18DP,14.0,32.0,131.0,15.0
FAM86EP,3.5,4.5,9.5,1.5
NUP43,10.0,21.0,93.5,12.0
ZNF713,1.0,0.0,3.5,0.0
DPY19L2P2,2.0,6.0,11.5,2.0
NMNAT3,0.0,0.0,0.0,0.0
PLET1,0.0,0.0,0.0,0.0
RTN4RL2,2.0,1.0,4.5,1.5
DNAAF3,0.0,0.0,0.0,0.0
CASTOR3,5.0,5.5,21.0,4.5
ZNF429,0.0,0.0,0.5,0.0
RILPL1,0.0,0.0,0.0,0.0
TBC1D26,0.0,0.0,0.0,0.0
ZACN,0.0,0.0,0.0,0.0
SLCO4C1,0.5,3.5,8.5,1.0
ZNF445,19.0,32.5,158.0,24.5
ANKRD37,0.5,2.0,1.5,0.0
ZNF233,0.0,0.0,0.0,0.0
TICAM2,0.0,1.0,3.5,1.0
BMP8A,0.0,0.0,0.0,0.0
LILRA5,0.0,0.0,0.5,0.0
359821,0.5,4.5,13.5,2.0
RFLNB,40.0,127.0,493.0,63.0
IRF2BP2,449.0,773.0,1376.5,236.0
ZBTB41,9.5,16.5,82.5,9.5
FKBP9P1,0.0,0.0,0.0,0.0
CYCSP52,0.0,0.0,0.0,0.0
TMPRSS9,0.0,0.0,0.0,0.0
PRAC2,0.0,0.0,0.0,0.0
GSTK1,3.0,5.0,17.0,2.0
USP50,0.0,0.0,0.0,0.0
DND1,0.0,0.5,0.0,0.0
CDRT1,0.0,0.5,0.0,0.0
NDUFS7,0.0,0.5,0.5,0.0
NHLRC2,1.5,4.5,33.5,3.0
GALNT18,0.0,0.0,0.0,0.0
NCR3LG1,19.5,113.5,353.0,13.0
FAM111B,18.5,19.5,107.0,14.0
TMEM179B,4.5,2.5,12.0,2.5
TBC1D10C,0.5,1.0,4.0,0.0
DNAJB13,0.0,0.0,0.0,0.0
AC010186.2,7.0,7.0,26.0,4.5
TEX9,0.0,0.0,0.0,0.0
374650,0.0,1.0,1.0,0.0
KIF7,0.0,0.0,0.0,0.0
ZNF710,20.5,24.5,56.0,14.5
HDDC3,12.0,10.0,15.5,12.5
EFCAB5,0.0,0.0,0.0,0.0
LRRC37A3,0.0,0.0,0.0,0.0
ATP9B,0.5,1.5,2.5,0.0
PEAK3,1.0,1.0,7.0,1.0
HSD11B1L,0.5,3.0,2.5,0.5
ZNF699,3.0,8.5,24.5,2.5
TMEM205,0.0,0.0,0.0,0.0
YJEFN3,0.0,0.0,1.5,0.0
ZNF829,0.5,1.0,2.0,0.0
ZNF568,0.0,0.0,0.0,0.0
B3GNT8,0.5,1.0,4.5,0.0
ZSWIM9,2.0,3.5,10.0,3.0
ZNF773,36.5,54.0,160.0,42.0
SVBP,1.0,3.0,12.5,1.0
MIGA1,4.5,5.5,34.5,10.0
NEXN-AS1,0.0,0.0,0.0,0.0
SFT2D2,0.5,1.5,12.5,1.5
MIA3,3.5,4.5,22.0,4.5
FAM89A,2.5,5.5,27.0,2.0
375133,1.0,3.0,12.0,2.5
PFN4,0.0,0.0,0.5,0.0
FAM228B,0.0,0.5,1.0,0.0
ANKRD36,0.0,0.0,0.0,0.0
375260,7.5,12.5,35.5,4.5
RBM43,3.5,1.0,4.0,2.0
CERKL,0.0,0.0,0.0,0.0
RBM44,0.0,0.0,0.0,0.0
LHFPL4,0.0,0.0,0.0,0.0
C3orf62,5.0,8.0,40.0,10.0
STIMATE,13.0,19.0,51.5,11.5
NRROS,14.0,46.5,102.0,22.5
C5orf34,0.0,0.0,0.0,0.0
MAST4,1.0,1.5,1.5,0.0
SIMC1,1.5,1.5,13.0,1.5
375513,1.5,7.5,24.0,4.0
TRIM73,0.0,0.0,0.0,0.0
SLC26A5,0.0,0.0,0.0,0.0
LHFPL3,0.0,0.0,0.0,0.0
KCP,0.0,0.0,0.0,0.0
WASH5P,1.5,1.0,6.0,0.5
ENHO,0.0,0.0,1.0,0.0
PTAR1,3.0,18.0,96.0,4.0
ERCC6L2,4.0,13.0,47.5,9.5
SWI5,0.5,1.0,2.5,1.0
PNPLA7,0.0,0.0,0.0,0.0
AGRN,7.5,13.5,45.5,5.5
CYSRT1,0.0,0.0,0.0,0.0
RAB15,0.0,0.0,0.0,0.0
RNF126P1,0.0,0.0,2.0,0.0
SLC27A1,4.5,3.5,22.5,1.5
ZC3H6,1.5,1.5,8.5,1.0
CA13,0.5,0.5,7.0,0.0
ENTPD8,0.0,0.0,0.0,0.0
STAG3L3,0.0,0.0,0.0,0.0
RN7SL2,0.0,0.0,2.0,1.0
CENPS,1.0,1.5,5.5,1.0
LINC-PINT,5.5,10.0,18.5,4.0
MALAT1,861.0,1405.0,3615.0,761.5
379013,8.5,18.0,42.0,8.0
PSMA3-AS1,28.0,40.5,168.0,33.0
386593,15.5,20.5,67.0,13.5
GRASLND,0.0,0.0,0.5,0.0
SAP30L-AS1,0.0,1.5,2.0,0.0
AMIGO3,3.0,10.5,16.0,0.5
ZNF582-AS1,2.0,1.5,4.0,1.0
ZKSCAN4,7.5,10.5,31.5,4.0
GUSBP2,0.5,0.0,1.0,0.5
387066,29.5,32.0,95.0,40.5
SUMO4,0.0,0.0,3.0,0.5
CENPW,0.0,1.5,1.0,0.5
SOGA3,0.0,1.0,4.5,0.5
CEP85L,2.0,2.5,10.0,1.5
387254,5.5,8.5,15.5,6.5
C6orf120,61.0,82.5,307.0,48.5
NSUN4,19.0,29.5,111.5,20.5
RASL11A,0.5,1.0,2.0,0.0
GPR153,1.0,2.0,9.0,0.5
PEDS1,18.5,29.0,93.0,20.5
PEDS1-UBE2V1,29.5,50.5,157.0,21.5
387628,0.0,0.0,0.0,0.0
387646,4.5,5.5,15.0,8.5
WASHC2A,1.5,3.5,9.5,3.0
CC2D2B,0.0,0.0,0.0,0.0
ENO4,0.0,0.0,0.0,0.0
C10orf143,0.0,0.5,0.0,0.0
IFITM5,0.0,0.0,0.0,0.0
GVINP1,4.5,3.5,19.0,1.5
C11orf96,0.0,0.5,3.0,0.0
LIPT2,1.0,0.5,3.5,2.0
RPL13AP20,8.0,8.0,11.5,5.0
C12orf75,10.0,19.0,64.0,12.0
CFAP73,0.0,0.0,0.0,0.0
TMEM233,0.5,2.0,11.0,1.0
KMT5A,12.5,24.0,73.5,7.5
C1QTNF9B,0.0,0.0,0.0,0.0
NHLRC3,0.0,0.5,5.0,0.0
TOMM20L,0.0,0.0,0.0,0.0
CCDC9B,1.5,0.5,2.0,0.5
TNFAIP8L3,2.5,2.5,8.5,2.0
388152,0.5,0.0,0.0,0.0
UBE2Q2P1,0.0,0.5,2.0,1.0
388182,0.0,0.0,1.0,0.0
SBK1,0.5,7.5,14.0,1.0
C16orf87,11.0,16.5,57.0,15.5
C16orf86,0.0,0.0,0.0,0.0
INCA1,0.0,0.0,0.0,0.0
SCIMP,7.0,25.5,53.5,3.0
C17orf100,1.0,1.0,1.0,0.5
TMEM220,0.0,0.0,0.0,0.0
LRRC75A,0.0,1.5,2.0,0.0
CCDC103,1.5,0.5,1.5,1.0
YPEL2,4.0,2.5,7.0,6.0
388436,0.0,0.0,1.0,0.0
388499,1.0,3.0,5.5,0.5
CLEC17A,0.0,0.0,0.0,0.0
RGS9BP,3.5,11.5,30.0,6.5
ZNF790,0.0,0.0,1.5,0.0
CEACAM22P,0.0,0.0,0.0,0.0
BLOC1S3,18.0,44.5,143.5,24.5
BHMG1,0.0,0.0,0.0,0.0
ZNF888,3.5,6.5,27.0,3.0
ZNF761,0.0,0.0,0.0,0.0
TMEM238,0.0,0.0,0.0,0.0
ZNF749,4.5,10.5,42.0,4.0
ZNF324B,8.0,7.5,27.5,6.0
RPL23AP87,0.0,0.0,1.0,0.0
RNF207,0.5,0.0,0.0,0.0
TRNP1,1.5,0.5,2.0,0.0
C1orf146,0.0,0.0,0.0,0.0
DIPK1A,0.0,0.5,8.5,0.0
NOTCH2NLA,0.0,0.5,3.5,1.0
388685,3.0,5.5,27.5,4.0
LYSMD1,1.0,0.5,2.0,0.5
C1orf189,0.0,0.0,0.0,0.0
C1orf53,0.0,0.0,0.0,0.0
TMEM81,0.0,0.0,1.5,0.5
COA6,1.0,4.5,14.0,3.0
388780,0.0,0.0,0.0,0.0
SNHG17,22.5,58.5,145.5,40.0
LRRC75B,0.0,0.0,0.0,0.0
388906,0.0,0.0,0.0,0.0
BOLA3,2.5,2.0,10.5,3.0
C2orf81,0.0,0.0,0.0,0.0
C2orf68,15.0,31.0,97.5,20.5
PLEKHM3,10.5,21.5,78.0,10.5
C2orf80,0.0,0.0,0.0,0.0
INKA1,0.0,0.0,1.0,0.0
MUSTN1,0.0,0.5,1.5,0.0
LEKR1,0.0,0.0,0.0,0.0
TMEM212,0.0,0.0,0.0,0.0
SMIM20,3.0,4.0,12.0,2.0
389247,0.0,0.0,2.0,1.0
ANXA2R,0.5,2.5,4.5,1.0
PROB1,0.0,0.5,2.0,0.5
PSMG4,0.5,2.0,5.0,1.0
LIN28B,3.0,3.0,15.0,2.0
389458,0.0,0.0,0.5,0.0
GTF2IRD2B,0.0,0.5,1.0,0.0
389538,6.0,1.5,13.5,5.0
LAMTOR4,3.0,2.5,13.5,4.5
XKR5,0.0,0.0,0.0,0.0
AC100861.1,0.0,2.5,10.5,6.0
NUGGC,0.0,0.0,0.0,0.0
ALKAL1,0.0,0.0,0.5,0.0
RBM12B,5.5,8.0,57.0,5.5
MAFA,0.0,0.0,0.0,0.0
GLIDR,0.0,1.5,2.5,0.5
C9orf153,0.0,0.0,0.0,0.0
389791,0.0,1.0,1.0,0.0
IER5L,4.0,1.5,4.5,0.5
AJM1,2.0,1.5,5.5,2.0
LRRC26,0.0,0.0,0.0,0.0
MG910336.1,1.0,0.5,18.0,1.0
389834,0.0,0.5,1.0,0.5
MAP3K15,0.0,0.0,0.0,0.0
USP27X,1.0,2.0,5.5,0.0
UBE2NL,0.5,0.0,0.5,0.0
389906,5.5,25.5,72.5,8.0
C1QL3,0.0,0.0,0.5,0.0
LRRC10B,0.0,0.0,0.0,0.0
390213,0.0,0.0,0.0,0.0
GOLGA8EP,0.0,0.0,0.0,0.0
UBAP1L,0.0,0.0,0.0,0.0
SKOR1,1.0,0.0,2.0,0.5
ANKRD34C,0.0,2.0,3.0,0.5
PABPN1L,0.0,0.0,0.5,0.5
ONECUT3,0.0,0.0,0.0,0.0
NUDT19,24.0,34.0,182.0,30.0
ZNF793,0.0,0.0,0.0,0.0
ZNF805,15.0,19.0,135.5,20.0
PLA2G2C,0.0,0.0,0.0,0.5
FRRS1,0.0,0.5,1.0,0.0
391257,6.0,3.0,14.5,4.0
PTRHD1,0.5,2.0,5.0,0.5
FAM221B,0.0,0.0,0.5,0.0
NHSL2,1.0,0.0,4.0,0.5
ELFN1,1.0,0.0,1.5,0.0
SPRED3,0.0,0.0,4.0,0.0
TMEM200B,0.0,0.0,0.0,0.0
SLC25A35,0.5,5.5,12.5,1.0
MEX3D,3.0,8.5,44.0,5.0
FAM102A,4.0,5.5,14.5,2.0
ZNF321P,6.5,10.0,37.5,8.0
MYO18A,4.5,6.5,15.0,2.0
MIR1915HG,0.0,0.5,0.0,0.0
BMS1P1,0.0,0.0,1.5,0.5
EEF1AKMT2,2.0,7.0,20.0,1.0
EDRF1-DT,1.0,1.5,4.5,2.5
LINC01164,0.0,0.0,0.0,0.0
399833,0.0,0.0,0.0,0.0
PCNX3,2.0,9.5,30.0,3.5
PATE2,0.0,0.0,0.5,0.0
PATE4,0.0,0.0,0.0,0.0
399972,2.0,3.0,7.0,0.5
SNX19,6.0,23.5,76.0,7.5
CLEC12A-AS1,0.0,0.0,0.0,0.0
400027,15.5,36.0,93.0,29.0
400058,0.5,2.0,4.0,0.5
C12orf76,6.5,5.0,25.0,8.5
400110,0.0,0.0,0.5,0.0
ATP11AUN,0.0,0.0,0.0,0.0
FOXN3-AS1,0.5,0.0,0.5,0.0
DICER1-AS1,0.5,0.0,3.0,0.0
400322,9.0,8.5,47.5,12.5
400410,0.5,1.0,8.0,0.5
FAM174B,0.0,0.0,0.0,0.5
KNOP1,6.0,7.0,34.0,9.0
AC009060.1,0.0,0.0,0.0,0.0
C17orf97,0.5,0.0,0.5,0.0
MED11,5.0,10.5,21.0,8.0
LINC02076,0.0,0.0,1.0,0.0
TOB1-AS1,1.5,0.0,0.5,0.5
LINC00511,0.0,0.0,0.5,0.5
LINC01973,0.0,0.0,0.0,0.0
TEX19,32.5,26.5,63.5,23.5
400657,9.0,20.0,52.0,16.5
ZNF516-DT,0.0,0.0,0.0,0.5
PRSS57,2.0,5.0,11.0,5.5
VMAC,2.0,3.0,6.5,4.0
AC007773.1,0.0,0.0,1.0,0.0
AC010624.1,0.0,0.0,2.0,0.5
ZNF772,5.0,7.0,33.0,6.0
FAM87B,0.0,0.0,0.0,0.0
LRRC8C-DT,0.5,0.5,2.0,0.0
C1orf220,0.0,0.0,0.5,0.0
NBPF9,0.5,1.0,3.0,0.5
C20orf202,0.0,0.5,0.5,0.0
LINC01721,0.0,0.0,0.0,0.0
CHCHD10,2.5,7.5,18.5,4.0
400927,0.0,0.5,1.5,0.0
MIRLET7BHG,14.5,27.5,68.0,16.0
LINC01376,0.0,0.0,0.0,0.0
C2orf91,0.0,0.0,0.0,0.0
EML6,0.0,0.0,0.0,0.0
400955,0.5,0.0,0.5,0.0
LINC02245,0.0,0.0,0.5,0.0
PCBP1-AS1,0.5,2.0,5.0,0.5
PAIP2B,0.0,0.0,0.5,0.5
RGPD1,0.0,0.0,0.0,0.0
ANKRD36C,0.0,0.0,2.0,0.0
400999,0.0,1.0,1.5,0.5
401010,2.5,1.5,7.5,1.0
TEX41,0.0,0.0,0.0,0.0
401052,0.0,0.0,0.0,0.0
MBNL1-AS1,16.5,49.5,126.0,19.5
C3orf80,21.0,33.5,74.0,15.5
LINC00885,0.0,0.0,0.0,0.0
C4orf48,0.0,0.0,0.0,0.0
401149,1.5,3.5,7.0,0.0
C4orf3,4.5,8.0,46.0,8.5
C5orf63,0.0,0.0,0.0,0.0
401233,4.5,4.0,14.5,4.5
401242,0.0,0.0,0.0,0.0
LINC00243,0.0,0.0,1.0,0.0
MCCD1,0.0,0.0,0.0,0.0
SAPCD1,1.5,1.0,5.5,2.5
RAB44,6.0,4.0,23.5,4.0
401260,0.0,0.0,0.0,0.0
TRAM2-AS1,0.5,1.5,6.5,3.5
LINC00242,0.0,0.0,0.0,0.0
401320,2.5,4.5,10.0,1.5
401331,1.0,3.0,4.5,0.0
SMIM30,9.0,12.0,31.0,11.0
POT1-AS1,0.0,0.0,0.0,0.0
PRRT4,0.0,1.0,0.0,0.5
ATP6V0E2-AS1,0.0,0.0,0.0,0.0
RBIS,5.5,11.0,48.0,7.0
SAMD12,0.0,0.0,0.0,0.0
VLDLR-AS1,3.0,1.5,1.5,2.5
HACD4,0.0,2.0,4.5,1.5
TMEM215,0.0,0.0,0.0,0.0
TOMM5,19.0,30.0,107.0,18.0
401509,1.0,1.0,3.5,0.5
CENPP,0.5,2.0,10.0,0.0
C9orf152,0.0,0.0,0.0,0.0
SNX30,10.5,25.0,115.0,13.0
WDR38,0.0,0.0,0.0,0.0
GPRACR,0.0,0.0,1.0,0.0
401561,0.0,0.0,1.5,0.5
C9orf139,8.0,13.5,51.0,9.5
FAM166A,0.0,0.5,0.0,0.0
CD99P1,1.0,3.0,10.5,1.0
401585,0.0,0.5,2.5,0.0
401588,7.5,11.5,26.5,6.0
SLC25A53,0.0,0.0,0.0,0.0
GOLGA7B,0.5,0.5,2.5,0.0
LDLRAD2,0.0,0.0,0.0,0.0
SRRD,3.0,4.5,16.5,3.5
402176,0.5,1.0,4.5,2.5
C7orf61,0.0,0.0,1.5,0.0
IGLON5,0.0,0.0,0.0,0.0
UFSP1,1.0,0.0,1.0,0.0
IFITM10,0.0,0.0,2.5,0.0
PLPP6,12.5,16.0,57.5,10.0
CIBAR1P2,0.0,0.0,0.0,0.0
403323,0.0,0.0,0.5,0.0
403340,0.5,1.0,4.0,1.5
ZBTB34,16.0,22.0,123.0,17.0
HAPLN4,0.0,2.5,4.5,1.0
CUEDC1,0.5,0.0,0.0,0.0
CTXN1,0.0,0.5,0.5,0.0
C6orf201,0.0,0.0,0.0,0.0
HOXB-AS3,0.0,0.0,0.0,0.0
YY2,0.0,0.5,2.5,1.5
C16orf74,2.0,2.5,5.5,3.5
DENND10,14.0,19.5,59.5,13.0
CACTIN-AS1,0.0,0.0,0.0,0.0
GTF2H5,2.0,3.0,10.0,4.5
ANKHD1-EIF4EBP3,3.5,0.0,6.5,2.0
MIRLET7B,1.5,0.0,4.5,0.0
MIRLET7D,1.0,1.0,8.0,2.5
MIR106B,0.5,0.5,0.5,1.0
MIR124-1,0.0,2.0,3.0,2.0
MIR130B,0.0,0.5,0.0,0.0
MIR135A1,0.0,0.0,0.0,0.0
MIR142,6.5,12.0,28.0,12.0
MIR155,1.5,2.0,2.0,0.0
MIR181B1,3.0,4.0,12.0,3.0
MIR186,0.5,0.0,1.5,0.0
MIR191,0.0,0.0,0.0,0.0
MIR197,0.0,0.0,0.5,0.0
MIR198,0.0,0.0,0.0,0.0
MIR199A1,0.0,0.0,0.0,0.0
MIR181A1,1.0,0.0,2.5,0.0
MIR22,0.0,1.5,0.5,0.0
MIR221,0.5,3.0,9.0,4.0
MIR223,3.0,9.0,13.0,7.5
MIR24-2,0.0,0.0,0.0,1.0
MIR25,10.0,9.0,10.0,14.5
MIR29C,0.0,0.0,0.5,0.5
MIR302A,0.0,0.0,0.0,0.0
MIR7-1,1.5,0.5,3.5,1.5
MIR92A1,0.5,0.5,4.5,1.5
MIR93,1.5,0.5,2.0,1.5
TNFSF12-TNFSF13,4.5,7.5,26.0,5.5
NOMO3,0.0,0.5,2.0,1.0
TBC1D3C,0.0,0.0,0.0,0.0
ACBD7,0.0,0.0,0.5,0.0
C10orf105,0.0,0.0,0.0,0.0
AGAP6,3.0,1.5,16.0,1.0
CELF2-AS1,0.0,0.0,0.0,0.0
ZNF32-AS1,0.5,0.0,0.0,0.0
ZNF32-AS2,0.0,0.0,0.0,0.0
AGAP12P,0.0,0.5,2.5,0.0
C10orf55,2.0,2.5,7.0,2.5
414241,0.0,0.0,1.0,0.0
DNAJC9-AS1,3.5,6.5,14.0,7.5
IDNK,0.0,0.0,0.0,0.0
HCG25,3.5,2.5,6.0,1.5
HCG18,34.0,50.0,180.5,32.5
HCG17,0.0,0.0,1.0,0.5
DENND6B,0.0,0.0,0.0,0.0
C8orf82,6.0,5.5,17.0,3.0
PIM3,52.5,95.0,192.0,58.0
432369,4.0,7.5,12.0,4.0
MXRA7,4.5,4.5,16.5,2.5
THAP7-AS1,2.5,3.0,4.5,3.5
TMEM41B,8.5,7.5,45.0,8.5
LINC02709,0.0,1.0,2.5,0.5
440044,0.5,0.0,2.5,1.0
IQSEC3,1.0,4.0,9.5,0.5
440078,0.0,0.0,0.0,0.0
440081,19.5,26.0,65.5,29.0
H3-5,0.0,1.0,1.5,0.0
440101,0.0,0.0,0.0,0.0
TMEM198B,1.5,4.0,22.0,4.0
ALG11,24.0,29.5,92.5,37.5
MZT1,6.5,2.0,33.5,5.0
CCDC88C,10.5,25.5,77.0,18.5
HERC2P9,8.0,11.0,37.5,7.5
GOLGA8B,3.0,2.5,11.5,2.5
EIF2AK4,1.0,3.0,9.0,3.0
CATSPER2P1,0.0,0.0,0.5,0.0
UBL7-AS1,2.0,1.5,12.5,2.0
GOLGA6L9,0.5,1.5,4.0,0.5
440299,0.0,0.0,0.0,0.0
440311,8.5,12.5,33.5,7.5
NPIPB4,0.5,1.5,3.0,0.0
440354,4.5,8.5,26.5,4.5
CDIPTOSP,0.0,0.0,0.0,0.0
440359,5.0,14.0,20.0,6.0
RNASEK,5.0,4.0,15.5,4.0
CCDC144NL-AS1,0.0,0.0,0.0,0.0
440434,0.0,0.0,4.0,1.5
GPR179,0.0,0.0,0.0,0.0
440456,2.0,3.0,14.0,1.0
BAIAP2-DT,6.5,8.5,23.0,2.5
HSBP1L1,0.0,0.0,0.0,0.0
PLIN5,0.0,0.0,0.0,0.0
ZNF506,6.5,28.5,85.0,5.0
AC092329.3,1.0,2.0,7.0,0.0
UQCRHL,2.5,2.0,8.5,1.0
MICOS10,7.0,5.0,24.5,7.0
SLC2A1-AS1,0.0,0.0,0.0,0.0
RBM15-AS1,0.0,0.0,2.0,0.0
BCL2L15,0.0,0.5,4.0,0.5
H2BC18,0.0,0.0,1.0,0.0
AL451074.1,0.0,0.0,0.0,0.0
RHEX,0.0,0.0,0.0,0.0
TRIM67,0.0,0.0,0.0,0.0
RIMBP3B,0.0,0.0,0.0,0.0
MIAT,0.5,1.0,6.0,2.0
ODF3B,2.0,0.0,0.0,0.0
THUMPD3-AS1,24.5,33.5,115.5,35.0
EIF1B-AS1,0.5,0.0,2.0,1.0
SMIM4,2.0,3.5,12.5,1.5
MTHFD2L,0.0,0.0,1.5,0.0
TMEM150C,0.0,0.0,0.0,0.0
441089,3.5,4.0,7.5,4.0
441108,0.0,0.0,0.0,0.0
441124,2.5,4.0,10.0,2.0
C6orf226,1.0,1.0,4.5,1.5
TMEM151B,0.0,0.0,0.0,0.0
441155,0.0,0.5,2.0,0.0
CALHM6,0.0,0.0,0.0,0.0
RP9P,6.5,10.0,21.5,4.5
AC073107.1,1.5,2.0,10.5,2.5
TYW1B,5.5,4.5,20.5,9.5
SPDYE7P,0.0,0.0,0.0,0.0
DTX2P1-UPK3BP1-PMS2P11,2.0,3.5,5.5,1.5
SPDYE3,0.0,0.0,0.0,0.0
SPDYE2,0.0,0.0,0.0,0.0
441307,1.5,2.5,10.0,2.0
441374,0.0,0.0,0.0,0.0
AARD,0.0,0.0,0.0,0.0
LRRC24,0.0,0.0,0.0,0.0
441425,0.0,0.0,0.0,0.0
441430,0.0,0.0,0.0,0.0
