chr	start	end	interval_id	num_peaks	num_samples	MV411_1_320_R1.bool	MV411_3_568_R1.bool	MV411_7_714_R1.bool	MV411_8_715_R1.bool	MV411_1_320_R1.fc	MV411_3_568_R1.fc	MV411_7_714_R1.fc	MV411_8_715_R1.fc	MV411_1_320_R1.qval	MV411_3_568_R1.qval	MV411_7_714_R1.qval	MV411_8_715_R1.qval	MV411_1_320_R1.pval	MV411_3_568_R1.pval	MV411_7_714_R1.pval	MV411_8_715_R1.pval	MV411_1_320_R1.start	MV411_3_568_R1.start	MV411_7_714_R1.start	MV411_8_715_R1.start	MV411_1_320_R1.end	MV411_3_568_R1.end	MV411_7_714_R1.end	MV411_8_715_R1.end	MV411_1_320_R1.summit	MV411_3_568_R1.summit	MV411_7_714_R1.summit	MV411_8_715_R1.summit
chr3	196624560	196624805	Interval_12515	2	2	TRUE	FALSE	FALSE	TRUE	4.48017	NA	NA	4.17446	2.59897	NA	NA	2.64861	5.91775	NA	NA	5.66029	196624591	NA	NA	196624560	196624751	NA	NA	196624805	98	NA	NA	103
chr3	196625047	196625268	Interval_12516	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.85089	NA	NA	NA	7.95174	NA	NA	NA	11.46926	NA	NA	NA	196625047	NA	NA	NA	196625268	NA	NA	NA	95
chr3	196639595	196639767	Interval_12517	1	1	TRUE	FALSE	FALSE	FALSE	3.74137	NA	NA	NA	1.98393	NA	NA	NA	5.20225	NA	NA	NA	196639595	NA	NA	NA	196639767	NA	NA	NA	108	NA	NA	NA
chr3	196650999	196651158	Interval_12518	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.77745	NA	NA	NA	3.70652	NA	NA	NA	6.85491	NA	NA	NA	196650999	NA	NA	NA	196651158	NA	NA	NA	29
chr3	196657345	196657529	Interval_12519	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.57846	NA	NA	NA	5.39619	NA	NA	NA	8.71727	NA	NA	NA	196657345	NA	NA	NA	196657529	NA	NA	NA	64
chr3	196684827	196685122	Interval_12520	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.59191	NA	NA	NA	3.44173	NA	NA	NA	6.562	NA	NA	NA	196684827	NA	NA	NA	196685122	NA	NA	NA	76
chr3	196880303	196880478	Interval_12521	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.81042	NA	NA	NA	5.74901	NA	NA	NA	9.0893	NA	NA	NA	196880303	NA	NA	NA	196880478	NA	NA	NA	38
chr3	196969257	196969505	Interval_12522	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.26635	NA	NA	NA	1.31684	NA	NA	NA	4.04063	NA	NA	NA	196969257	NA	NA	NA	196969505	NA	NA	NA	119
chr3	197003005	197003370	Interval_12523	3	3	TRUE	FALSE	TRUE	TRUE	10.70633	NA	5.30348	7.55028	17.83824	NA	4.59549	10.62263	22.05377	NA	8.60054	14.27378	197003117	NA	197003005	197003032	197003370	NA	197003168	197003366	157	NA	82	195
chr3	197031553	197031861	Interval_12524	2	2	TRUE	FALSE	FALSE	TRUE	5.54513	NA	NA	7.38334	4.74495	NA	NA	9.53467	8.35373	NA	NA	13.13312	197031553	NA	NA	197031624	197031735	NA	NA	197031861	66	NA	NA	121
chr3	197070656	197070836	Interval_12525	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93744	NA	NA	NA	5.91654	NA	NA	NA	9.29284	NA	NA	NA	197070656	NA	NA	NA	197070836	NA	NA	NA	41
chr3	197297701	197297890	Interval_12526	1	1	TRUE	FALSE	FALSE	FALSE	6.8334	NA	NA	NA	7.60705	NA	NA	NA	11.4409	NA	NA	NA	197297701	NA	NA	NA	197297890	NA	NA	NA	86	NA	NA	NA
chr3	197298394	197298655	Interval_12527	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.95167	NA	NA	NA	4.20076	NA	NA	NA	7.40859	NA	NA	NA	197298394	NA	NA	NA	197298655	NA	NA	NA	137
chr3	197394606	197394816	Interval_12528	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.71806	NA	NA	NA	4.11755	NA	NA	NA	7.32223	NA	NA	NA	197394606	NA	NA	NA	197394816	NA	NA	NA	95
chr3	197513203	197513506	Interval_12529	2	2	TRUE	FALSE	FALSE	TRUE	4.46097	NA	NA	6.08039	2.75016	NA	NA	6.45367	6.10751	NA	NA	9.86005	197513294	NA	NA	197513203	197513460	NA	NA	197513506	66	NA	NA	112
chr3	197558102	197558303	Interval_12530	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.5851	NA	NA	NA	8.28436	NA	NA	NA	11.81363	NA	NA	NA	197558102	NA	NA	NA	197558303	NA	NA	NA	106
chr3	197779690	197780266	Interval_12531	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	9.75555	NA	NA	NA	18.20281	NA	NA	NA	22.09668	NA	NA	NA	197779690	NA	NA	NA	197780266	NA	NA	NA	202
chr3	197982413	197982596	Interval_12532	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.66899	NA	NA	NA	5.53176	NA	NA	NA	8.86254	NA	NA	NA	197982413	NA	NA	NA	197982596	NA	NA	NA	62
chr3	198066811	198067070	Interval_12533	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.11054	NA	NA	NA	2.38071	NA	NA	NA	5.34378	NA	NA	NA	198066811	NA	NA	NA	198067070	NA	NA	NA	5
chr3	198080041	198080490	Interval_12534	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.56632	NA	NA	NA	2.60059	NA	NA	NA	5.59122	NA	NA	NA	198080041	NA	NA	NA	198080490	NA	NA	NA	320
chr3	198080775	198081020	Interval_12535	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.48071	NA	NA	NA	4.96079	NA	NA	NA	8.25121	NA	NA	NA	198080775	NA	NA	NA	198081020	NA	NA	NA	111
chr4	46046	46328	Interval_12536	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	6.75814	6.39417	NA	NA	6.91989	6.91612	NA	NA	11.07808	10.36624	NA	NA	46046	46055	NA	NA	46193	46328	NA	NA	91	115
chr4	51757	51916	Interval_12537	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.39417	NA	NA	NA	6.91612	NA	NA	NA	10.36624	NA	NA	NA	51757	NA	NA	NA	51916	NA	NA	NA	59
chr4	499132	499431	Interval_12538	2	2	TRUE	FALSE	FALSE	TRUE	6.92443	NA	NA	10.40984	8.4998	NA	NA	17.14519	12.37751	NA	NA	21.01584	499178	NA	NA	499132	499431	NA	NA	499382	153	NA	NA	97
chr4	622099	623748	Interval_12539	3	3	TRUE	FALSE	TRUE	TRUE	88.50356	NA	45.71558	104.1707	377.0372	NA	207.12833	524.13141	382.72198	NA	213.26509	529.97559	622289	NA	622303	622099	623390	NA	623401	623748	701	NA	659	867
chr4	674181	674359	Interval_12540	1	1	TRUE	FALSE	FALSE	FALSE	5.40934	NA	NA	NA	4.55637	NA	NA	NA	8.13765	NA	NA	NA	674181	NA	NA	NA	674359	NA	NA	NA	59	NA	NA	NA
chr4	682560	682781	Interval_12541	2	2	TRUE	FALSE	FALSE	TRUE	6.51711	NA	NA	5.08099	7.48883	NA	NA	4.94817	11.30773	NA	NA	8.22801	682574	NA	NA	682560	682781	NA	NA	682766	51	NA	NA	75
chr4	856149	856767	Interval_12542	3	3	TRUE	FALSE	TRUE	TRUE	6.06189	NA	5.6652	9.75555	6.44487	NA	6.82639	18.20281	10.18556	NA	10.97053	22.09668	856485	NA	856543	856149	856762	NA	856673	856767	134	NA	56	467
chr4	926625	927931	Interval_12543	6	3	TRUE	FALSE	TRUE	TRUE	10.99762;4.76174	NA	7.22702;10.33638;6.75929	23.80043	19.98591;4.14987	NA	9.87953;19.86196;9.46141	68.1408	24.24787;7.69387	NA	14.14063;24.34023;13.71666	72.54208	926705;927483	NA	926736;927042;927594	926625	926999;927646	NA	926916;927307;927833	927931	144;40	NA	94;111;78	531
chr4	972900	973086	Interval_12544	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.09231	NA	NA	NA	8.69203	NA	NA	NA	12.24926	NA	NA	NA	972900	NA	NA	NA	973086	NA	NA	NA	70
chr4	979036	979309	Interval_12545	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.40933	9.29661	NA	NA	5.24338	15.84016	NA	NA	9.30041	19.67305	NA	NA	979095	979036	NA	NA	979239	979309	NA	NA	47	150
chr4	987100	987344	Interval_12546	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.68779	NA	NA	NA	7.5499	NA	NA	NA	11.03103	NA	NA	NA	987100	NA	NA	NA	987344	NA	NA	NA	134
chr4	1009836	1010271	Interval_12547	2	2	TRUE	FALSE	FALSE	TRUE	7.33175	NA	NA	14.78286	9.53391	NA	NA	31.70311	13.47188	NA	NA	35.83274	1009880	NA	NA	1009836	1010233	NA	NA	1010271	206	NA	NA	195
chr4	1010563	1011113	Interval_12548	2	2	TRUE	FALSE	FALSE	TRUE	4.08149	NA	NA	5.60422	2.65043	NA	NA	8.46631	5.99974	NA	NA	12.00587	1010563	NA	NA	1010566	1010843	NA	NA	1011113	275	NA	NA	390
chr4	1081348	1081544	Interval_12549	1	1	TRUE	FALSE	FALSE	FALSE	8.77979	NA	NA	NA	12.25918	NA	NA	NA	16.31114	NA	NA	NA	1081348	NA	NA	NA	1081544	NA	NA	NA	96	NA	NA	NA
chr4	1082478	1082646	Interval_12550	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.43122	NA	NA	NA	4.90574	NA	NA	NA	8.17246	NA	NA	NA	1082478	NA	NA	NA	1082646	NA	NA	NA	72
chr4	1201928	1202115	Interval_12551	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.59229	NA	NA	NA	2.25332	NA	NA	NA	5.18032	NA	NA	NA	1201928	NA	NA	NA	1202115	NA	NA	NA	69
chr4	1206689	1207189	Interval_12552	3	3	TRUE	FALSE	TRUE	TRUE	12.26232	NA	5.62584	18.85951	31.57581	NA	7.61369	60.66579	36.01688	NA	11.79668	65.03121	1206690	NA	1206770	1206689	1207036	NA	1206931	1207189	129	NA	90	145
chr4	1295208	1296663	Interval_12553	6	3	TRUE	FALSE	TRUE	TRUE	22.18896;26.06421	NA	5.61978;13.37947;15.51827	29.80427	78.3069;67.25867	NA	5.0724;49.93776;37.05585	134.6769	83.07494;71.97366	NA	9.11507;54.71038;41.7181	139.31111	1295549;1296230	NA	1295545;1295798;1296279	1295208	1296092;1296598	NA	1295680;1296016;1296622	1296663	339;145	NA	101;108;101	694
chr4	1300994	1301430	Interval_12554	3	3	TRUE	FALSE	TRUE	TRUE	12.07277	NA	5.17857	14.71963	22.36368	NA	4.40993	33.66891	26.66757	NA	8.39506	37.82191	1300994	NA	1301161	1301068	1301430	NA	1301393	1301425	198	NA	77	198
chr4	1351975	1352175	Interval_12555	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.72782	NA	NA	NA	6.24214	NA	NA	NA	9.63563	NA	NA	NA	1351975	NA	NA	NA	1352175	NA	NA	NA	126
chr4	1472885	1473191	Interval_12556	2	2	TRUE	FALSE	FALSE	TRUE	4.42162	NA	NA	6.88522	3.38308	NA	NA	11.21687	6.83107	NA	NA	14.89054	1472968	NA	NA	1472885	1473144	NA	NA	1473191	69	NA	NA	143
chr4	1615227	1615745	Interval_12557	2	2	TRUE	FALSE	FALSE	TRUE	4.88783	NA	NA	6.19774	3.80222	NA	NA	7.31089	7.30656	NA	NA	10.77985	1615494	NA	NA	1615227	1615745	NA	NA	1615736	57	NA	NA	376
chr4	1721045	1721388	Interval_12558	3	3	TRUE	FALSE	TRUE	TRUE	8.77013	NA	6.274	11.56688	12.70102	NA	7.31112	22.42479	16.76762	NA	11.48233	26.41214	1721150	NA	1721190	1721045	1721388	NA	1721331	1721378	130	NA	71	180
chr4	1723259	1723428	Interval_12559	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.5797	NA	NA	NA	6.68386	NA	NA	NA	10.09978	NA	NA	NA	1723259	NA	NA	NA	1723428	NA	NA	NA	72
chr4	1748787	1749125	Interval_12560	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	9.57943	NA	NA	NA	20.63485	NA	NA	NA	24.58694	NA	NA	NA	1748787	NA	NA	NA	1749125	NA	NA	NA	121
chr4	1856100	1856470	Interval_12561	3	3	TRUE	FALSE	TRUE	TRUE	10.86187	NA	6.05062	14.58982	17.55978	NA	6.25247	30.69991	21.76747	NA	10.37285	34.81582	1856112	NA	1856100	1856110	1856470	NA	1856245	1856425	146	NA	76	158
chr4	1887191	1887356	Interval_12562	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.87596	NA	NA	NA	3.85218	NA	NA	NA	7.01029	NA	NA	NA	1887191	NA	NA	NA	1887356	NA	NA	NA	103
chr4	2008949	2009589	Interval_12563	3	2	TRUE	FALSE	FALSE	TRUE	10.20266	NA	NA	4.62786;4.84018	15.97724	NA	NA	3.49519;4.05202	20.14304	NA	NA	6.61879;7.23031	2008949	NA	NA	2008980;2009273	2009422	NA	NA	2009145;2009589	190	NA	NA	65;144
chr4	2044370	2044711	Interval_12564	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.59825	NA	NA	NA	9.8724	NA	NA	NA	13.48522	NA	NA	NA	2044370	NA	NA	NA	2044711	NA	NA	NA	119
chr4	2333385	2333853	Interval_12565	3	3	TRUE	FALSE	TRUE	TRUE	8.03494	NA	6.95858	17.63163	12.89696	NA	11.71451	53.35435	16.97421	NA	16.0332	57.67567	2333444	NA	2333447	2333385	2333674	NA	2333657	2333853	73	NA	111	156
chr4	2335316	2335621	Interval_12566	2	2	TRUE	FALSE	FALSE	TRUE	9.79593	NA	NA	6.88522	16.8762	NA	NA	11.21687	21.06518	NA	NA	14.89054	2335335	NA	NA	2335316	2335594	NA	NA	2335621	112	NA	NA	65
chr4	2403795	2404069	Interval_12567	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.68779	NA	NA	NA	7.5499	NA	NA	NA	11.03103	NA	NA	NA	2403795	NA	NA	NA	2404069	NA	NA	NA	129
chr4	2413122	2413360	Interval_12568	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.76879	NA	NA	NA	3.5756	NA	NA	NA	6.71104	NA	NA	NA	2413122	NA	NA	NA	2413360	NA	NA	NA	139
chr4	2418739	2419323	Interval_12569	3	3	TRUE	FALSE	TRUE	TRUE	7.59096	NA	7.12228	8.20266	13.52087	NA	8.86945	20.49519	17.61502	NA	13.10225	24.44172	2418739	NA	2419027	2418759	2419173	NA	2419155	2419323	102	NA	79	153
chr4	2441799	2442045	Interval_12570	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.4275	NA	NA	NA	10.01421	NA	NA	NA	13.63081	NA	NA	NA	2441799	NA	NA	NA	2442045	NA	NA	NA	126
chr4	2536246	2536636	Interval_12571	2	2	TRUE	FALSE	FALSE	TRUE	6.71508	NA	NA	6.1137	10.58862	NA	NA	10.18982	14.57077	NA	NA	13.82032	2536246	NA	NA	2536254	2536636	NA	NA	2536618	173	NA	NA	139
chr4	2591116	2591324	Interval_12572	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.68779	NA	NA	NA	7.5499	NA	NA	NA	11.03103	NA	NA	NA	2591116	NA	NA	NA	2591324	NA	NA	NA	85
chr4	2786123	2786320	Interval_12573	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.42944	NA	NA	NA	7.66455	NA	NA	NA	11.16329	NA	NA	NA	2786123	NA	NA	NA	2786320	NA	NA	NA	54
chr4	2803638	2803797	Interval_12574	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.56632	NA	NA	NA	2.60059	NA	NA	NA	5.59122	NA	NA	NA	2803638	NA	NA	NA	2803797	NA	NA	NA	87
chr4	2835222	2835545	Interval_12575	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.90989	NA	NA	NA	4.69037	NA	NA	NA	7.94281	NA	NA	NA	2835222	NA	NA	NA	2835545	NA	NA	NA	87
chr4	2954843	2955715	Interval_12576	4	3	TRUE	FALSE	TRUE	TRUE	7.48274	NA	4.50067;5.45242	15.96883	11.50329	NA	5.38638;6.78603	40.19426	15.52309	NA	9.46042;10.92847	44.41749	2954922	NA	2954928;2955332	2954843	2955178	NA	2955170;2955704	2955715	111	NA	146;72	295
chr4	2963401	2963680	Interval_12577	2	2	TRUE	FALSE	FALSE	TRUE	7.14261	NA	NA	8.80245	10.48988	NA	NA	16.01888	14.46669	NA	NA	19.85914	2963401	NA	NA	2963404	2963680	NA	NA	2963669	74	NA	NA	131
chr4	3068738	3069026	Interval_12578	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.81042	NA	NA	NA	5.74901	NA	NA	NA	9.0893	NA	NA	NA	3068738	NA	NA	NA	3069026	NA	NA	NA	131
chr4	3074643	3074898	Interval_12579	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.97448	NA	NA	NA	2.59301	NA	NA	NA	5.57921	NA	NA	NA	3074643	NA	NA	NA	3074898	NA	NA	NA	155
chr4	3202607	3202799	Interval_12580	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.36502	NA	NA	NA	5.37666	NA	NA	NA	8.69683	NA	NA	NA	3202607	NA	NA	NA	3202799	NA	NA	NA	123
chr4	3244140	3244305	Interval_12581	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.49036	NA	NA	NA	4.30248	NA	NA	NA	7.5254	NA	NA	NA	3244140	NA	NA	NA	3244305	NA	NA	NA	77
chr4	3285908	3286150	Interval_12582	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.45889	NA	NA	NA	4.00467	NA	NA	NA	7.17838	NA	NA	NA	3285908	NA	NA	NA	3286150	NA	NA	NA	68
chr4	3443323	3443858	Interval_12583	3	3	TRUE	FALSE	TRUE	TRUE	6.51711	NA	5.65136	8.22107	7.48883	NA	5.25038	11.25714	11.30773	NA	9.31879	14.93842	3443375	NA	3443560	3443323	3443858	NA	3443713	3443780	237	NA	68	298
chr4	3444253	3444412	Interval_12584	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.11054	NA	NA	NA	2.38071	NA	NA	NA	5.34378	NA	NA	NA	3444253	NA	NA	NA	3444412	NA	NA	NA	38
chr4	3532389	3532654	Interval_12585	2	2	TRUE	FALSE	FALSE	TRUE	5.92776	NA	NA	6.25738	5.31485	NA	NA	6.71301	8.96429	NA	NA	10.14568	3532408	NA	NA	3532389	3532654	NA	NA	3532556	123	NA	NA	114
chr4	3554016	3554197	Interval_12586	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.48071	NA	NA	NA	4.96079	NA	NA	NA	8.25121	NA	NA	NA	3554016	NA	NA	NA	3554197	NA	NA	NA	115
chr4	3557136	3557391	Interval_12587	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93744	NA	NA	NA	5.91654	NA	NA	NA	9.29284	NA	NA	NA	3557136	NA	NA	NA	3557391	NA	NA	NA	98
chr4	3587622	3588025	Interval_12588	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	9.28008	NA	NA	NA	19.51969	NA	NA	NA	23.45007	NA	NA	NA	3587622	NA	NA	NA	3588025	NA	NA	NA	154
chr4	3598481	3600064	Interval_12589	4	3	TRUE	FALSE	TRUE	TRUE	5.25528	NA	5.92863;5.32195	13.77044	6.15089	NA	5.0103;4.0375	37.5501	9.87549	NA	9.0495;7.99478	41.74677	3598873	NA	3598975;3599546	3598481	3599827	NA	3599391;3599736	3600064	913	NA	60;155	1262
chr4	3600900	3601234	Interval_12590	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.39417	NA	NA	NA	6.91612	NA	NA	NA	10.36624	NA	NA	NA	3600900	NA	NA	NA	3601234	NA	NA	NA	204
chr4	3677976	3678180	Interval_12591	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.81765	NA	NA	NA	10.62306	NA	NA	NA	14.27538	NA	NA	NA	3677976	NA	NA	NA	3678180	NA	NA	NA	94
chr4	3865891	3866050	Interval_12592	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.35514	NA	NA	NA	3.3366	NA	NA	NA	6.44799	NA	NA	NA	3865891	NA	NA	NA	3866050	NA	NA	NA	64
chr4	3937818	3938041	Interval_12593	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93744	NA	NA	NA	5.91654	NA	NA	NA	9.29284	NA	NA	NA	3937818	NA	NA	NA	3938041	NA	NA	NA	144
chr4	4107565	4107819	Interval_12594	3	3	TRUE	FALSE	TRUE	TRUE	6.02346	NA	6.48164	8.22107	5.44734	NA	6.91989	11.25714	9.11773	NA	11.07808	14.93842	4107615	NA	4107629	4107565	4107819	NA	4107761	4107806	123	NA	33	158
chr4	4150291	4150560	Interval_12595	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.56726	NA	NA	NA	3.19072	NA	NA	NA	6.27354	NA	NA	NA	4150291	NA	NA	NA	4150560	NA	NA	NA	180
chr4	4333045	4333495	Interval_12596	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.62173	NA	NA	NA	7.61178	NA	NA	NA	11.09766	NA	NA	NA	4333045	NA	NA	NA	4333495	NA	NA	NA	255
chr4	4541103	4541449	Interval_12597	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.87313	14.52193	NA	NA	9.33989	42.61755	NA	NA	13.59086	46.85969	NA	NA	4541135	4541103	NA	NA	4541326	4541449	NA	NA	55	148
chr4	4541937	4542483	Interval_12598	3	3	TRUE	FALSE	TRUE	TRUE	12.24448	NA	16.78332	26.01481	27.63887	NA	48.62486	82.26594	32.02808	NA	53.38462	86.73142	4541974	NA	4541967	4541937	4542483	NA	4542324	4542404	135	NA	157	185
chr4	5045286	5045492	Interval_12599	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.97862	NA	NA	NA	3.99985	NA	NA	NA	7.17222	NA	NA	NA	5045286	NA	NA	NA	5045492	NA	NA	NA	85
chr4	6633640	6633834	Interval_12600	1	1	TRUE	FALSE	FALSE	FALSE	8.47584	NA	NA	NA	11.77398	NA	NA	NA	15.81051	NA	NA	NA	6633640	NA	NA	NA	6633834	NA	NA	NA	59	NA	NA	NA
chr4	6716044	6716203	Interval_12601	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.93273	NA	NA	NA	4.17133	NA	NA	NA	7.37834	NA	NA	NA	6716044	NA	NA	NA	6716203	NA	NA	NA	94
chr4	6782480	6782652	Interval_12602	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.99221	NA	NA	NA	2.60279	NA	NA	NA	5.6077	NA	NA	NA	6782480	NA	NA	NA	6782652	NA	NA	NA	29
chr4	6875486	6875804	Interval_12603	2	2	FALSE	TRUE	FALSE	TRUE	NA	6.03153	NA	7.99056	NA	4.14514	NA	12.22209	NA	8.63691	NA	15.93683	NA	6875486	NA	6875534	NA	6875710	NA	6875804	NA	156	NA	127
chr4	6925348	6925847	Interval_12604	2	2	TRUE	FALSE	FALSE	TRUE	5.94329	NA	NA	5.80685	5.61361	NA	NA	6.69631	9.3022	NA	NA	10.12606	6925557	NA	NA	6925348	6925741	NA	NA	6925847	96	NA	NA	202
chr4	6926054	6926317	Interval_12605	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.78972	NA	NA	NA	5.06336	NA	NA	NA	8.36444	NA	NA	NA	6926054	NA	NA	NA	6926317	NA	NA	NA	126
chr4	6938314	6938531	Interval_12606	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.16591	NA	NA	NA	6.91342	NA	NA	NA	10.35576	NA	NA	NA	6938314	NA	NA	NA	6938531	NA	NA	NA	101
chr4	6941724	6941903	Interval_12607	1	1	TRUE	FALSE	FALSE	FALSE	5.00652	NA	NA	NA	3.97246	NA	NA	NA	7.49618	NA	NA	NA	6941724	NA	NA	NA	6941903	NA	NA	NA	109	NA	NA	NA
chr4	6942232	6942537	Interval_12608	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.82208	NA	NA	NA	4.02413	NA	NA	NA	7.20133	NA	NA	NA	6942232	NA	NA	NA	6942537	NA	NA	NA	212
chr4	6963888	6964382	Interval_12609	3	3	TRUE	FALSE	TRUE	TRUE	8.41756	NA	5.82295	7.97716	11.68699	NA	5.51881	11.74817	15.71439	NA	9.59704	15.44527	6964109	NA	6964151	6963888	6964326	NA	6964301	6964382	92	NA	51	356
chr4	7068106	7068295	Interval_12610	1	1	TRUE	FALSE	FALSE	FALSE	7.04006	NA	NA	NA	8.30149	NA	NA	NA	12.16406	NA	NA	NA	7068106	NA	NA	NA	7068295	NA	NA	NA	109	NA	NA	NA
chr4	7070719	7071077	Interval_12611	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.73293	NA	NA	NA	5.92065	NA	NA	NA	9.29742	NA	NA	NA	7070719	NA	NA	NA	7071077	NA	NA	NA	83
chr4	7164973	7165588	Interval_12612	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	6.59109	14.46625	NA	NA	8.40221	31.84889	NA	NA	12.61816	35.97969	NA	NA	7165210	7164973	NA	NA	7165332	7165588	NA	NA	44	278
chr4	7525526	7526263	Interval_12613	3	3	TRUE	FALSE	TRUE	TRUE	17.84388	NA	8.0322	25.6822	40.15346	NA	12.50526	72.35016	44.67737	NA	16.84894	76.77197	7525615	NA	7525674	7525526	7526190	NA	7526092	7526263	229	NA	181	295
chr4	7577138	7577686	Interval_12614	3	3	TRUE	FALSE	TRUE	TRUE	12.07184	NA	5.36936	11.25077	20.61957	NA	4.20783	23.07578	24.89342	NA	8.18342	27.0775	7577148	NA	7577230	7577138	7577478	NA	7577371	7577686	184	NA	45	151
chr4	7597139	7597535	Interval_12615	1	1	TRUE	FALSE	FALSE	FALSE	6.92443	NA	NA	NA	8.4998	NA	NA	NA	12.37751	NA	NA	NA	7597139	NA	NA	NA	7597535	NA	NA	NA	280	NA	NA	NA
chr4	7650225	7650384	Interval_12616	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.44264	NA	NA	NA	5.49628	NA	NA	NA	8.82409	NA	NA	NA	7650225	NA	NA	NA	7650384	NA	NA	NA	71
chr4	7744368	7744847	Interval_12617	2	2	TRUE	FALSE	FALSE	TRUE	4.95881	NA	NA	5.08907	3.43719	NA	NA	5.86413	6.88796	NA	NA	9.22932	7744687	NA	NA	7744368	7744847	NA	NA	7744753	38	NA	NA	276
chr4	8033951	8035138	Interval_12618	3	3	TRUE	FALSE	TRUE	TRUE	45.02929	NA	20.76313	60.07571	139.20786	NA	56.50478	219.48593	144.19505	NA	61.32624	224.3456	8034043	NA	8034044	8033951	8034903	NA	8034532	8035138	284	NA	263	348
chr4	8035225	8035422	Interval_12619	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08907	NA	NA	NA	5.86413	NA	NA	NA	9.22932	NA	NA	NA	8035225	NA	NA	NA	8035422	NA	NA	NA	68
chr4	8158839	8159167	Interval_12620	2	2	TRUE	FALSE	FALSE	TRUE	17.42288	NA	NA	8.68628	35.82228	NA	NA	12.889	40.30607	NA	NA	16.62863	8158839	NA	NA	8158853	8159167	NA	NA	8159087	166	NA	NA	98
