track name="Conventional SE with ABC gene assignments"
1_merged_PDX_cell_lines_AML_13406_lociStitched chrX 42976015 42979557 42835264 42838806 ,
1_merged_PDX_cell_lines_AML_13407_lociStitched chr4 69320367 69323909 70186085 70189627 ,
1_merged_PDX_cell_lines_AML_13408_lociStitched chr12 15050994 15054535 15203928 15207469 ,
1_merged_PDX_cell_lines_AML_13410_lociStitched chr19 18831411 18834950 18942220 18945759 DDX49,KXD1,UBA52,
1_merged_PDX_cell_lines_AML_13409_lociStitched chr3 99894255 99897794 99613099 99616638 ,
1_merged_PDX_cell_lines_AML_13411_lociStitched chr4 61199922 61203461 62065640 62069179 ,
1_merged_PDX_cell_lines_AML_13412_lociStitched chr4 83628592 83632130 84549745 84553283 ,
1_merged_PDX_cell_lines_AML_13413_lociStitched chr20 25056106 25059643 25036742 25040279 GINS1,NINL,
1_merged_PDX_cell_lines_AML_13414_lociStitched chr16 2903944 2907478 2953945 2957479 ,
1_merged_PDX_cell_lines_AML_13415_lociStitched chr10 3827303 3830836 3869495 3873028 ,
1_merged_PDX_cell_lines_AML_13416_lociStitched chr17 2258337 2261870 2161631 2165164 ,
1_merged_PDX_cell_lines_AML_13417_lociStitched chrX 65750293 65753825 64970135 64973667 ,
1_merged_PDX_cell_lines_AML_13418_lociStitched chr3 195257703 195261235 194978432 194981964 XXYLT1,
1_merged_PDX_cell_lines_AML_13419_lociStitched chr20 37042406 37045937 35670809 35674340 RBL1,
1_merged_PDX_cell_lines_AML_13420_lociStitched chr5 139195521 139199051 138531210 138534740 ,
1_merged_PDX_cell_lines_AML_13421_lociStitched chr18 41935358 41938888 39515323 39518853 ,
1_merged_PDX_cell_lines_AML_13422_lociStitched chr9 131633968 131637497 134509355 134512884 ,
1_merged_PDX_cell_lines_AML_13423_lociStitched chr19 50802181 50805709 51305438 51308966 KLK1,PPP5D1,
1_merged_PDX_cell_lines_AML_13424_lociStitched chr18 30142834 30146361 27722799 27726326 ,
1_merged_PDX_cell_lines_AML_13425_lociStitched chr10 34537031 34540556 34825959 34829484 ,
1_merged_PDX_cell_lines_AML_13426_lociStitched chr5 91161058 91164582 90456875 90460399 NR2F1,
1_merged_PDX_cell_lines_AML_13427_lociStitched chr16 1938471 1941994 1988472 1991995 SYNGR3,RPS2,
1_merged_PDX_cell_lines_AML_13428_lociStitched chr15 75088829 75092351 75381170 75384692 ,
1_merged_PDX_cell_lines_AML_13429_lociStitched chr8 102195592 102199114 103207820 103211342 RRM2B,
1_merged_PDX_cell_lines_AML_13430_lociStitched chr10 23412025 23415546 23700954 23704475 ,
1_merged_PDX_cell_lines_AML_13431_lociStitched chr11 44065686 44069207 44087236 44090757 ,
1_merged_PDX_cell_lines_AML_13432_lociStitched chr5 177330675 177334193 176757676 176761194 ,
1_merged_PDX_cell_lines_AML_13433_lociStitched chr17 45170200 45173718 43247567 43251085 MAP3K14,
1_merged_PDX_cell_lines_AML_13434_lociStitched chr8 97469332 97472849 98481560 98485077 ,
1_merged_PDX_cell_lines_AML_13435_lociStitched chr16 50036747 50040263 50070658 50074174 CNEP1R1,
1_merged_PDX_cell_lines_AML_13436_lociStitched chr6 41026504 41030020 40994243 40997759 UNC5CL,
1_merged_PDX_cell_lines_AML_13438_lociStitched chr6 20809849 20813365 20810080 20813596 ,
1_merged_PDX_cell_lines_AML_13437_lociStitched chr18 62435109 62438625 60102342 60105858 ,
1_merged_PDX_cell_lines_AML_13439_lociStitched chr1 54603007 54606522 55068680 55072195 ,
1_merged_PDX_cell_lines_AML_13440_lociStitched chr15 53564094 53567609 53856291 53859806 ,
1_merged_PDX_cell_lines_AML_13441_lociStitched chr17 50659728 50663243 48737089 48740604 ,
1_merged_PDX_cell_lines_AML_13442_lociStitched chr4 158662746 158666260 159583898 159587412 ,
1_merged_PDX_cell_lines_AML_13445_lociStitched chr12 83014877 83018389 83408656 83412168 ,
1_merged_PDX_cell_lines_AML_13444_lociStitched chr6 34423264 34426776 34391041 34394553 BTBD9,PRR3,
1_merged_PDX_cell_lines_AML_13443_lociStitched chr21 39103354 39106866 40475280 40478792 ,
1_merged_PDX_cell_lines_AML_13446_lociStitched chr15 41803551 41807062 42095749 42099260 MAPKBP1,
1_merged_PDX_cell_lines_AML_13447_lociStitched chr3 197148548 197152059 196875419 196878930 ,
1_merged_PDX_cell_lines_AML_13448_lociStitched chr1 2641988 2645498 2573427 2576937 ,
1_merged_PDX_cell_lines_AML_13449_lociStitched chr6 68632812 68636321 69342704 69346213 ,
1_merged_PDX_cell_lines_AML_13450_lociStitched chr9 126883334 126886841 129645613 129649120 ,
1_merged_PDX_cell_lines_AML_13451_lociStitched chr6 53460124 53463631 53324922 53328429 ,
1_merged_PDX_cell_lines_AML_13452_lociStitched chr2 239438893 239442399 240360587 240364093 ,
1_merged_PDX_cell_lines_AML_13453_lociStitched chr3 143361230 143364735 143080072 143083577 ,
1_merged_PDX_cell_lines_AML_13454_lociStitched chr12 53451464 53454969 53845248 53848753 AMHR2,HSD17B6,PRIM1,MAP3K12,TARBP2,SP1,
1_merged_PDX_cell_lines_AML_13455_lociStitched chr1 185336778 185340283 185305910 185309415 ,
1_merged_PDX_cell_lines_AML_13456_lociStitched chr1 107784714 107788219 108327336 108330841 ,
1_merged_PDX_cell_lines_AML_13457_lociStitched chr14 92537985 92541488 93004329 93007833 ,
1_merged_PDX_cell_lines_AML_13458_lociStitched chr10 104245263 104248763 106005021 106008521 GSTO1,GSTO2,
1_merged_PDX_cell_lines_AML_13460_lociStitched chr10 15450007 15453507 15492006 15495506 ,
1_merged_PDX_cell_lines_AML_13459_lociStitched chr11 109983132 109986632 109853858 109857358 ZC3H12C,
1_merged_PDX_cell_lines_AML_13461_lociStitched chr12 19242512 19246010 19395446 19398944 ,
1_merged_PDX_cell_lines_AML_13462_lociStitched chr6 7973770 7977266 7974003 7977499 ,
1_merged_PDX_cell_lines_AML_13463_lociStitched chr1 96721079 96724575 97186635 97190131 ,
1_merged_PDX_cell_lines_AML_13465_lociStitched chr1 151197687 151201182 151170163 151173658 ,
1_merged_PDX_cell_lines_AML_13464_lociStitched chr3 188388301 188391796 188106089 188109584 ,
1_merged_PDX_cell_lines_AML_13469_lociStitched chr9 81371845 81375339 83986760 83990254 ,
1_merged_PDX_cell_lines_AML_13466_lociStitched chr15 35543474 35546968 35835675 35839169 ,
1_merged_PDX_cell_lines_AML_13467_lociStitched chr9 26890182 26893676 26890180 26893674 ,
1_merged_PDX_cell_lines_AML_13468_lociStitched chr19 2774140 2777634 2774138 2777632 DIRAS1,DAPK3,
1_merged_PDX_cell_lines_AML_13470_lociStitched chr1 52567557 52571051 53033229 53036723 ECHDC2,
1_merged_PDX_cell_lines_AML_13472_lociStitched chr10 78972236 78975729 80731993 80735486 ,
1_merged_PDX_cell_lines_AML_13471_lociStitched chr11 74415543 74419036 74126588 74130081 ,
1_merged_PDX_cell_lines_AML_13473_lociStitched chr6 88890218 88893710 89599937 89603429 ,
1_merged_PDX_cell_lines_AML_13474_lociStitched chr1 21855562 21859052 22182055 22185545 ,
1_merged_PDX_cell_lines_AML_13475_lociStitched chr19 18518718 18522207 18629528 18633017 UBA52,COPE,ISYNA1,CIB3,GDF15,MAP1S,SLC25A42,
1_merged_PDX_cell_lines_AML_13476_lociStitched chr9 128688326 128691814 131450605 131454093 ,
1_merged_PDX_cell_lines_AML_13477_lociStitched chrX 125201786 125205274 124335635 124339123 ,
1_merged_PDX_cell_lines_AML_13478_lociStitched chr1 7898814 7902300 7958874 7962360 ,
1_merged_PDX_cell_lines_AML_13479_lociStitched chr15 59000793 59004278 59292992 59296477 ,
1_merged_PDX_cell_lines_AML_13480_lociStitched chr3 184709303 184712788 184427091 184430576 ,
1_merged_PDX_cell_lines_AML_13481_lociStitched chr13 106864821 106868305 107517169 107520653 ,
1_merged_PDX_cell_lines_AML_13482_lociStitched chr1 150874131 150877614 150846607 150850090 CTSS,SETDB1,
1_merged_PDX_cell_lines_AML_13483_lociStitched chr16 399072 402555 449072 452555 ATP6V0C,NHLRC4,
1_merged_PDX_cell_lines_AML_13484_lociStitched chr3 172748955 172752435 172466745 172470225 ,
1_merged_PDX_cell_lines_AML_13485_lociStitched chr1 3194726 3198205 3111290 3114769 ,
1_merged_PDX_cell_lines_AML_13486_lociStitched chr14 79092147 79095626 79558490 79561969 ,
1_merged_PDX_cell_lines_AML_13487_lociStitched chr1 2025252 2028730 1956691 1960169 ,
1_merged_PDX_cell_lines_AML_13488_lociStitched chr3 128648040 128651516 128366883 128370359 ,
1_merged_PDX_cell_lines_AML_13489_lociStitched chr15 76902639 76906114 77194980 77198455 RCN2,
1_merged_PDX_cell_lines_AML_13490_lociStitched chr8 123056270 123059745 124068510 124071985 ,
1_merged_PDX_cell_lines_AML_13491_lociStitched chr16 67665903 67669377 67699806 67703280 GFOD2,ATP6V0D1,RANBP10,SMPD3,
1_merged_PDX_cell_lines_AML_13493_lociStitched chr17 43350599 43354072 41427967 41431440 ,
1_merged_PDX_cell_lines_AML_13492_lociStitched chr3 52236389 52239862 52270405 52273878 PPM1M,
1_merged_PDX_cell_lines_AML_13494_lociStitched chr11 68089138 68092610 67856605 67860077 ,
1_merged_PDX_cell_lines_AML_13495_lociStitched chr15 63133737 63137208 63425936 63429407 ,
1_merged_PDX_cell_lines_AML_13496_lociStitched chr14 104813980 104817450 105280317 105283787 ,
1_merged_PDX_cell_lines_AML_13497_lociStitched chr18 63234912 63238381 60902145 60905614 ,
1_merged_PDX_cell_lines_AML_13498_lociStitched chr8 42802400 42805869 42657543 42661012 GOLGA7,HGSNAT,HOOK3,IKBKB,RNF170,VDAC3,
1_merged_PDX_cell_lines_AML_13499_lociStitched chr8 119914959 119918427 120927199 120930667 ,
1_merged_PDX_cell_lines_AML_13500_lociStitched chr6 67279754 67283221 67989647 67993114 ,
1_merged_PDX_cell_lines_AML_13501_lociStitched chr21 45532830 45536295 46952744 46956209 ,
1_merged_PDX_cell_lines_AML_13502_lociStitched chr1 210580610 210584074 210753954 210757418 ,
1_merged_PDX_cell_lines_AML_13503_lociStitched chr3 132244306 132247769 131963150 131966613 ,
1_merged_PDX_cell_lines_AML_13506_lociStitched chr17 79991787 79995249 77965586 77969048 CBX2,CBX8,MFSD11,SRSF2,
1_merged_PDX_cell_lines_AML_13504_lociStitched chr8 56698123 56701585 57610682 57614144 ,
1_merged_PDX_cell_lines_AML_13505_lociStitched chr2 30223484 30226946 30446350 30449812 ,
1_merged_PDX_cell_lines_AML_13507_lociStitched chr1 175071221 175074683 175040357 175043819 MRPS14,KIAA0040,
1_merged_PDX_cell_lines_AML_13508_lociStitched chr14 23320058 23323519 23789267 23792728 CMTM5,ZFHX2,SLC22A17,
1_merged_PDX_cell_lines_AML_13510_lociStitched chr9 130066331 130069791 132828610 132832070 ,
1_merged_PDX_cell_lines_AML_13509_lociStitched chr17 35558583 35562043 33885602 33889062 AP2B1,
1_merged_PDX_cell_lines_AML_13511_lociStitched chr16 69442461 69445919 69476364 69479822 ,
1_merged_PDX_cell_lines_AML_13512_lociStitched chr10 119089563 119093019 120849075 120852531 ,
1_merged_PDX_cell_lines_AML_13513_lociStitched chr5 143228965 143232421 142608530 142611986 ,
1_merged_PDX_cell_lines_AML_13514_lociStitched chr6 89409615 89413070 90119334 90122789 MDN1,
1_merged_PDX_cell_lines_AML_13515_lociStitched chr1 7548377 7551831 7608437 7611891 ,
1_merged_PDX_cell_lines_AML_13516_lociStitched chr16 2934974 2938428 2984975 2988429 KREMEN2,PAQR4,
1_merged_PDX_cell_lines_AML_13517_lociStitched chr1 168502469 168505923 168471707 168475161 ATP1B1,SFT2D2,
1_merged_PDX_cell_lines_AML_13518_lociStitched chr1 7013832 7017284 7073892 7077344 ,
1_merged_PDX_cell_lines_AML_13519_lociStitched chr20 34134581 34138033 32722387 32725839 ,
1_merged_PDX_cell_lines_AML_13520_lociStitched chr14 101964457 101967909 102430794 102434246 ,
1_merged_PDX_cell_lines_AML_13522_lociStitched chr4 169268545 169271996 170189696 170193147 ,
1_merged_PDX_cell_lines_AML_13521_lociStitched chr7 23344867 23348318 23384486 23387937 ,
1_merged_PDX_cell_lines_AML_13523_lociStitched chr17 75180483 75183933 73176578 73180028 KCTD2,NT5C,PRPSAP1,SLC16A5,SMIM6,ARMC7,GGA3,RPL38,
1_merged_PDX_cell_lines_AML_13524_lociStitched chr14 102644008 102647458 103110345 103113795 ,
1_merged_PDX_cell_lines_AML_13525_lociStitched chr11 70313364 70316809 70159470 70162915 CTTN,
1_merged_PDX_cell_lines_AML_13526_lociStitched chr2 54632275 54635720 54859412 54862857 ,
1_merged_PDX_cell_lines_AML_13527_lociStitched chr2 96240286 96243730 96906024 96909468 ,
1_merged_PDX_cell_lines_AML_13528_lociStitched chr2 12717015 12720459 12857141 12860585 ,
1_merged_PDX_cell_lines_AML_13530_lociStitched chr6 108564063 108567506 108885266 108888709 FOXO3,
1_merged_PDX_cell_lines_AML_13529_lociStitched chr10 102814222 102817665 104573979 104577422 ,
1_merged_PDX_cell_lines_AML_13531_lociStitched chr2 240644153 240647594 241583570 241587011 ,
1_merged_PDX_cell_lines_AML_13532_lociStitched chr2 119336886 119340326 120094462 120097902 ,
1_merged_PDX_cell_lines_AML_13533_lociStitched chr5 40652004 40655444 40652106 40655546 ,
1_merged_PDX_cell_lines_AML_13534_lociStitched chr2 195570361 195573799 196435085 196438523 ,
1_merged_PDX_cell_lines_AML_13535_lociStitched chr10 101534085 101537523 103293842 103297280 ,
1_merged_PDX_cell_lines_AML_13536_lociStitched chr20 19756977 19760415 19737621 19741059 ,
1_merged_PDX_cell_lines_AML_13538_lociStitched chr7 135206383 135209820 134891135 134894572 ,
1_merged_PDX_cell_lines_AML_13540_lociStitched chr16 56293763 56297200 56327675 56331112 ,
1_merged_PDX_cell_lines_AML_13539_lociStitched chr5 151771795 151775232 151151356 151154793 ,
1_merged_PDX_cell_lines_AML_13537_lociStitched chr3 188710286 188713723 188428074 188431511 ,
1_merged_PDX_cell_lines_AML_13542_lociStitched chr9 34664620 34668056 34664617 34668053 ARHGEF39,DCTN3,DNAJB5,FANCG,GALT,GLIPR2,RPP25L,SIGMAR1,TMEM8B,UBE2R2,
1_merged_PDX_cell_lines_AML_13541_lociStitched chr15 68112527 68115963 68404865 68408301 ,
1_merged_PDX_cell_lines_AML_13543_lociStitched chr15 76336814 76340249 76629155 76632590 ,
1_merged_PDX_cell_lines_AML_13545_lociStitched chr4 68347593 68351027 69213311 69216745 ,
1_merged_PDX_cell_lines_AML_13544_lociStitched chr8 11895962 11899396 11753471 11756905 FDFT1,
1_merged_PDX_cell_lines_AML_13546_lociStitched chr3 156679466 156682899 156397255 156400688 ,
1_merged_PDX_cell_lines_AML_13547_lociStitched chr12 48197613 48201046 48591396 48594829 ZNF641,
1_merged_PDX_cell_lines_AML_13548_lociStitched chr8 89631068 89634500 90643296 90646728 ,
1_merged_PDX_cell_lines_AML_13549_lociStitched chr9 136538496 136541928 139432948 139436380 ,
1_merged_PDX_cell_lines_AML_13550_lociStitched chr1 204543309 204546741 204512437 204515869 ,
1_merged_PDX_cell_lines_AML_13551_lociStitched chr11 9362328 9365759 9383875 9387306 TMEM41B,
1_merged_PDX_cell_lines_AML_13552_lociStitched chr13 23487394 23490825 24061533 24064964 ,
1_merged_PDX_cell_lines_AML_13553_lociStitched chr7 66626269 66629700 66091256 66094687 ,
1_merged_PDX_cell_lines_AML_13555_lociStitched chr22 46747988 46751418 47143885 47147315 ,
1_merged_PDX_cell_lines_AML_13554_lociStitched chr16 28108531 28111961 28119852 28123282 ,
1_merged_PDX_cell_lines_AML_13557_lociStitched chrX 155888104 155891533 155117767 155121196 ,
1_merged_PDX_cell_lines_AML_13556_lociStitched chr11 70202679 70206108 70048785 70052214 CCND1,PPFIA1,
1_merged_PDX_cell_lines_AML_13558_lociStitched chr4 40585027 40588455 40587044 40590472 ,
1_merged_PDX_cell_lines_AML_13559_lociStitched chr20 47273395 47276822 45902139 45905566 ,
1_merged_PDX_cell_lines_AML_13560_lociStitched chr8 53175073 53178499 54087633 54091059 ,
1_merged_PDX_cell_lines_AML_13561_lociStitched chr10 21804688 21808114 22093617 22097043 ,
1_merged_PDX_cell_lines_AML_13562_lociStitched chr12 78417721 78421146 78811501 78814926 ,
1_merged_PDX_cell_lines_AML_13563_lociStitched chr1 201514646 201518071 201483774 201487199 ,
1_merged_PDX_cell_lines_AML_13564_lociStitched chr15 80821652 80825077 81113993 81117418 ,
1_merged_PDX_cell_lines_AML_13565_lociStitched chr1 11273108 11276531 11333165 11336588 AGTRAP,
1_merged_PDX_cell_lines_AML_13566_lociStitched chr12 26905367 26908789 27058300 27061722 ,
1_merged_PDX_cell_lines_AML_13567_lociStitched chr1 210250045 210253467 210423390 210426812 ,
1_merged_PDX_cell_lines_AML_13568_lociStitched chr20 50039781 50043202 48656318 48659739 ,
1_merged_PDX_cell_lines_AML_13569_lociStitched chr13 76090479 76093899 76664615 76668035 ,
1_merged_PDX_cell_lines_AML_13570_lociStitched chr1 111488546 111491966 112031168 112034588 ADORA3,DDX20,
1_merged_PDX_cell_lines_AML_13571_lociStitched chr7 99916850 99920269 99514473 99517892 ZKSCAN1,ZSCAN21,ZSCAN25,
1_merged_PDX_cell_lines_AML_13573_lociStitched chr17 18899864 18903283 18803177 18806596 PRPSAP2,
1_merged_PDX_cell_lines_AML_13574_lociStitched chr2 167696190 167699608 168552700 168556118 ,
1_merged_PDX_cell_lines_AML_13575_lociStitched chr9 36126870 36130286 36126867 36130283 GLIPR2,
1_merged_PDX_cell_lines_AML_13576_lociStitched chr14 58329859 58333275 58796577 58799993 ARID4A,
1_merged_PDX_cell_lines_AML_13577_lociStitched chr12 120290555 120293971 120728358 120731774 SIRT4,
1_merged_PDX_cell_lines_AML_13578_lociStitched chr21 14760865 14764280 16133186 16136601 ,
1_merged_PDX_cell_lines_AML_13579_lociStitched chr12 31714113 31717527 31867047 31870461 AMN1,
1_merged_PDX_cell_lines_AML_13580_lociStitched chr7 4724033 4727446 4763664 4767077 ,
1_merged_PDX_cell_lines_AML_13581_lociStitched chr20 22581133 22584545 22561771 22565183 ,
1_merged_PDX_cell_lines_AML_13582_lociStitched chr1 146051831 146055245 145379757 145383169 ,
1_merged_PDX_cell_lines_AML_13583_lociStitched chr22 23262124 23265536 23604311 23607723 ,
1_merged_PDX_cell_lines_AML_13585_lociStitched chr19 58303459 58306869 58814825 58818235 RPS5,TRIM28,UBE2M,ZNF772,ZNF837,ZSCAN22,
1_merged_PDX_cell_lines_AML_13584_lociStitched chr14 24773668 24777078 25242874 25246284 ,
1_merged_PDX_cell_lines_AML_13586_lociStitched chr22 29308942 29312352 29704932 29708341 NEFH,
1_merged_PDX_cell_lines_AML_13587_lociStitched chr17 42677347 42680755 40829365 40832773 CCR10,BECN1,HSD17B1,MLX,CNTD1,COA3,
1_merged_PDX_cell_lines_AML_13588_lociStitched chr2 134118575 134121982 134876146 134879553 ,
1_merged_PDX_cell_lines_AML_13589_lociStitched chr6 37311487 37314893 37279263 37282669 ,
1_merged_PDX_cell_lines_AML_13590_lociStitched chr14 63725105 63728510 64191823 64195228 ,
1_merged_PDX_cell_lines_AML_13591_lociStitched chr7 48635749 48639154 48675345 48678750 ,
1_merged_PDX_cell_lines_AML_13592_lociStitched chr13 49640332 49643737 50214468 50217873 ,
1_merged_PDX_cell_lines_AML_13593_lociStitched chr14 54423491 54426895 54890209 54893613 ,
1_merged_PDX_cell_lines_AML_13594_lociStitched chr22 38940803 38944205 39336808 39340210 ,
1_merged_PDX_cell_lines_AML_13596_lociStitched chr8 145055837 145059238 146281223 146284624 BOP1,CPSF1,GRINA,HSF1,ZNF517,
1_merged_PDX_cell_lines_AML_13597_lociStitched chr3 197001185 197004586 196728056 196731457 BDH1,
1_merged_PDX_cell_lines_AML_13595_lociStitched chr21 22709534 22712935 24081854 24085255 ,
1_merged_PDX_cell_lines_AML_13598_lociStitched chr10 17073964 17077365 17115963 17119364 VIM,
1_merged_PDX_cell_lines_AML_13599_lociStitched chr15 25436452 25439852 25681599 25684999 ,
1_merged_PDX_cell_lines_AML_13600_lociStitched chr12 32557525 32560924 32710459 32713858 ,
1_merged_PDX_cell_lines_AML_13601_lociStitched chr6 139762053 139765451 140083190 140086588 ,
1_merged_PDX_cell_lines_AML_13602_lociStitched chr2 144150612 144154010 144908179 144911577 ,
1_merged_PDX_cell_lines_AML_13603_lociStitched chr4 106285938 106289336 107207095 107210493 ,
1_merged_PDX_cell_lines_AML_13604_lociStitched chr9 117703303 117706701 120465581 120468979 ,
1_merged_PDX_cell_lines_AML_13605_lociStitched chr5 125410977 125414374 124746670 124750067 ,
1_merged_PDX_cell_lines_AML_13607_lociStitched chr6 35674311 35677707 35642088 35645484 ,
1_merged_PDX_cell_lines_AML_13606_lociStitched chr1 19369185 19372581 19695679 19699075 ,
1_merged_PDX_cell_lines_AML_13608_lociStitched chr4 122150506 122153902 123071661 123075057 ,
1_merged_PDX_cell_lines_AML_13609_lociStitched chr19 565493 568887 565493 568887 BSG,CIRBP,PTBP1,ARID3A,CDC34,POLRMT,JSRP1,OAZ1,
1_merged_PDX_cell_lines_AML_13610_lociStitched chr1 31522675 31526068 31988276 31991669 FABP3,KIAA1522,
1_merged_PDX_cell_lines_AML_13611_lociStitched chr15 99369287 99372680 99909492 99912885 ,
1_merged_PDX_cell_lines_AML_13612_lociStitched chr1 229190377 229193769 229326124 229329516 ,
1_merged_PDX_cell_lines_AML_13613_lociStitched chr6 43390615 43394007 43358353 43361745 ,
1_merged_PDX_cell_lines_AML_13615_lociStitched chr3 12661432 12664823 12702931 12706322 RPL32,
1_merged_PDX_cell_lines_AML_13617_lociStitched chr9 136074528 136077919 138966374 138969765 ,
1_merged_PDX_cell_lines_AML_13616_lociStitched chr2 26611 30002 26611 30002 ,
1_merged_PDX_cell_lines_AML_13614_lociStitched chr6 53346502 53349893 53211300 53214691 ,
1_merged_PDX_cell_lines_AML_13618_lociStitched chr1 181502998 181506388 181472134 181475524 ,
1_merged_PDX_cell_lines_AML_13620_lociStitched chr8 140102535 140105925 141112634 141116024 ,
1_merged_PDX_cell_lines_AML_13619_lociStitched chr11 113187690 113191080 113058412 113061802 ,
1_merged_PDX_cell_lines_AML_13621_lociStitched chr7 131025949 131029336 130710708 130714095 ,
1_merged_PDX_cell_lines_AML_13622_lociStitched chr16 30075195 30078582 30086516 30089903 ALDOA,GDPD3,MAPK3,MAZ,PHKG2,ZNF48,
1_merged_PDX_cell_lines_AML_13623_lociStitched chr10 126976492 126979879 128774756 128778143 ,
1_merged_PDX_cell_lines_AML_13624_lociStitched chr17 40128922 40132308 38285175 38288561 NR1D1,MED24,MSL1,PSMD3,
1_merged_PDX_cell_lines_AML_13625_lociStitched chr9 107846727 107850112 110609008 110612393 ,
1_merged_PDX_cell_lines_AML_13626_lociStitched chr5 57953274 57956658 57249101 57252485 ,
1_merged_PDX_cell_lines_AML_13628_lociStitched chr5 65102066 65105449 64397893 64401276 ,
1_merged_PDX_cell_lines_AML_13627_lociStitched chr13 31948944 31952327 32523081 32526464 ,
1_merged_PDX_cell_lines_AML_13630_lociStitched chr1 153955876 153959258 153928352 153931734 DENND4B,S100A1,SLC39A1,
1_merged_PDX_cell_lines_AML_13629_lociStitched chr2 240610989 240614371 241550406 241553788 DUSP28,RNPEPL1,CAPN10,
1_merged_PDX_cell_lines_AML_13631_lociStitched chr12 107026227 107029609 107420005 107423387 ,
1_merged_PDX_cell_lines_AML_13632_lociStitched chr2 37322809 37326191 37549952 37553334 ,
1_merged_PDX_cell_lines_AML_13633_lociStitched chr3 178001365 178004746 177719153 177722534 ,
1_merged_PDX_cell_lines_AML_13634_lociStitched chr4 173250877 173254258 174172028 174175409 ,
1_merged_PDX_cell_lines_AML_13635_lociStitched chr8 68007705 68011084 68919940 68923319 ,
1_merged_PDX_cell_lines_AML_13636_lociStitched chr5 39254696 39258075 39254798 39258177 ,
1_merged_PDX_cell_lines_AML_13637_lociStitched chr14 74400553 74403932 74867256 74870635 ,
1_merged_PDX_cell_lines_AML_13640_lociStitched chrX 123992925 123996302 123126775 123130152 ,
1_merged_PDX_cell_lines_AML_13638_lociStitched chr12 89720142 89723519 90113919 90117296 ,
1_merged_PDX_cell_lines_AML_13639_lociStitched chr12 43480397 43483774 43874200 43877577 ,
1_merged_PDX_cell_lines_AML_13641_lociStitched chr5 40614461 40617837 40614563 40617939 PTGER4,
1_merged_PDX_cell_lines_AML_13642_lociStitched chr17 68907900 68911275 66904041 66907416 ,
1_merged_PDX_cell_lines_AML_13643_lociStitched chr6 158909470 158912845 159330502 159333877 ,
1_merged_PDX_cell_lines_AML_13645_lociStitched chr1 54541346 54544720 55007019 55010393 MROH7,CYB5RL,TTC4,
1_merged_PDX_cell_lines_AML_13646_lociStitched chr19 47607665 47611039 48110922 48114296 ARHGAP35,DBP,EHD2,FUT1,KDELR1,
1_merged_PDX_cell_lines_AML_13644_lociStitched chr2 10970806 10974180 11110932 11114306 ,
1_merged_PDX_cell_lines_AML_13647_lociStitched chr7 129605426 129608800 129245267 129248641 NRF1,
1_merged_PDX_cell_lines_AML_13648_lociStitched chr1 9092443 9095816 9152502 9155875 C1orf127,
1_merged_PDX_cell_lines_AML_13649_lociStitched chr2 27407047 27410419 27629914 27633286 CCDC121,CGREF1,PLB1,
1_merged_PDX_cell_lines_AML_13651_lociStitched chr18 54870953 54874324 52538184 52541555 ,
1_merged_PDX_cell_lines_AML_13650_lociStitched chr16 71563463 71566834 71597366 71600737 ,
1_merged_PDX_cell_lines_AML_13652_lociStitched chr11 67418183 67421553 67185654 67189024 PTPRCAP,TBC1D10C,RPS6KB2,
1_merged_PDX_cell_lines_AML_13653_lociStitched chr11 78548027 78551396 78259073 78262442 ,
1_merged_PDX_cell_lines_AML_13655_lociStitched chr15 58627445 58630813 58919644 58923012 ,
1_merged_PDX_cell_lines_AML_13654_lociStitched chr17 63190777 63194145 61268138 61271506 CD79B,
1_merged_PDX_cell_lines_AML_13656_lociStitched chr16 2535076 2538443 2585077 2588444 ATP6V0C,CCNF,PAQR4,PRSS21,ZG16B,BRICD5,
1_merged_PDX_cell_lines_AML_13657_lociStitched chr1 146182151 146185517 145252676 145256041 ,
1_merged_PDX_cell_lines_AML_13658_lociStitched chr2 97671812 97675176 98288275 98291639 ,
1_merged_PDX_cell_lines_AML_13659_lociStitched chr5 34243133 34246497 34243238 34246602 ,
1_merged_PDX_cell_lines_AML_13660_lociStitched chr8 140789426 140792789 141799525 141802888 ,
1_merged_PDX_cell_lines_AML_13661_lociStitched chr8 19597425 19600788 19454936 19458299 ,
1_merged_PDX_cell_lines_AML_13662_lociStitched chr3 169951807 169955170 169669595 169672958 SEC62,
1_merged_PDX_cell_lines_AML_13663_lociStitched chr3 196285196 196288558 196012067 196015429 FBXO45,PPP1R2,WDR53,
1_merged_PDX_cell_lines_AML_13664_lociStitched chr3 44337649 44341011 44379141 44382503 ZNF852,
1_merged_PDX_cell_lines_AML_13665_lociStitched chr13 69682002 69685362 70256134 70259494 ,
1_merged_PDX_cell_lines_AML_13666_lociStitched chr2 28021737 28025096 28244604 28247963 ,
1_merged_PDX_cell_lines_AML_13667_lociStitched chr8 92955695 92959054 93967923 93971282 ,
1_merged_PDX_cell_lines_AML_13668_lociStitched chr1 19178246 19181605 19504740 19508099 ,
1_merged_PDX_cell_lines_AML_13669_lociStitched chr17 73140808 73144167 71136947 71140306 ,
1_merged_PDX_cell_lines_AML_13670_lociStitched chr7 66756913 66760272 66221900 66225259 ,
1_merged_PDX_cell_lines_AML_13671_lociStitched chr1 200231083 200234440 200200211 200203568 ,
1_merged_PDX_cell_lines_AML_13672_lociStitched chr10 97687387 97690743 99447144 99450500 ,
