,mr351-MV411-DMSO-r1,mr352-MV411-DMSO-r2,mr353-MV411-DMSO-r3,mr354-MV411-DMSO-r4,mr355-MV411-72h_MEIS1-r1,mr356-MV411-72h_MEIS1-r2,mr357-MV411-72h_MEIS1-r3,mr358-MV411-72h_MEIS1-r4
APPBP2-DT,1.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0
DEPDC1P1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DCAF13P3,1.0,3.0,2.0,2.0,0.0,3.0,1.0,4.0
LINC02895,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GH1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TGIF2-RAB5IF,2.53,7.54,5.42,3.07,6.42,7.1,3.23,25.08
BMF-AS1,0.24,0.0,3.61,0.0,0.0,0.0,0.0,3.35
HNRNPA1P45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTXND1,2.0,12.0,6.0,5.0,1.0,3.0,4.0,5.0
HNRNPCP3,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0
KIF23-AS1,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0
UBE2Q2P2,3.0,2.0,6.0,5.0,2.0,5.0,3.0,5.0
THTPA,190.34,332.78,318.99,174.61,186.83,143.43,162.65,353.05
MAPK6-DT,0.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0
LINC02352,3.0,11.0,12.0,6.0,1.0,4.0,4.0,13.0
ADNP-AS1,9.0,8.0,7.0,11.0,1.0,5.0,7.0,15.0
AHCYP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NDUFAF4P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LINC01169,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SYNM-AS1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SORD2P,21.49,81.88,55.2,31.44,34.58,17.15,24.25,49.89
DUT-AS1,33.54,33.96,59.89,43.45,29.31,29.0,22.04,57.08
TFDP1P3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
MRPL46,244.74,456.96,415.95,290.53,240.96,223.13,228.88,451.27
TPM1-AS,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.07
UBE2Q2L,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0
HNRNPA1P5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
ANP32AP1,4.0,4.0,3.0,4.0,1.0,2.0,4.0,3.0
LINC02169,24.0,75.0,62.0,51.0,65.0,47.0,45.0,109.0
LINC01583,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
SLC28A2-AS1,2.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0
KRT8P23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CERNA1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
TYRO3P,0.0,1.0,6.0,3.0,3.0,2.0,2.0,4.0
ALDH1A3-AS1,31.32,72.8,29.61,55.14,18.24,19.09,25.7,60.94
RBM17P4,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0
CTDSPL2-DT,0.0,0.0,2.05,0.0,1.01,0.0,1.03,2.03
EEF1A1P22,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
ST20-AS1,42.71,84.77,62.11,51.09,31.46,23.14,24.33,54.34
PIGHP1,1.0,1.0,0.0,2.0,5.0,2.0,1.0,0.0
DNM1P47,7.0,7.94,5.0,2.01,5.0,2.0,7.0,9.0
IQCH-AS1,90.0,135.0,160.88,130.0,111.0,116.0,100.0,212.38
LINC01220,2.0,6.0,5.0,4.0,3.0,1.0,4.0,5.0
HMGB1P8,1.0,2.0,2.0,3.0,0.0,3.0,2.0,7.0
FBN1-DT,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
HSP90B2P,5.0,10.0,6.0,5.0,1.0,2.0,2.0,4.0
LINC00677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CSPG4P11,3.0,3.0,0.0,2.0,4.0,0.0,1.0,5.0
LINC00933,0.0,3.0,0.0,2.0,1.0,0.0,2.0,4.0
CRTC3-AS1,1.0,2.0,5.0,1.0,2.0,0.0,1.0,2.0
HSPE1P3,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
NCAPGP2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSA2P4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBAP11,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0
PCSK6-AS1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P6,763.46,1189.8,1341.6,985.0,828.46,649.03,628.63,1531.7
UAP1-DT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ANP32BP1,8.0,3.0,8.0,5.0,2.0,2.0,5.0,17.0
CTCF-DT,0.0,3.0,3.0,2.0,0.0,3.0,1.0,4.0
CZIB-DT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
LYPD8,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
CDK13-DT,9.0,13.0,17.0,4.0,11.0,10.0,2.0,17.0
HERC2P10,22.3,49.6,40.3,30.44,15.51,10.85,14.62,33.32
RAB43P1,1.79,2.67,0.0,0.0,1.99,0.0,0.0,0.0
DYNLRB2-AS1,1.0,4.0,3.0,2.0,8.0,7.0,7.0,10.0
NR4A1AS,0.0,2.48,10.44,3.6,0.06,1.11,1.18,4.73
TEDC2-AS1,6.0,18.0,15.0,11.0,12.0,7.0,8.0,30.0
ACTG1P15,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
HNRNPLP2,49.01,48.03,48.02,25.01,29.03,25.01,28.12,40.02
NDUFA5P11,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
ZMPSTE24-DT,53.0,104.0,93.0,68.0,63.0,69.0,89.0,170.0
LINC02124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IL21R-AS1,0.0,6.03,4.41,1.29,1.54,4.84,2.51,8.16
RBM15B,1533.7,2483.8,2179.0,1764.8,1298.3,1119.1,1037.5,2335.0
CDC37P1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
TGFBR3L,15.24,28.85,22.82,15.94,17.84,10.0,11.0,12.09
MBTPS1-DT,3.0,7.0,8.0,9.0,8.0,4.0,6.0,14.0
HOXB7,4.0,16.0,26.0,12.0,9.0,9.0,5.0,14.0
NORAD,5271.9,7361.8,8170.8,6276.3,4592.6,5033.8,4225.5,9639.0
LCMT1-AS2,6.0,9.0,8.0,4.0,1.0,6.0,4.0,10.0
ABCB10P4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
GOLGA2P11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
NSFP1,0.0,0.0,2.87,0.0,0.0,0.0,2.44,0.0
MIR762HG,14.27,29.54,43.89,20.42,23.42,9.22,12.06,31.0
MSRA-DT,6.0,3.0,6.0,2.0,2.0,5.0,2.0,6.0
SPDYE6,27.88,38.36,48.39,19.65,22.22,20.54,14.8,39.27
AFTPH-DT,68.0,70.0,103.0,72.0,62.0,69.0,86.0,140.0
LINC01070,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
AOC4P,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ULK4P2,1.62,12.47,17.15,10.16,2.14,6.75,8.5,22.36
MMP2-AS1,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
CSPG4P13,68.21,113.35,84.22,64.07,22.08,13.01,24.05,24.05
MTCYBP28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SYNGR2P1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LINC02137,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
LINC02240,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
LINC02846,3.0,13.0,9.0,4.0,4.0,2.0,2.0,14.0
CENPN-AS1,3.01,1.0,0.0,2.0,1.0,1.0,2.0,0.0
CD2BP2-DT,11.0,36.0,26.0,16.0,13.0,13.0,12.0,26.0
CCDC187,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
UBL5P4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KDM7A-DT,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0
ZNRD2-DT,8.0,30.0,20.0,16.0,6.0,4.0,14.0,14.0
PTPN23-DT,25.0,42.0,45.0,30.0,23.0,15.0,21.0,74.0
PMF1-BGLAP,28.69,49.86,65.11,24.54,28.34,27.75,24.4,50.32
SUB1P4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LINC02166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SNHG19,128.0,403.0,308.0,144.0,188.0,143.0,147.0,323.0
BMP2K-DT,2.0,7.0,3.0,4.0,3.0,5.0,3.0,10.0
SLX1B-SULT1A4,98.19,165.4,36.93,112.09,103.21,102.72,93.68,215.48
TBC1D3G,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0
ACTG1P16,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
MRC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
COX6CP1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HSPB9,1.0,1.0,6.0,10.0,1.0,0.0,2.0,6.0
TMEM263-DT,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
HEXA-AS1,6.06,8.21,5.07,5.2,6.08,6.0,4.1,12.0
DNM1P34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
LDC1P,33.42,28.2,27.0,20.0,11.0,10.0,15.0,27.52
LINC00562,4.0,8.0,6.0,6.0,13.0,7.0,4.0,13.0
WBP11P1,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
STUB1-DT,0.0,1.0,1.0,1.0,2.0,4.0,0.0,4.0
LINC02182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LINC02367,3.0,1.0,5.0,1.0,1.0,0.0,5.0,4.0
SCX,7.0,14.0,15.0,11.0,10.0,9.0,5.0,7.0
LMF1-AS1,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0
ATP2A1-AS1,8.0,14.0,23.0,3.0,4.0,5.0,7.0,18.0
LCMT1-AS1,5.0,10.0,13.0,12.0,6.0,4.0,12.0,18.0
TPRKBP2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
NBAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C16orf95,16.0,36.6,26.88,16.84,18.0,11.0,13.0,29.0
MYL12BP1,0.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0
E2F5-DT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMS1P8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
AP1AR-DT,11.0,16.0,13.0,6.0,12.0,6.0,7.0,21.0
FAM157C,1.26,6.13,5.2,1.23,4.02,0.0,0.0,6.03
MT1L,2.0,9.0,9.0,4.0,1.0,3.0,2.0,7.0
COSMOC,0.0,0.71,3.4,7.85,3.28,0.0,0.0,2.35
ERVK13-1,217.0,317.0,296.0,210.0,175.0,173.0,174.0,380.78
BNIP3P5,0.0,0.0,0.0,0.0,2.25,2.0,0.0,0.61
PPM1L-DT,5.0,14.0,6.0,10.0,2.0,5.0,3.0,7.0
EIF5A2P1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
STAM-DT,8.0,7.0,11.0,7.0,9.0,9.0,14.0,18.0
HMGN2P40,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
RPL23AP97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
SNAI3-AS1,67.04,135.17,134.0,112.0,59.04,59.0,64.0,113.0
HERC2P5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
TCERG1P2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP176,0.63,4.47,0.0,0.0,4.99,1.7,2.51,2.68
HNRNPA3P11,3.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0
ANKRD20A1,4.9,1.76,0.32,0.0,4.32,2.22,0.0,17.88
LINC00543,1.0,5.0,3.0,2.0,3.0,0.0,5.0,0.0
TBC1D22A-DT,34.0,50.0,81.0,33.0,26.0,29.0,34.0,60.0
SLC7A5P1,7.21,13.0,10.0,12.0,2.0,1.0,8.0,8.0
ITPRID2-DT,39.0,36.0,51.0,45.0,38.0,43.0,39.0,63.0
CES1P2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MIR3677HG,8.0,10.0,7.0,11.0,6.0,3.0,1.0,8.0
ARHGAP23P1,0.0,0.0,1.57,0.0,0.0,1.0,0.0,0.0
CDR2-DT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
LINC02280,0.0,3.0,0.0,2.0,3.0,0.0,2.0,2.0
KRT8P50,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0
SERTM2,0.0,2.0,3.0,3.0,0.0,0.0,0.0,6.0
LINC01963,187.0,346.0,355.0,280.0,256.0,207.0,222.0,477.0
PAPOLA-DT,9.0,30.0,23.0,20.0,17.0,6.0,16.0,40.0
PPIAP47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HMGB3P32,3.0,1.0,2.0,1.0,0.0,2.0,0.0,4.0
FBXL19-AS1,140.0,269.0,249.0,208.0,163.0,140.0,136.0,322.0
LINC01960,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LINC01229,11.0,25.0,29.0,10.0,3.0,11.0,1.0,16.0
ARLNC1,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
ADPGK-AS1,31.61,23.91,18.45,11.37,16.23,9.29,9.21,22.61
XKR7,1.0,8.0,9.0,0.0,0.0,1.0,3.0,3.0
LINC02890,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.78
LINC00565,16.0,30.0,52.0,32.0,26.0,21.0,19.0,36.0
CCPG1,3130.0,4126.3,4992.1,3667.4,2183.1,2655.5,2432.4,4453.3
LINC02193,3.15,9.2,9.0,17.93,3.46,2.58,8.07,4.74
LINC01311,18.0,45.0,36.0,20.0,27.0,14.0,10.0,40.0
LINC00622,1.0,4.0,1.0,5.0,0.0,0.0,0.0,2.0
CAPN10-DT,27.0,41.0,36.0,33.0,26.0,25.0,23.0,48.0
VPS39-DT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LINC01572,11.0,22.65,18.59,12.0,11.17,13.25,3.0,30.0
AGAP11,0.0,2.73,0.0,1.03,0.0,0.0,0.0,0.08
SPECC1-DT,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WFDC21P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULT1A3,78.07,127.26,92.01,135.42,132.83,127.83,111.02,270.19
LINC02256,23.35,20.1,32.61,12.43,2.31,9.87,6.77,21.21
RUNX2-AS1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
ZNNT1,31.0,79.0,87.0,69.0,50.0,56.0,49.0,80.0
LINC00563,1.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0
TMEM178B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RBFADN,8.73,27.0,22.0,7.0,13.0,10.0,11.0,18.0
EPPK1,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0
DNAJA2-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SPINT1-AS1,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0
TFIP11-DT,26.0,33.0,33.0,21.0,22.0,29.0,21.0,61.0
RNF126P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TNRC6B-DT,1.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0
ST3GAL1-DT,17.0,23.0,29.0,22.0,16.0,14.0,13.0,20.0
ZNF865,464.0,827.0,684.0,560.0,374.0,334.0,359.0,630.0
LINC02133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOP1,1603.0,3036.0,2406.0,1692.0,1579.0,1259.0,1301.0,2730.0
ANKRD26P1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02128,3.0,6.0,5.0,7.0,2.0,8.0,5.0,6.0
GOLGA8T,102.63,195.99,136.9,119.3,75.03,62.8,84.5,138.89
EFCAB6-DT,2.0,5.0,12.0,3.0,5.0,0.0,4.0,5.0
ULK4P1,9.72,10.9,0.0,9.67,2.85,2.02,9.86,8.61
ATP2C2-AS1,0.0,2.13,3.0,0.0,6.0,1.0,0.0,1.0
NUP93-DT,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
LARP4P,1.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0
DIS3L-AS1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LINC01355,56.0,62.0,122.0,103.0,71.0,106.0,93.0,158.0
EIF4BP5,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0
PYCARD-AS1,26.62,52.53,35.48,43.68,29.69,11.57,26.25,62.07
OTULIN-DT,1.0,3.0,4.0,2.0,0.0,2.0,3.0,1.0
MANEA-DT,7.0,7.0,12.0,5.0,8.0,8.0,5.0,9.0
PECAM1,3352.0,4916.0,5363.0,3799.0,2516.0,2399.0,2567.0,4884.0
VPS9D1-AS1,234.73,429.0,284.0,200.96,162.0,146.0,149.0,295.56
PDCD6IPP2,374.15,498.03,624.28,431.18,325.46,318.16,292.35,607.74
MAFTRR,2.0,3.0,4.0,8.0,1.0,1.0,2.0,0.0
PSMD7-DT,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
TEN1-CDK3,49.91,99.68,87.46,57.3,73.93,61.53,46.17,113.34
CORO1A-AS1,19.0,22.01,14.0,19.01,12.0,17.01,11.0,24.01
MPC1-DT,0.0,4.0,0.0,1.0,1.0,4.0,0.0,8.0
TMEM202-AS1,40.72,67.32,38.11,21.7,18.39,11.44,15.39,23.92
DHX35-DT,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
POLG-DT,0.0,6.0,8.0,2.0,2.0,3.0,2.0,3.0
LINC01003,56.0,90.0,91.0,76.0,54.0,37.0,48.0,96.0
TUBB8,1.0,3.0,4.0,1.46,2.0,5.0,1.0,2.0
UBE2MP1,3.0,9.01,4.0,6.0,5.0,2.0,2.0,8.0
COQ7-DT,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CARHSP1-DT,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
PAN3-AS1,228.0,306.0,367.0,288.0,217.0,218.0,190.0,416.0
LINC01686,11.0,18.0,22.0,15.0,5.0,9.0,9.0,9.0
LINC01976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABCB10P3,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
CCNYL7,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0
SMG1P7,88.3,121.42,137.86,104.16,94.24,117.02,110.16,190.94
EEF1A1P38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FSCN1P1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM249,11.0,16.71,11.72,8.15,8.0,6.0,4.66,14.57
HERC2P8,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
GAN,414.45,599.98,618.99,463.02,351.31,355.97,388.28,729.15
SUB1P3,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
YBX3P1,5.0,3.0,3.0,4.0,0.0,0.0,3.0,3.0
LINC02177,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
LINC02605,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PAQR5-DT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
CYLD-AS1,13.0,18.0,19.0,16.0,13.0,20.0,13.08,25.0
DISC1FP1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
IMPDH1P11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLGA6L7,9.0,8.0,10.0,9.0,1.0,3.0,6.0,8.0
C15orf65,21.0,32.0,32.0,35.0,14.0,17.0,15.0,35.0
BEAN1-AS1,12.62,16.16,13.39,13.36,3.35,5.47,4.69,15.55
SCRT1,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
HPR,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
H2BC20P,161.21,234.46,233.07,149.68,158.97,146.28,143.82,239.44
GOLGA8S,171.8,223.15,274.81,223.04,178.43,209.54,133.74,371.44
BOLA2-SMG1P6,417.06,869.53,903.11,571.32,588.22,534.14,516.37,1121.6
STAG1-DT,2.0,2.0,7.0,1.0,0.0,2.0,2.0,6.0
DNAAF4-CCPG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.36
DDX19A-DT,3.0,8.06,7.05,6.0,5.05,2.04,3.0,12.0
TCF24,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
DNM1P28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLGA8H,32.2,63.26,53.43,43.48,42.7,34.46,32.76,69.27
ISY1-RAB43,401.64,766.2,685.19,552.24,403.66,321.04,267.69,649.02
LOXL1-AS1,1.0,1.0,10.0,0.0,0.0,4.0,0.0,2.0
LINC02140,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
TUBB8P7,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
LINC00662,154.0,335.0,388.0,272.0,170.0,189.0,165.0,404.0
MIA,2.0,0.0,2.56,1.0,1.0,4.93,3.35,2.49
MFSD1P1,3.0,2.0,1.0,0.0,3.0,1.0,1.0,4.0
ZNF594-DT,3.0,4.0,11.0,6.05,2.0,5.0,2.0,9.0
GOSR2-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PCDHGA9,4.0,2.0,5.0,2.0,4.64,3.16,1.0,3.0
GFY,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0
MMP25-AS1,218.72,341.14,337.86,228.14,225.51,205.01,196.28,397.17
DLGAP1-AS2,2.0,2.0,6.0,4.0,0.0,1.0,1.0,0.0
RPH3AL-AS1,12.0,27.0,30.0,18.0,33.0,28.0,24.0,72.0
SNORD3B-2,1.49,1.43,5.91,2.1,5.57,3.16,3.07,19.51
PCDHB19P,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
MTCO1P28,2.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0
NQO1-DT,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0
GREP1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
LINC02175,17.0,13.0,15.0,7.0,3.0,8.0,7.0,7.0
C17orf114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MYMX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
LINC02861,7.0,3.0,8.0,1.0,2.0,1.0,5.0,9.0
LINC01978,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
PCDHGB3,27.36,29.13,32.94,15.71,30.37,8.0,9.0,25.15
CORO7,843.87,1840.7,1372.3,845.57,909.25,664.42,776.0,1461.7
GRAPLDR,2.0,3.0,0.0,3.35,1.0,5.0,0.0,2.0
HNRNPA1P16,9.0,17.0,15.39,15.9,3.0,10.0,4.0,20.0
MCUR1P1,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
MIR193BHG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SPDYE9,5.0,4.22,3.94,10.01,2.36,4.12,2.37,10.2
LINC01569,65.0,134.0,133.0,83.0,58.0,51.0,49.0,124.0
TVP23CP2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
SAMD11P1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
TMEM256-PLSCR3,3.39,5.17,7.21,0.0,2.96,0.0,7.26,3.37
CCER2,15.0,8.0,13.0,12.0,8.0,10.0,6.0,19.0
MAPK8IP1P1,0.0,3.18,3.27,2.3,0.0,0.0,1.51,1.82
TXNP4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
PCDHGA4,2.0,5.62,10.47,5.0,0.0,3.0,2.98,2.0
TMEM231P1,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PHBP15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
OVCA2,300.15,629.63,521.86,358.85,293.5,221.37,271.11,531.47
CAMTA2-AS1,0.0,5.15,2.27,1.14,0.0,0.0,0.0,0.0
GLIS2-AS1,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
ZFP3-DT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01977,3.0,7.0,3.0,5.0,0.0,3.0,3.0,1.0
MRPL12,841.0,1832.6,1543.0,951.0,1086.0,726.0,769.15,1723.0
C19orf84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MTCO1P40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TMPOP2,2.0,7.0,1.0,4.0,4.0,2.0,3.0,4.0
CCNQ,132.0,262.0,204.0,161.0,121.0,101.0,129.0,228.0
ALOX12P2,65.0,76.0,100.0,76.0,28.0,27.0,22.0,62.0
EIF4A1P9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RPL23AP86,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
GTF2I,4724.1,7674.7,7400.7,5233.2,4444.4,3979.2,3959.4,8163.9
ZNF234,325.0,531.0,484.0,377.0,322.0,289.0,285.0,617.0
AKAP1-DT,4.0,11.0,7.0,10.0,5.0,6.0,8.0,10.0
ROCK1P1,2.22,0.0,2.13,0.0,0.0,0.0,1.14,7.85
RNF213-AS1,26.01,43.0,43.3,33.0,42.0,34.22,37.22,88.05
ZNF213-AS1,52.62,92.0,63.0,62.0,57.0,43.0,57.0,76.0
LRRC37A17P,96.35,171.54,173.13,118.52,96.4,76.64,61.97,152.35
MTND1P8,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0
HNRNPCP4,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
DPEP2NB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RYKP1,1.0,2.0,3.0,0.0,1.0,1.0,0.0,3.0
ATP5F1AP3,1.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0
MTCYBP33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
RPS7P1,54.29,116.5,122.35,73.0,55.78,50.62,47.74,103.81
RSL1D1-DT,0.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0
TAPT1-AS1,22.0,45.0,41.0,28.0,20.0,24.0,25.61,37.94
PPIAL4A,0.0,0.0,0.0,0.0,0.0,1.07,1.0,0.0
ABHD17AP5,0.0,1.01,0.0,0.0,0.0,1.01,0.0,0.0
NFE2L1-DT,14.0,18.0,32.0,17.0,10.0,7.0,10.0,30.0
RN7SL471P,1.0,6.0,0.0,8.0,1.0,1.0,2.0,4.0
PPIAL4C,0.0,4.15,4.13,2.24,2.77,5.5,3.0,5.51
SRSF8,292.0,510.0,469.0,315.0,312.0,310.0,280.0,603.0
MAPK8IP1P2,13.93,27.64,31.73,14.7,13.0,13.0,17.49,21.18
FAM72C,226.76,281.74,510.39,293.31,187.28,304.7,198.83,506.79
IKBKE,622.0,1037.0,1003.0,656.0,584.0,495.0,481.0,1041.0
AK4P1,6.31,6.81,10.82,2.17,2.66,1.04,4.93,8.15
UBBP4,6.0,10.0,9.04,9.03,4.01,3.0,6.04,4.01
